school_name,name,left_over_total,offered,leftover_rate
Virginia Run Elementary,Chilled Pineapple(1/2 cup),0,0,0.0
Virginia Run Elementary,Egg and American Cheese on Biscuit(Sandwich),0,44,0.0
Virginia Run Elementary,"Frozen Berry, Triple Berry Blend(1/2 cup (thawed))",0,64,0.0
Virginia Run Elementary,IW Applesauce Cup(Each),0,18,0.0
Virginia Run Elementary,"Lactose Free, White Milk(Each)",0,32,0.0
Virginia Run Elementary,"Milk, Lactose Free,  Fat Free, Shelf-Stable(Each)",0,18,0.0
Virginia Run Elementary,Natural Grape Jam(Packet),0,32,0.0
Virginia Run Elementary,Orange Slices(3 slices per 1/4 cup),0,119,0.0
Virginia Run Elementary,Turkey Sausage Breakfast Biscuit(Sandwich),0,15,0.0
WESTFIELD HS,Fat Free White Milk(Each),834,1218,68.4729064039409
WESTFIELD HS,Natural Breakfast Syrup(Each),80,150,53.333333333333336
WESTFIELD HS,Natural Grape Jam(Packet),70,140,50.0
WESTFIELD HS,1% White Milk(Each),514,1168,44.00684931506849
WESTFIELD HS,Red Delicious Apple(Each - serving),80,200,40.0
WESTFIELD HS,Bottled Water(Bottle),27,81,33.33333333333333
WESTFIELD HS,Banana(Each),223,900,24.77777777777778
WESTFIELD HS,Mandarin Orange Parfait(Parfait),92,394,23.3502538071066
WESTFIELD HS,Mini Maple Pancakes(Package),311,2004,15.518962075848302
WESTFIELD HS,Honey Cheerios Cereal(Each),30,197,15.228426395939088
WESTFIELD HS,Biscuit(Biscuit),4,27,14.814814814814813
WESTFIELD HS,Cream Cheese(Each),285,2172,13.121546961325967
WESTFIELD HS,Bagel(Bagel),298,2687,11.090435429847414
WESTFIELD HS,Strawberry Parfait(Parfait),51,483,10.559006211180124
WESTFIELD HS,Apple Juice(Each),265,3645,7.270233196159122
WESTFIELD HS,Orange Tangerine Juice(Each),191,2727,7.004033736707004
WESTFIELD HS,Cinnamon Chex Cereal(Each),41,614,6.677524429967427
WESTFIELD HS,Blueberry Bread(1 square),4,60,6.666666666666667
WESTFIELD HS,"Batter, Pumpkin Bread(1oz Grain (1/64 Baked Pan))",13,234,5.555555555555555
WESTFIELD HS,String Cheese(1 Stick),18,476,3.7815126050420167
WESTFIELD HS,Egg and American Cheese on Biscuit(Sandwich),4,163,2.4539877300613497
WESTFIELD HS,Turkey Sausage Breakfast Biscuit(Sandwich),1,44,2.272727272727273
WESTFIELD HS,Blueberry Muffin Top(Muffin Top),1,63,1.5873015873015872
WESTFIELD HS,Chicken & Biscuit Sandwich(Sandwich),2,129,1.550387596899225
WESTFIELD HS,Apple Cinnamon Bread (Grain for entree)(1 square),0,59,0.0
WESTFIELD HS,Apple Cinnamon Bread(1oz Grain (1/64 Baked Pan)),0,62,0.0
WESTFIELD HS,Blueberry Chex Cereal(Each),0,0,0.0
WESTFIELD HS,"Cinnamon Toast Crunch Cereal, 25% Less Sugar(Each)",0,0,0.0
WESTFIELD HS,Egg and American Cheese on Bagel(Sandwich),0,24,0.0
WESTFIELD HS,Orange(6 Slices per 1/2 cup),0,0,0.0
Wakefield Forest Elementary,Fat Free Unflavored Shelf-Stable Milk(Each),57,60,95.0
Wakefield Forest Elementary,Banana(Each),30,37,81.08108108108108
Wakefield Forest Elementary,Red Delicious Apple(Each - serving),177,229,77.29257641921397
Wakefield Forest Elementary,1% Unflavored Shelf-Stable Milk(Each),106,140,75.71428571428571
Wakefield Forest Elementary,Fat Free White Milk(Each),182,251,72.50996015936255
Wakefield Forest Elementary,"Cheese, American, Sliced(3 slices)",62,89,69.66292134831461
Wakefield Forest Elementary,"Parfait, Triple Berry(Parfait)",14,21,66.66666666666666
Wakefield Forest Elementary,1% White Milk(Each),250,388,64.43298969072166
Wakefield Forest Elementary,Blueberry Bread(1 square),78,129,60.46511627906976
Wakefield Forest Elementary,Orange(6 Slices per 1/2 cup),3,5,60.0
Wakefield Forest Elementary,Mandarin Orange Parfait(Parfait),9,16,56.25
Wakefield Forest Elementary,Natural Grape Jam(Packet),37,67,55.223880597014926
Wakefield Forest Elementary,Blueberry Chex Cereal(Each),87,163,53.37423312883436
Wakefield Forest Elementary,"Batter, Pumpkin Bread(1oz Grain (1/64 Baked Pan))",53,128,41.40625
Wakefield Forest Elementary,Natural Breakfast Syrup(Each),26,65,40.0
Wakefield Forest Elementary,Blueberry Bread(1oz Grain (1/64 Baked Pan)),44,112,39.285714285714285
Wakefield Forest Elementary,Egg and American Cheese on Biscuit(Sandwich),13,37,35.13513513513514
Wakefield Forest Elementary,Strawberry Parfait(Parfait),4,12,33.33333333333333
Wakefield Forest Elementary,Bagel(Bagel),12,37,32.432432432432435
Wakefield Forest Elementary,Cream Cheese(Each),12,37,32.432432432432435
Wakefield Forest Elementary,Cinnamon Chex Cereal(Each),29,94,30.851063829787233
Wakefield Forest Elementary,Honey Cheerios Cereal(Each),35,135,25.925925925925924
Wakefield Forest Elementary,String Cheese(1 Stick),19,77,24.675324675324674
Wakefield Forest Elementary,Biscuit(Biscuit),7,35,20.0
Wakefield Forest Elementary,Chicken & Biscuit Sandwich(Sandwich),10,57,17.543859649122805
Wakefield Forest Elementary,Orange Tangerine Juice(Each),98,573,17.10296684118674
Wakefield Forest Elementary,"Cinnamon Toast Crunch Cereal, 25% Less Sugar(Each)",21,140,15.0
Wakefield Forest Elementary,Mini Maple Pancakes(Package),42,280,15.0
Wakefield Forest Elementary,Turkey Sausage Breakfast Biscuit(Sandwich),4,31,12.903225806451612
Wakefield Forest Elementary,Apple Juice(Each),8,578,1.384083044982699
Wakefield Forest Elementary,Apple Cinnamon Bread(1oz Grain (1/64 Baked Pan)),0,20,0.0
Waples Mill Elementary,Egg and American Cheese on Biscuit(Sandwich),4,4,100.0
Waples Mill Elementary,Mandarin Orange Parfait(Parfait),39,82,47.5609756097561
Waples Mill Elementary,Strawberry Parfait(Parfait),19,40,47.5
Waples Mill Elementary,Fat Free Unflavored Shelf-Stable Milk(Each),10,22,45.45454545454545
Waples Mill Elementary,Natural Grape Jam(Packet),23,51,45.09803921568628
Waples Mill Elementary,Orange(6 Slices per 1/2 cup),35,85,41.17647058823529
Waples Mill Elementary,Biscuit(Biscuit),2,5,40.0
Waples Mill Elementary,Cream Cheese(Each),24,76,31.57894736842105
Waples Mill Elementary,Red Delicious Apple(Each - serving),16,55,29.09090909090909
Waples Mill Elementary,1% Unflavored Shelf-Stable Milk(Each),21,75,28.000000000000004
Waples Mill Elementary,Orange Tangerine Juice(Each),72,304,23.684210526315788
Waples Mill Elementary,Turkey Sausage Breakfast Biscuit(Sandwich),6,26,23.076923076923077
Waples Mill Elementary,Apple Juice(Each),146,662,22.054380664652566
Waples Mill Elementary,Bagel(Bagel),16,76,21.052631578947366
Waples Mill Elementary,Blueberry Chex Cereal(Each),19,92,20.652173913043477
Waples Mill Elementary,Fat Free White Milk(Each),23,130,17.692307692307693
Waples Mill Elementary,"Cinnamon Toast Crunch Cereal, 25% Less Sugar(Each)",15,110,13.636363636363635
Waples Mill Elementary,Mini Maple Pancakes(Package),26,218,11.926605504587156
Waples Mill Elementary,1% White Milk(Each),16,146,10.95890410958904
Waples Mill Elementary,Cinnamon Chex Cereal(Each),10,93,10.75268817204301
Waples Mill Elementary,Chicken Tenders(3 tenders),1,27,3.7037037037037033
Waples Mill Elementary,Chicken & Biscuit Sandwich(Sandwich),2,55,3.6363636363636362
Waples Mill Elementary,Honey Cheerios Cereal(Each),7,225,3.111111111111111
Waples Mill Elementary,Applesauce(1/2 Cup),0,0,0.0
Waples Mill Elementary,Banana(Each),0,12,0.0
Waples Mill Elementary,Blueberry Muffin Top(Muffin Top),0,0,0.0
Waples Mill Elementary,Chilled Peaches(1/2 cup (drained)),0,0,0.0
Waples Mill Elementary,Chilled Pineapple(1/2 cup),0,0,0.0
Waples Mill Elementary,Orange Slices(3 slices per 1/4 cup),0,0,0.0
Waples Mill Elementary,Orange Slices(6 Slices per 1/2 cup),0,0,0.0
Waples Mill Elementary,Orange(1/4 cup),0,6,0.0
Waples Mill Elementary,String Cheese(1 Stick),0,0,0.0
Washington Mill Elementary,Fat Free White Milk(Each),49,341,14.369501466275661
Washington Mill Elementary,Red Delicious Apple(Each - serving),28,256,10.9375
Washington Mill Elementary,Mandarin Orange Parfait(Parfait),10,98,10.204081632653061
Washington Mill Elementary,1% White Milk(Each),114,1386,8.225108225108226
Washington Mill Elementary,Cinnamon Chex Cereal(Each),14,688,2.0348837209302326
Washington Mill Elementary,Apple Juice(Each),59,3837,1.5376596299192076
Washington Mill Elementary,Mini Maple Pancakes(Package),3,1748,0.17162471395881007
Washington Mill Elementary,Apple Cinnamon Bread (Grain for entree)(1 square),0,12,0.0
Washington Mill Elementary,Apple Slices(3 slices per 1/4 cup),0,67,0.0
Washington Mill Elementary,"Apple Slices(3 slices, 1/4 cup)",0,18,0.0
Washington Mill Elementary,Applesauce(1/2 Cup),0,70,0.0
Washington Mill Elementary,"Applesauce, IW, Cinnamon. Unsweetened, Shelf-Stable (SUB)(Each)",0,59,0.0
Washington Mill Elementary,Bagel(Bagel),0,1263,0.0
Washington Mill Elementary,Banana(Each),0,210,0.0
Washington Mill Elementary,"Batter, Pumpkin Bread(1oz Grain (1/64 Baked Pan))",0,563,0.0
Washington Mill Elementary,Blueberry Bread(1 square),0,612,0.0
Washington Mill Elementary,Blueberry Chex Cereal(Each),0,572,0.0
Washington Mill Elementary,Blueberry Muffin Top(Muffin Top),0,207,0.0
Washington Mill Elementary,Chilled Mandarin Oranges(1/2 cup (drained)),0,54,0.0
Washington Mill Elementary,Chilled Peaches(1/2 cup (drained)),0,85,0.0
Washington Mill Elementary,"Cinnamon Toast Crunch Cereal, 25% Less Sugar(Each)",0,656,0.0
Washington Mill Elementary,Cream Cheese(Each),0,1167,0.0
Washington Mill Elementary,Honey Cheerios Cereal(Each),0,603,0.0
Washington Mill Elementary,Natural Breakfast Syrup(Each),0,100,0.0
Washington Mill Elementary,Natural Grape Jam(Packet),0,133,0.0
Washington Mill Elementary,Orange Slices(3 slices per 1/4 cup),0,65,0.0
Washington Mill Elementary,Orange Tangerine Juice(Each),0,2558,0.0
Washington Mill Elementary,Strawberry Parfait(Parfait),0,45,0.0
Washington Mill Elementary,String Cheese(1 Stick),0,365,0.0
Waynewood Elementary,Orange(6 Slices per 1/2 cup),8,10,80.0
Waynewood Elementary,Golden Delicious Apple(Each),103,170,60.588235294117645
Waynewood Elementary,Biscuit(Biscuit),3,5,60.0
Waynewood Elementary,Blueberry Muffin Top(Muffin Top),24,40,60.0
Waynewood Elementary,Egg and American Cheese on Biscuit(Sandwich),24,40,60.0
Waynewood Elementary,1% White Milk(Each),431,727,59.28473177441541
Waynewood Elementary,Mandarin Orange Parfait(Parfait),44,75,58.666666666666664
Waynewood Elementary,Fat Free White Milk(Each),72,136,52.94117647058824
Waynewood Elementary,1% Unflavored Shelf-Stable Milk(Each),43,84,51.19047619047619
Waynewood Elementary,Cinnamon Chex Cereal(Each),85,170,50.0
Waynewood Elementary,Strawberry Parfait(Parfait),22,45,48.888888888888886
Waynewood Elementary,Natural Grape Jam(Packet),30,65,46.15384615384615
Waynewood Elementary,Red Delicious Apple(Each - serving),81,178,45.50561797752809
Waynewood Elementary,String Cheese(1 Stick),40,90,44.44444444444444
Waynewood Elementary,Blueberry Chex Cereal(Each),83,190,43.684210526315795
Waynewood Elementary,Banana(Each),40,100,40.0
Waynewood Elementary,Turkey Sausage Breakfast Biscuit(Sandwich),4,10,40.0
Waynewood Elementary,Honey Cheerios Cereal(Each),77,217,35.483870967741936
Waynewood Elementary,Apple Cinnamon Bread(1oz Grain (1/64 Baked Pan)),7,20,35.0
Waynewood Elementary,Orange Tangerine Juice(Each),274,865,31.676300578034684
Waynewood Elementary,Apple Cinnamon Bread (Grain for entree)(1 square),24,77,31.16883116883117
Waynewood Elementary,Mini Maple Pancakes(Package),168,628,26.751592356687897
Waynewood Elementary,Natural Breakfast Syrup(Each),20,75,26.666666666666668
Waynewood Elementary,"Cinnamon Toast Crunch Cereal, 25% Less Sugar(Each)",44,175,25.142857142857146
Waynewood Elementary,Chicken & Biscuit Sandwich(Sandwich),15,60,25.0
Waynewood Elementary,"Batter, Pumpkin Bread(1oz Grain (1/64 Baked Pan))",7,30,23.333333333333332
Waynewood Elementary,Bagel(Bagel),48,240,20.0
Waynewood Elementary,Cream Cheese(Each),24,130,18.461538461538463
Waynewood Elementary,"Milk, Lactose Free,  Fat Free, Shelf-Stable(Each)",1,6,16.666666666666664
Waynewood Elementary,Blueberry Bread(1 square),3,30,10.0
Waynewood Elementary,Apple Juice(Each),62,895,6.927374301675977
Waynewood Elementary,Egg and American Cheese on English Muffin(Sandwich),0,10,0.0
West Potomac High,Fat Free White Milk(Each),364,440,82.72727272727273
West Potomac High,Blueberry Chex Cereal(Each),124,175,70.85714285714285
West Potomac High,1% White Milk(Each),1632,3299,49.46953622309791
West Potomac High,Cinnamon Chex Cereal(Each),181,510,35.490196078431374
West Potomac High,Strawberry Parfait(Parfait),62,188,32.97872340425532
West Potomac High,"Cinnamon Toast Crunch Cereal, 25% Less Sugar(Each)",229,725,31.586206896551722
West Potomac High,Honey Cheerios Cereal(Each),198,650,30.461538461538463
West Potomac High,Red Delicious Apple(Each - serving),469,1650,28.424242424242426
West Potomac High,Banana(Each),732,2810,26.049822064056936
West Potomac High,Natural Grape Jam(Packet),117,470,24.893617021276597
West Potomac High,"Batter, Pumpkin Bread(1oz Grain (1/64 Baked Pan))",89,390,22.82051282051282
West Potomac High,String Cheese(1 Stick),117,650,18.0
West Potomac High,Bagel(Bagel),39,290,13.448275862068964
West Potomac High,Cream Cheese(Each),39,290,13.448275862068964
West Potomac High,Natural Breakfast Syrup(Each),25,190,13.157894736842104
West Potomac High,Chicken & Biscuit Sandwich(Sandwich),64,492,13.008130081300814
West Potomac High,Orange Tangerine Juice(Each),375,2900,12.931034482758621
West Potomac High,Blueberry Bread(1 square),69,558,12.365591397849462
West Potomac High,Mandarin Orange Parfait(Parfait),38,355,10.704225352112676
West Potomac High,Mini Maple Pancakes(Package),47,450,10.444444444444445
West Potomac High,Apple Juice(Each),147,1600,9.1875
West Potomac High,Egg and American Cheese on Biscuit(Sandwich),22,260,8.461538461538462
West Potomac High,Biscuit(Biscuit),37,490,7.551020408163265
West Potomac High,Turkey Sausage Breakfast Biscuit(Sandwich),37,490,7.551020408163265
West Potomac High,Orange(6 Slices per 1/2 cup),0,0,0.0
West Springfield Elementary,Orange Slices(3 slices per 1/4 cup),6,6,100.0
West Springfield Elementary,Orange Slices(6 Slices per 1/2 cup),2,2,100.0
West Springfield Elementary,Orange(1/4 cup),2,2,100.0
West Springfield Elementary,Fat Free White Milk(Each),519,537,96.64804469273743
West Springfield Elementary,Mandarin Orange Parfait(Parfait),55,58,94.82758620689656
West Springfield Elementary,1% Unflavored Shelf-Stable Milk(Each),32,34,94.11764705882352
West Springfield Elementary,1% White Milk(Each),692,744,93.01075268817203
West Springfield Elementary,Natural Grape Jam(Packet),33,38,86.8421052631579
West Springfield Elementary,Orange(6 Slices per 1/2 cup),232,275,84.36363636363636
West Springfield Elementary,Banana(Each),116,138,84.05797101449275
West Springfield Elementary,"Sandwich, Breakfast. Bagel, Turkey Sausage(Sandwich)",5,6,83.33333333333334
West Springfield Elementary,Egg and American Cheese on Biscuit(Sandwich),26,32,81.25
West Springfield Elementary,Red Delicious Apple(Each - serving),110,164,67.07317073170732
West Springfield Elementary,Applesauce(1/2 Cup),4,6,66.66666666666666
West Springfield Elementary,Strawberry Parfait(Parfait),11,17,64.70588235294117
West Springfield Elementary,Egg and American Cheese on English Muffin(Sandwich),12,22,54.54545454545454
West Springfield Elementary,Apple Cinnamon Bread(1oz Grain (1/64 Baked Pan)),38,72,52.77777777777778
West Springfield Elementary,Roasted Sunflower Seeds(Package),11,21,52.38095238095239
West Springfield Elementary,Blueberry Chex Cereal(Each),44,91,48.35164835164835
West Springfield Elementary,Turkey Sausage Breakfast Biscuit(Sandwich),8,17,47.05882352941176
West Springfield Elementary,Orange Tangerine Juice(Each),180,512,35.15625
West Springfield Elementary,Cinnamon Chex Cereal(Each),60,176,34.090909090909086
West Springfield Elementary,Blueberry Bread(1 square),10,37,27.027027027027028
West Springfield Elementary,String Cheese(1 Stick),28,111,25.225225225225223
West Springfield Elementary,Assorted  4 oz Yogurt(Container),1,4,25.0
West Springfield Elementary,Chicken & Biscuit Sandwich(Sandwich),9,42,21.428571428571427
West Springfield Elementary,"Batter, Pumpkin Bread(1oz Grain (1/64 Baked Pan))",14,70,20.0
West Springfield Elementary,Apple Juice(Each),176,884,19.90950226244344
West Springfield Elementary,"Cinnamon Toast Crunch Cereal, 25% Less Sugar(Each)",13,108,12.037037037037036
West Springfield Elementary,Honey Cheerios Cereal(Each),17,184,9.239130434782608
West Springfield Elementary,Cream Cheese(Each),2,22,9.090909090909092
West Springfield Elementary,Mini Maple Pancakes(Package),25,292,8.561643835616438
West Springfield Elementary,Blueberry Muffin Top(Muffin Top),1,12,8.333333333333332
West Springfield Elementary,Bagel(Bagel),2,30,6.666666666666667
West Springfield Elementary,Apple Cinnamon Bread (Grain for entree)(1 square),0,2,0.0
West Springfield Elementary,Cherry Vanilla Yogurt(Container),0,4,0.0
West Springfield Elementary,Mini Maple Waffles(Package),0,20,0.0
West Springfield High,Fat Free White Milk(Each),950,1050,90.47619047619048
West Springfield High,Natural Grape Jam(Packet),109,200,54.50000000000001
West Springfield High,Blueberry Parfait(Parfait),1,2,50.0
West Springfield High,Natural Blackberry Jam(Packet),5,10,50.0
West Springfield High,"Sandwich, Breakfast. Bagel, Turkey Sausage(Sandwich)",22,47,46.808510638297875
West Springfield High,1% White Milk(Each),455,1050,43.333333333333336
West Springfield High,Natural Breakfast Syrup(Each),354,826,42.857142857142854
West Springfield High,Honey Cheerios Cereal(Each),67,169,39.64497041420118
West Springfield High,Cinnamon Chex Cereal(Each),53,142,37.32394366197183
West Springfield High,Blueberry Chex Cereal(Each),49,134,36.56716417910448
West Springfield High,Egg and American Cheese on Biscuit(Sandwich),26,98,26.53061224489796
West Springfield High,Banana(Each),52,228,22.807017543859647
West Springfield High,Strawberry Parfait(Parfait),33,158,20.88607594936709
West Springfield High,Mandarin Orange Parfait(Parfait),8,39,20.51282051282051
West Springfield High,Orange Tangerine Juice(Each),168,832,20.192307692307693
West Springfield High,Granola(1/4 cup),12,68,17.647058823529413
West Springfield High,Bagel(Bagel),185,1108,16.69675090252708
West Springfield High,Cream Cheese(Each),183,1108,16.51624548736462
West Springfield High,Chicken & Biscuit Sandwich(Sandwich),34,210,16.19047619047619
West Springfield High,Apple Cinnamon Bread(1oz Grain (1/64 Baked Pan)),9,59,15.254237288135593
West Springfield High,Apple Slices(3 slices per 1/4 cup),48,437,10.983981693363845
West Springfield High,"Cinnamon Toast Crunch Cereal, 25% Less Sugar(Each)",24,239,10.0418410041841
West Springfield High,String Cheese(1 Stick),9,92,9.782608695652174
West Springfield High,Mini Maple Pancakes(Package),84,868,9.67741935483871
West Springfield High,Egg and American Cheese on Bagel(Sandwich),3,35,8.571428571428571
West Springfield High,Turkey & Cheese on Biscuit(Sandwich),4,50,8.0
West Springfield High,Turkey Sausage Breakfast Biscuit(Sandwich),5,68,7.352941176470589
West Springfield High,Strawberry Smoothie(8oz portion),9,123,7.317073170731707
West Springfield High,Apple Juice(Each),183,2630,6.9581749049429655
West Springfield High,Blueberry Bread(1oz Grain (1/64 Baked Pan)),0,33,0.0
Westbriar Elementary,1% White Milk(Each),79,190,41.578947368421055
Westbriar Elementary,Fat Free White Milk(Each),78,190,41.05263157894737
Westbriar Elementary,Blueberry Chex Cereal(Each),63,160,39.375
Westbriar Elementary,"Cinnamon Toast Crunch Cereal, 25% Less Sugar(Each)",59,150,39.33333333333333
Westbriar Elementary,Honey Cheerios Cereal(Each),64,165,38.78787878787879
Westbriar Elementary,Cinnamon Chex Cereal(Each),50,140,35.714285714285715
Westbriar Elementary,Bagel(Bagel),7,20,35.0
Westbriar Elementary,String Cheese(1 Stick),31,146,21.232876712328768
Westbriar Elementary,Apple Juice(Each),69,395,17.468354430379744
Westbriar Elementary,Orange Tangerine Juice(Each),63,415,15.180722891566264
Westbriar Elementary,Cream Cheese(Each),2,15,13.333333333333334
Westbriar Elementary,Natural Blackberry Jam(Packet),2,15,13.333333333333334
Westbriar Elementary,Banana(Each),20,162,12.345679012345679
Westbriar Elementary,Natural Breakfast Syrup(Each),3,25,12.0
Westbriar Elementary,Mini Maple Pancakes(Package),20,192,10.416666666666668
Westbriar Elementary,Red Delicious Apple(Each - serving),17,210,8.095238095238095
Westbriar Elementary,Apple Cinnamon Bread (Grain for entree)(1 square),0,85,0.0
Westbriar Elementary,Applesauce(1/2 Cup),0,0,0.0
Westbriar Elementary,Biscuit(Biscuit),0,3,0.0
Westbriar Elementary,Blueberry Bread(1 square),0,85,0.0
Westbriar Elementary,Chicken & Biscuit Sandwich(Sandwich),0,12,0.0
Westbriar Elementary,Chilled Peaches(1/2 cup (drained)),0,0,0.0
Westbriar Elementary,Chilled Pineapple(1/2 cup),0,0,0.0
Westbriar Elementary,Egg and American Cheese on Biscuit(Sandwich),0,22,0.0
Westbriar Elementary,Mandarin Orange Parfait(Parfait),0,40,0.0
Westbriar Elementary,Natural Grape Jam(Packet),0,16,0.0
Westbriar Elementary,Orange Slices(3 slices per 1/4 cup),0,0,0.0
Westbriar Elementary,Orange Slices(6 Slices per 1/2 cup),0,0,0.0
Westbriar Elementary,Strawberry Parfait(Parfait),0,43,0.0
Westbriar Elementary,Turkey Sausage Breakfast Biscuit(Sandwich),0,35,0.0
Westgate Elementary,"Frozen Berry, Triple Berry Blend(1/2 cup (thawed))",4,6,66.66666666666666
Westgate Elementary,"Parfait, Triple Berry(Parfait)",53,82,64.63414634146342
Westgate Elementary,Orange Tangerine Juice(Each),1082,1690,64.02366863905326
Westgate Elementary,Natural Grape Jam(Packet),108,183,59.01639344262295
Westgate Elementary,Fat Free White Milk(Each),134,265,50.56603773584906
Westgate Elementary,Strawberry Parfait(Parfait),14,29,48.275862068965516
Westgate Elementary,Mandarin Orange Parfait(Parfait),19,47,40.42553191489361
Westgate Elementary,Red Delicious Apple(Each - serving),137,345,39.710144927536234
Westgate Elementary,String Cheese(1 Stick),91,236,38.559322033898304
Westgate Elementary,"Batter, Pumpkin Bread(1oz Grain (1/64 Baked Pan))",48,125,38.4
Westgate Elementary,Cinnamon Chex Cereal(Each),152,408,37.254901960784316
Westgate Elementary,Apple Juice(Each),873,2520,34.64285714285714
Westgate Elementary,Hot Turkey & Cheese(sandwich),4,12,33.33333333333333
Westgate Elementary,"Cinnamon Toast Crunch Cereal, 25% Less Sugar(Each)",200,611,32.733224222585925
Westgate Elementary,Blueberry Chex Cereal(Each),119,370,32.16216216216216
Westgate Elementary,Bagel(Bagel),27,85,31.76470588235294
Westgate Elementary,Blueberry Muffin Top(Muffin Top),15,49,30.612244897959183
Westgate Elementary,Cream Cheese(Each),28,98,28.57142857142857
Westgate Elementary,Honey Cheerios Cereal(Each),155,547,28.336380255941503
Westgate Elementary,Orange(6 Slices per 1/2 cup),45,167,26.94610778443114
Westgate Elementary,Natural Breakfast Syrup(Each),14,58,24.137931034482758
Westgate Elementary,Apple Slices(3 slices per 1/4 cup),6,25,24.0
Westgate Elementary,1% White Milk(Each),176,853,20.63305978898007
Westgate Elementary,Red Seedless Grapes(16 grapes per 1/2 cup),12,66,18.181818181818183
Westgate Elementary,Banana(Each),37,211,17.535545023696685
Westgate Elementary,Pumpkin Bread(1 square),19,128,14.84375
Westgate Elementary,Egg and American Cheese on Biscuit(Sandwich),5,47,10.638297872340425
Westgate Elementary,Mini Maple Pancakes(Package),87,999,8.708708708708707
Westgate Elementary,Egg and American Cheese on English Muffin(Sandwich),3,36,8.333333333333332
Westgate Elementary,Turkey Sausage Breakfast Biscuit(Sandwich),2,28,7.142857142857142
Westgate Elementary,"Sandwich, Breakfast. Bagel, Turkey Sausage(Sandwich)",2,31,6.451612903225806
Westgate Elementary,IW Applesauce Cup(Each),1,20,5.0
Westgate Elementary,Applesauce(1/2 Cup),3,63,4.761904761904762
Westgate Elementary,Chicken & Biscuit Sandwich(Sandwich),4,86,4.651162790697675
Westgate Elementary,Chilled Mandarin Oranges(1/2 cup (drained)),7,152,4.605263157894736
Westgate Elementary,Orange Slices(3 slices per 1/4 cup),3,72,4.166666666666666
Westgate Elementary,"Lactose Free, White Milk(Each)",1,41,2.4390243902439024
Westgate Elementary,Apple Cinnamon Bread (Grain for entree)(1 square),0,8,0.0
Westgate Elementary,Biscuit(Biscuit),0,8,0.0
Westgate Elementary,Blueberry Bread(1 square),0,15,0.0
Westgate Elementary,Chilled Peaches(1/2 cup (drained)),0,18,0.0
Westgate Elementary,Egg and American Cheese on Bagel(Sandwich),0,12,0.0
Westgate Elementary,"Milk, Lactose Free,  Fat Free, Shelf-Stable(Each)",0,2,0.0
Westgate Elementary,Whole Strawberries(1/2 cup thawed),0,26,0.0
Westlawn Elementary,Fat Free White Milk(Each),234,407,57.49385749385749
Westlawn Elementary,1% Unflavored Shelf-Stable Milk(Each),29,80,36.25
Westlawn Elementary,Orange(6 Slices per 1/2 cup),106,310,34.193548387096776
Westlawn Elementary,String Cheese(1 Stick),117,400,29.25
Westlawn Elementary,1% White Milk(Each),535,1995,26.81704260651629
Westlawn Elementary,"Cinnamon Toast Crunch Cereal, 25% Less Sugar(Each)",59,245,24.081632653061224
Westlawn Elementary,Cinnamon Chex Cereal(Each),60,260,23.076923076923077
Westlawn Elementary,Red Delicious Apple(Each - serving),87,410,21.21951219512195
Westlawn Elementary,Banana(Each),95,556,17.086330935251798
Westlawn Elementary,Blueberry Chex Cereal(Each),52,305,17.04918032786885
Westlawn Elementary,Mandarin Orange Parfait(Parfait),55,390,14.102564102564102
Westlawn Elementary,Strawberry Parfait(Parfait),33,245,13.46938775510204
Westlawn Elementary,"Sandwich, Breakfast. Bagel, Turkey Sausage(Sandwich)",25,192,13.020833333333334
Westlawn Elementary,Cream Cheese(Each),63,516,12.209302325581394
Westlawn Elementary,Honey Cheerios Cereal(Each),39,335,11.641791044776118
Westlawn Elementary,Egg and American Cheese on Biscuit(Sandwich),39,350,11.142857142857142
Westlawn Elementary,Bagel(Bagel),63,566,11.130742049469964
Westlawn Elementary,"Batter, Pumpkin Bread(1oz Grain (1/64 Baked Pan))",52,516,10.077519379844961
Westlawn Elementary,Turkey Sausage Breakfast Biscuit(Sandwich),43,478,8.99581589958159
Westlawn Elementary,Chicken & Biscuit Sandwich(Sandwich),13,192,6.770833333333333
Westlawn Elementary,Apple Juice(Each),248,4334,5.722196585140748
Westlawn Elementary,Orange Tangerine Juice(Each),163,3047,5.349524122087299
Westlawn Elementary,Mini Maple Pancakes(Package),152,2913,5.217988328184003
Westlawn Elementary,Blueberry Muffin Top(Muffin Top),5,320,1.5625
Westlawn Elementary,Applesauce(1/2 Cup),0,90,0.0
Westlawn Elementary,Biscuit(Biscuit),0,116,0.0
Westlawn Elementary,Blueberry Bread(1 square),0,240,0.0
Westlawn Elementary,Chilled Peaches(1/2 cup (drained)),0,180,0.0
Westlawn Elementary,Chilled Pineapple(1/2 cup),0,120,0.0
Westlawn Elementary,Egg and American Cheese on Bagel(Sandwich),0,38,0.0
Westlawn Elementary,"Lactose Free, White Milk(Each)",0,20,0.0
Westlawn Elementary,"Milk, Lactose Free,  Fat Free, Shelf-Stable(Each)",0,1,0.0
Westlawn Elementary,Natural Grape Jam(Packet),0,116,0.0
Westlawn Elementary,Orange Slices(3 slices per 1/4 cup),0,119,0.0
Weyanoke Elementary,String Cheese(1 Stick),54,153,35.294117647058826
Weyanoke Elementary,Natural Breakfast Syrup(Each),638,1865,34.20911528150134
