school_name,name,left_over_total,offered,leftover_rate
Cooper Middle,Blueberry Chex Cereal(Each),111,148,75.0
Cooper Middle,Orange(6 Slices per 1/2 cup),60,86,69.76744186046511
Cooper Middle,Cream Cheese(Each),27,39,69.23076923076923
Cooper Middle,Red Delicious Apple(Each - serving),84,123,68.29268292682927
Cooper Middle,1% Unflavored Shelf-Stable Milk(Each),4,6,66.66666666666666
Cooper Middle,1% White Milk(Each),80,120,66.66666666666666
Cooper Middle,Biscuit(Biscuit),4,6,66.66666666666666
Cooper Middle,Fat Free White Milk(Each),76,114,66.66666666666666
Cooper Middle,"Milk, Lactose Free,  Fat Free, Shelf-Stable(Each)",8,12,66.66666666666666
Cooper Middle,Natural Breakfast Syrup(Each),36,54,66.66666666666666
Cooper Middle,Cinnamon Chex Cereal(Each),112,169,66.27218934911244
Cooper Middle,Banana(Each),65,112,58.03571428571429
Cooper Middle,Bagel(Bagel),24,42,57.14285714285714
Cooper Middle,Strawberry Parfait(Parfait),3,6,50.0
Cooper Middle,Turkey Sausage Breakfast Biscuit(Sandwich),10,20,50.0
Cooper Middle,Orange Tangerine Juice(Each),150,318,47.16981132075472
Cooper Middle,Chicken & Biscuit Sandwich(Sandwich),8,19,42.10526315789473
Cooper Middle,Egg and American Cheese on Biscuit(Sandwich),18,43,41.86046511627907
Cooper Middle,Honey Cheerios Cereal(Each),58,144,40.27777777777778
Cooper Middle,Bottled Water(Bottle),55,139,39.568345323741006
Cooper Middle,Blueberry Muffin Top(Muffin Top),9,23,39.130434782608695
Cooper Middle,"Batter, Pumpkin Bread(1oz Grain (1/64 Baked Pan))",26,75,34.66666666666667
Cooper Middle,String Cheese(1 Stick),58,175,33.14285714285714
Cooper Middle,"Cinnamon Toast Crunch Cereal, 25% Less Sugar(Each)",46,148,31.08108108108108
Cooper Middle,Blueberry Bread(1 square),23,75,30.666666666666664
Cooper Middle,Mini Maple Pancakes(Package),31,154,20.12987012987013
Cooper Middle,Maple Belgian Waffle(Waffle),9,57,15.789473684210526
Cooper Middle,Apple Juice(Each),105,696,15.086206896551724
Cooper Middle,"Waffle (Grain), Belgian, Buttery Maple, Bulk(Waffle)",0,2,0.0
Crestwood Elementary,Natural Grape Jam(Packet),58,197,29.441624365482234
Crestwood Elementary,Strawberry Parfait(Parfait),22,99,22.22222222222222
Crestwood Elementary,Fat Free White Milk(Each),218,1050,20.761904761904763
Crestwood Elementary,Mandarin Orange Parfait(Parfait),27,143,18.88111888111888
Crestwood Elementary,Red Delicious Apple(Each - serving),168,900,18.666666666666668
Crestwood Elementary,"Cinnamon Toast Crunch Cereal, 25% Less Sugar(Each)",146,803,18.181818181818183
Crestwood Elementary,String Cheese(1 Stick),52,320,16.25
Crestwood Elementary,"Batter, Pumpkin Bread(1oz Grain (1/64 Baked Pan))",31,191,16.230366492146597
Crestwood Elementary,Orange(6 Slices per 1/2 cup),38,240,15.833333333333332
Crestwood Elementary,Orange Tangerine Juice(Each),528,3843,13.739266198282593
Crestwood Elementary,Honey Cheerios Cereal(Each),176,1299,13.548883756735949
Crestwood Elementary,Cinnamon Chex Cereal(Each),99,770,12.857142857142856
Crestwood Elementary,Banana(Each),76,779,9.75609756097561
Crestwood Elementary,Apple Juice(Each),279,2885,9.670710571923744
Crestwood Elementary,Blueberry Chex Cereal(Each),43,458,9.388646288209607
Crestwood Elementary,1% White Milk(Each),271,3059,8.859104282445243
Crestwood Elementary,Blueberry Bread(1oz Grain (1/64 Baked Pan)),9,128,7.03125
Crestwood Elementary,Bagel(Bagel),84,1212,6.9306930693069315
Crestwood Elementary,Mini Maple Pancakes(Package),101,1700,5.9411764705882355
Crestwood Elementary,Cream Cheese(Each),62,1044,5.938697318007663
Crestwood Elementary,Chicken & Biscuit Sandwich(Sandwich),13,239,5.439330543933055
Crestwood Elementary,Apple Cinnamon Bread(1oz Grain (1/64 Baked Pan)),6,192,3.125
Crestwood Elementary,Applesauce(1/2 Cup),0,128,0.0
Crestwood Elementary,Biscuit(Biscuit),0,47,0.0
Crestwood Elementary,Blueberry Muffin Top(Muffin Top),0,96,0.0
Crestwood Elementary,Chilled Mandarin Oranges(1/2 cup (drained)),0,35,0.0
Crestwood Elementary,Chilled Peaches(1/2 cup (drained)),0,213,0.0
Crestwood Elementary,Chilled Pineapple(1/2 cup),0,30,0.0
Crestwood Elementary,Egg and American Cheese on Bagel(Sandwich),0,68,0.0
Crestwood Elementary,Egg and American Cheese on Biscuit(Sandwich),0,136,0.0
Crestwood Elementary,Egg and American Cheese on English Muffin(Sandwich),0,60,0.0
Crestwood Elementary,"Lactose Free, White Milk(Each)",0,40,0.0
Crestwood Elementary,Maple Belgian Waffle(Waffle),0,35,0.0
Crestwood Elementary,Mini Maple Waffles(Package),0,21,0.0
Crestwood Elementary,Orange Slices(3 slices per 1/4 cup),0,180,0.0
Crestwood Elementary,Orange Slices(6 Slices per 1/2 cup),0,15,0.0
Crestwood Elementary,Orange(1/4 cup),0,105,0.0
Crestwood Elementary,"Sandwich, Breakfast. Bagel, Turkey Sausage(Sandwich)",0,16,0.0
Crestwood Elementary,Turkey Sausage Breakfast Biscuit(Sandwich),0,88,0.0
Crestwood Elementary,Whole Strawberries(1/2 cup thawed),0,130,0.0
Crossfield Elementary,Mandarin Orange Parfait(Parfait),4,58,6.896551724137931
Crossfield Elementary,Banana(Each),27,482,5.601659751037345
Crossfield Elementary,Honey Cheerios Cereal(Each),5,93,5.376344086021505
Crossfield Elementary,Blueberry Chex Cereal(Each),2,58,3.4482758620689653
Crossfield Elementary,Fat Free White Milk(Each),3,93,3.225806451612903
Crossfield Elementary,Apple Juice(Each),5,1375,0.36363636363636365
Crossfield Elementary,1% White Milk(Each),0,210,0.0
Crossfield Elementary,Applesauce(1/2 Cup),0,67,0.0
Crossfield Elementary,Bagel(Bagel),0,17,0.0
Crossfield Elementary,"Batter, Pumpkin Bread(1oz Grain (1/64 Baked Pan))",0,47,0.0
Crossfield Elementary,Biscuit(Biscuit),0,5,0.0
Crossfield Elementary,Blueberry Bread(1 square),0,65,0.0
Crossfield Elementary,Blueberry Muffin Top(Muffin Top),0,24,0.0
Crossfield Elementary,Bottled Water(Bottle),0,1,0.0
Crossfield Elementary,Chicken & Biscuit Sandwich(Sandwich),0,56,0.0
Crossfield Elementary,Chilled Mandarin Oranges(1/2 cup (drained)),0,2,0.0
Crossfield Elementary,Chilled Peaches(1/2 cup (drained)),0,8,0.0
Crossfield Elementary,Chilled Pineapple(1/2 cup),0,0,0.0
Crossfield Elementary,Cinnamon Chex Cereal(Each),0,197,0.0
Crossfield Elementary,"Cinnamon Toast Crunch Cereal, 25% Less Sugar(Each)",0,140,0.0
Crossfield Elementary,Cream Cheese(Each),0,14,0.0
Crossfield Elementary,Egg and American Cheese on Biscuit(Sandwich),0,21,0.0
Crossfield Elementary,Mini Maple Pancakes(Package),0,351,0.0
Crossfield Elementary,Natural Grape Jam(Packet),0,0,0.0
Crossfield Elementary,Orange Slices(3 slices per 1/4 cup),0,6,0.0
Crossfield Elementary,Orange Slices(6 Slices per 1/2 cup),0,3,0.0
Crossfield Elementary,Orange Tangerine Juice(Each),0,0,0.0
Crossfield Elementary,Orange(6 Slices per 1/2 cup),0,0,0.0
Crossfield Elementary,Red Delicious Apple(Each - serving),0,0,0.0
Crossfield Elementary,Strawberry Parfait(Parfait),0,34,0.0
Crossfield Elementary,String Cheese(1 Stick),0,87,0.0
Crossfield Elementary,Turkey Sausage Breakfast Biscuit(Sandwich),0,27,0.0
Crossfield Elementary,Whole Strawberries(1/2 cup thawed),0,5,0.0
Cub Run Elementary,Blueberry Chex Cereal(Each),29,46,63.04347826086957
Cub Run Elementary,Red Delicious Apple(Each - serving),65,116,56.03448275862068
Cub Run Elementary,Strawberry Parfait(Parfait),62,131,47.32824427480916
Cub Run Elementary,Egg and American Cheese on Biscuit(Sandwich),30,67,44.776119402985074
Cub Run Elementary,Orange Tangerine Juice(Each),176,414,42.51207729468599
Cub Run Elementary,Honey Cheerios Cereal(Each),94,231,40.692640692640694
Cub Run Elementary,Fat Free White Milk(Each),33,86,38.372093023255815
Cub Run Elementary,Egg and American Cheese on English Muffin(Sandwich),7,19,36.84210526315789
Cub Run Elementary,Cinnamon Chex Cereal(Each),62,181,34.25414364640884
Cub Run Elementary,Fat Free Unflavored Shelf-Stable Milk(Each),3,9,33.33333333333333
Cub Run Elementary,Apple Juice(Each),485,1603,30.25577043044292
Cub Run Elementary,1% White Milk(Each),147,532,27.631578947368425
Cub Run Elementary,Mandarin Orange Parfait(Parfait),1,4,25.0
Cub Run Elementary,Bagel(Bagel),36,147,24.489795918367346
Cub Run Elementary,"Cinnamon Toast Crunch Cereal, 25% Less Sugar(Each)",100,550,18.181818181818183
Cub Run Elementary,"Milk, Lactose Free,  Fat Free, Shelf-Stable(Each)",17,102,16.666666666666664
Cub Run Elementary,Apple Cinnamon Bread(1oz Grain (1/64 Baked Pan)),18,120,15.0
Cub Run Elementary,1% Unflavored Shelf-Stable Milk(Each),9,66,13.636363636363635
Cub Run Elementary,Chicken & Biscuit Sandwich(Sandwich),5,58,8.620689655172415
Cub Run Elementary,Mini Maple Pancakes(Package),35,449,7.795100222717149
Cub Run Elementary,Banana(Each),0,11,0.0
Cub Run Elementary,Biscuit(Biscuit),0,0,0.0
Cub Run Elementary,Chilled Mandarin Oranges(1/2 cup (drained)),0,21,0.0
Cub Run Elementary,Chilled Pineapple(1/2 cup),0,0,0.0
Cub Run Elementary,Cream Cheese(Each),0,113,0.0
Cub Run Elementary,Natural Breakfast Syrup(Each),0,239,0.0
Cub Run Elementary,Natural Grape Jam(Packet),0,29,0.0
Cub Run Elementary,Orange Slices(3 slices per 1/4 cup),0,14,0.0
Cub Run Elementary,Orange Slices(6 Slices per 1/2 cup),0,3,0.0
Cub Run Elementary,String Cheese(1 Stick),0,120,0.0
Cub Run Elementary,Turkey Sausage Breakfast Biscuit(Sandwich),0,13,0.0
Cunningham Park Elementary,Turkey Sausage Breakfast Biscuit(Sandwich),10,12,83.33333333333334
Cunningham Park Elementary,Fat Free White Milk(Each),149,213,69.95305164319248
Cunningham Park Elementary,Natural Breakfast Syrup(Each),117,235,49.787234042553195
Cunningham Park Elementary,"Frozen, Blueberries(1/2 cup)",24,50,48.0
Cunningham Park Elementary,String Cheese(1 Stick),126,312,40.38461538461539
Cunningham Park Elementary,"Parfait, Triple Berry(Parfait)",24,62,38.70967741935484
Cunningham Park Elementary,1% White Milk(Each),199,816,24.387254901960784
Cunningham Park Elementary,Blueberry Muffin Top(Muffin Top),23,102,22.54901960784314
Cunningham Park Elementary,Egg and American Cheese on Biscuit(Sandwich),54,246,21.951219512195124
Cunningham Park Elementary,"Apple Slices(3 slices, 1/4 cup)",15,74,20.27027027027027
Cunningham Park Elementary,Blueberry Bread(1oz Grain (1/64 Baked Pan)),16,82,19.51219512195122
Cunningham Park Elementary,Egg and American Cheese on Bagel(Sandwich),8,42,19.047619047619047
Cunningham Park Elementary,Orange Tangerine Juice(Each),128,694,18.443804034582133
Cunningham Park Elementary,Orange(6 Slices per 1/2 cup),19,122,15.573770491803279
Cunningham Park Elementary,Banana(Each),14,103,13.592233009708737
Cunningham Park Elementary,"Cinnamon Toast Crunch Cereal, 25% Less Sugar(Each)",25,190,13.157894736842104
Cunningham Park Elementary,Strawberry Flavored Dried Cranberries(2 Eaches),10,79,12.658227848101266
Cunningham Park Elementary,Cinnamon Chex Cereal(Each),16,130,12.307692307692308
Cunningham Park Elementary,Honey Cheerios Cereal(Each),27,221,12.217194570135746
Cunningham Park Elementary,Red Delicious Apple(Each - serving),9,75,12.0
Cunningham Park Elementary,Blueberry Chex Cereal(Each),25,212,11.79245283018868
Cunningham Park Elementary,Apple Cinnamon Bread(1oz Grain (1/64 Baked Pan)),16,143,11.188811188811188
Cunningham Park Elementary,Bagel(Bagel),4,36,11.11111111111111
Cunningham Park Elementary,Applesauce(1/2 Cup),6,60,10.0
Cunningham Park Elementary,Apple Juice(Each),55,610,9.01639344262295
Cunningham Park Elementary,Cream Cheese(Each),4,47,8.51063829787234
Cunningham Park Elementary,Strawberry Parfait(Parfait),3,41,7.317073170731707
Cunningham Park Elementary,Mini Maple Pancakes(Package),22,331,6.646525679758309
Cunningham Park Elementary,Blueberry Parfait(Parfait),1,18,5.555555555555555
Cunningham Park Elementary,Apple Slices(3 slices per 1/4 cup),0,12,0.0
Cunningham Park Elementary,"Applesauce, IW, Cinnamon. Unsweetened, Shelf-Stable (SUB)(Each)",0,17,0.0
Cunningham Park Elementary,Biscuit(Biscuit),0,6,0.0
Cunningham Park Elementary,"Cereal, Cinnamon Toast Crunch 1 oz (Sub)(Each)",0,1,0.0
Cunningham Park Elementary,Chilled Mandarin Oranges(1/2 cup (drained)),0,75,0.0
Cunningham Park Elementary,Chilled Peaches(1/2 cup (drained)),0,0,0.0
Cunningham Park Elementary,Chilled Pineapple(1/2 cup),0,15,0.0
Cunningham Park Elementary,"Frozen Berry, Triple Berry Blend(1/2 cup (thawed))",0,52,0.0
Cunningham Park Elementary,IW Applesauce Cup(Each),0,15,0.0
Cunningham Park Elementary,"Milk, Soy, Plain, Bulk (12/32 oz)(1 cup)",0,17,0.0
Cunningham Park Elementary,Natural Blackberry Jam(Packet),0,2,0.0
Cunningham Park Elementary,Natural Grape Jam(Packet),0,13,0.0
Cunningham Park Elementary,Orange Slices(3 slices per 1/4 cup),0,59,0.0
Cunningham Park Elementary,Red Seedless Grapes(16 grapes per 1/2 cup),0,5,0.0
Cunningham Park Elementary,Triple Berry Parfait Power Pack(Power Pack),0,16,0.0
Cunningham Park Elementary,Whole Strawberries(1/2 cup thawed),0,17,0.0
Daniels Run Elementary,Blueberry Bread(1 square),12,15,80.0
Daniels Run Elementary,Fat Free White Milk(Each),477,627,76.07655502392345
Daniels Run Elementary,Cinnamon Chex Cereal(Each),241,386,62.43523316062176
Daniels Run Elementary,String Cheese(1 Stick),78,140,55.714285714285715
Daniels Run Elementary,Blueberry Chex Cereal(Each),165,299,55.18394648829431
Daniels Run Elementary,"Cinnamon Toast Crunch Cereal, 25% Less Sugar(Each)",391,789,49.556400506970846
Daniels Run Elementary,Blueberry Muffin Top(Muffin Top),24,50,48.0
Daniels Run Elementary,Honey Cheerios Cereal(Each),270,594,45.45454545454545
Daniels Run Elementary,Orange(6 Slices per 1/2 cup),33,88,37.5
Daniels Run Elementary,Mandarin Orange Parfait(Parfait),56,154,36.36363636363637
Daniels Run Elementary,Natural Breakfast Syrup(Each),28,78,35.8974358974359
Daniels Run Elementary,Strawberry Parfait(Parfait),34,103,33.00970873786408
Daniels Run Elementary,Red Delicious Apple(Each - serving),110,340,32.35294117647059
Daniels Run Elementary,Orange Tangerine Juice(Each),400,1268,31.545741324921135
Daniels Run Elementary,1% White Milk(Each),368,1184,31.08108108108108
Daniels Run Elementary,Blueberry Bread(1oz Grain (1/64 Baked Pan)),24,82,29.268292682926827
Daniels Run Elementary,Apple Juice(Each),972,3355,28.971684053651263
Daniels Run Elementary,Egg and American Cheese on Biscuit(Sandwich),13,76,17.105263157894736
Daniels Run Elementary,Mini Maple Pancakes(Package),208,1495,13.91304347826087
Daniels Run Elementary,Bagel(Bagel),74,817,9.057527539779683
Daniels Run Elementary,Cream Cheese(Each),51,749,6.809078771695594
Daniels Run Elementary,Turkey Sausage Breakfast Biscuit(Sandwich),3,60,5.0
Daniels Run Elementary,Applesauce(1/2 Cup),0,22,0.0
Daniels Run Elementary,Banana(Each),0,24,0.0
Daniels Run Elementary,"Batter, Pumpkin Bread(1oz Grain (1/64 Baked Pan))",0,119,0.0
Daniels Run Elementary,Biscuit(Biscuit),0,2,0.0
Daniels Run Elementary,Chicken & Biscuit Sandwich(Sandwich),0,5,0.0
Daniels Run Elementary,Chilled Peaches(1/2 cup (drained)),0,32,0.0
Daniels Run Elementary,Egg and American Cheese on English Muffin(Sandwich),0,5,0.0
Daniels Run Elementary,Natural Grape Jam(Packet),0,22,0.0
Daniels Run Elementary,Orange Slices(3 slices per 1/4 cup),0,24,0.0
Daniels Run Elementary,Orange Slices(6 Slices per 1/2 cup),0,8,0.0
Daniels Run Elementary,Turkey & Cheese on Biscuit(Sandwich),0,10,0.0
Deer Park Elementary,String Cheese(1 Stick),77,178,43.258426966292134
Deer Park Elementary,Orange Tangerine Juice(Each),331,842,39.311163895486935
Deer Park Elementary,"Cinnamon Toast Crunch Cereal, 25% Less Sugar(Each)",174,548,31.751824817518248
Deer Park Elementary,Orange(6 Slices per 1/2 cup),42,165,25.454545454545453
Deer Park Elementary,Apple Slices(3 slices per 1/4 cup),19,75,25.333333333333336
Deer Park Elementary,Fat Free White Milk(Each),52,210,24.761904761904763
Deer Park Elementary,Blueberry Bread(1oz Grain (1/64 Baked Pan)),44,179,24.581005586592177
Deer Park Elementary,Cinnamon Chex Cereal(Each),96,430,22.325581395348838
Deer Park Elementary,Mandarin Orange Parfait(Parfait),10,53,18.867924528301888
Deer Park Elementary,Strawberry Parfait(Parfait),15,82,18.29268292682927
Deer Park Elementary,Mini Maple Pancakes(Package),127,722,17.590027700831026
Deer Park Elementary,Apple Cinnamon Bread(1oz Grain (1/64 Baked Pan)),25,144,17.36111111111111
Deer Park Elementary,Chicken & Biscuit Sandwich(Sandwich),10,58,17.24137931034483
Deer Park Elementary,Honey Cheerios Cereal(Each),106,627,16.905901116427433
Deer Park Elementary,Blueberry Chex Cereal(Each),25,157,15.92356687898089
Deer Park Elementary,Apple Juice(Each),190,1771,10.728402032749859
Deer Park Elementary,"Apple Slices(3 slices, 1/4 cup)",3,30,10.0
Deer Park Elementary,1% White Milk(Each),70,849,8.244994110718492
Deer Park Elementary,Red Delicious Apple(Each - serving),1,15,6.666666666666667
Deer Park Elementary,Orange(1/4 cup),5,100,5.0
Deer Park Elementary,Bagel(Bagel),6,172,3.488372093023256
Deer Park Elementary,Turkey Sausage Breakfast Biscuit(Sandwich),3,92,3.260869565217391
Deer Park Elementary,Banana(Each),3,96,3.125
Deer Park Elementary,Cream Cheese(Each),3,139,2.158273381294964
Deer Park Elementary,Applesauce(1/2 Cup),0,47,0.0
Deer Park Elementary,Biscuit(Biscuit),0,0,0.0
Deer Park Elementary,Blueberry Bread(1 square),0,34,0.0
Deer Park Elementary,Bottled Water(Bottle),0,1,0.0
Deer Park Elementary,"Cereal, Cinnamon Toast Crunch 1 oz (Sub)(Each)",0,1,0.0
Deer Park Elementary,Chilled Mandarin Oranges(1/2 cup (drained)),0,74,0.0
Deer Park Elementary,Chilled Peaches(1/2 cup (drained)),0,50,0.0
Deer Park Elementary,Chilled Pineapple(1/2 cup),0,33,0.0
Deer Park Elementary,Egg and American Cheese on Bagel(Sandwich),0,16,0.0
Deer Park Elementary,Egg and American Cheese on Biscuit(Sandwich),0,21,0.0
Deer Park Elementary,Fat Free Unflavored Shelf-Stable Milk(Each),0,2,0.0
Deer Park Elementary,"Lactose Free, White Milk(Each)",0,36,0.0
Deer Park Elementary,"Milk, Lactose Free,  Fat Free, Shelf-Stable(Each)",0,2,0.0
Deer Park Elementary,Natural Grape Jam(Packet),0,3,0.0
Deer Park Elementary,Orange Slices(3 slices per 1/4 cup),0,65,0.0
Deer Park Elementary,"Sandwich, Breakfast. Bagel, Turkey Sausage(Sandwich)",0,2,0.0
Dogwood Elementary,Fat Free White Milk(Each),55,420,13.095238095238097
Dogwood Elementary,"Cinnamon Toast Crunch Cereal, 25% Less Sugar(Each)",61,644,9.472049689440993
Dogwood Elementary,Cinnamon Chex Cereal(Each),52,622,8.360128617363344
Dogwood Elementary,Orange Tangerine Juice(Each),297,3970,7.481108312342569
Dogwood Elementary,Honey Cheerios Cereal(Each),52,905,5.745856353591161
Dogwood Elementary,Blueberry Chex Cereal(Each),52,1032,5.038759689922481
Dogwood Elementary,Mini Maple Pancakes(Package),41,2451,1.6727866177070585
Dogwood Elementary,1% White Milk(Each),10,3711,0.2694691457828079
Dogwood Elementary,Apple Juice(Each),3,5420,0.055350553505535055
Dogwood Elementary,Apple Cinnamon Bread(1oz Grain (1/64 Baked Pan)),0,360,0.0
Dogwood Elementary,Applesauce(1/2 Cup),0,293,0.0
Dogwood Elementary,Bagel(Bagel),0,1506,0.0
Dogwood Elementary,Banana(Each),0,414,0.0
Dogwood Elementary,"Batter, Pumpkin Bread(1oz Grain (1/64 Baked Pan))",0,462,0.0
Dogwood Elementary,Biscuit(Biscuit),0,121,0.0
Dogwood Elementary,Blueberry Bread(1 square),0,780,0.0
Dogwood Elementary,Blueberry Bread(1oz Grain (1/64 Baked Pan)),0,260,0.0
Dogwood Elementary,Blueberry Muffin Top(Muffin Top),0,120,0.0
Dogwood Elementary,Chilled Mandarin Oranges(1/2 cup (drained)),0,15,0.0
Dogwood Elementary,Chilled Peaches(1/2 cup (drained)),0,576,0.0
Dogwood Elementary,Chilled Peaches(1/2 cup),0,124,0.0
Dogwood Elementary,Chilled Pineapple(1/2 cup),0,157,0.0
Dogwood Elementary,Cream Cheese(Each),0,1506,0.0
Dogwood Elementary,Egg and American Cheese on Bagel(Sandwich),0,50,0.0
Dogwood Elementary,Egg and American Cheese on Biscuit(Sandwich),0,478,0.0
Dogwood Elementary,Granola(1/4 cup),0,30,0.0
Dogwood Elementary,Mandarin Orange Parfait(Parfait),0,297,0.0
Dogwood Elementary,Natural Grape Jam(Packet),0,397,0.0
Dogwood Elementary,Orange Slices(3 slices per 1/4 cup),0,382,0.0
Dogwood Elementary,Orange Slices(6 Slices per 1/2 cup),0,31,0.0
Dogwood Elementary,Red Delicious Apple(Each - serving),0,1210,0.0
Dogwood Elementary,Strawberry Parfait(Parfait),0,233,0.0
Dogwood Elementary,String Cheese(1 Stick),0,1862,0.0
Dogwood Elementary,Turkey Sausage Breakfast Biscuit(Sandwich),0,414,0.0
Dranesville Elementary,Cream Cheese(Each),47,355,13.239436619718308
Dranesville Elementary,Fat Free White Milk(Each),105,1359,7.72626931567329
Dranesville Elementary,Bagel(Bagel),29,423,6.8557919621749415
Dranesville Elementary,1% White Milk(Each),114,1775,6.422535211267606
Dranesville Elementary,Mandarin Orange Parfait(Parfait),4,75,5.333333333333334
Dranesville Elementary,"Cinnamon Toast Crunch Cereal, 25% Less Sugar(Each)",21,418,5.023923444976076
Dranesville Elementary,Honey Cheerios Cereal(Each),25,932,2.682403433476395
Dranesville Elementary,Red Delicious Apple(Each - serving),13,661,1.9667170953101363
Dranesville Elementary,Cinnamon Chex Cereal(Each),17,966,1.7598343685300208
Dranesville Elementary,Apple Juice(Each),16,2457,0.6512006512006512
Dranesville Elementary,Orange Tangerine Juice(Each),10,1538,0.6501950585175552
Dranesville Elementary,1% Unflavored Shelf-Stable Milk(Each),0,161,0.0
Dranesville Elementary,Apple Cinnamon Bread (Grain for entree)(1 square),0,128,0.0
Dranesville Elementary,Apple Cinnamon Bread(1oz Grain (1/64 Baked Pan)),0,128,0.0
Dranesville Elementary,Applesauce(1/2 Cup),0,20,0.0
Dranesville Elementary,Banana(Each),0,90,0.0
Dranesville Elementary,"Batter, Pumpkin Bread(1oz Grain (1/64 Baked Pan))",0,0,0.0
Dranesville Elementary,Biscuit(Biscuit),0,84,0.0
Dranesville Elementary,Blueberry Bread(1 square),0,64,0.0
Dranesville Elementary,Blueberry Chex Cereal(Each),0,423,0.0
Dranesville Elementary,Chicken & Biscuit Sandwich(Sandwich),0,116,0.0
Dranesville Elementary,Chilled Peaches(1/2 cup (drained)),0,1,0.0
Dranesville Elementary,Chilled Pineapple(1/2 cup),0,0,0.0
Dranesville Elementary,Egg and American Cheese on Bagel(Sandwich),0,47,0.0
Dranesville Elementary,Egg and American Cheese on Biscuit(Sandwich),0,93,0.0
Dranesville Elementary,Fat Free Unflavored Shelf-Stable Milk(Each),0,74,0.0
Dranesville Elementary,"Milk, Lactose Free,  Fat Free, Shelf-Stable(Each)",0,139,0.0
Dranesville Elementary,Mini Maple Pancakes(Package),0,598,0.0
Dranesville Elementary,Natural Grape Jam(Packet),0,104,0.0
Dranesville Elementary,Orange Slices(3 slices per 1/4 cup),0,0,0.0
Dranesville Elementary,Orange Slices(6 Slices per 1/2 cup),0,0,0.0
Dranesville Elementary,Orange(6 Slices per 1/2 cup),0,433,0.0
Dranesville Elementary,"Parfait, Triple Berry(Parfait)",0,55,0.0
Dranesville Elementary,"Sandwich, Breakfast. Bagel, Turkey Sausage(Sandwich)",0,4,0.0
Dranesville Elementary,Strawberry Parfait(Parfait),0,103,0.0
Dranesville Elementary,String Cheese(1 Stick),0,320,0.0
Dranesville Elementary,Turkey Sausage Breakfast Biscuit(Sandwich),0,82,0.0
Eagle View Elementary,Red Delicious Apple(Each - serving),77,139,55.39568345323741
Eagle View Elementary,Mandarin Orange Parfait(Parfait),74,183,40.43715846994536
Eagle View Elementary,Cinnamon Chex Cereal(Each),141,392,35.96938775510204
Eagle View Elementary,Orange Flavored Dried Cranberries(2 Eaches),15,49,30.612244897959183
Eagle View Elementary,Peach Parfait(Parfait),21,71,29.577464788732392
Eagle View Elementary,Egg and American Cheese on Biscuit(Sandwich),8,30,26.666666666666668
Eagle View Elementary,Blueberry Chex Cereal(Each),167,638,26.17554858934169
Eagle View Elementary,Apple Cinnamon Bread(1oz Grain (1/64 Baked Pan)),159,707,22.48939179632249
Eagle View Elementary,String Cheese(1 Stick),143,660,21.666666666666668
Eagle View Elementary,Strawberry Flavored Dried Cranberries(2 Eaches),43,200,21.5
Eagle View Elementary,Orange Tangerine Juice(Each),315,1477,21.32701421800948
Eagle View Elementary,Bagel(Bagel),39,188,20.74468085106383
Eagle View Elementary,Fat Free White Milk(Each),49,287,17.073170731707318
Eagle View Elementary,"Milk, Lactose Free,  Fat Free, Shelf-Stable(Each)",24,149,16.10738255033557
Eagle View Elementary,1% White Milk(Each),142,1050,13.523809523809524
Eagle View Elementary,Mini Maple Pancakes(Package),94,777,12.097812097812097
Eagle View Elementary,"Cinnamon Toast Crunch Cereal, 25% Less Sugar(Each)",42,567,7.4074074074074066
Eagle View Elementary,Apple Juice(Each),100,1686,5.931198102016608
Eagle View Elementary,Natural Grape Jam(Packet),10,176,5.681818181818182
Eagle View Elementary,Honey Cheerios Cereal(Each),32,733,4.365620736698499
Eagle View Elementary,Strawberry Parfait(Parfait),3,69,4.3478260869565215
Eagle View Elementary,Egg and American Cheese on Bagel(Sandwich),2,161,1.2422360248447204
Eagle View Elementary,"Sandwich, Breakfast. Bagel, Turkey Sausage(Sandwich)",1,102,0.9803921568627451
Eagle View Elementary,1% Unflavored Shelf-Stable Milk(Each),0,113,0.0
Eagle View Elementary,Banana(Each),0,102,0.0
Eagle View Elementary,Chilled Mandarin Oranges(1/2 cup (drained)),0,32,0.0
Eagle View Elementary,Chilled Peaches(1/2 cup (drained)),0,142,0.0
Eagle View Elementary,Cream Cheese(Each),0,86,0.0
Eagle View Elementary,IW Applesauce Cup(Each),0,178,0.0
Eagle View Elementary,Natural Breakfast Syrup(Each),0,40,0.0
Eagle View Elementary,Orange Slices(3 slices per 1/4 cup),0,123,0.0
Eagle View Elementary,Whole Strawberries(1/2 cup thawed),0,64,0.0
Edison High,Fat Free White Milk(Each),118,190,62.10526315789474
Edison High,Red Delicious Apple(Each - serving),113,207,54.589371980676326
Edison High,Natural Breakfast Syrup(Each),50,100,50.0
Edison High,1% White Milk(Each),96,219,43.83561643835616
Edison High,Natural Grape Jam(Packet),49,125,39.2
Edison High,Orange Tangerine Juice(Each),104,266,39.097744360902254
Edison High,Apple Berry Smoothie(8oz portion),10,29,34.48275862068966
Edison High,Banana(Each),20,68,29.411764705882355
Edison High,Biscuit(Biscuit),4,60,6.666666666666667
Edison High,Apple Juice(Each),16,241,6.639004149377594
Edison High,Turkey Sausage Breakfast Biscuit(Sandwich),3,47,6.382978723404255
