School_Name,Date,Identifier,Name,Planned,Offered,Served,Discarded,Subtotal,Left Over,Production Cost,Reimbursable,Non-Reimbursable,Total,Reimbursable,Non-Reimbursable,Total,Cost,Total,Percent of Offered,Cost,Total,Percent of Offered,Cost
Aldrin Elementary,5/30/2025,10041,Mini Maple Pancakes(Package),0,0,0,102,90,0,90,$35.10,0,0.00%,$0.00,$35.10,12,11.76%,$4.68,$39.78,,,,
Aldrin Elementary,5/30/2025,20001,1% White Milk(Each),33,0,33,50,43,0,43,$15.48,0,0.00%,$0.00,$15.48,7,14.00%,$2.52,$18.00,,,,
Aldrin Elementary,5/30/2025,20017,Orange(6 Slices per 1/2 cup),51,0,51,80,68,0,68,$23.12,0,0.00%,$0.00,$23.12,12,15.00%,$4.08,$27.20,,,,
Aldrin Elementary,5/30/2025,20038,Fat Free White Milk(Each),12,0,12,15,13,0,13,$4.29,0,0.00%,$0.00,$4.29,2,13.33%,$0.66,$4.95,,,,
Aldrin Elementary,5/30/2025,30003,Honey Cheerios Cereal(Each),10,0,10,10,5,0,5,$2.95,0,0.00%,$0.00,$2.95,5,50.00%,$2.95,$5.90,,,,
Aldrin Elementary,5/30/2025,30004,Blueberry Chex Cereal(Each),16,0,16,15,6,0,6,$3.54,0,0.00%,$0.00,$3.54,9,60.00%,$5.31,$8.85,,,,
Aldrin Elementary,5/30/2025,30006,Cinnamon Chex Cereal(Each),11,0,11,10,5,0,5,$2.95,0,0.00%,$0.00,$2.95,5,50.00%,$2.95,$5.90,,,,
Aldrin Elementary,5/30/2025,30007,"Cinnamon Toast Crunch Cereal, 25% Less Sugar(Each)",9,0,9,10,4,0,4,$2.36,0,0.00%,$0.00,$2.36,6,60.00%,$3.54,$5.90,,,,
Aldrin Elementary,5/30/2025,30008,Apple Juice(Each),52,0,52,70,61,0,61,$10.37,0,0.00%,$0.00,$10.37,9,12.86%,$1.53,$11.90,,,,
Aldrin Elementary,5/30/2025,30009,Orange Tangerine Juice(Each),20,0,20,40,36,0,36,$6.12,0,0.00%,$0.00,$6.12,4,10.00%,$0.68,$6.80,,,,
Aldrin Elementary,5/30/2025,60034,Mandarin Orange Parfait(Parfait),3,0,3,3,2,0,2,$1.98,0,0.00%,$0.00,$1.98,1,33.33%,$0.99,$2.97,,,,
Aldrin Elementary,5/30/2025,60062,Chilled Pineapple(1/2 cup),11,0,11,15,13,0,13,$3.90,0,0.00%,$0.00,$3.90,2,13.33%,$0.60,$4.50,,,,
Annandale High,5/30/2025,10041,Mini Maple Pancakes(Package),0,0,0,350,348,0,348,$135.72,1,0.29%,$0.39,$136.11,1,0.29%,$0.39,$136.50,,,,
Annandale High,5/30/2025,20001,1% White Milk(Each),75,0,75,90,76,0,76,$27.36,0,0.00%,$0.00,$27.36,14,15.56%,$5.04,$32.40,,,,
Annandale High,5/30/2025,20014,Red Delicious Apple(Each - serving),125,0,125,160,78,0,78,$25.74,0,0.00%,$0.00,$25.74,82,51.25%,$27.06,$52.80,,,,
Annandale High,5/30/2025,20015,Golden Delicious Apple(Each),125,0,125,60,45,0,45,$13.95,0,0.00%,$0.00,$13.95,15,25.00%,$4.65,$18.60,,,,
Annandale High,5/30/2025,20017,Orange(6 Slices per 1/2 cup),138,0,138,35,20,0,20,$6.80,0,0.00%,$0.00,$6.80,15,42.86%,$5.10,$11.90,,,,
Annandale High,5/30/2025,20031,Banana(Each),110,0,110,170,97,0,97,$20.37,0,0.00%,$0.00,$20.37,73,42.94%,$15.33,$35.70,,,,
Annandale High,5/30/2025,20038,Fat Free White Milk(Each),75,0,75,110,107,0,107,$35.31,0,0.00%,$0.00,$35.31,3,2.73%,$0.99,$36.30,,,,
Annandale High,5/30/2025,30003,Honey Cheerios Cereal(Each),75,0,75,60,56,0,56,$33.04,0,0.00%,$0.00,$33.04,4,6.67%,$2.36,$35.40,,,,
Annandale High,5/30/2025,30004,Blueberry Chex Cereal(Each),50,0,50,67,57,0,57,$33.63,0,0.00%,$0.00,$33.63,10,14.93%,$5.90,$39.53,,,,
Annandale High,5/30/2025,30006,Cinnamon Chex Cereal(Each),50,0,50,60,50,0,50,$29.50,0,0.00%,$0.00,$29.50,10,16.67%,$5.90,$35.40,,,,
Annandale High,5/30/2025,30007,"Cinnamon Toast Crunch Cereal, 25% Less Sugar(Each)",75,0,75,60,57,0,57,$33.63,0,0.00%,$0.00,$33.63,3,5.00%,$1.77,$35.40,,,,
Annandale High,5/30/2025,30008,Apple Juice(Each),800,0,800,847,751,0,751,$127.67,0,0.00%,$0.00,$127.67,96,11.33%,$16.32,$143.99,,,,
Annandale High,5/30/2025,30009,Orange Tangerine Juice(Each),200,0,200,237,142,0,142,$24.14,0,0.00%,$0.00,$24.14,95,40.08%,$16.15,$40.29,,,,
Annandale High,5/30/2025,60004,Egg and American Cheese on English Muffin(Sandwich),0,0,0,290,285,0,285,$145.35,0,0.00%,$0.00,$145.35,5,1.72%,$2.55,$147.90,,,,
Annandale High,5/30/2025,60034,Mandarin Orange Parfait(Parfait),120,0,120,70,49,0,49,$48.51,0,0.00%,$0.00,$48.51,21,30.00%,$20.79,$69.30,,,,
Annandale Terrace Elementary,5/30/2025,10041,Mini Maple Pancakes(Package),0,0,0,111,111,0,111,$43.29,0,0.00%,$0.00,$43.29,0,0.00%,$0.00,$43.29,,,,
Annandale Terrace Elementary,5/30/2025,10074,"Frozen Berry, Triple Berry Blend(1/2 cup (thawed))",0,0,0,60,60,0,60,$1.80,0,0.00%,$0.00,$1.80,0,0.00%,$0.00,$1.80,,,,
Annandale Terrace Elementary,5/30/2025,20001,1% White Milk(Each),105,0,105,176,156,0,156,$56.16,0,0.00%,$0.00,$56.16,20,11.36%,$7.20,$63.36,,,,
Annandale Terrace Elementary,5/30/2025,20016,String Cheese(1 Stick),245,0,245,57,57,0,57,$12.54,0,0.00%,$0.00,$12.54,0,0.00%,$0.00,$12.54,,,,
Annandale Terrace Elementary,5/30/2025,20031,Banana(Each),82,0,82,138,137,0,137,$28.77,0,0.00%,$0.00,$28.77,1,0.72%,$0.21,$28.98,,,,
Annandale Terrace Elementary,5/30/2025,20038,Fat Free White Milk(Each),20,0,20,50,40,0,40,$13.20,0,0.00%,$0.00,$13.20,10,20.00%,$3.30,$16.50,,,,
Annandale Terrace Elementary,5/30/2025,20043,"Lactose Free, White Milk(Each)",0,0,0,3,3,0,3,$1.74,0,0.00%,$0.00,$1.74,0,0.00%,$0.00,$1.74,,,,
Annandale Terrace Elementary,5/30/2025,30003,Honey Cheerios Cereal(Each),40,0,40,60,58,0,58,$34.22,0,0.00%,$0.00,$34.22,2,3.33%,$1.18,$35.40,,,,
Annandale Terrace Elementary,5/30/2025,30004,Blueberry Chex Cereal(Each),84,0,84,135,130,0,130,$76.70,0,0.00%,$0.00,$76.70,5,3.70%,$2.95,$79.65,,,,
Annandale Terrace Elementary,5/30/2025,30007,"Cinnamon Toast Crunch Cereal, 25% Less Sugar(Each)",22,0,22,60,50,0,50,$29.50,0,0.00%,$0.00,$29.50,10,16.67%,$5.90,$35.40,,,,
Annandale Terrace Elementary,5/30/2025,30008,Apple Juice(Each),186,0,186,210,199,0,199,$33.83,0,0.00%,$0.00,$33.83,11,5.24%,$1.87,$35.70,,,,
Annandale Terrace Elementary,5/30/2025,30009,Orange Tangerine Juice(Each),173,0,173,200,174,0,174,$29.58,0,0.00%,$0.00,$29.58,26,13.00%,$4.42,$34.00,,,,
Annandale Terrace Elementary,5/30/2025,30188,"Milk, Soy, Plain, Bulk (12/32 oz)(1 cup)",0,0,0,1,1,0,1,$0.79,0,0.00%,$0.00,$0.79,0,0.00%,$0.00,$0.79,,,,
Annandale Terrace Elementary,5/30/2025,60034,Mandarin Orange Parfait(Parfait),20,0,20,17,17,0,17,$16.83,0,0.00%,$0.00,$16.83,0,0.00%,$0.00,$16.83,,,,
Annandale Terrace Elementary,5/30/2025,60151,Blueberry Bread(1 square),245,0,245,57,57,0,57,$23.37,0,0.00%,$0.00,$23.37,0,0.00%,$0.00,$23.37,,,,
Armstrong Elementary,5/30/2025,10020,Bagel(Bagel),0,0,0,10,8,0,8,$2.56,1,10.00%,$0.32,$2.88,1,10.00%,$0.32,$3.20,,,,
Armstrong Elementary,5/30/2025,10041,Mini Maple Pancakes(Package),0,0,0,20,10,0,10,$3.90,0,0.00%,$0.00,$3.90,10,50.00%,$3.90,$7.80,,,,
Armstrong Elementary,5/30/2025,20014,Red Delicious Apple(Each - serving),5,0,5,0,0,0,0,$0.00,0,0.00%,$0.00,$0.00,0,0.00%,$0.00,$0.00,,,,
Armstrong Elementary,5/30/2025,20016,String Cheese(1 Stick),12,0,12,10,10,0,10,$2.20,0,0.00%,$0.00,$2.20,0,0.00%,$0.00,$2.20,,,,
Armstrong Elementary,5/30/2025,20017,Orange(6 Slices per 1/2 cup),10,0,10,0,0,0,0,$0.00,0,0.00%,$0.00,$0.00,0,0.00%,$0.00,$0.00,,,,
Armstrong Elementary,5/30/2025,20031,Banana(Each),15,0,15,25,15,0,15,$3.15,0,0.00%,$0.00,$3.15,10,40.00%,$2.10,$5.25,,,,
Armstrong Elementary,5/30/2025,20038,Fat Free White Milk(Each),27,0,27,2,2,0,2,$0.66,0,0.00%,$0.00,$0.66,0,0.00%,$0.00,$0.66,,,,
Armstrong Elementary,5/30/2025,30003,Honey Cheerios Cereal(Each),6,0,6,10,5,2,7,$4.13,0,0.00%,$0.00,$4.13,3,30.00%,$1.77,$5.90,,,,
Armstrong Elementary,5/30/2025,30004,Blueberry Chex Cereal(Each),4,0,4,10,6,0,6,$3.54,0,0.00%,$0.00,$3.54,4,40.00%,$2.36,$5.90,,,,
Armstrong Elementary,5/30/2025,30006,Cinnamon Chex Cereal(Each),7,0,7,10,6,1,7,$4.13,0,0.00%,$0.00,$4.13,3,30.00%,$1.77,$5.90,,,,
Armstrong Elementary,5/30/2025,30007,"Cinnamon Toast Crunch Cereal, 25% Less Sugar(Each)",5,0,5,10,7,0,7,$4.13,1,10.00%,$0.59,$4.72,2,20.00%,$1.18,$5.90,,,,
Armstrong Elementary,5/30/2025,30008,Apple Juice(Each),28,0,28,41,39,0,39,$6.63,0,0.00%,$0.00,$6.63,2,4.88%,$0.34,$6.97,,,,
Armstrong Elementary,5/30/2025,30009,Orange Tangerine Juice(Each),24,0,24,37,32,0,32,$5.44,0,0.00%,$0.00,$5.44,5,13.51%,$0.85,$6.29,,,,
