School_Name,Date,Identifier,Name,Planned_Reimbursable,Planned_Non-Reimbursable,Planned_Total,Offered_Reimbursable,Offered_Non-Reimbursable,Offered_Total,Served_Reimbursable,Served_Non-Reimbursable,Served_Total,Discarded_Total,Discarded_Cost,Subtotal_Cost,Left_Over_Total,Left_Over_Percent_of_Offered,Left_Over_Cost,Production_Cost_Total
Annandale Terrace Elementary,5/19/2025,20009,Cream Cheese (Each),320,0,320,57,57,0,57,$16.53,0,0.00%,$0.00,$16.53,0,0.00%,$0.00,$16.53
Annandale Terrace Elementary,5/19/2025,20014,Red Delicious Apple (Each - serving),110,0,110,90,84,0,84,$27.72,0,0.00%,$0.00,$27.72,6,6.67%,$1.98,$29.70
Annandale Terrace Elementary,5/19/2025,20038,Fat Free White Milk (Each),24,0,24,30,24,0,24,$7.92,0,0.00%,$0.00,$7.92,6,20.00%,$1.98,$9.90
Annandale Terrace Elementary,5/19/2025,20043,"Lactose Free, White Milk (Each)",0,0,0,3,3,0,3,$1.74,0,0.00%,$0.00,$1.74,0,0.00%,$0.00,$1.74
Annandale Terrace Elementary,5/19/2025,20047,Orange Slices (3 slices per 1/4 cup),59,0,59,57,57,0,57,$11.40,0,0.00%,$0.00,$11.40,0,0.00%,$0.00,$11.40
Annandale Terrace Elementary,5/19/2025,30003,Honey Cheerios Cereal (Each),27,0,27,38,34,0,34,$20.06,0,0.00%,$0.00,$20.06,4,10.53%,$2.36,$22.42
Annandale Terrace Elementary,5/19/2025,30004,Blueberry Chex Cereal (Each),18,0,18,15,15,0,15,$8.85,0,0.00%,$0.00,$8.85,0,0.00%,$0.00,$8.85
Annandale Terrace Elementary,5/19/2025,30006,Cinnamon Chex Cereal (Each),17,0,17,15,15,0,15,$8.85,0,0.00%,$0.00,$8.85,0,0.00%,$0.00,$8.85
Annandale Terrace Elementary,5/19/2025,30007,"Cinnamon Toast Crunch Cereal, 25% Less Sugar (Each)",25,0,25,30,28,0,28,$16.52,0,0.00%,$0.00,$16.52,2,6.67%,$1.18,$17.70
Annandale Terrace Elementary,5/19/2025,30008,Apple Juice (Each),202,0,202,188,187,0,187,$31.79,0,0.00%,$0.00,$31.79,1,0.53%,$0.17,$31.96
Annandale Terrace Elementary,5/19/2025,30009,Orange Tangerine Juice (Each),184,0,184,175,172,0,172,$29.24,0,0.00%,$0.00,$29.24,3,1.71%,$0.51,$29.75
Annandale Terrace Elementary,5/19/2025,30188,"Milk, Soy, Plain, Bulk (12/32 oz) (1 cup)",0,0,0,1,1,0,1,$0.79,0,0.00%,$0.00,$0.79,0,0.00%,$0.00,$0.79
Annandale Terrace Elementary,5/19/2025,60034,Mandarin Orange Parfait (Parfait),18,0,18,15,14,0,14,$13.86,0,0.00%,$0.00,$13.86,1,6.67%,$0.99,$14.85
Armstrong Elementary,5/19/2025,10020,Bagel (Bagel),26,0,26,20,18,0,18,$5.76,2,10.00%,$0.64,$6.40,0,0.00%,$0.00,$6.40
Armstrong Elementary,5/19/2025,10023,Blueberry Bread (1oz Grain (1/64 Baked Pan)),0,0,0,6,6,0,6,$2.46,0,0.00%,$0.00,$2.46,0,0.00%,$0.00,$2.46
Armstrong Elementary,5/19/2025,10041,Mini Maple Pancakes (Package),0,0,0,12,11,0,11,$4.29,1,8.33%,$0.39,$4.68,0,0.00%,$0.00,$4.68
Armstrong Elementary,5/19/2025,20001,1% White Milk (Each),23,0,23,50,26,0,26,$9.36,0,0.00%,$0.00,$9.36,24,48.00%,$8.64,$18.00
Armstrong Elementary,5/19/2025,20009,Cream Cheese (Each),41,0,41,30,23,0,23,$6.67,0,0.00%,$0.00,$6.67,7,23.33%,$2.03,$8.70
Armstrong Elementary,5/19/2025,20014,Red Delicious Apple (Each - serving),2,0,2,15,12,0,12,$3.96,1,6.67%,$0.33,$4.29,2,13.33%,$0.66,$4.95
Armstrong Elementary,5/19/2025,20017,Orange (Each - serving),18,0,18,5,4,0,4,$1.36,0,0.00%,$0.00,$1.36,1,20.00%,$0.34,$1.70
Armstrong Elementary,5/19/2025,20038,Fat Free White Milk (Each),19,0,19,30,16,0,16,$5.28,1,3.33%,$0.33,$5.61,13,43.33%,$4.29,$9.90
Armstrong Elementary,5/19/2025,30003,Honey Cheerios Cereal (Each),7,0,7,10,6,0,6,$3.54,0,0.00%,$0.00,$3.54,4,40.00%,$2.36,$5.90
Armstrong Elementary,5/19/2025,30004,Blueberry Chex Cereal (Each),4,0,4,5,3,0,3,$1.77,0,0.00%,$0.00,$1.77,2,40.00%,$1.18,$2.95
Armstrong Elementary,5/19/2025,30006,Cinnamon Chex Cereal (Each),4,0,4,10,6,0,6,$3.54,1,10.00%,$0.59,$4.13,3,30.00%,$1.77,$5.90
Armstrong Elementary,5/19/2025,30007,"Cinnamon Toast Crunch Cereal, 25% Less Sugar (Each)",7,0,7,5,3,0,3,$1.77,0,0.00%,$0.00,$1.77,2,40.00%,$1.18,$2.95
Armstrong Elementary,5/19/2025,30008,Apple Juice (Each),32,0,32,40,30,0,30,$5.10,1,2.50%,$0.17,$5.27,9,22.50%,$1.53,$6.80
Armstrong Elementary,5/19/2025,30009,Orange Tangerine Juice (Each),28,0,28,40,24,0,24,$4.08,0,0.00%,$0.00,$4.08,16,40.00%,$2.72,$6.80
Armstrong Elementary,5/19/2025,30034,Graham Crackers (Package),0,0,0,10,8,0,8,$1.12,2,20.00%,$0.28,$1.40,0,0.00%,$0.00,$1.40
Armstrong Elementary,5/19/2025,30039,Cherry Flavored Dried Cranberries (2 Eaches),0,0,0,5,4,0,4,$1.92,0,0.00%,$0.00,$1.92,1,20.00%,$0.48,$2.40
Armstrong Elementary,5/19/2025,30051,Natural Grape Jam (Packet),6,0,6,20,8,0,8,$0.72,0,0.00%,$0.00,$0.72,12,60.00%,$1.08,$1.80
Armstrong Elementary,5/19/2025,30093,Natural Breakfast Syrup (Each),0,0,0,20,12,0,12,$2.40,0,0.00%,$0.00,$2.40,8,40.00%,$1.60,$4.00
Armstrong Elementary,5/19/2025,60034,Mandarin Orange Parfait (Parfait),2,0,2,2,2,0,2,$1.98,0,0.00%,$0.00,$1.98,0,0.00%,$0.00,$1.98
Armstrong Elementary,5/19/2025,60096,Strawberry Parfait (Parfait),0,0,0,2,2,0,2,$1.98,0,0.00%,$0.00,$1.98,0,0.00%,$0.00,$1.98
Baileys Lower Elementary,5/19/2025,10020,Bagel (Bagel),0,0,0,210,171,0,171,$54.72,0,0.00%,$0.00,$54.72,39,18.57%,$12.48,$67.20
Baileys Lower Elementary,5/19/2025,10041,Mini Maple Pancakes (Package),387,0,387,160,151,0,151,$58.89,0,0.00%,$0.00,$58.89,9,5.63%,$3.51,$62.40
Baileys Lower Elementary,5/19/2025,20001,1% White Milk (Each),349,0,349,288,178,0,178,$64.08,0,0.00%,$0.00,$64.08,110,38.19%,$39.60,$103.68
Baileys Lower Elementary,5/19/2025,20009,Cream Cheese (Each),0,0,0,210,170,0,170,$49.30,0,0.00%,$0.00,$49.30,40,19.05%,$11.60,$60.90
Baileys Lower Elementary,5/19/2025,20015,Golden Delicious Apple (Each),0,0,0,195,130,0,130,$40.30,0,0.00%,$0.00,$40.30,65,33.33%,$20.15,$60.45
Baileys Lower Elementary,5/19/2025,20038,Fat Free White Milk (Each),50,0,50,30,17,0,17,$5.61,0,0.00%,$0.00,$5.61,13,43.33%,$4.29,$9.90
Baileys Lower Elementary,5/19/2025,20043,"Lactose Free, White Milk (Each)",0,0,0,7,7,0,7,$4.06,0,0.00%,$0.00,$4.06,0,0.00%,$0.00,$4.06
Baileys Lower Elementary,5/19/2025,20047,Orange Slices (3 slices per 1/4 cup),118,0,118,115,115,0,115,$23.00,0,0.00%,$0.00,$23.00,0,0.00%,$0.00,$23.00
Baileys Lower Elementary,5/19/2025,30003,Honey Cheerios Cereal (Each),30,0,30,40,21,0,21,$12.39,0,0.00%,$0.00,$12.39,19,47.50%,$11.21,$23.60
Baileys Lower Elementary,5/19/2025,30004,Blueberry Chex Cereal (Each),40,0,40,30,17,0,17,$10.03,0,0.00%,$0.00,$10.03,13,43.33%,$7.67,$17.70
Baileys Lower Elementary,5/19/2025,30007,"Cinnamon Toast Crunch Cereal, 25% Less Sugar (Each)",30,0,30,60,31,0,31,$18.29,0,0.00%,$0.00,$18.29,29,48.33%,$17.11,$35.40
Baileys Lower Elementary,5/19/2025,30008,Apple Juice (Each),300,0,300,260,152,0,152,$25.84,0,0.00%,$0.00,$25.84,108,41.54%,$18.36,$44.20
Baileys Lower Elementary,5/19/2025,30009,Orange Tangerine Juice (Each),300,0,300,200,107,0,107,$18.19,0,0.00%,$0.00,$18.19,93,46.50%,$15.81,$34.00
Baileys Lower Elementary,5/19/2025,60099,"Parfait, Triple Berry (Parfait)",0,0,0,53,52,0,52,$35.36,1,1.89%,$0.68,$36.04,0,0.00%,$0.00,$36.04
Baileys Upper Elementary,5/19/2025,10020,Bagel (Bagel),168,0,168,84,84,0,84,$26.88,0,0.00%,$0.00,$26.88,0,0.00%,$0.00,$26.88
Baileys Upper Elementary,5/19/2025,10096,"Batter, Pumpkin Bread (1oz Grain (1/64 Baked Pan))",0,0,0,43,43,0,43,$17.63,0,0.00%,$0.00,$17.63,0,0.00%,$0.00,$17.63
Baileys Upper Elementary,5/19/2025,20001,1% White Milk (Each),52,0,52,75,63,0,63,$22.68,0,0.00%,$0.00,$22.68,12,16.00%,$4.32,$27.00
Baileys Upper Elementary,5/19/2025,20009,Cream Cheese (Each),168,0,168,84,84,0,84,$24.36,0,0.00%,$0.00,$24.36,0,0.00%,$0.00,$24.36
Baileys Upper Elementary,5/19/2025,20014,Red Delicious Apple (Each - serving),100,0,100,160,59,0,59,$19.47,0,0.00%,$0.00,$19.47,101,63.13%,$33.33,$52.80
Baileys Upper Elementary,5/19/2025,30003,Honey Cheerios Cereal (Each),60,0,60,65,60,0,60,$35.40,0,0.00%,$0.00,$35.40,5,7.69%,$2.95,$38.35
Baileys Upper Elementary,5/19/2025,30008,Apple Juice (Each),249,0,249,231,222,0,222,$37.74,0,0.00%,$0.00,$37.74,9,3.90%,$1.53,$39.27
Baileys Upper Elementary,5/19/2025,30051,Natural Grape Jam (Packet),50,0,50,50,10,0,10,$0.90,0,0.00%,$0.00,$0.90,40,80.00%,$3.60,$4.50
Baileys Upper Elementary,5/19/2025,30102,1% Unflavored Shelf-Stable Milk (Each),0,0,0,15,15,0,15,$5.70,0,0.00%,$0.00,$5.70,0,0.00%,$0.00,$5.70
Baileys Upper Elementary,5/19/2025,60099,"Parfait, Triple Berry (Parfait)",0,0,0,44,35,0,35,$23.80,0,0.00%,$0.00,$23.80,9,20.45%,$6.12,$29.92
Beech Tree Elementary,5/19/2025,10020,Bagel (Bagel),143,0,143,153,145,0,145,$46.40,0,0.00%,$0.00,$46.40,8,5.23%,$2.56,$48.96
Beech Tree Elementary,5/19/2025,20001,1% White Milk (Each),93,0,93,93,77,0,77,$27.72,0,0.00%,$0.00,$27.72,16,17.20%,$5.76,$33.48
Beech Tree Elementary,5/19/2025,20009,Cream Cheese (Each),143,0,143,153,145,0,145,$42.05,0,0.00%,$0.00,$42.05,8,5.23%,$2.32,$44.37
Beech Tree Elementary,5/19/2025,20014,Red Delicious Apple (Each - serving),50,0,50,55,46,0,46,$15.18,0,0.00%,$0.00,$15.18,9,16.36%,$2.97,$18.15
Beech Tree Elementary,5/19/2025,20038,Fat Free White Milk (Each),14,0,14,15,10,0,10,$3.30,0,0.00%,$0.00,$3.30,5,33.33%,$1.65,$4.95
Beech Tree Elementary,5/19/2025,20047,Orange Slices (3 slices per 1/4 cup),43,0,43,43,35,0,35,$7.00,0,0.00%,$0.00,$7.00,8,18.60%,$1.60,$8.60
Beech Tree Elementary,5/19/2025,30003,Honey Cheerios Cereal (Each),25,0,25,26,22,0,22,$12.98,0,0.00%,$0.00,$12.98,4,15.38%,$2.36,$15.34
Beech Tree Elementary,5/19/2025,30004,Blueberry Chex Cereal (Each),25,0,25,26,18,0,18,$10.62,0,0.00%,$0.00,$10.62,8,30.77%,$4.72,$15.34
Beech Tree Elementary,5/19/2025,30006,Cinnamon Chex Cereal (Each),25,0,25,6,5,0,5,$2.95,0,0.00%,$0.00,$2.95,1,16.67%,$0.59,$3.54
Beech Tree Elementary,5/19/2025,30007,"Cinnamon Toast Crunch Cereal, 25% Less Sugar (Each)",25,0,25,26,17,0,17,$10.03,0,0.00%,$0.00,$10.03,9,34.62%,$5.31,$15.34
Beech Tree Elementary,5/19/2025,30008,Apple Juice (Each),140,0,140,140,120,0,120,$20.40,0,0.00%,$0.00,$20.40,20,14.29%,$3.40,$23.80
Beech Tree Elementary,5/19/2025,30009,Orange Tangerine Juice (Each),40,0,40,40,32,0,32,$5.44,0,0.00%,$0.00,$5.44,8,20.00%,$1.36,$6.80
Beech Tree Elementary,5/19/2025,60034,Mandarin Orange Parfait (Parfait),20,0,20,18,8,0,8,$7.92,0,0.00%,$0.00,$7.92,10,55.56%,$9.90,$17.82
Belle View Elementary,5/19/2025,10020,Bagel (Bagel),35,0,35,20,14,0,14,$4.48,0,0.00%,$0.00,$4.48,6,30.00%,$1.92,$6.40
Belle View Elementary,5/19/2025,20014,Red Delicious Apple (Each - serving),29,0,29,25,25,0,25,$8.25,0,0.00%,$0.00,$8.25,0,0.00%,$0.00,$8.25
Belle View Elementary,5/19/2025,30003,Honey Cheerios Cereal (Each),13,0,13,10,6,0,6,$3.54,0,0.00%,$0.00,$3.54,4,40.00%,$2.36,$5.90
Belle View Elementary,5/19/2025,30004,Blueberry Chex Cereal (Each),6,0,6,15,11,0,11,$6.49,0,0.00%,$0.00,$6.49,4,26.67%,$2.36,$8.85
Belle View Elementary,5/19/2025,30006,Cinnamon Chex Cereal (Each),6,0,6,32,21,0,21,$12.39,0,0.00%,$0.00,$12.39,11,34.38%,$6.49,$18.88
Belle View Elementary,5/19/2025,30007,"Cinnamon Toast Crunch Cereal, 25% Less Sugar (Each)",16,0,16,20,16,0,16,$9.44,0,0.00%,$0.00,$9.44,4,20.00%,$2.36,$11.80
Belle View Elementary,5/19/2025,30008,Apple Juice (Each),54,0,54,60,52,0,52,$8.84,0,0.00%,$0.00,$8.84,8,13.33%,$1.36,$10.20
Belle View Elementary,5/19/2025,30009,Orange Tangerine Juice (Each),14,0,14,20,16,0,16,$2.72,0,0.00%,$0.00,$2.72,4,20.00%,$0.68,$3.40
Belle View Elementary,5/19/2025,30051,Natural Grape Jam (Packet),2,0,2,20,14,0,14,$1.26,0,0.00%,$0.00,$1.26,6,30.00%,$0.54,$1.80
Belle View Elementary,5/19/2025,30102,1% Unflavored Shelf-Stable Milk (Each),0,0,0,30,21,0,21,$7.98,0,0.00%,$0.00,$7.98,9,30.00%,$3.42,$11.40
Belvedere Elementary,5/19/2025,10020,Bagel (Bagel),33,0,33,35,19,12,31,$9.92,0,0.00%,$0.00,$9.92,4,11.43%,$1.28,$11.20
Belvedere Elementary,5/19/2025,10041,Mini Maple Pancakes (Package),0,0,0,131,98,24,122,$47.58,0,0.00%,$0.00,$47.58,9,6.87%,$3.51,$51.09
Belvedere Elementary,5/19/2025,20001,1% White Milk (Each),112,0,112,170,103,0,103,$37.08,0,0.00%,$0.00,$37.08,67,39.41%,$24.12,$61.20
Belvedere Elementary,5/19/2025,20009,Cream Cheese (Each),33,0,33,35,31,0,31,$8.99,0,0.00%,$0.00,$8.99,4,11.43%,$1.16,$10.15
Belvedere Elementary,5/19/2025,20014,Red Delicious Apple (Each - serving),25,0,25,45,41,0,41,$13.53,0,0.00%,$0.00,$13.53,4,8.89%,$1.32,$14.85
Belvedere Elementary,5/19/2025,20017,Orange (6 Slices per 1/2 cup),17,0,17,20,15,0,15,$5.10,0,0.00%,$0.00,$5.10,5,25.00%,$1.70,$6.80
Belvedere Elementary,5/19/2025,20038,Fat Free White Milk (Each),6,0,6,0,0,0,0,$0.00,0,0.00%,$0.00,$0.00,0,0.00%,$0.00,$0.00
Belvedere Elementary,5/19/2025,20047,Orange Slices (3 slices per 1/4 cup),82,0,82,66,66,0,66,$13.20,0,0.00%,$0.00,$13.20,0,0.00%,$0.00,$13.20
Belvedere Elementary,5/19/2025,30004,Blueberry Chex Cereal (Each),45,0,45,20,3,5,8,$4.72,0,0.00%,$0.00,$4.72,12,60.00%,$7.08,$11.80
Belvedere Elementary,5/19/2025,30006,Cinnamon Chex Cereal (Each),0,0,0,29,24,2,26,$15.34,0,0.00%,$0.00,$15.34,3,10.34%,$1.77,$17.11
Belvedere Elementary,5/19/2025,30008,Apple Juice (Each),77,0,77,48,48,0,48,$8.16,0,0.00%,$0.00,$8.16,0,0.00%,$0.00,$8.16
Belvedere Elementary,5/19/2025,30009,Orange Tangerine Juice (Each),32,0,32,112,79,0,79,$13.43,0,0.00%,$0.00,$13.43,33,29.46%,$5.61,$19.04
Belvedere Elementary,5/19/2025,30103,"Milk, Lactose Free,  Fat Free, Shelf-Stable (Each)",0,0,0,1,1,0,1,$0.48,0,0.00%,$0.00,$0.48,0,0.00%,$0.00,$0.48
Belvedere Elementary,5/19/2025,30188,"Milk, Soy, Plain, Bulk (12/32 oz) (1 cup)",0,0,0,1,1,0,1,$0.79,0,0.00%,$0.00,$0.79,0,0.00%,$0.00,$0.79
Belvedere Elementary,5/19/2025,60034,Mandarin Orange Parfait (Parfait),9,0,9,16,5,3,8,$7.92,0,0.00%,$0.00,$7.92,8,50.00%,$7.92,$15.84
Bonnie Brae Elementary,5/19/2025,10041,Mini Maple Pancakes (Package),90,0,90,90,82,7,89,$34.71,1,1.11%,$0.39,$35.10,0,0.00%,$0.00,$35.10
Bonnie Brae Elementary,5/19/2025,20001,1% White Milk (Each),134,0,134,131,121,0,121,$43.56,0,0.00%,$0.00,$43.56,10,7.63%,$3.60,$47.16
Bonnie Brae Elementary,5/19/2025,20014,Red Delicious Apple (Each - serving),94,0,94,110,105,0,105,$34.65,0,0.00%,$0.00,$34.65,5,4.55%,$1.65,$36.30
Bonnie Brae Elementary,5/19/2025,20017,Orange (6 Slices per 1/2 cup),97,0,97,0,0,0,0,$0.00,0,0.00%,$0.00,$0.00,0,0.00%,$0.00,$0.00
Bonnie Brae Elementary,5/19/2025,20031,Banana (Each),105,0,105,0,0,0,0,$0.00,0,0.00%,$0.00,$0.00,0,0.00%,$0.00,$0.00
Bonnie Brae Elementary,5/19/2025,20038,Fat Free White Milk (Each),18,0,18,50,20,0,20,$6.60,0,0.00%,$0.00,$6.60,30,60.00%,$9.90,$16.50
Bonnie Brae Elementary,5/19/2025,20047,Orange Slices (3 slices per 1/4 cup),53,0,53,31,31,0,31,$6.20,0,0.00%,$0.00,$6.20,0,0.00%,$0.00,$6.20
Bonnie Brae Elementary,5/19/2025,30003,Honey Cheerios Cereal (Each),12,0,12,25,20,0,20,$11.80,0,0.00%,$0.00,$11.80,5,20.00%,$2.95,$14.75
Bonnie Brae Elementary,5/19/2025,30004,Blueberry Chex Cereal (Each),14,0,14,25,20,0,20,$11.80,0,0.00%,$0.00,$11.80,5,20.00%,$2.95,$14.75
Bonnie Brae Elementary,5/19/2025,30006,Cinnamon Chex Cereal (Each),15,0,15,25,20,0,20,$11.80,0,0.00%,$0.00,$11.80,5,20.00%,$2.95,$14.75
Bonnie Brae Elementary,5/19/2025,30007,"Cinnamon Toast Crunch Cereal, 25% Less Sugar (Each)",5,0,5,25,6,0,6,$3.54,0,0.00%,$0.00,$3.54,19,76.00%,$11.21,$14.75
Bonnie Brae Elementary,5/19/2025,30008,Apple Juice (Each),96,0,96,100,90,0,90,$15.30,0,0.00%,$0.00,$15.30,10,10.00%,$1.70,$17.00
Bonnie Brae Elementary,5/19/2025,30009,Orange Tangerine Juice (Each),34,0,34,60,45,0,45,$7.65,0,0.00%,$0.00,$7.65,15,25.00%,$2.55,$10.20
Bonnie Brae Elementary,5/19/2025,60034,Mandarin Orange Parfait (Parfait),7,0,7,3,2,0,2,$1.98,1,33.33%,$0.99,$2.97,0,0.00%,$0.00,$2.97
Braddock Elementary,5/19/2025,10020,Bagel (Bagel),54,0,54,50,50,0,50,$16.00,0,0.00%,$0.00,$16.00,0,0.00%,$0.00,$16.00
Braddock Elementary,5/19/2025,10041,Mini Maple Pancakes (Package),0,0,0,360,360,0,360,$140.40,0,0.00%,$0.00,$140.40,0,0.00%,$0.00,$140.40
Braddock Elementary,5/19/2025,20001,1% White Milk (Each),252,0,252,250,250,0,250,$90.00,0,0.00%,$0.00,$90.00,0,0.00%,$0.00,$90.00
Braddock Elementary,5/19/2025,20009,Cream Cheese (Each),54,0,54,50,50,0,50,$14.50,0,0.00%,$0.00,$14.50,0,0.00%,$0.00,$14.50
Braddock Elementary,5/19/2025,20014,Red Delicious Apple (Each - serving),248,0,248,375,375,0,375,$123.75,0,0.00%,$0.00,$123.75,0,0.00%,$0.00,$123.75
Braddock Elementary,5/19/2025,20017,Orange (6 Slices per 1/2 cup),0,0,0,138,138,0,138,$46.92,0,0.00%,$0.00,$46.92,0,0.00%,$0.00,$46.92
Braddock Elementary,5/19/2025,20031,Banana (Each),146,0,146,0,0,0,0,$0.00,0,0.00%,$0.00,$0.00,0,0.00%,$0.00,$0.00
Braddock Elementary,5/19/2025,20038,Fat Free White Milk (Each),25,0,25,15,15,0,15,$4.95,0,0.00%,$0.00,$4.95,0,0.00%,$0.00,$4.95
Braddock Elementary,5/19/2025,20047,Orange Slices (3 slices per 1/4 cup),52,0,52,50,50,0,50,$10.00,0,0.00%,$0.00,$10.00,0,0.00%,$0.00,$10.00
Braddock Elementary,5/19/2025,30003,Honey Cheerios Cereal (Each),30,0,30,30,30,0,30,$17.70,0,0.00%,$0.00,$17.70,0,0.00%,$0.00,$17.70
Braddock Elementary,5/19/2025,30004,Blueberry Chex Cereal (Each),30,0,30,30,30,0,30,$17.70,0,0.00%,$0.00,$17.70,0,0.00%,$0.00,$17.70
Braddock Elementary,5/19/2025,30006,Cinnamon Chex Cereal (Each),30,0,30,30,30,0,30,$17.70,0,0.00%,$0.00,$17.70,0,0.00%,$0.00,$17.70
