School_Name,Date,Identifier,Name,Planned,Offered,Served,Discarded,Subtotal,Left Over,Production Cost,Reimbursable,Non-Reimbursable,Total,Reimbursable,Non-Reimbursable,Total,Cost,Total,Percent of Offered,Cost,Total,Percent of Offered,Cost
Aldrin Elementary,5/27/2025,10041,Mini Maple Pancakes(Package),66,0,66,75,72,0,72,$28.08,0,0.00%,$0.00,$28.08,3,4.00%,$1.17,$29.25,,,,
Aldrin Elementary,5/27/2025,20001,1% White Milk(Each),33,0,33,37,31,0,31,$11.16,0,0.00%,$0.00,$11.16,6,16.22%,$2.16,$13.32,,,,
Aldrin Elementary,5/27/2025,20031,Banana(Each),52,0,52,55,52,0,52,$10.92,0,0.00%,$0.00,$10.92,3,5.45%,$0.63,$11.55,,,,
Aldrin Elementary,5/27/2025,20038,Fat Free White Milk(Each),12,0,12,15,10,0,10,$3.30,0,0.00%,$0.00,$3.30,5,33.33%,$1.65,$4.95,,,,
Aldrin Elementary,5/27/2025,20047,Orange Slices(3 slices per 1/4 cup),13,0,13,12,10,0,10,$2.00,0,0.00%,$0.00,$2.00,2,16.67%,$0.40,$2.40,,,,
Aldrin Elementary,5/27/2025,30003,Honey Cheerios Cereal(Each),10,0,10,10,6,0,6,$3.54,0,0.00%,$0.00,$3.54,4,40.00%,$2.36,$5.90,,,,
Aldrin Elementary,5/27/2025,30004,Blueberry Chex Cereal(Each),11,0,11,10,6,0,6,$3.54,0,0.00%,$0.00,$3.54,4,40.00%,$2.36,$5.90,,,,
Aldrin Elementary,5/27/2025,30006,Cinnamon Chex Cereal(Each),11,0,11,10,7,0,7,$4.13,0,0.00%,$0.00,$4.13,3,30.00%,$1.77,$5.90,,,,
Aldrin Elementary,5/27/2025,30007,"Cinnamon Toast Crunch Cereal, 25% Less Sugar(Each)",9,0,9,10,6,0,6,$3.54,0,0.00%,$0.00,$3.54,4,40.00%,$2.36,$5.90,,,,
Aldrin Elementary,5/27/2025,30008,Apple Juice(Each),52,0,52,67,59,0,59,$10.03,0,0.00%,$0.00,$10.03,8,11.94%,$1.36,$11.39,,,,
Aldrin Elementary,5/27/2025,30009,Orange Tangerine Juice(Each),20,0,20,35,31,0,31,$5.27,0,0.00%,$0.00,$5.27,4,11.43%,$0.68,$5.95,,,,
Aldrin Elementary,5/27/2025,60034,Mandarin Orange Parfait(Parfait),3,0,3,3,1,0,1,$0.99,0,0.00%,$0.00,$0.99,2,66.67%,$1.98,$2.97,,,,
Aldrin Elementary,5/27/2025,60089,Assorted Cereal(Cereal Cup),0,0,0,5,1,0,1,$0.59,0,0.00%,$0.00,$0.59,4,80.00%,$2.36,$2.95,,,,
Annandale High,5/27/2025,10020,Bagel(Bagel),787,0,787,787,744,0,744,$238.08,0,0.00%,$0.00,$238.08,43,5.46%,$13.76,$251.84,,,,
Annandale High,5/27/2025,20001,1% White Milk(Each),77,0,77,136,135,0,135,$48.60,0,0.00%,$0.00,$48.60,1,0.74%,$0.36,$48.96,,,,
Annandale High,5/27/2025,20009,Cream Cheese(Each),387,0,387,387,344,0,344,$99.76,0,0.00%,$0.00,$99.76,43,11.11%,$12.47,$112.23,,,,
Annandale High,5/27/2025,20014,Red Delicious Apple(Each - serving),99,0,99,150,81,0,81,$26.73,0,0.00%,$0.00,$26.73,69,46.00%,$22.77,$49.50,,,,
Annandale High,5/27/2025,20015,Golden Delicious Apple(Each),0,0,0,56,46,0,46,$14.26,0,0.00%,$0.00,$14.26,10,17.86%,$3.10,$17.36,,,,
Annandale High,5/27/2025,20017,Orange(6 Slices per 1/2 cup),45,0,45,80,57,0,57,$19.38,0,0.00%,$0.00,$19.38,23,28.75%,$7.82,$27.20,,,,
Annandale High,5/27/2025,20038,Fat Free White Milk(Each),78,0,78,41,40,0,40,$13.20,0,0.00%,$0.00,$13.20,1,2.44%,$0.33,$13.53,,,,
Annandale High,5/27/2025,30003,Honey Cheerios Cereal(Each),62,0,62,60,58,0,58,$34.22,0,0.00%,$0.00,$34.22,2,3.33%,$1.18,$35.40,,,,
Annandale High,5/27/2025,30004,Blueberry Chex Cereal(Each),62,0,62,60,47,0,47,$27.73,0,0.00%,$0.00,$27.73,13,21.67%,$7.67,$35.40,,,,
Annandale High,5/27/2025,30006,Cinnamon Chex Cereal(Each),70,0,70,60,46,0,46,$27.14,0,0.00%,$0.00,$27.14,14,23.33%,$8.26,$35.40,,,,
Annandale High,5/27/2025,30007,"Cinnamon Toast Crunch Cereal, 25% Less Sugar(Each)",62,0,62,60,55,0,55,$32.45,0,0.00%,$0.00,$32.45,5,8.33%,$2.95,$35.40,,,,
Annandale High,5/27/2025,30008,Apple Juice(Each),718,0,718,840,740,0,740,$125.80,0,0.00%,$0.00,$125.80,100,11.90%,$17.00,$142.80,,,,
Annandale High,5/27/2025,30009,Orange Tangerine Juice(Each),229,0,229,250,202,0,202,$34.34,0,0.00%,$0.00,$34.34,48,19.20%,$8.16,$42.50,,,,
Annandale High,5/27/2025,30051,Natural Grape Jam(Packet),300,0,300,300,235,0,235,$21.15,0,0.00%,$0.00,$21.15,65,21.67%,$5.85,$27.00,,,,
Annandale High,5/27/2025,60034,Mandarin Orange Parfait(Parfait),97,0,97,129,105,0,105,$103.95,1,0.78%,$0.99,$104.94,23,17.83%,$22.77,$127.71,,,,
Annandale Terrace Elementary,5/27/2025,10020,Bagel(Bagel),0,0,0,56,56,0,56,$17.92,0,0.00%,$0.00,$17.92,0,0.00%,$0.00,$17.92,,,,
Annandale Terrace Elementary,5/27/2025,10041,Mini Maple Pancakes(Package),274,0,274,221,219,0,219,$85.41,0,0.00%,$0.00,$85.41,2,0.90%,$0.78,$86.19,,,,
Annandale Terrace Elementary,5/27/2025,20001,1% White Milk(Each),98,0,98,117,112,0,112,$40.32,0,0.00%,$0.00,$40.32,5,4.27%,$1.80,$42.12,,,,
Annandale Terrace Elementary,5/27/2025,20017,Orange(6 Slices per 1/2 cup),126,0,126,112,109,0,109,$37.06,0,0.00%,$0.00,$37.06,3,2.68%,$1.02,$38.08,,,,
Annandale Terrace Elementary,5/27/2025,20038,Fat Free White Milk(Each),24,0,24,30,25,0,25,$8.25,0,0.00%,$0.00,$8.25,5,16.67%,$1.65,$9.90,,,,
Annandale Terrace Elementary,5/27/2025,20043,"Lactose Free, White Milk(Each)",0,0,0,3,3,0,3,$1.74,0,0.00%,$0.00,$1.74,0,0.00%,$0.00,$1.74,,,,
Annandale Terrace Elementary,5/27/2025,30003,Honey Cheerios Cereal(Each),27,0,27,30,25,0,25,$14.75,0,0.00%,$0.00,$14.75,5,16.67%,$2.95,$17.70,,,,
Annandale Terrace Elementary,5/27/2025,30004,Blueberry Chex Cereal(Each),18,0,18,38,36,0,36,$21.24,0,0.00%,$0.00,$21.24,2,5.26%,$1.18,$22.42,,,,
Annandale Terrace Elementary,5/27/2025,30006,Cinnamon Chex Cereal(Each),17,0,17,35,34,0,34,$20.06,0,0.00%,$0.00,$20.06,1,2.86%,$0.59,$20.65,,,,
Annandale Terrace Elementary,5/27/2025,30008,Apple Juice(Each),202,0,202,185,164,0,164,$27.88,0,0.00%,$0.00,$27.88,21,11.35%,$3.57,$31.45,,,,
Annandale Terrace Elementary,5/27/2025,30009,Orange Tangerine Juice(Each),184,0,184,175,153,0,153,$26.01,0,0.00%,$0.00,$26.01,22,12.57%,$3.74,$29.75,,,,
Annandale Terrace Elementary,5/27/2025,30037,IW Applesauce Cup(Each),0,0,0,56,56,0,56,$15.12,0,0.00%,$0.00,$15.12,0,0.00%,$0.00,$15.12,,,,
Annandale Terrace Elementary,5/27/2025,30051,Natural Grape Jam(Packet),0,0,0,56,56,0,56,$5.04,0,0.00%,$0.00,$5.04,0,0.00%,$0.00,$5.04,,,,
Annandale Terrace Elementary,5/27/2025,30188,"Milk, Soy, Plain, Bulk (12/32 oz)(1 cup)",0,0,0,1,1,0,1,$0.79,0,0.00%,$0.00,$0.79,0,0.00%,$0.00,$0.79,,,,
Annandale Terrace Elementary,5/27/2025,60034,Mandarin Orange Parfait(Parfait),18,0,18,15,15,0,15,$14.85,0,0.00%,$0.00,$14.85,0,0.00%,$0.00,$14.85,,,,
Armstrong Elementary,5/27/2025,10021,Apple Cinnamon Bread(1oz Grain (1/64 Baked Pan)),0,0,0,10,5,3,8,$3.28,0,0.00%,$0.00,$3.28,2,20.00%,$0.82,$4.10,,,,
Armstrong Elementary,5/27/2025,10041,Mini Maple Pancakes(Package),31,0,31,25,21,2,23,$8.97,0,0.00%,$0.00,$8.97,2,8.00%,$0.78,$9.75,,,,
Armstrong Elementary,5/27/2025,20001,1% White Milk(Each),22,0,22,25,10,0,10,$3.60,0,0.00%,$0.00,$3.60,15,60.00%,$5.40,$9.00,,,,
Armstrong Elementary,5/27/2025,20014,Red Delicious Apple(Each - serving),5,0,5,25,5,0,5,$1.65,0,0.00%,$0.00,$1.65,20,80.00%,$6.60,$8.25,,,,
Armstrong Elementary,5/27/2025,20016,String Cheese(1 Stick),0,0,0,10,5,3,8,$1.76,0,0.00%,$0.00,$1.76,2,20.00%,$0.44,$2.20,,,,
Armstrong Elementary,5/27/2025,20017,Orange(6 Slices per 1/2 cup),10,0,10,0,0,0,0,$0.00,0,0.00%,$0.00,$0.00,0,0.00%,$0.00,$0.00,,,,
Armstrong Elementary,5/27/2025,20031,Banana(Each),15,0,15,0,0,0,0,$0.00,0,0.00%,$0.00,$0.00,0,0.00%,$0.00,$0.00,,,,
Armstrong Elementary,5/27/2025,20038,Fat Free White Milk(Each),27,0,27,25,6,0,6,$1.98,0,0.00%,$0.00,$1.98,19,76.00%,$6.27,$8.25,,,,
Armstrong Elementary,5/27/2025,30003,Honey Cheerios Cereal(Each),6,0,6,20,10,0,10,$5.90,0,0.00%,$0.00,$5.90,10,50.00%,$5.90,$11.80,,,,
Armstrong Elementary,5/27/2025,30004,Blueberry Chex Cereal(Each),4,0,4,0,0,0,0,$0.00,0,0.00%,$0.00,$0.00,0,0.00%,$0.00,$0.00,,,,
Armstrong Elementary,5/27/2025,30006,Cinnamon Chex Cereal(Each),7,0,7,20,10,2,12,$7.08,0,0.00%,$0.00,$7.08,8,40.00%,$4.72,$11.80,,,,
Armstrong Elementary,5/27/2025,30007,"Cinnamon Toast Crunch Cereal, 25% Less Sugar(Each)",5,0,5,10,5,0,5,$2.95,0,0.00%,$0.00,$2.95,5,50.00%,$2.95,$5.90,,,,
Armstrong Elementary,5/27/2025,30008,Apple Juice(Each),28,0,28,50,38,0,38,$6.46,0,0.00%,$0.00,$6.46,12,24.00%,$2.04,$8.50,,,,
Armstrong Elementary,5/27/2025,30009,Orange Tangerine Juice(Each),24,0,24,50,25,0,25,$4.25,0,0.00%,$0.00,$4.25,25,50.00%,$4.25,$8.50,,,,
