School_Name,Date,Identifier,Name,Planned,Offered,Served,Discarded,Subtotal,Left Over,Production Cost,Reimbursable,Non-Reimbursable,Total,Reimbursable,Non-Reimbursable,Total,Cost,Total,Percent of Offered,Cost,Total,Percent of Offered,Cost
Aldrin Elementary,5/09/2025,20001,1% White Milk(Each),41,0,41,40,34,0,34,$12.24,0,0.00%,$0.00,$12.24,6,15.00%,$2.16,$14.40,,,,
Aldrin Elementary,5/09/2025,20014,Red Delicious Apple(Each - serving),50,0,50,50,42,0,42,$13.86,0,0.00%,$0.00,$13.86,8,16.00%,$2.64,$16.50,,,,
Aldrin Elementary,5/09/2025,20016,String Cheese(1 Stick),32,0,32,30,28,0,28,$6.16,0,0.00%,$0.00,$6.16,2,6.67%,$0.44,$6.60,,,,
Aldrin Elementary,5/09/2025,20038,Fat Free White Milk(Each),15,0,15,15,11,0,11,$3.63,0,0.00%,$0.00,$3.63,4,26.67%,$1.32,$4.95,,,,
Aldrin Elementary,5/09/2025,30003,Honey Cheerios Cereal(Each),10,0,10,15,13,0,13,$7.67,0,0.00%,$0.00,$7.67,2,13.33%,$1.18,$8.85,,,,
Aldrin Elementary,5/09/2025,30004,Blueberry Chex Cereal(Each),16,0,16,25,18,0,18,$10.62,0,0.00%,$0.00,$10.62,7,28.00%,$4.13,$14.75,,,,
Aldrin Elementary,5/09/2025,30006,Cinnamon Chex Cereal(Each),11,0,11,15,13,0,13,$7.67,0,0.00%,$0.00,$7.67,2,13.33%,$1.18,$8.85,,,,
Aldrin Elementary,5/09/2025,30007,"Cinnamon Toast Crunch Cereal, 25% Less Sugar(Each)",10,0,10,15,13,0,13,$7.67,0,0.00%,$0.00,$7.67,2,13.33%,$1.18,$8.85,,,,
Aldrin Elementary,5/09/2025,30008,Apple Juice(Each),52,0,52,60,55,0,55,$9.35,0,0.00%,$0.00,$9.35,5,8.33%,$0.85,$10.20,,,,
Aldrin Elementary,5/09/2025,30009,Orange Tangerine Juice(Each),24,0,24,25,22,0,22,$3.74,0,0.00%,$0.00,$3.74,3,12.00%,$0.51,$4.25,,,,
Aldrin Elementary,5/09/2025,60034,Mandarin Orange Parfait(Parfait),2,0,2,2,0,0,0,$0.00,0,0.00%,$0.00,$0.00,2,100.00%,$0.00,$0.00,,,,
Aldrin Elementary,5/09/2025,60062,Chilled Pineapple(1/2 cup),13,0,13,15,12,0,12,$3.60,0,0.00%,$0.00,$3.60,3,20.00%,$0.90,$4.50,,,,
Aldrin Elementary,5/09/2025,60089,Assorted Cereal(Cereal Cup),0,0,0,10,5,0,5,$2.95,0,0.00%,$0.00,$2.95,5,50.00%,$2.95,$5.90,,,,
Aldrin Elementary,5/09/2025,60151,Blueberry Bread(1 square),50,0,50,30,28,0,28,$11.48,0,0.00%,$0.00,$11.48,2,6.67%,$0.82,$12.30,,,,
Annandale High,5/09/2025,10020,Bagel(Bagel),0,0,0,670,512,0,512,$163.84,0,0.00%,$0.00,$163.84,158,23.58%,$50.56,$214.40,,,,
Annandale High,5/09/2025,20001,1% White Milk(Each),75,0,75,71,65,0,65,$23.40,0,0.00%,$0.00,$23.40,6,8.45%,$2.16,$25.56,,,,
Annandale High,5/09/2025,20009,Cream Cheese(Each),0,0,0,670,512,0,512,$148.48,0,0.00%,$0.00,$148.48,158,23.58%,$45.82,$194.30,,,,
Annandale High,5/09/2025,20014,Red Delicious Apple(Each - serving),125,0,125,120,80,0,80,$26.40,0,0.00%,$0.00,$26.40,40,33.33%,$13.20,$39.60,,,,
Annandale High,5/09/2025,20015,Golden Delicious Apple(Each),0,0,0,100,63,0,63,$19.53,0,0.00%,$0.00,$19.53,37,37.00%,$11.47,$31.00,,,,
Annandale High,5/09/2025,20017,Orange(6 Slices per 1/2 cup),138,0,138,100,65,0,65,$22.10,0,0.00%,$0.00,$22.10,35,35.00%,$11.90,$34.00,,,,
Annandale High,5/09/2025,20038,Fat Free White Milk(Each),75,0,75,65,62,0,62,$20.46,2,3.08%,$0.66,$21.12,1,1.54%,$0.33,$21.45,,,,
Annandale High,5/09/2025,30003,Honey Cheerios Cereal(Each),75,0,75,60,56,0,56,$33.04,0,0.00%,$0.00,$33.04,4,6.67%,$2.36,$35.40,,,,
Annandale High,5/09/2025,30004,Blueberry Chex Cereal(Each),50,0,50,60,53,0,53,$31.27,0,0.00%,$0.00,$31.27,7,11.67%,$4.13,$35.40,,,,
Annandale High,5/09/2025,30006,Cinnamon Chex Cereal(Each),50,0,50,60,56,0,56,$33.04,0,0.00%,$0.00,$33.04,4,6.67%,$2.36,$35.40,,,,
Annandale High,5/09/2025,30007,"Cinnamon Toast Crunch Cereal, 25% Less Sugar(Each)",50,0,50,60,55,0,55,$32.45,0,0.00%,$0.00,$32.45,5,8.33%,$2.95,$35.40,,,,
Annandale High,5/09/2025,30008,Apple Juice(Each),800,0,800,860,814,0,814,$138.38,2,0.23%,$0.34,$138.72,44,5.12%,$7.48,$146.20,,,,
Annandale High,5/09/2025,30009,Orange Tangerine Juice(Each),200,0,200,200,169,0,169,$28.73,0,0.00%,$0.00,$28.73,31,15.50%,$5.27,$34.00,,,,
Annandale High,5/09/2025,60034,Mandarin Orange Parfait(Parfait),125,0,125,89,87,0,87,$86.13,0,0.00%,$0.00,$86.13,2,2.25%,$1.98,$88.11,,,,
Annandale High,5/09/2025,60164,"Sandwich, Breakfast. Bagel, Turkey Sausage(Sandwich)",0,0,0,214,188,0,188,$101.52,1,0.47%,$0.54,$102.06,25,11.68%,$13.50,$115.56,,,,
Annandale Terrace Elementary,5/09/2025,10073,Whole Strawberries(1/2 cup thawed),0,0,0,52,52,0,52,$17.68,0,0.00%,$0.00,$17.68,0,0.00%,$0.00,$17.68,,,,
Annandale Terrace Elementary,5/09/2025,20001,1% White Milk(Each),102,0,102,108,106,0,106,$38.16,0,0.00%,$0.00,$38.16,2,1.85%,$0.72,$38.88,,,,
Annandale Terrace Elementary,5/09/2025,20016,String Cheese(1 Stick),297,0,297,245,243,0,243,$53.46,0,0.00%,$0.00,$53.46,2,0.82%,$0.44,$53.90,,,,
Annandale Terrace Elementary,5/09/2025,20031,Banana(Each),98,0,98,125,121,0,121,$25.41,0,0.00%,$0.00,$25.41,4,3.20%,$0.84,$26.25,,,,
Annandale Terrace Elementary,5/09/2025,20038,Fat Free White Milk(Each),25,0,25,40,37,0,37,$12.21,0,0.00%,$0.00,$12.21,3,7.50%,$0.99,$13.20,,,,
Annandale Terrace Elementary,5/09/2025,20043,"Lactose Free, White Milk(Each)",0,0,0,3,3,0,3,$1.74,0,0.00%,$0.00,$1.74,0,0.00%,$0.00,$1.74,,,,
Annandale Terrace Elementary,5/09/2025,30003,Honey Cheerios Cereal(Each),23,0,23,43,41,0,41,$24.19,0,0.00%,$0.00,$24.19,2,4.65%,$1.18,$25.37,,,,
Annandale Terrace Elementary,5/09/2025,30004,Blueberry Chex Cereal(Each),93,0,93,112,109,0,109,$64.31,0,0.00%,$0.00,$64.31,3,2.68%,$1.77,$66.08,,,,
Annandale Terrace Elementary,5/09/2025,30007,"Cinnamon Toast Crunch Cereal, 25% Less Sugar(Each)",44,0,44,35,30,0,30,$17.70,0,0.00%,$0.00,$17.70,5,14.29%,$2.95,$20.65,,,,
Annandale Terrace Elementary,5/09/2025,30008,Apple Juice(Each),206,0,206,210,200,0,200,$34.00,0,0.00%,$0.00,$34.00,10,4.76%,$1.70,$35.70,,,,
Annandale Terrace Elementary,5/09/2025,30009,Orange Tangerine Juice(Each),136,0,136,200,185,0,185,$31.45,0,0.00%,$0.00,$31.45,15,7.50%,$2.55,$34.00,,,,
Annandale Terrace Elementary,5/09/2025,30188,"Milk, Soy, Plain, Bulk (12/32 oz)(1 cup)",0,0,0,1,1,0,1,$0.79,0,0.00%,$0.00,$0.79,0,0.00%,$0.00,$0.79,,,,
Annandale Terrace Elementary,5/09/2025,60034,Mandarin Orange Parfait(Parfait),26,0,26,15,14,0,14,$13.86,0,0.00%,$0.00,$13.86,1,6.67%,$0.99,$14.85,,,,
Annandale Terrace Elementary,5/09/2025,60062,Chilled Pineapple(1/2 cup),9,0,9,10,10,0,10,$3.00,0,0.00%,$0.00,$3.00,0,0.00%,$0.00,$3.00,,,,
Annandale Terrace Elementary,5/09/2025,60151,Blueberry Bread(1 square),297,0,297,245,243,0,243,$99.63,0,0.00%,$0.00,$99.63,2,0.82%,$0.82,$100.45,,,,
Armstrong Elementary,5/09/2025,10023,Blueberry Bread(1oz Grain (1/64 Baked Pan)),0,0,0,20,18,0,18,$7.38,2,10.00%,$0.82,$8.20,0,0.00%,$0.00,$8.20,,,,
Armstrong Elementary,5/09/2025,10041,Mini Maple Pancakes(Package),0,0,0,20,20,0,20,$7.80,0,0.00%,$0.00,$7.80,0,0.00%,$0.00,$7.80,,,,
Armstrong Elementary,5/09/2025,20001,1% White Milk(Each),20,0,20,30,14,0,14,$5.04,0,0.00%,$0.00,$5.04,16,53.33%,$5.76,$10.80,,,,
Armstrong Elementary,5/09/2025,20014,Red Delicious Apple(Each - serving),2,0,2,10,8,0,8,$2.64,0,0.00%,$0.00,$2.64,2,20.00%,$0.66,$3.30,,,,
Armstrong Elementary,5/09/2025,20015,Golden Delicious Apple(Each),0,0,0,15,12,0,12,$3.72,0,0.00%,$0.00,$3.72,3,20.00%,$0.93,$4.65,,,,
Armstrong Elementary,5/09/2025,20016,String Cheese(1 Stick),21,0,21,18,18,0,18,$3.96,0,0.00%,$0.00,$3.96,0,0.00%,$0.00,$3.96,,,,
Armstrong Elementary,5/09/2025,20038,Fat Free White Milk(Each),15,0,15,50,21,0,21,$6.93,0,0.00%,$0.00,$6.93,29,58.00%,$9.57,$16.50,,,,
Armstrong Elementary,5/09/2025,30003,Honey Cheerios Cereal(Each),5,0,5,10,3,0,3,$1.77,0,0.00%,$0.00,$1.77,7,70.00%,$4.13,$5.90,,,,
Armstrong Elementary,5/09/2025,30004,Blueberry Chex Cereal(Each),2,0,2,10,2,0,2,$1.18,0,0.00%,$0.00,$1.18,8,80.00%,$4.72,$5.90,,,,
Armstrong Elementary,5/09/2025,30006,Cinnamon Chex Cereal(Each),7,0,7,10,7,0,7,$4.13,0,0.00%,$0.00,$4.13,3,30.00%,$1.77,$5.90,,,,
Armstrong Elementary,5/09/2025,30007,"Cinnamon Toast Crunch Cereal, 25% Less Sugar(Each)",7,0,7,10,6,0,6,$3.54,0,0.00%,$0.00,$3.54,4,40.00%,$2.36,$5.90,,,,
Armstrong Elementary,5/09/2025,30008,Apple Juice(Each),23,0,23,40,29,0,29,$4.93,0,0.00%,$0.00,$4.93,11,27.50%,$1.87,$6.80,,,,
Armstrong Elementary,5/09/2025,30009,Orange Tangerine Juice(Each),24,0,24,40,23,0,23,$3.91,0,0.00%,$0.00,$3.91,17,42.50%,$2.89,$6.80,,,,
Armstrong Elementary,5/09/2025,60034,Mandarin Orange Parfait(Parfait),2,0,2,5,3,0,3,$2.97,2,40.00%,$1.98,$4.95,0,0.00%,$0.00,$4.95,,,,
Baileys Lower Elementary,5/09/2025,10020,Bagel(Bagel),0,0,0,274,262,0,262,$83.84,0,0.00%,$0.00,$83.84,12,4.38%,$3.84,$87.68,,,,
Baileys Lower Elementary,5/09/2025,10041,Mini Maple Pancakes(Package),0,0,0,10,10,0,10,$3.90,0,0.00%,$0.00,$3.90,0,0.00%,$0.00,$3.90,,,,
Baileys Lower Elementary,5/09/2025,10074,"Frozen Berry, Triple Berry Blend(1/2 cup (thawed))",0,0,0,118,118,0,118,$3.54,0,0.00%,$0.00,$3.54,0,0.00%,$0.00,$3.54,,,,
Baileys Lower Elementary,5/09/2025,20001,1% White Milk(Each),349,0,349,310,184,0,184,$66.24,0,0.00%,$0.00,$66.24,126,40.65%,$45.36,$111.60,,,,
Baileys Lower Elementary,5/09/2025,20014,Red Delicious Apple(Each - serving),140,0,140,95,41,0,41,$13.53,0,0.00%,$0.00,$13.53,54,56.84%,$17.82,$31.35,,,,
Baileys Lower Elementary,5/09/2025,20031,Banana(Each),97,0,97,100,82,0,82,$17.22,0,0.00%,$0.00,$17.22,18,18.00%,$3.78,$21.00,,,,
Baileys Lower Elementary,5/09/2025,20038,Fat Free White Milk(Each),50,0,50,50,15,0,15,$4.95,0,0.00%,$0.00,$4.95,35,70.00%,$11.55,$16.50,,,,
Baileys Lower Elementary,5/09/2025,20043,"Lactose Free, White Milk(Each)",0,0,0,7,7,0,7,$4.06,0,0.00%,$0.00,$4.06,0,0.00%,$0.00,$4.06,,,,
Baileys Lower Elementary,5/09/2025,30003,Honey Cheerios Cereal(Each),36,0,36,118,118,0,118,$69.62,0,0.00%,$0.00,$69.62,0,0.00%,$0.00,$69.62,,,,
Baileys Lower Elementary,5/09/2025,30004,Blueberry Chex Cereal(Each),36,0,36,0,0,0,0,$0.00,0,0.00%,$0.00,$0.00,0,0.00%,$0.00,$0.00,,,,
Baileys Lower Elementary,5/09/2025,30006,Cinnamon Chex Cereal(Each),36,0,36,0,0,0,0,$0.00,0,0.00%,$0.00,$0.00,0,0.00%,$0.00,$0.00,,,,
Baileys Lower Elementary,5/09/2025,30007,"Cinnamon Toast Crunch Cereal, 25% Less Sugar(Each)",36,0,36,0,0,0,0,$0.00,0,0.00%,$0.00,$0.00,0,0.00%,$0.00,$0.00,,,,
Baileys Lower Elementary,5/09/2025,30008,Apple Juice(Each),250,0,250,240,140,0,140,$23.80,0,0.00%,$0.00,$23.80,100,41.67%,$17.00,$40.80,,,,
Baileys Lower Elementary,5/09/2025,30009,Orange Tangerine Juice(Each),250,0,250,220,137,0,137,$23.29,0,0.00%,$0.00,$23.29,83,37.73%,$14.11,$37.40,,,,
Baileys Lower Elementary,5/09/2025,60034,Mandarin Orange Parfait(Parfait),144,0,144,62,61,0,61,$60.39,0,0.00%,$0.00,$60.39,1,1.61%,$0.99,$61.38,,,,
Baileys Lower Elementary,5/09/2025,60164,"Sandwich, Breakfast. Bagel, Turkey Sausage(Sandwich)",0,0,0,42,35,0,35,$18.90,7,16.67%,$3.78,$22.68,0,0.00%,$0.00,$22.68,,,,
Baileys Upper Elementary,5/09/2025,10023,Blueberry Bread(1oz Grain (1/64 Baked Pan)),0,0,0,126,84,0,84,$34.44,0,0.00%,$0.00,$34.44,42,33.33%,$17.22,$51.66,,,,
Baileys Upper Elementary,5/09/2025,10041,Mini Maple Pancakes(Package),0,0,0,42,42,0,42,$16.38,0,0.00%,$0.00,$16.38,0,0.00%,$0.00,$16.38,,,,
Baileys Upper Elementary,5/09/2025,10096,"Batter, Pumpkin Bread(1oz Grain (1/64 Baked Pan))",0,0,0,63,63,0,63,$25.83,0,0.00%,$0.00,$25.83,0,0.00%,$0.00,$25.83,,,,
Baileys Upper Elementary,5/09/2025,20001,1% White Milk(Each),45,0,45,80,71,0,71,$25.56,0,0.00%,$0.00,$25.56,9,11.25%,$3.24,$28.80,,,,
Baileys Upper Elementary,5/09/2025,20014,Red Delicious Apple(Each - serving),0,0,0,157,68,0,68,$22.44,0,0.00%,$0.00,$22.44,89,56.69%,$29.37,$51.81,,,,
Baileys Upper Elementary,5/09/2025,20016,String Cheese(1 Stick),252,0,252,189,147,0,147,$32.34,0,0.00%,$0.00,$32.34,42,22.22%,$9.24,$41.58,,,,
Baileys Upper Elementary,5/09/2025,30003,Honey Cheerios Cereal(Each),60,0,60,65,60,0,60,$35.40,0,0.00%,$0.00,$35.40,5,7.69%,$2.95,$38.35,,,,
Baileys Upper Elementary,5/09/2025,30008,Apple Juice(Each),270,0,270,330,284,0,284,$48.28,0,0.00%,$0.00,$48.28,46,13.94%,$7.82,$56.10,,,,
Baileys Upper Elementary,5/09/2025,30093,Natural Breakfast Syrup(Each),0,0,0,42,42,0,42,$8.40,0,0.00%,$0.00,$8.40,0,0.00%,$0.00,$8.40,,,,
Baileys Upper Elementary,5/09/2025,60099,"Parfait, Triple Berry(Parfait)",0,0,0,39,35,0,35,$23.80,0,0.00%,$0.00,$23.80,4,10.26%,$2.72,$26.52,,,,
Beech Tree Elementary,5/09/2025,10021,Apple Cinnamon Bread(2oz Grain (1/32 Baked Pan)),0,0,0,96,83,0,83,$68.06,0,0.00%,$0.00,$68.06,13,13.54%,$10.66,$78.72,,,,
Beech Tree Elementary,5/09/2025,20001,1% White Milk(Each),93,0,93,93,85,0,85,$30.60,0,0.00%,$0.00,$30.60,8,8.60%,$2.88,$33.48,,,,
Beech Tree Elementary,5/09/2025,20031,Banana(Each),50,0,50,55,49,0,49,$10.29,0,0.00%,$0.00,$10.29,6,10.91%,$1.26,$11.55,,,,
Beech Tree Elementary,5/09/2025,20038,Fat Free White Milk(Each),20,0,20,14,13,0,13,$4.29,0,0.00%,$0.00,$4.29,1,7.14%,$0.33,$4.62,,,,
Beech Tree Elementary,5/09/2025,30003,Honey Cheerios Cereal(Each),25,0,25,25,23,0,23,$13.57,0,0.00%,$0.00,$13.57,2,8.00%,$1.18,$14.75,,,,
Beech Tree Elementary,5/09/2025,30004,Blueberry Chex Cereal(Each),68,0,68,68,55,0,55,$32.45,0,0.00%,$0.00,$32.45,13,19.12%,$7.67,$40.12,,,,
Beech Tree Elementary,5/09/2025,30006,Cinnamon Chex Cereal(Each),25,0,25,25,14,0,14,$8.26,0,0.00%,$0.00,$8.26,11,44.00%,$6.49,$14.75,,,,
Beech Tree Elementary,5/09/2025,30007,"Cinnamon Toast Crunch Cereal, 25% Less Sugar(Each)",25,0,25,25,20,0,20,$11.80,0,0.00%,$0.00,$11.80,5,20.00%,$2.95,$14.75,,,,
Beech Tree Elementary,5/09/2025,30008,Apple Juice(Each),140,0,140,140,124,0,124,$21.08,0,0.00%,$0.00,$21.08,16,11.43%,$2.72,$23.80,,,,
Beech Tree Elementary,5/09/2025,30009,Orange Tangerine Juice(Each),40,0,40,40,33,0,33,$5.61,0,0.00%,$0.00,$5.61,7,17.50%,$1.19,$6.80,,,,
Beech Tree Elementary,5/09/2025,60034,Mandarin Orange Parfait(Parfait),18,0,18,18,4,0,4,$3.96,0,0.00%,$0.00,$3.96,14,77.78%,$13.86,$17.82,,,,
Beech Tree Elementary,5/09/2025,60062,Chilled Pineapple(1/2 cup),42,0,42,43,40,0,40,$12.00,0,0.00%,$0.00,$12.00,3,6.98%,$0.90,$12.90,,,,
Belle View Elementary,5/09/2025,10023,Blueberry Bread(1oz Grain (1/64 Baked Pan)),0,0,0,38,34,0,34,$13.94,0,0.00%,$0.00,$13.94,4,10.53%,$1.64,$15.58,,,,
Belle View Elementary,5/09/2025,20001,1% White Milk(Each),21,0,21,25,19,0,19,$6.84,0,0.00%,$0.00,$6.84,6,24.00%,$2.16,$9.00,,,,
Belle View Elementary,5/09/2025,20016,String Cheese(1 Stick),5,0,5,5,0,0,0,$0.00,0,0.00%,$0.00,$0.00,5,100.00%,$0.00,$0.00,,,,
Belle View Elementary,5/09/2025,20017,Orange(6 Slices per 1/2 cup),25,0,25,20,10,0,10,$3.40,0,0.00%,$0.00,$3.40,10,50.00%,$3.40,$6.80,,,,
Belle View Elementary,5/09/2025,20038,Fat Free White Milk(Each),7,0,7,5,5,0,5,$1.65,0,0.00%,$0.00,$1.65,0,0.00%,$0.00,$1.65,,,,
Belle View Elementary,5/09/2025,20074,"Apple Slices(3 slices, 1/4 cup)",0,0,0,30,30,0,30,$5.40,0,0.00%,$0.00,$5.40,0,0.00%,$0.00,$5.40,,,,
Belle View Elementary,5/09/2025,30003,Honey Cheerios Cereal(Each),13,0,13,10,1,0,1,$0.59,0,0.00%,$0.00,$0.59,9,90.00%,$5.31,$5.90,,,,
Belle View Elementary,5/09/2025,30004,Blueberry Chex Cereal(Each),6,0,6,16,8,0,8,$4.72,0,0.00%,$0.00,$4.72,8,50.00%,$4.72,$9.44,,,,
Belle View Elementary,5/09/2025,30006,Cinnamon Chex Cereal(Each),6,0,6,16,13,0,13,$7.67,0,0.00%,$0.00,$7.67,3,18.75%,$1.77,$9.44,,,,
Belle View Elementary,5/09/2025,30007,"Cinnamon Toast Crunch Cereal, 25% Less Sugar(Each)",16,0,16,16,16,0,16,$9.44,0,0.00%,$0.00,$9.44,0,0.00%,$0.00,$9.44,,,,
Belle View Elementary,5/09/2025,30008,Apple Juice(Each),54,0,54,70,64,0,64,$10.88,0,0.00%,$0.00,$10.88,6,8.57%,$1.02,$11.90,,,,
Belle View Elementary,5/09/2025,30009,Orange Tangerine Juice(Each),14,0,14,15,12,0,12,$2.04,0,0.00%,$0.00,$2.04,3,20.00%,$0.51,$2.55,,,,
Belle View Elementary,5/09/2025,60034,Mandarin Orange Parfait(Parfait),3,0,3,4,4,0,4,$3.96,0,0.00%,$0.00,$3.96,0,0.00%,$0.00,$3.96,,,,
Belvedere Elementary,5/09/2025,20001,1% White Milk(Each),98,0,98,141,116,0,116,$41.76,0,0.00%,$0.00,$41.76,25,17.73%,$9.00,$50.76,,,,
Belvedere Elementary,5/09/2025,20014,Red Delicious Apple(Each - serving),10,0,10,44,41,0,41,$13.53,0,0.00%,$0.00,$13.53,3,6.82%,$0.99,$14.52,,,,
Belvedere Elementary,5/09/2025,20016,String Cheese(1 Stick),65,0,65,64,41,20,61,$13.42,0,0.00%,$0.00,$13.42,3,4.69%,$0.66,$14.08,,,,
Belvedere Elementary,5/09/2025,20043,"Lactose Free, White Milk(Each)",0,0,0,1,1,0,1,$0.58,0,0.00%,$0.00,$0.58,0,0.00%,$0.00,$0.58,,,,
Belvedere Elementary,5/09/2025,30003,Honey Cheerios Cereal(Each),30,0,30,60,16,0,16,$9.44,0,0.00%,$0.00,$9.44,44,73.33%,$25.96,$35.40,,,,
Belvedere Elementary,5/09/2025,30004,Blueberry Chex Cereal(Each),97,0,97,98,94,0,94,$55.46,0,0.00%,$0.00,$55.46,4,4.08%,$2.36,$57.82,,,,
