School_Name,Date,Identifier,Name,Planned_Reimbursable,Planned_Non-Reimbursable,Planned_Total,Offered_Reimbursable,Offered_Non-Reimbursable,Offered_Total,Served_Reimbursable,Served_Non-Reimbursable,Served_Total,Discarded_Total,Discarded_Cost,Subtotal_Cost,Left_Over_Total,Left_Over_Percent_of_Offered,Left_Over_Cost,Production_Cost_Total
Aldrin Elementary,5/23/2025,10023,Blueberry Bread (1oz Grain (1/64 Baked Pan)),0,0,0,11,10,0,10,$4.10,0,0.00%,$0.00,$4.10,1,9.09%,$0.41,$4.51
Aldrin Elementary,5/23/2025,20001,1% White Milk (Each),29,0,29,40,35,0,35,$12.60,0,0.00%,$0.00,$12.60,5,12.50%,$1.80,$14.40
Aldrin Elementary,5/23/2025,20014,Red Delicious Apple (Each - serving),49,0,49,60,53,0,53,$17.49,0,0.00%,$0.00,$17.49,7,11.67%,$2.31,$19.80
Aldrin Elementary,5/23/2025,20016,String Cheese (1 Stick),18,0,18,56,55,0,55,$12.10,0,0.00%,$0.00,$12.10,1,1.79%,$0.22,$12.32
Aldrin Elementary,5/23/2025,20038,Fat Free White Milk (Each),10,0,10,20,13,0,13,$4.29,0,0.00%,$0.00,$4.29,7,35.00%,$2.31,$6.60
Aldrin Elementary,5/23/2025,30003,Honey Cheerios Cereal (Each),12,0,12,10,7,0,7,$4.13,0,0.00%,$0.00,$4.13,3,30.00%,$1.77,$5.90
Aldrin Elementary,5/23/2025,30004,Blueberry Chex Cereal (Each),13,0,13,15,10,0,10,$5.90,0,0.00%,$0.00,$5.90,5,33.33%,$2.95,$8.85
Aldrin Elementary,5/23/2025,30006,Cinnamon Chex Cereal (Each),10,0,10,10,6,0,6,$3.54,0,0.00%,$0.00,$3.54,4,40.00%,$2.36,$5.90
Aldrin Elementary,5/23/2025,30007,"Cinnamon Toast Crunch Cereal, 25% Less Sugar (Each)",11,0,11,10,6,0,6,$3.54,0,0.00%,$0.00,$3.54,4,40.00%,$2.36,$5.90
Aldrin Elementary,5/23/2025,30008,Apple Juice (Each),46,0,46,75,67,0,67,$11.39,0,0.00%,$0.00,$11.39,8,10.67%,$1.36,$12.75
Aldrin Elementary,5/23/2025,30009,Orange Tangerine Juice (Each),19,0,19,45,28,0,28,$4.76,0,0.00%,$0.00,$4.76,17,37.78%,$2.89,$7.65
Aldrin Elementary,5/23/2025,60034,Mandarin Orange Parfait (Parfait),2,0,2,2,1,0,1,$0.99,0,0.00%,$0.00,$0.99,1,50.00%,$0.99,$1.98
Aldrin Elementary,5/23/2025,60062,Chilled Pineapple (1/2 cup),13,0,13,15,12,0,12,$3.60,0,0.00%,$0.00,$3.60,3,20.00%,$0.90,$4.50
Aldrin Elementary,5/23/2025,60151,Blueberry Bread (1 square),15,0,15,56,55,0,55,$22.55,0,0.00%,$0.00,$22.55,1,1.79%,$0.41,$22.96
Annandale High,5/23/2025,10020,Bagel (Bagel),0,0,0,268,156,0,156,$49.92,0,0.00%,$0.00,$49.92,112,41.79%,$35.84,$85.76
Annandale High,5/23/2025,10041,Mini Maple Pancakes (Package),0,0,0,70,69,0,69,$26.91,0,0.00%,$0.00,$26.91,1,1.43%,$0.39,$27.30
Annandale High,5/23/2025,20001,1% White Milk (Each),75,0,75,77,74,0,74,$26.64,0,0.00%,$0.00,$26.64,3,3.90%,$1.08,$27.72
Annandale High,5/23/2025,20009,Cream Cheese (Each),0,0,0,268,156,0,156,$45.24,0,0.00%,$0.00,$45.24,112,41.79%,$32.48,$77.72
Annandale High,5/23/2025,20014,Red Delicious Apple (Each - serving),125,0,125,130,117,0,117,$38.61,0,0.00%,$0.00,$38.61,13,10.00%,$4.29,$42.90
Annandale High,5/23/2025,20015,Golden Delicious Apple (Each),125,0,125,100,63,0,63,$19.53,2,2.00%,$0.62,$20.15,35,35.00%,$10.85,$31.00
Annandale High,5/23/2025,20017,Orange (6 Slices per 1/2 cup),100,0,100,55,37,0,37,$12.58,0,0.00%,$0.00,$12.58,18,32.73%,$6.12,$18.70
Annandale High,5/23/2025,20038,Fat Free White Milk (Each),75,0,75,107,94,0,94,$31.02,0,0.00%,$0.00,$31.02,13,12.15%,$4.29,$35.31
Annandale High,5/23/2025,30003,Honey Cheerios Cereal (Each),75,0,75,66,65,0,65,$38.35,0,0.00%,$0.00,$38.35,1,1.52%,$0.59,$38.94
Annandale High,5/23/2025,30004,Blueberry Chex Cereal (Each),50,0,50,66,65,0,65,$38.35,0,0.00%,$0.00,$38.35,1,1.52%,$0.59,$38.94
Annandale High,5/23/2025,30006,Cinnamon Chex Cereal (Each),50,0,50,66,65,0,65,$38.35,0,0.00%,$0.00,$38.35,1,1.52%,$0.59,$38.94
Annandale High,5/23/2025,30007,"Cinnamon Toast Crunch Cereal, 25% Less Sugar (Each)",75,0,75,66,65,0,65,$38.35,0,0.00%,$0.00,$38.35,1,1.52%,$0.59,$38.94
Annandale High,5/23/2025,30008,Apple Juice (Each),800,0,800,730,674,0,674,$114.58,0,0.00%,$0.00,$114.58,56,7.67%,$9.52,$124.10
Annandale High,5/23/2025,30009,Orange Tangerine Juice (Each),200,0,200,286,285,0,285,$48.45,0,0.00%,$0.00,$48.45,1,0.35%,$0.17,$48.62
Annandale High,5/23/2025,60034,Mandarin Orange Parfait (Parfait),125,0,125,103,100,0,100,$99.00,1,0.97%,$0.99,$99.99,2,1.94%,$1.98,$101.97
Annandale High,5/23/2025,60165,Egg and American Cheese on Bagel (Sandwich),0,0,0,395,390,0,390,$226.20,0,0.00%,$0.00,$226.20,5,1.27%,$2.90,$229.10
Annandale Terrace Elementary,5/23/2025,10041,Mini Maple Pancakes (Package),0,0,0,98,98,0,98,$38.22,0,0.00%,$0.00,$38.22,0,0.00%,$0.00,$38.22
Annandale Terrace Elementary,5/23/2025,10073,Whole Strawberries (1/2 cup thawed),0,0,0,59,59,0,59,$20.06,0,0.00%,$0.00,$20.06,0,0.00%,$0.00,$20.06
Annandale Terrace Elementary,5/23/2025,20001,1% White Milk (Each),98,0,98,145,130,0,130,$46.80,0,0.00%,$0.00,$46.80,15,10.34%,$5.40,$52.20
Annandale Terrace Elementary,5/23/2025,20016,String Cheese (1 Stick),295,0,295,160,150,0,150,$33.00,0,0.00%,$0.00,$33.00,10,6.25%,$2.20,$35.20
Annandale Terrace Elementary,5/23/2025,20031,Banana (Each),102,0,102,110,98,0,98,$20.58,0,0.00%,$0.00,$20.58,12,10.91%,$2.52,$23.10
Annandale Terrace Elementary,5/23/2025,20038,Fat Free White Milk (Each),24,0,24,35,25,0,25,$8.25,0,0.00%,$0.00,$8.25,10,28.57%,$3.30,$11.55
Annandale Terrace Elementary,5/23/2025,20043,"Lactose Free, White Milk (Each)",0,0,0,3,3,0,3,$1.74,0,0.00%,$0.00,$1.74,0,0.00%,$0.00,$1.74
