School_Name,Date,Identifier,Name,Planned_Reimbursable,Planned_Non-Reimbursable,Planned_Total,Offered_Reimbursable,Offered_Non-Reimbursable,Offered_Total,Served_Reimbursable,Served_Non-Reimbursable,Served_Total,Discarded_Total,Discarded_Cost,Subtotal_Cost,Left_Over_Total,Left_Over_Percent_of_Offered,Left_Over_Cost,Production_Cost_Total
Annandale Terrace Elementary,5/02/2025,30003,Honey Cheerios Cereal (Each),31,0,31,20,17,0,17,$10.03,0,0.00%,$0.00,$10.03,3,15.00%,$1.77,$11.80
Annandale Terrace Elementary,5/02/2025,30004,Blueberry Chex Cereal (Each),101,0,101,82,81,0,81,$47.79,0,0.00%,$0.00,$47.79,1,1.22%,$0.59,$48.38
Annandale Terrace Elementary,5/02/2025,30006,Cinnamon Chex Cereal (Each),48,0,48,45,44,0,44,$25.96,0,0.00%,$0.00,$25.96,1,2.22%,$0.59,$26.55
Annandale Terrace Elementary,5/02/2025,30007,"Cinnamon Toast Crunch Cereal, 25% Less Sugar (Each)",27,0,27,25,25,0,25,$14.75,0,0.00%,$0.00,$14.75,0,0.00%,$0.00,$14.75
Annandale Terrace Elementary,5/02/2025,30008,Apple Juice (Each),198,0,198,190,189,0,189,$32.13,0,0.00%,$0.00,$32.13,1,0.53%,$0.17,$32.30
Annandale Terrace Elementary,5/02/2025,30009,Orange Tangerine Juice (Each),188,0,188,180,178,0,178,$30.26,0,0.00%,$0.00,$30.26,2,1.11%,$0.34,$30.60
Annandale Terrace Elementary,5/02/2025,30188,"Milk, Soy, Plain, Bulk (12/32 oz) (1 cup)",0,0,0,1,1,0,1,$0.79,0,0.00%,$0.00,$0.79,0,0.00%,$0.00,$0.79
Annandale Terrace Elementary,5/02/2025,60034,Mandarin Orange Parfait (Parfait),26,0,26,15,14,0,14,$13.86,0,0.00%,$0.00,$13.86,1,6.67%,$0.99,$14.85
Annandale Terrace Elementary,5/02/2025,60062,Chilled Pineapple (1/2 cup),9,0,9,10,10,0,10,$3.00,0,0.00%,$0.00,$3.00,0,0.00%,$0.00,$3.00
Armstrong Elementary,5/02/2025,10020,Bagel (Bagel),0,0,0,10,8,0,8,$2.56,2,20.00%,$0.64,$3.20,0,0.00%,$0.00,$3.20
Armstrong Elementary,5/02/2025,10023,Blueberry Bread (1oz Grain (1/64 Baked Pan)),0,0,0,10,6,0,6,$2.46,4,40.00%,$1.64,$4.10,0,0.00%,$0.00,$4.10
Armstrong Elementary,5/02/2025,10041,Mini Maple Pancakes (Package),0,0,0,10,10,0,10,$3.90,0,0.00%,$0.00,$3.90,0,0.00%,$0.00,$3.90
Armstrong Elementary,5/02/2025,10096,"Batter, Pumpkin Bread (1oz Grain (1/64 Baked Pan))",0,0,0,8,8,0,8,$3.28,0,0.00%,$0.00,$3.28,0,0.00%,$0.00,$3.28
Armstrong Elementary,5/02/2025,20014,Red Delicious Apple (Each - serving),2,0,2,13,12,0,12,$3.96,0,0.00%,$0.00,$3.96,1,7.69%,$0.33,$4.29
Armstrong Elementary,5/02/2025,20015,Golden Delicious Apple (Each),0,0,0,10,8,0,8,$2.48,0,0.00%,$0.00,$2.48,2,20.00%,$0.62,$3.10
Armstrong Elementary,5/02/2025,20016,String Cheese (1 Stick),21,0,21,14,14,0,14,$3.08,0,0.00%,$0.00,$3.08,0,0.00%,$0.00,$3.08
Armstrong Elementary,5/02/2025,20038,Fat Free White Milk (Each),15,0,15,20,13,0,13,$4.29,0,0.00%,$0.00,$4.29,7,35.00%,$2.31,$6.60
Armstrong Elementary,5/02/2025,30003,Honey Cheerios Cereal (Each),5,0,5,10,6,0,6,$3.54,0,0.00%,$0.00,$3.54,4,40.00%,$2.36,$5.90
Armstrong Elementary,5/02/2025,30004,Blueberry Chex Cereal (Each),2,0,2,10,7,0,7,$4.13,0,0.00%,$0.00,$4.13,3,30.00%,$1.77,$5.90
Armstrong Elementary,5/02/2025,30006,Cinnamon Chex Cereal (Each),7,0,7,10,3,0,3,$1.77,0,0.00%,$0.00,$1.77,7,70.00%,$4.13,$5.90
Armstrong Elementary,5/02/2025,30008,Apple Juice (Each),23,0,23,40,24,0,24,$4.08,0,0.00%,$0.00,$4.08,16,40.00%,$2.72,$6.80
Armstrong Elementary,5/02/2025,30009,Orange Tangerine Juice (Each),24,0,24,40,23,0,23,$3.91,0,0.00%,$0.00,$3.91,17,42.50%,$2.89,$6.80
Armstrong Elementary,5/02/2025,30102,1% Unflavored Shelf-Stable Milk (Each),0,0,0,54,31,0,31,$11.78,0,0.00%,$0.00,$11.78,23,42.59%,$8.74,$20.52
Armstrong Elementary,5/02/2025,60034,Mandarin Orange Parfait (Parfait),2,0,2,2,2,0,2,$1.98,0,0.00%,$0.00,$1.98,0,0.00%,$0.00,$1.98
Armstrong Elementary,5/02/2025,60099,"Parfait, Triple Berry (Parfait)",0,0,0,2,1,0,1,$0.68,1,50.00%,$0.68,$1.36,0,0.00%,$0.00,$1.36
Baileys Lower Elementary,5/02/2025,10021,Apple Cinnamon Bread (1oz Grain (1/64 Baked Pan)),0,0,0,256,186,0,186,$76.26,0,0.00%,$0.00,$76.26,70,27.34%,$28.70,$104.96
Baileys Lower Elementary,5/02/2025,10074,"Frozen Berry, Triple Berry Blend (1/2 cup (thawed))",0,0,0,118,118,0,118,$3.54,0,0.00%,$0.00,$3.54,0,0.00%,$0.00,$3.54
Baileys Lower Elementary,5/02/2025,20001,1% White Milk (Each),349,0,349,312,235,0,235,$84.60,2,0.64%,$0.72,$85.32,75,24.04%,$27.00,$112.32
Baileys Lower Elementary,5/02/2025,20014,Red Delicious Apple (Each - serving),140,0,140,195,117,0,117,$38.61,0,0.00%,$0.00,$38.61,78,40.00%,$25.74,$64.35
Baileys Lower Elementary,5/02/2025,20016,String Cheese (1 Stick),250,0,250,250,170,0,170,$37.40,0,0.00%,$0.00,$37.40,80,32.00%,$17.60,$55.00
Baileys Lower Elementary,5/02/2025,20017,Orange (6 Slices per 1/2 cup),106,0,106,0,0,0,0,$0.00,0,0.00%,$0.00,$0.00,0,0.00%,$0.00,$0.00
Baileys Lower Elementary,5/02/2025,20031,Banana (Each),97,0,97,0,0,0,0,$0.00,0,0.00%,$0.00,$0.00,0,0.00%,$0.00,$0.00
Baileys Lower Elementary,5/02/2025,20038,Fat Free White Milk (Each),50,0,50,50,20,0,20,$6.60,0,0.00%,$0.00,$6.60,30,60.00%,$9.90,$16.50
Baileys Lower Elementary,5/02/2025,20043,"Lactose Free, White Milk (Each)",0,0,0,6,6,0,6,$3.48,0,0.00%,$0.00,$3.48,0,0.00%,$0.00,$3.48
Baileys Lower Elementary,5/02/2025,30003,Honey Cheerios Cereal (Each),36,0,36,45,41,0,41,$24.19,0,0.00%,$0.00,$24.19,4,8.89%,$2.36,$26.55
Baileys Lower Elementary,5/02/2025,30004,Blueberry Chex Cereal (Each),157,0,157,163,159,0,159,$93.81,0,0.00%,$0.00,$93.81,4,2.45%,$2.36,$96.17
Baileys Lower Elementary,5/02/2025,30007,"Cinnamon Toast Crunch Cereal, 25% Less Sugar (Each)",36,0,36,40,39,0,39,$23.01,0,0.00%,$0.00,$23.01,1,2.50%,$0.59,$23.60
Baileys Lower Elementary,5/02/2025,30008,Apple Juice (Each),250,0,250,240,130,0,130,$22.10,0,0.00%,$0.00,$22.10,110,45.83%,$18.70,$40.80
Baileys Lower Elementary,5/02/2025,30009,Orange Tangerine Juice (Each),250,0,250,240,100,0,100,$17.00,0,0.00%,$0.00,$17.00,140,58.33%,$23.80,$40.80
Baileys Lower Elementary,5/02/2025,60034,Mandarin Orange Parfait (Parfait),144,0,144,80,63,0,63,$62.37,2,2.50%,$1.98,$64.35,15,18.75%,$14.85,$79.20
Baileys Upper Elementary,5/02/2025,10040,Blueberry Muffin Top (Muffin Top),252,0,252,189,154,0,154,$64.68,0,0.00%,$0.00,$64.68,35,18.52%,$14.70,$79.38
Baileys Upper Elementary,5/02/2025,10041,Mini Maple Pancakes (Package),0,0,0,42,42,0,42,$16.38,0,0.00%,$0.00,$16.38,0,0.00%,$0.00,$16.38
Baileys Upper Elementary,5/02/2025,20001,1% White Milk (Each),43,0,43,90,66,0,66,$23.76,0,0.00%,$0.00,$23.76,24,26.67%,$8.64,$32.40
Baileys Upper Elementary,5/02/2025,20014,Red Delicious Apple (Each - serving),0,0,0,125,70,0,70,$23.10,0,0.00%,$0.00,$23.10,55,44.00%,$18.15,$41.25
Baileys Upper Elementary,5/02/2025,20016,String Cheese (1 Stick),252,0,252,189,154,0,154,$33.88,0,0.00%,$0.00,$33.88,35,18.52%,$7.70,$41.58
Baileys Upper Elementary,5/02/2025,30003,Honey Cheerios Cereal (Each),60,0,60,65,60,0,60,$35.40,0,0.00%,$0.00,$35.40,5,7.69%,$2.95,$38.35
Baileys Upper Elementary,5/02/2025,30008,Apple Juice (Each),280,0,280,301,266,0,266,$45.22,0,0.00%,$0.00,$45.22,35,11.63%,$5.95,$51.17
Baileys Upper Elementary,5/02/2025,30093,Natural Breakfast Syrup (Each),0,0,0,42,42,0,42,$8.40,0,0.00%,$0.00,$8.40,0,0.00%,$0.00,$8.40
Baileys Upper Elementary,5/02/2025,30103,"Milk, Lactose Free,  Fat Free, Shelf-Stable (Each)",0,0,0,9,9,0,9,$4.32,0,0.00%,$0.00,$4.32,0,0.00%,$0.00,$4.32
Baileys Upper Elementary,5/02/2025,60096,Strawberry Parfait (Parfait),0,0,0,10,10,0,10,$9.90,0,0.00%,$0.00,$9.90,0,0.00%,$0.00,$9.90
Beech Tree Elementary,5/02/2025,10023,Blueberry Bread (2oz Grain (1/32 Baked Pan)),0,0,0,150,130,0,130,$106.60,0,0.00%,$0.00,$106.60,20,13.33%,$16.40,$123.00
Beech Tree Elementary,5/02/2025,20001,1% White Milk (Each),93,0,93,94,72,0,72,$25.92,0,0.00%,$0.00,$25.92,22,23.40%,$7.92,$33.84
Beech Tree Elementary,5/02/2025,20038,Fat Free White Milk (Each),20,0,20,14,10,0,10,$3.30,0,0.00%,$0.00,$3.30,4,28.57%,$1.32,$4.62
Beech Tree Elementary,5/02/2025,20069,"Apple, Slices, IW - ER Supper Only (Each)",0,0,0,55,51,0,51,$16.83,0,0.00%,$0.00,$16.83,4,7.27%,$1.32,$18.15
Beech Tree Elementary,5/02/2025,30004,Blueberry Chex Cereal (Each),68,0,68,69,43,0,43,$25.37,0,0.00%,$0.00,$25.37,26,37.68%,$15.34,$40.71
Beech Tree Elementary,5/02/2025,30007,"Cinnamon Toast Crunch Cereal, 25% Less Sugar (Each)",25,0,25,25,13,0,13,$7.67,0,0.00%,$0.00,$7.67,12,48.00%,$7.08,$14.75
Beech Tree Elementary,5/02/2025,30008,Apple Juice (Each),140,0,140,140,138,0,138,$23.46,0,0.00%,$0.00,$23.46,2,1.43%,$0.34,$23.80
Beech Tree Elementary,5/02/2025,30009,Orange Tangerine Juice (Each),40,0,40,40,28,0,28,$4.76,0,0.00%,$0.00,$4.76,12,30.00%,$2.04,$6.80
Beech Tree Elementary,5/02/2025,60034,Mandarin Orange Parfait (Parfait),20,0,20,15,9,0,9,$8.91,0,0.00%,$0.00,$8.91,6,40.00%,$5.94,$14.85
Beech Tree Elementary,5/02/2025,60062,Chilled Pineapple (1/2 cup),43,0,43,44,37,0,37,$11.10,0,0.00%,$0.00,$11.10,7,15.91%,$2.10,$13.20
Belle View Elementary,5/02/2025,10040,Blueberry Muffin Top (Muffin Top),26,0,26,30,30,0,30,$12.60,0,0.00%,$0.00,$12.60,0,0.00%,$0.00,$12.60
Belle View Elementary,5/02/2025,20001,1% White Milk (Each),21,0,21,11,4,0,4,$1.44,0,0.00%,$0.00,$1.44,7,63.64%,$2.52,$3.96
Belle View Elementary,5/02/2025,20015,Golden Delicious Apple (Each),0,0,0,30,30,0,30,$9.30,0,0.00%,$0.00,$9.30,0,0.00%,$0.00,$9.30
Belle View Elementary,5/02/2025,20016,String Cheese (1 Stick),5,0,5,5,0,0,0,$0.00,0,0.00%,$0.00,$0.00,5,100.00%,$0.00,$0.00
Belle View Elementary,5/02/2025,20038,Fat Free White Milk (Each),7,0,7,30,21,0,21,$6.93,0,0.00%,$0.00,$6.93,9,30.00%,$2.97,$9.90
Belle View Elementary,5/02/2025,30003,Honey Cheerios Cereal (Each),13,0,13,10,7,0,7,$4.13,0,0.00%,$0.00,$4.13,3,30.00%,$1.77,$5.90
Belle View Elementary,5/02/2025,30006,Cinnamon Chex Cereal (Each),6,0,6,15,13,0,13,$7.67,0,0.00%,$0.00,$7.67,2,13.33%,$1.18,$8.85
Belle View Elementary,5/02/2025,30007,"Cinnamon Toast Crunch Cereal, 25% Less Sugar (Each)",16,0,16,10,10,0,10,$5.90,0,0.00%,$0.00,$5.90,0,0.00%,$0.00,$5.90
Belle View Elementary,5/02/2025,30008,Apple Juice (Each),54,0,54,60,53,0,53,$9.01,0,0.00%,$0.00,$9.01,7,11.67%,$1.19,$10.20
Belle View Elementary,5/02/2025,30009,Orange Tangerine Juice (Each),14,0,14,10,10,0,10,$1.70,0,0.00%,$0.00,$1.70,0,0.00%,$0.00,$1.70
Belle View Elementary,5/02/2025,60034,Mandarin Orange Parfait (Parfait),3,0,3,3,3,0,3,$2.97,0,0.00%,$0.00,$2.97,0,0.00%,$0.00,$2.97
Belvedere Elementary,5/02/2025,10040,Blueberry Muffin Top (Muffin Top),150,0,150,64,57,0,57,$23.94,0,0.00%,$0.00,$23.94,7,10.94%,$2.94,$26.88
Belvedere Elementary,5/02/2025,20001,1% White Milk (Each),117,0,117,185,103,0,103,$37.08,0,0.00%,$0.00,$37.08,82,44.32%,$29.52,$66.60
Belvedere Elementary,5/02/2025,20014,Red Delicious Apple (Each - serving),30,0,30,25,20,0,20,$6.60,0,0.00%,$0.00,$6.60,5,20.00%,$1.65,$8.25
Belvedere Elementary,5/02/2025,20016,String Cheese (1 Stick),150,0,150,64,57,0,57,$12.54,0,0.00%,$0.00,$12.54,7,10.94%,$1.54,$14.08
Belvedere Elementary,5/02/2025,20017,Orange (6 Slices per 1/2 cup),30,0,30,30,27,0,27,$9.18,0,0.00%,$0.00,$9.18,3,10.00%,$1.02,$10.20
Belvedere Elementary,5/02/2025,20038,Fat Free White Milk (Each),25,0,25,28,13,0,13,$4.29,0,0.00%,$0.00,$4.29,15,53.57%,$4.95,$9.24
Belvedere Elementary,5/02/2025,20043,"Lactose Free, White Milk (Each)",0,0,0,1,1,0,1,$0.58,0,0.00%,$0.00,$0.58,0,0.00%,$0.00,$0.58
Belvedere Elementary,5/02/2025,30004,Blueberry Chex Cereal (Each),95,0,95,107,93,0,93,$54.87,0,0.00%,$0.00,$54.87,14,13.08%,$8.26,$63.13
Belvedere Elementary,5/02/2025,30007,"Cinnamon Toast Crunch Cereal, 25% Less Sugar (Each)",20,0,20,35,19,0,19,$11.21,0,0.00%,$0.00,$11.21,16,45.71%,$9.44,$20.65
Belvedere Elementary,5/02/2025,30008,Apple Juice (Each),110,0,110,104,104,0,104,$17.68,0,0.00%,$0.00,$17.68,0,0.00%,$0.00,$17.68
Belvedere Elementary,5/02/2025,30009,Orange Tangerine Juice (Each),80,0,80,80,41,0,41,$6.97,0,0.00%,$0.00,$6.97,39,48.75%,$6.63,$13.60
Belvedere Elementary,5/02/2025,30188,"Milk, Soy, Plain, Bulk (12/32 oz) (1 cup)",0,0,0,1,1,0,1,$0.79,0,0.00%,$0.00,$0.79,0,0.00%,$0.00,$0.79
Belvedere Elementary,5/02/2025,60034,Mandarin Orange Parfait (Parfait),15,0,15,16,9,0,9,$8.91,0,0.00%,$0.00,$8.91,7,43.75%,$6.93,$15.84
Belvedere Elementary,5/02/2025,60062,Chilled Pineapple (1/2 cup),75,0,75,63,63,0,63,$18.90,0,0.00%,$0.00,$18.90,0,0.00%,$0.00,$18.90
Bonnie Brae Elementary,5/02/2025,10040,Blueberry Muffin Top (Muffin Top),27,0,27,30,13,14,27,$11.34,3,10.00%,$1.26,$12.60,0,0.00%,$0.00,$12.60
Bonnie Brae Elementary,5/02/2025,20001,1% White Milk (Each),134,0,134,134,124,0,124,$44.64,0,0.00%,$0.00,$44.64,10,7.46%,$3.60,$48.24
Bonnie Brae Elementary,5/02/2025,20014,Red Delicious Apple (Each - serving),94,0,94,110,105,0,105,$34.65,0,0.00%,$0.00,$34.65,5,4.55%,$1.65,$36.30
Bonnie Brae Elementary,5/02/2025,20016,String Cheese (1 Stick),26,0,26,30,25,0,25,$5.50,0,0.00%,$0.00,$5.50,5,16.67%,$1.10,$6.60
Bonnie Brae Elementary,5/02/2025,20017,Orange (6 Slices per 1/2 cup),97,0,97,0,0,0,0,$0.00,0,0.00%,$0.00,$0.00,0,0.00%,$0.00,$0.00
Bonnie Brae Elementary,5/02/2025,20031,Banana (Each),105,0,105,0,0,0,0,$0.00,0,0.00%,$0.00,$0.00,0,0.00%,$0.00,$0.00
Bonnie Brae Elementary,5/02/2025,20038,Fat Free White Milk (Each),18,0,18,50,25,0,25,$8.25,0,0.00%,$0.00,$8.25,25,50.00%,$8.25,$16.50
Bonnie Brae Elementary,5/02/2025,30003,Honey Cheerios Cereal (Each),12,0,12,30,25,0,25,$14.75,0,0.00%,$0.00,$14.75,5,16.67%,$2.95,$17.70
Bonnie Brae Elementary,5/02/2025,30004,Blueberry Chex Cereal (Each),62,0,62,64,59,0,59,$34.81,0,0.00%,$0.00,$34.81,5,7.81%,$2.95,$37.76
Bonnie Brae Elementary,5/02/2025,30006,Cinnamon Chex Cereal (Each),15,0,15,30,25,0,25,$14.75,0,0.00%,$0.00,$14.75,5,16.67%,$2.95,$17.70
Bonnie Brae Elementary,5/02/2025,30007,"Cinnamon Toast Crunch Cereal, 25% Less Sugar (Each)",5,0,5,10,2,0,2,$1.18,0,0.00%,$0.00,$1.18,8,80.00%,$4.72,$5.90
Bonnie Brae Elementary,5/02/2025,30008,Apple Juice (Each),96,0,96,100,90,0,90,$15.30,0,0.00%,$0.00,$15.30,10,10.00%,$1.70,$17.00
Bonnie Brae Elementary,5/02/2025,30009,Orange Tangerine Juice (Each),34,0,34,80,60,0,60,$10.20,0,0.00%,$0.00,$10.20,20,25.00%,$3.40,$13.60
Bonnie Brae Elementary,5/02/2025,60034,Mandarin Orange Parfait (Parfait),7,0,7,8,6,0,6,$5.94,2,25.00%,$1.98,$7.92,0,0.00%,$0.00,$7.92
Bonnie Brae Elementary,5/02/2025,60062,Chilled Pineapple (1/2 cup),44,0,44,34,34,0,34,$10.20,0,0.00%,$0.00,$10.20,0,0.00%,$0.00,$10.20
Braddock Elementary,5/02/2025,10040,Blueberry Muffin Top (Muffin Top),354,0,354,300,300,0,300,$126.00,0,0.00%,$0.00,$126.00,0,0.00%,$0.00,$126.00
Braddock Elementary,5/02/2025,20001,1% White Milk (Each),228,0,228,251,251,0,251,$90.36,0,0.00%,$0.00,$90.36,0,0.00%,$0.00,$90.36
Braddock Elementary,5/02/2025,20014,Red Delicious Apple (Each - serving),335,0,335,375,375,0,375,$123.75,0,0.00%,$0.00,$123.75,0,0.00%,$0.00,$123.75
Braddock Elementary,5/02/2025,20016,String Cheese (1 Stick),248,0,248,250,250,0,250,$55.00,0,0.00%,$0.00,$55.00,0,0.00%,$0.00,$55.00
Braddock Elementary,5/02/2025,20017,Orange (6 Slices per 1/2 cup),0,0,0,0,0,0,0,$0.00,0,0.00%,$0.00,$0.00,0,0.00%,$0.00,$0.00
Braddock Elementary,5/02/2025,20031,Banana (Each),131,0,131,110,110,0,110,$23.10,0,0.00%,$0.00,$23.10,0,0.00%,$0.00,$23.10
Braddock Elementary,5/02/2025,20038,Fat Free White Milk (Each),17,0,17,50,50,0,50,$16.50,0,0.00%,$0.00,$16.50,0,0.00%,$0.00,$16.50
Braddock Elementary,5/02/2025,30003,Honey Cheerios Cereal (Each),30,0,30,30,30,0,30,$17.70,0,0.00%,$0.00,$17.70,0,0.00%,$0.00,$17.70
Braddock Elementary,5/02/2025,30004,Blueberry Chex Cereal (Each),86,0,86,81,81,0,81,$47.79,0,0.00%,$0.00,$47.79,0,0.00%,$0.00,$47.79
Braddock Elementary,5/02/2025,30006,Cinnamon Chex Cereal (Each),35,0,35,30,30,0,30,$17.70,0,0.00%,$0.00,$17.70,0,0.00%,$0.00,$17.70
Braddock Elementary,5/02/2025,30007,"Cinnamon Toast Crunch Cereal, 25% Less Sugar (Each)",30,0,30,16,16,0,16,$9.44,0,0.00%,$0.00,$9.44,0,0.00%,$0.00,$9.44
Braddock Elementary,5/02/2025,30008,Apple Juice (Each),333,0,333,336,336,0,336,$57.12,0,0.00%,$0.00,$57.12,0,0.00%,$0.00,$57.12
Braddock Elementary,5/02/2025,30009,Orange Tangerine Juice (Each),263,0,263,250,250,0,250,$42.50,0,0.00%,$0.00,$42.50,0,0.00%,$0.00,$42.50
Braddock Elementary,5/02/2025,60034,Mandarin Orange Parfait (Parfait),59,0,59,24,24,0,24,$23.76,0,0.00%,$0.00,$23.76,0,0.00%,$0.00,$23.76
Braddock Elementary,5/02/2025,60062,Chilled Pineapple (1/2 cup),46,0,46,51,51,0,51,$15.30,0,0.00%,$0.00,$15.30,0,0.00%,$0.00,$15.30
Bren Mar Park Elementary,5/02/2025,10040,Blueberry Muffin Top (Muffin Top),160,0,160,126,126,0,126,$52.92,0,0.00%,$0.00,$52.92,0,0.00%,$0.00,$52.92
Bren Mar Park Elementary,5/02/2025,10041,Mini Maple Pancakes (Package),0,0,0,60,60,0,60,$23.40,0,0.00%,$0.00,$23.40,0,0.00%,$0.00,$23.40
