School_Name,Date,Identifier,Name,Planned_Reimbursable,Planned_Non-Reimbursable,Planned_Total,Offered_Reimbursable,Offered_Non-Reimbursable,Offered_Total,Served_Reimbursable,Served_Non-Reimbursable,Served_Total,Discarded_Total,Discarded_Cost,Subtotal_Cost,Left_Over_Total,Left_Over_Percent_of_Offered,Left_Over_Cost,Production_Cost_Total
Fairfax Villa Elementary,5/02/2025,60034,Mandarin Orange Parfait (Parfait),2,0,2,5,4,0,4,$3.96,0,0.00%,$0.00,$3.96,1,20.00%,$0.99,$4.95
Fairfax Villa Elementary,5/02/2025,60062,Chilled Pineapple (1/2 cup),0,0,0,0,0,0,0,$0.00,0,0.00%,$0.00,$0.00,0,0.00%,$0.00,$0.00
Fairhill Elementary,5/02/2025,10040,Blueberry Muffin Top (Muffin Top),0,0,0,10,5,1,6,$2.52,0,0.00%,$0.00,$2.52,4,40.00%,$1.68,$4.20
Fairhill Elementary,5/02/2025,10096,"Batter, Pumpkin Bread (1oz Grain (1/64 Baked Pan))",0,0,0,15,15,0,15,$6.15,0,0.00%,$0.00,$6.15,0,0.00%,$0.00,$6.15
Fairhill Elementary,5/02/2025,20001,1% White Milk (Each),55,1,56,88,45,0,45,$16.20,0,0.00%,$0.00,$16.20,43,48.86%,$15.48,$31.68
Fairhill Elementary,5/02/2025,20014,Red Delicious Apple (Each - serving),0,0,0,20,13,0,13,$4.29,0,0.00%,$0.00,$4.29,7,35.00%,$2.31,$6.60
Fairhill Elementary,5/02/2025,20016,String Cheese (1 Stick),0,0,0,25,24,1,25,$5.50,0,0.00%,$0.00,$5.50,0,0.00%,$0.00,$5.50
Fairhill Elementary,5/02/2025,20017,Orange (1/4 cup),0,0,0,22,22,0,22,$3.74,0,0.00%,$0.00,$3.74,0,0.00%,$0.00,$3.74
Fairhill Elementary,5/02/2025,20038,Fat Free White Milk (Each),0,0,0,65,10,0,10,$3.30,0,0.00%,$0.00,$3.30,55,84.62%,$18.15,$21.45
Fairhill Elementary,5/02/2025,20043,"Lactose Free, White Milk (Each)",1,0,1,1,1,0,1,$0.58,0,0.00%,$0.00,$0.58,0,0.00%,$0.00,$0.58
Fairhill Elementary,5/02/2025,30003,Honey Cheerios Cereal (Each),0,0,0,10,10,0,10,$5.90,0,0.00%,$0.00,$5.90,0,0.00%,$0.00,$5.90
Fairhill Elementary,5/02/2025,30004,Blueberry Chex Cereal (Each),0,0,0,57,39,0,39,$23.01,0,0.00%,$0.00,$23.01,18,31.58%,$10.62,$33.63
Fairhill Elementary,5/02/2025,30006,Cinnamon Chex Cereal (Each),0,0,0,10,6,0,6,$3.54,0,0.00%,$0.00,$3.54,4,40.00%,$2.36,$5.90
Fairhill Elementary,5/02/2025,30008,Apple Juice (Each),0,0,0,40,14,0,14,$2.38,0,0.00%,$0.00,$2.38,26,65.00%,$4.42,$6.80
Fairhill Elementary,5/02/2025,30009,Orange Tangerine Juice (Each),0,0,0,40,23,0,23,$3.91,0,0.00%,$0.00,$3.91,17,42.50%,$2.89,$6.80
Fairview Elementary,5/02/2025,10041,Mini Maple Pancakes (Package),0,0,0,76,68,8,76,$29.64,0,0.00%,$0.00,$29.64,0,0.00%,$0.00,$29.64
Fairview Elementary,5/02/2025,10096,"Batter, Pumpkin Bread (1oz Grain (1/64 Baked Pan))",0,0,0,15,10,0,10,$4.10,0,0.00%,$0.00,$4.10,5,33.33%,$2.05,$6.15
Fairview Elementary,5/02/2025,20001,1% White Milk (Each),12,0,12,12,9,2,11,$3.96,0,0.00%,$0.00,$3.96,1,8.33%,$0.36,$4.32
Fairview Elementary,5/02/2025,20008,Apple Slices (3 slices per 1/4 cup),0,0,0,12,11,0,11,$6.49,0,0.00%,$0.00,$6.49,1,8.33%,$0.59,$7.08
Fairview Elementary,5/02/2025,20016,String Cheese (1 Stick),24,0,24,15,10,0,10,$2.20,0,0.00%,$0.00,$2.20,5,33.33%,$1.10,$3.30
Fairview Elementary,5/02/2025,30003,Honey Cheerios Cereal (Each),14,0,14,9,9,0,9,$5.31,0,0.00%,$0.00,$5.31,0,0.00%,$0.00,$5.31
Fairview Elementary,5/02/2025,30004,Blueberry Chex Cereal (Each),12,0,12,10,10,0,10,$5.90,0,0.00%,$0.00,$5.90,0,0.00%,$0.00,$5.90
Fairview Elementary,5/02/2025,30007,"Cinnamon Toast Crunch Cereal, 25% Less Sugar (Each)",18,0,18,9,9,0,9,$5.31,0,0.00%,$0.00,$5.31,0,0.00%,$0.00,$5.31
Fairview Elementary,5/02/2025,30008,Apple Juice (Each),62,0,62,80,56,24,80,$13.60,0,0.00%,$0.00,$13.60,0,0.00%,$0.00,$13.60
Fairview Elementary,5/02/2025,30009,Orange Tangerine Juice (Each),62,0,62,74,50,24,74,$12.58,0,0.00%,$0.00,$12.58,0,0.00%,$0.00,$12.58
Fairview Elementary,5/02/2025,30103,"Milk, Lactose Free,  Fat Free, Shelf-Stable (Each)",0,0,0,12,2,0,2,$0.96,0,0.00%,$0.00,$0.96,10,83.33%,$4.80,$5.76
Fairview Elementary,5/02/2025,60096,Strawberry Parfait (Parfait),0,0,0,2,0,0,0,$0.00,0,0.00%,$0.00,$0.00,2,100.00%,$0.00,$0.00
Fairview Elementary,5/02/2025,60125,Egg and American Cheese on Biscuit (Sandwich),0,0,0,9,4,0,4,$1.88,0,0.00%,$0.00,$1.88,5,55.56%,$2.35,$4.23
Flint Hill Elementary,5/02/2025,10023,Blueberry Bread (1oz Grain (1/64 Baked Pan)),0,0,0,18,11,7,18,$7.38,0,0.00%,$0.00,$7.38,0,0.00%,$0.00,$7.38
Flint Hill Elementary,5/02/2025,20001,1% White Milk (Each),12,0,12,12,12,0,12,$4.32,0,0.00%,$0.00,$4.32,0,0.00%,$0.00,$4.32
Flint Hill Elementary,5/02/2025,20008,Apple Slices (3 slices per 1/4 cup),0,0,0,5,5,0,5,$2.95,0,0.00%,$0.00,$2.95,0,0.00%,$0.00,$2.95
Flint Hill Elementary,5/02/2025,20014,Red Delicious Apple (Each - serving),8,0,8,14,9,0,9,$2.97,0,0.00%,$0.00,$2.97,5,35.71%,$1.65,$4.62
Flint Hill Elementary,5/02/2025,20016,String Cheese (1 Stick),9,0,9,11,2,0,2,$0.44,0,0.00%,$0.00,$0.44,9,81.82%,$1.98,$2.42
Flint Hill Elementary,5/02/2025,20017,Orange (6 Slices per 1/2 cup),9,0,9,5,3,0,3,$1.02,0,0.00%,$0.00,$1.02,2,40.00%,$0.68,$1.70
Flint Hill Elementary,5/02/2025,30003,Honey Cheerios Cereal (Each),10,0,10,20,12,8,20,$11.80,0,0.00%,$0.00,$11.80,0,0.00%,$0.00,$11.80
Flint Hill Elementary,5/02/2025,30004,Blueberry Chex Cereal (Each),4,0,4,4,4,0,4,$2.36,0,0.00%,$0.00,$2.36,0,0.00%,$0.00,$2.36
Flint Hill Elementary,5/02/2025,30008,Apple Juice (Each),26,0,26,43,35,0,35,$5.95,0,0.00%,$0.00,$5.95,8,18.60%,$1.36,$7.31
Flint Hill Elementary,5/02/2025,30009,Orange Tangerine Juice (Each),12,0,12,29,5,0,5,$0.85,0,0.00%,$0.00,$0.85,24,82.76%,$4.08,$4.93
Flint Hill Elementary,5/02/2025,30097,Bottled Water (Bottle),0,0,0,3,3,0,3,$0.48,0,0.00%,$0.00,$0.48,0,0.00%,$0.00,$0.48
Flint Hill Elementary,5/02/2025,30102,1% Unflavored Shelf-Stable Milk (Each),0,0,0,1,1,0,1,$0.38,0,0.00%,$0.00,$0.38,0,0.00%,$0.00,$0.38
Flint Hill Elementary,5/02/2025,30103,"Milk, Lactose Free,  Fat Free, Shelf-Stable (Each)",0,0,0,3,0,0,0,$0.00,0,0.00%,$0.00,$0.00,3,100.00%,$0.00,$0.00
Flint Hill Elementary,5/02/2025,60099,"Parfait, Triple Berry (Parfait)",0,0,0,2,1,0,1,$0.68,0,0.00%,$0.00,$0.68,1,50.00%,$0.68,$1.36
Floris Elementary,5/02/2025,10040,Blueberry Muffin Top (Muffin Top),65,0,65,50,28,10,38,$15.96,0,0.00%,$0.00,$15.96,12,24.00%,$5.04,$21.00
Floris Elementary,5/02/2025,20001,1% White Milk (Each),35,0,35,39,15,0,15,$5.40,0,0.00%,$0.00,$5.40,24,61.54%,$8.64,$14.04
Floris Elementary,5/02/2025,20014,Red Delicious Apple (Each - serving),10,0,10,34,10,0,10,$3.30,0,0.00%,$0.00,$3.30,24,70.59%,$7.92,$11.22
Floris Elementary,5/02/2025,20016,String Cheese (1 Stick),50,0,50,20,10,0,10,$2.20,0,0.00%,$0.00,$2.20,10,50.00%,$2.20,$4.40
Floris Elementary,5/02/2025,20038,Fat Free White Milk (Each),35,0,35,56,8,0,8,$2.64,0,0.00%,$0.00,$2.64,48,85.71%,$15.84,$18.48
Floris Elementary,5/02/2025,30003,Honey Cheerios Cereal (Each),12,0,12,12,8,0,8,$4.72,0,0.00%,$0.00,$4.72,4,33.33%,$2.36,$7.08
Floris Elementary,5/02/2025,30004,Blueberry Chex Cereal (Each),12,0,12,12,2,0,2,$1.18,0,0.00%,$0.00,$1.18,10,83.33%,$5.90,$7.08
Floris Elementary,5/02/2025,30006,Cinnamon Chex Cereal (Each),24,0,24,24,12,0,12,$7.08,0,0.00%,$0.00,$7.08,12,50.00%,$7.08,$14.16
Floris Elementary,5/02/2025,30007,"Cinnamon Toast Crunch Cereal, 25% Less Sugar (Each)",24,0,24,24,14,0,14,$8.26,0,0.00%,$0.00,$8.26,10,41.67%,$5.90,$14.16
Floris Elementary,5/02/2025,30008,Apple Juice (Each),80,0,80,102,52,20,72,$12.24,0,0.00%,$0.00,$12.24,30,29.41%,$5.10,$17.34
Floris Elementary,5/02/2025,30009,Orange Tangerine Juice (Each),60,0,60,58,18,11,29,$4.93,0,0.00%,$0.00,$4.93,29,50.00%,$4.93,$9.86
Floris Elementary,5/02/2025,60099,"Parfait, Triple Berry (Parfait)",0,0,0,24,4,0,4,$2.72,0,0.00%,$0.00,$2.72,20,83.33%,$13.60,$16.32
Forest Edge Elementary,5/02/2025,10041,Mini Maple Pancakes (Package),0,0,0,31,31,0,31,$12.09,0,0.00%,$0.00,$12.09,0,0.00%,$0.00,$12.09
Forest Edge Elementary,5/02/2025,20001,1% White Milk (Each),60,0,60,113,103,0,103,$37.08,0,0.00%,$0.00,$37.08,10,8.85%,$3.60,$40.68
Forest Edge Elementary,5/02/2025,20017,Orange (6 Slices per 1/2 cup),31,0,31,92,92,0,92,$31.28,0,0.00%,$0.00,$31.28,0,0.00%,$0.00,$31.28
Forest Edge Elementary,5/02/2025,20038,Fat Free White Milk (Each),46,0,46,50,50,0,50,$16.50,0,0.00%,$0.00,$16.50,0,0.00%,$0.00,$16.50
Forest Edge Elementary,5/02/2025,30004,Blueberry Chex Cereal (Each),104,0,104,94,94,0,94,$55.46,0,0.00%,$0.00,$55.46,0,0.00%,$0.00,$55.46
Forest Edge Elementary,5/02/2025,30007,"Cinnamon Toast Crunch Cereal, 25% Less Sugar (Each)",24,0,24,120,83,0,83,$48.97,0,0.00%,$0.00,$48.97,37,30.83%,$21.83,$70.80
Forest Edge Elementary,5/02/2025,30008,Apple Juice (Each),92,0,92,136,136,0,136,$23.12,0,0.00%,$0.00,$23.12,0,0.00%,$0.00,$23.12
Forest Edge Elementary,5/02/2025,30009,Orange Tangerine Juice (Each),64,0,64,44,44,0,44,$7.48,0,0.00%,$0.00,$7.48,0,0.00%,$0.00,$7.48
Forest Edge Elementary,5/02/2025,30043,Raspberry Lemonade Flavored Dried Cranberries (2 Eaches),0,0,0,20,20,0,20,$9.60,0,0.00%,$0.00,$9.60,0,0.00%,$0.00,$9.60
Forest Edge Elementary,5/02/2025,30061,Chilled Mandarin Oranges (1/2 cup (drained)),0,0,0,51,51,0,51,$17.34,0,0.00%,$0.00,$17.34,0,0.00%,$0.00,$17.34
Forest Edge Elementary,5/02/2025,30093,Natural Breakfast Syrup (Each),0,0,0,31,31,0,31,$6.20,0,0.00%,$0.00,$6.20,0,0.00%,$0.00,$6.20
Forest Edge Elementary,5/02/2025,30103,"Milk, Lactose Free,  Fat Free, Shelf-Stable (Each)",0,0,0,3,3,0,3,$1.44,0,0.00%,$0.00,$1.44,0,0.00%,$0.00,$1.44
Forest Edge Elementary,5/02/2025,30188,"Milk, Soy, Plain, Bulk (12/32 oz) (1 cup)",0,0,0,1,1,0,1,$0.79,0,0.00%,$0.00,$0.79,0,0.00%,$0.00,$0.79
Forest Edge Elementary,5/02/2025,60034,Mandarin Orange Parfait (Parfait),10,0,10,28,28,0,28,$27.72,0,0.00%,$0.00,$27.72,0,0.00%,$0.00,$27.72
Forest Edge Elementary,5/02/2025,60164,"Sandwich, Breakfast. Bagel, Turkey Sausage (Sandwich)",0,0,0,8,8,0,8,$4.32,0,0.00%,$0.00,$4.32,0,0.00%,$0.00,$4.32
Forest Edge Elementary,5/02/2025,60165,Egg and American Cheese on Bagel (Sandwich),0,0,0,8,8,0,8,$4.64,0,0.00%,$0.00,$4.64,0,0.00%,$0.00,$4.64
Forestdale Elementary,5/02/2025,10040,Blueberry Muffin Top (Muffin Top),115,0,115,254,232,0,232,$97.44,0,0.00%,$0.00,$97.44,22,8.66%,$9.24,$106.68
Forestdale Elementary,5/02/2025,10041,Mini Maple Pancakes (Package),0,0,0,21,21,0,21,$8.19,0,0.00%,$0.00,$8.19,0,0.00%,$0.00,$8.19
Forestdale Elementary,5/02/2025,20001,1% White Milk (Each),57,0,57,39,39,0,39,$14.04,0,0.00%,$0.00,$14.04,0,0.00%,$0.00,$14.04
Forestdale Elementary,5/02/2025,20016,String Cheese (1 Stick),87,0,87,0,0,0,0,$0.00,0,0.00%,$0.00,$0.00,0,0.00%,$0.00,$0.00
Forestdale Elementary,5/02/2025,20031,Banana (Each),49,0,49,35,27,0,27,$5.67,0,0.00%,$0.00,$5.67,8,22.86%,$1.68,$7.35
Forestdale Elementary,5/02/2025,20038,Fat Free White Milk (Each),20,0,20,70,52,0,52,$17.16,0,0.00%,$0.00,$17.16,18,25.71%,$5.94,$23.10
Forestdale Elementary,5/02/2025,20043,"Lactose Free, White Milk (Each)",2,0,2,2,2,0,2,$1.16,0,0.00%,$0.00,$1.16,0,0.00%,$0.00,$1.16
Forestdale Elementary,5/02/2025,30004,Blueberry Chex Cereal (Each),70,0,70,91,67,0,67,$39.53,0,0.00%,$0.00,$39.53,24,26.37%,$14.16,$53.69
Forestdale Elementary,5/02/2025,30008,Apple Juice (Each),210,0,210,10,10,0,10,$1.70,0,0.00%,$0.00,$1.70,0,0.00%,$0.00,$1.70
Forestdale Elementary,5/02/2025,30009,Orange Tangerine Juice (Each),100,0,100,347,275,0,275,$46.75,0,0.00%,$0.00,$46.75,72,20.75%,$12.24,$58.99
Forestdale Elementary,5/02/2025,60004,Egg and American Cheese on English Muffin (Sandwich),0,0,0,2,2,0,2,$1.02,0,0.00%,$0.00,$1.02,0,0.00%,$0.00,$1.02
Forestdale Elementary,5/02/2025,60034,Mandarin Orange Parfait (Parfait),10,0,10,10,10,0,10,$9.90,0,0.00%,$0.00,$9.90,0,0.00%,$0.00,$9.90
Forestdale Elementary,5/02/2025,60062,Chilled Pineapple (1/2 cup),39,0,39,41,41,0,41,$12.30,0,0.00%,$0.00,$12.30,0,0.00%,$0.00,$12.30
Forestville Elementary,5/02/2025,10020,Bagel (Bagel),15,0,15,28,20,0,20,$6.40,0,0.00%,$0.00,$6.40,8,28.57%,$2.56,$8.96
Forestville Elementary,5/02/2025,10023,Blueberry Bread (1oz Grain (1/64 Baked Pan)),0,0,0,24,21,0,21,$8.61,3,12.50%,$1.23,$9.84,0,0.00%,$0.00,$9.84
Forestville Elementary,5/02/2025,20001,1% White Milk (Each),4,0,4,8,6,0,6,$2.16,0,0.00%,$0.00,$2.16,2,25.00%,$0.72,$2.88
Forestville Elementary,5/02/2025,20013,Gala Apple (Each),0,0,0,1,1,0,1,$0.37,0,0.00%,$0.00,$0.37,0,0.00%,$0.00,$0.37
Forestville Elementary,5/02/2025,20014,Red Delicious Apple (Each - serving),5,0,5,11,4,0,4,$1.32,0,0.00%,$0.00,$1.32,7,63.64%,$2.31,$3.63
Forestville Elementary,5/02/2025,20016,String Cheese (1 Stick),13,0,13,15,10,0,10,$2.20,0,0.00%,$0.00,$2.20,5,33.33%,$1.10,$3.30
Forestville Elementary,5/02/2025,20038,Fat Free White Milk (Each),2,0,2,3,0,0,0,$0.00,0,0.00%,$0.00,$0.00,3,100.00%,$0.00,$0.00
Forestville Elementary,5/02/2025,30003,Honey Cheerios Cereal (Each),6,0,6,12,11,0,11,$6.49,1,8.33%,$0.59,$7.08,0,0.00%,$0.00,$7.08
Forestville Elementary,5/02/2025,30004,Blueberry Chex Cereal (Each),1,0,1,12,0,0,0,$0.00,0,0.00%,$0.00,$0.00,12,100.00%,$0.00,$0.00
Forestville Elementary,5/02/2025,30007,"Cinnamon Toast Crunch Cereal, 25% Less Sugar (Each)",4,0,4,1,1,0,1,$0.59,0,0.00%,$0.00,$0.59,0,0.00%,$0.00,$0.59
Forestville Elementary,5/02/2025,30008,Apple Juice (Each),26,0,26,66,38,0,38,$6.46,0,0.00%,$0.00,$6.46,28,42.42%,$4.76,$11.22
Forestville Elementary,5/02/2025,30009,Orange Tangerine Juice (Each),9,0,9,11,11,0,11,$1.87,0,0.00%,$0.00,$1.87,0,0.00%,$0.00,$1.87
Forestville Elementary,5/02/2025,60034,Mandarin Orange Parfait (Parfait),1,0,1,5,3,0,3,$2.97,2,40.00%,$1.98,$4.95,0,0.00%,$0.00,$4.95
Fort Belvoir Primary Elementary,5/02/2025,10021,Apple Cinnamon Bread (1oz Grain (1/64 Baked Pan)),0,0,0,70,60,10,70,$28.70,0,0.00%,$0.00,$28.70,0,0.00%,$0.00,$28.70
Fort Belvoir Primary Elementary,5/02/2025,10041,Mini Maple Pancakes (Package),0,0,0,49,43,6,49,$19.11,0,0.00%,$0.00,$19.11,0,0.00%,$0.00,$19.11
Fort Belvoir Primary Elementary,5/02/2025,10073,Whole Strawberries (1/2 cup thawed),0,0,0,30,30,0,30,$10.20,0,0.00%,$0.00,$10.20,0,0.00%,$0.00,$10.20
Fort Belvoir Primary Elementary,5/02/2025,20001,1% White Milk (Each),167,0,167,347,176,0,176,$63.36,0,0.00%,$0.00,$63.36,171,49.28%,$61.56,$124.92
Fort Belvoir Primary Elementary,5/02/2025,20016,String Cheese (1 Stick),75,0,75,70,59,10,69,$15.18,1,1.43%,$0.22,$15.40,0,0.00%,$0.00,$15.40
Fort Belvoir Primary Elementary,5/02/2025,20031,Banana (Each),64,0,64,123,113,0,113,$23.73,0,0.00%,$0.00,$23.73,10,8.13%,$2.10,$25.83
Fort Belvoir Primary Elementary,5/02/2025,20038,Fat Free White Milk (Each),17,0,17,5,5,0,5,$1.65,0,0.00%,$0.00,$1.65,0,0.00%,$0.00,$1.65
Fort Belvoir Primary Elementary,5/02/2025,20043,"Lactose Free, White Milk (Each)",1,0,1,1,1,0,1,$0.58,0,0.00%,$0.00,$0.58,0,0.00%,$0.00,$0.58
Fort Belvoir Primary Elementary,5/02/2025,30003,Honey Cheerios Cereal (Each),35,0,35,5,5,0,5,$2.95,0,0.00%,$0.00,$2.95,0,0.00%,$0.00,$2.95
Fort Belvoir Primary Elementary,5/02/2025,30004,Blueberry Chex Cereal (Each),111,0,111,92,78,0,78,$46.02,0,0.00%,$0.00,$46.02,14,15.22%,$8.26,$54.28
Fort Belvoir Primary Elementary,5/02/2025,30007,"Cinnamon Toast Crunch Cereal, 25% Less Sugar (Each)",35,0,35,60,56,4,60,$35.40,0,0.00%,$0.00,$35.40,0,0.00%,$0.00,$35.40
Fort Belvoir Primary Elementary,5/02/2025,30008,Apple Juice (Each),155,0,155,255,245,0,245,$41.65,0,0.00%,$0.00,$41.65,10,3.92%,$1.70,$43.35
Fort Belvoir Primary Elementary,5/02/2025,30188,"Milk, Soy, Plain, Bulk (12/32 oz) (1 cup)",0,0,0,2,2,0,2,$1.58,0,0.00%,$0.00,$1.58,0,0.00%,$0.00,$1.58
Fort Belvoir Primary Elementary,5/02/2025,60034,Mandarin Orange Parfait (Parfait),40,0,40,13,13,0,13,$12.87,0,0.00%,$0.00,$12.87,0,0.00%,$0.00,$12.87
Fort Belvoir Upper Elementary,5/02/2025,10041,Mini Maple Pancakes (Package),0,0,0,14,14,0,14,$5.46,0,0.00%,$0.00,$5.46,0,0.00%,$0.00,$5.46
Fort Belvoir Upper Elementary,5/02/2025,10096,"Batter, Pumpkin Bread (1oz Grain (1/64 Baked Pan))",0,0,0,79,78,0,78,$31.98,1,1.27%,$0.41,$32.39,0,0.00%,$0.00,$32.39
Fort Belvoir Upper Elementary,5/02/2025,20001,1% White Milk (Each),73,0,73,94,76,0,76,$27.36,0,0.00%,$0.00,$27.36,18,19.15%,$6.48,$33.84
Fort Belvoir Upper Elementary,5/02/2025,20014,Red Delicious Apple (Each - serving),24,0,24,20,18,0,18,$5.94,0,0.00%,$0.00,$5.94,2,10.00%,$0.66,$6.60
Fort Belvoir Upper Elementary,5/02/2025,20016,String Cheese (1 Stick),56,0,56,75,19,0,19,$4.18,0,0.00%,$0.00,$4.18,56,74.67%,$12.32,$16.50
Fort Belvoir Upper Elementary,5/02/2025,20038,Fat Free White Milk (Each),9,0,9,54,11,0,11,$3.63,0,0.00%,$0.00,$3.63,43,79.63%,$14.19,$17.82
Fort Belvoir Upper Elementary,5/02/2025,30003,Honey Cheerios Cereal (Each),24,0,24,20,16,0,16,$9.44,0,0.00%,$0.00,$9.44,4,20.00%,$2.36,$11.80
Fort Belvoir Upper Elementary,5/02/2025,30004,Blueberry Chex Cereal (Each),35,0,35,30,30,0,30,$17.70,0,0.00%,$0.00,$17.70,0,0.00%,$0.00,$17.70
Fort Belvoir Upper Elementary,5/02/2025,30006,Cinnamon Chex Cereal (Each),26,0,26,37,33,0,33,$19.47,0,0.00%,$0.00,$19.47,4,10.81%,$2.36,$21.83
Fort Belvoir Upper Elementary,5/02/2025,30007,"Cinnamon Toast Crunch Cereal, 25% Less Sugar (Each)",16,0,16,33,18,0,18,$10.62,0,0.00%,$0.00,$10.62,15,45.45%,$8.85,$19.47
Fort Belvoir Upper Elementary,5/02/2025,30008,Apple Juice (Each),66,0,66,120,83,0,83,$14.11,0,0.00%,$0.00,$14.11,37,30.83%,$6.29,$20.40
Fort Belvoir Upper Elementary,5/02/2025,30009,Orange Tangerine Juice (Each),75,0,75,93,62,0,62,$10.54,0,0.00%,$0.00,$10.54,31,33.33%,$5.27,$15.81
Fort Belvoir Upper Elementary,5/02/2025,30061,Chilled Mandarin Oranges (1/2 cup (drained)),0,0,0,46,46,0,46,$15.64,0,0.00%,$0.00,$15.64,0,0.00%,$0.00,$15.64
Fort Belvoir Upper Elementary,5/02/2025,30184,"Milk, Soy, Vanilla (24/8 oz) (each)",0,0,0,2,2,0,2,$2.04,0,0.00%,$0.00,$2.04,0,0.00%,$0.00,$2.04
Fort Belvoir Upper Elementary,5/02/2025,60099,"Parfait, Triple Berry (Parfait)",0,0,0,20,12,0,12,$8.16,0,0.00%,$0.00,$8.16,8,40.00%,$5.44,$13.60
Fort Hunt Elementary,5/02/2025,10040,Blueberry Muffin Top (Muffin Top),30,0,30,67,37,0,37,$15.54,0,0.00%,$0.00,$15.54,30,44.78%,$12.60,$28.14
Fort Hunt Elementary,5/02/2025,20001,1% White Milk (Each),23,0,23,57,27,0,27,$9.72,0,0.00%,$0.00,$9.72,30,52.63%,$10.80,$20.52
Fort Hunt Elementary,5/02/2025,20016,String Cheese (1 Stick),30,0,30,67,37,0,37,$8.14,0,0.00%,$0.00,$8.14,30,44.78%,$6.60,$14.74
Fort Hunt Elementary,5/02/2025,20038,Fat Free White Milk (Each),4,0,4,40,6,0,6,$1.98,0,0.00%,$0.00,$1.98,34,85.00%,$11.22,$13.20
Fort Hunt Elementary,5/02/2025,30004,Blueberry Chex Cereal (Each),8,0,8,12,12,0,12,$7.08,0,0.00%,$0.00,$7.08,0,0.00%,$0.00,$7.08
Fort Hunt Elementary,5/02/2025,30007,"Cinnamon Toast Crunch Cereal, 25% Less Sugar (Each)",10,0,10,18,18,0,18,$10.62,0,0.00%,$0.00,$10.62,0,0.00%,$0.00,$10.62
Fort Hunt Elementary,5/02/2025,30008,Apple Juice (Each),54,0,54,64,49,0,49,$8.33,0,0.00%,$0.00,$8.33,15,23.44%,$2.55,$10.88
Fort Hunt Elementary,5/02/2025,30009,Orange Tangerine Juice (Each),22,0,22,36,18,0,18,$3.06,0,0.00%,$0.00,$3.06,18,50.00%,$3.06,$6.12
Fort Hunt Elementary,5/02/2025,30043,Raspberry Lemonade Flavored Dried Cranberries (2 Eaches),0,0,0,30,17,0,17,$8.16,0,0.00%,$0.00,$8.16,13,43.33%,$6.24,$14.40
Fort Hunt Elementary,5/02/2025,60099,"Parfait, Triple Berry (Parfait)",0,0,0,5,0,0,0,$0.00,0,0.00%,$0.00,$0.00,5,100.00%,$0.00,$0.00
Fox Mill Elementary,5/02/2025,10021,Apple Cinnamon Bread (1oz Grain (1/64 Baked Pan)),0,0,0,48,26,0,26,$10.66,0,0.00%,$0.00,$10.66,22,45.83%,$9.02,$19.68
Fox Mill Elementary,5/02/2025,10040,Blueberry Muffin Top (Muffin Top),30,0,30,0,0,0,0,$0.00,0,0.00%,$0.00,$0.00,0,0.00%,$0.00,$0.00
Fox Mill Elementary,5/02/2025,20001,1% White Milk (Each),10,0,10,0,0,0,0,$0.00,0,0.00%,$0.00,$0.00,0,0.00%,$0.00,$0.00
Fox Mill Elementary,5/02/2025,20014,Red Delicious Apple (Each - serving),40,0,40,50,47,0,47,$15.51,0,0.00%,$0.00,$15.51,3,6.00%,$0.99,$16.50
Fox Mill Elementary,5/02/2025,20016,String Cheese (1 Stick),30,0,30,45,26,0,26,$5.72,0,0.00%,$0.00,$5.72,19,42.22%,$4.18,$9.90
Fox Mill Elementary,5/02/2025,20017,Orange (6 Slices per 1/2 cup),37,0,37,0,0,0,0,$0.00,0,0.00%,$0.00,$0.00,0,0.00%,$0.00,$0.00
Fox Mill Elementary,5/02/2025,20031,Banana (Each),39,0,39,0,0,0,0,$0.00,0,0.00%,$0.00,$0.00,0,0.00%,$0.00,$0.00
Fox Mill Elementary,5/02/2025,20038,Fat Free White Milk (Each),5,0,5,0,0,0,0,$0.00,0,0.00%,$0.00,$0.00,0,0.00%,$0.00,$0.00
Fox Mill Elementary,5/02/2025,30003,Honey Cheerios Cereal (Each),8,0,8,0,0,0,0,$0.00,0,0.00%,$0.00,$0.00,0,0.00%,$0.00,$0.00
Fox Mill Elementary,5/02/2025,30004,Blueberry Chex Cereal (Each),8,0,8,4,1,0,1,$0.59,0,0.00%,$0.00,$0.59,3,75.00%,$1.77,$2.36
Fox Mill Elementary,5/02/2025,30006,Cinnamon Chex Cereal (Each),8,0,8,8,4,0,4,$2.36,0,0.00%,$0.00,$2.36,4,50.00%,$2.36,$4.72
Fox Mill Elementary,5/02/2025,30007,"Cinnamon Toast Crunch Cereal, 25% Less Sugar (Each)",8,0,8,12,7,0,7,$4.13,0,0.00%,$0.00,$4.13,5,41.67%,$2.95,$7.08
Fox Mill Elementary,5/02/2025,30008,Apple Juice (Each),40,0,40,50,44,0,44,$7.48,0,0.00%,$0.00,$7.48,6,12.00%,$1.02,$8.50
Fox Mill Elementary,5/02/2025,30009,Orange Tangerine Juice (Each),9,0,9,0,0,0,0,$0.00,0,0.00%,$0.00,$0.00,0,0.00%,$0.00,$0.00
Fox Mill Elementary,5/02/2025,30108,Fat Free Unflavored Shelf-Stable Milk (Each),0,0,0,15,12,0,12,$4.56,0,0.00%,$0.00,$4.56,3,20.00%,$1.14,$5.70
