School_Name,Date,Identifier,Name,Planned,Offered,Served,Discarded,Subtotal,Left Over,Production Cost,Reimbursable,Non-Reimbursable,Total,Reimbursable,Non-Reimbursable,Total,Cost,Total,Percent of Offered,Cost,Total,Percent of Offered,Cost
Aldrin Elementary,5/28/2025,10096,"Batter, Pumpkin Bread(1oz Grain (1/64 Baked Pan))",27,0,27,20,17,0,17,$6.97,0,0.00%,$0.00,$6.97,3,15.00%,$1.23,$8.20,,,,
Aldrin Elementary,5/28/2025,20001,1% White Milk(Each),35,0,35,47,38,0,38,$13.68,0,0.00%,$0.00,$13.68,9,19.15%,$3.24,$16.92,,,,
Aldrin Elementary,5/28/2025,20014,Red Delicious Apple(Each - serving),56,0,56,100,93,0,93,$30.69,0,0.00%,$0.00,$30.69,7,7.00%,$2.31,$33.00,,,,
Aldrin Elementary,5/28/2025,20016,String Cheese(1 Stick),27,0,27,20,17,0,17,$3.74,0,0.00%,$0.00,$3.74,3,15.00%,$0.66,$4.40,,,,
Aldrin Elementary,5/28/2025,20031,Banana(Each),12,0,12,12,10,0,10,$2.10,0,0.00%,$0.00,$2.10,2,16.67%,$0.42,$2.52,,,,
Aldrin Elementary,5/28/2025,20038,Fat Free White Milk(Each),13,0,13,15,11,0,11,$3.63,0,0.00%,$0.00,$3.63,4,26.67%,$1.32,$4.95,,,,
Aldrin Elementary,5/28/2025,30003,Honey Cheerios Cereal(Each),16,0,16,15,12,0,12,$7.08,0,0.00%,$0.00,$7.08,3,20.00%,$1.77,$8.85,,,,
Aldrin Elementary,5/28/2025,30004,Blueberry Chex Cereal(Each),11,0,11,10,8,0,8,$4.72,0,0.00%,$0.00,$4.72,2,20.00%,$1.18,$5.90,,,,
Aldrin Elementary,5/28/2025,30006,Cinnamon Chex Cereal(Each),11,0,11,10,9,0,9,$5.31,0,0.00%,$0.00,$5.31,1,10.00%,$0.59,$5.90,,,,
Aldrin Elementary,5/28/2025,30007,"Cinnamon Toast Crunch Cereal, 25% Less Sugar(Each)",9,0,9,10,9,0,9,$5.31,0,0.00%,$0.00,$5.31,1,10.00%,$0.59,$5.90,,,,
Aldrin Elementary,5/28/2025,30008,Apple Juice(Each),55,0,55,72,63,0,63,$10.71,0,0.00%,$0.00,$10.71,9,12.50%,$1.53,$12.24,,,,
Aldrin Elementary,5/28/2025,30009,Orange Tangerine Juice(Each),22,0,22,45,35,0,35,$5.95,0,0.00%,$0.00,$5.95,10,22.22%,$1.70,$7.65,,,,
Aldrin Elementary,5/28/2025,60096,Strawberry Parfait(Parfait),0,0,0,5,4,0,4,$3.96,0,0.00%,$0.00,$3.96,1,20.00%,$0.99,$4.95,,,,
Aldrin Elementary,5/28/2025,60153,Pumpkin Bread(1 square),0,0,0,7,6,0,6,$2.46,0,0.00%,$0.00,$2.46,1,14.29%,$0.41,$2.87,,,,
Aldrin Elementary,5/28/2025,60162,Chicken & Biscuit Sandwich(Sandwich),0,0,0,44,41,0,41,$21.73,0,0.00%,$0.00,$21.73,3,6.82%,$1.59,$23.32,,,,
