school_name,date,identifier,name,planned_reimbursable,planned_non-reimbursable,planned_total,offered,served_reimbursable,served_non-reimbursable,served_total,served_cost,discarded_total,discarded_percent_of_offered,discarded_cost,subtotal_cost,left_over_total,left_over_percent_of_offered,left_over_cost,production_cost_total
Aldrin Elementary,5/12/2025,20001,1% White Milk(Each),34,0,34,37,33,0,33,$11.88,0,0.00%,$0.00,$11.88,4,10.81%,$1.44,$13.32
Aldrin Elementary,5/12/2025,30008,Apple Juice(Each),55,0,55,57,54,0,54,$9.18,0,0.00%,$0.00,$9.18,3,5.26%,$0.51,$9.69
Aldrin Elementary,5/12/2025,60089,Assorted Cereal(Cereal Cup),0,0,0,5,3,0,3,$1.77,0,0.00%,$0.00,$1.77,2,40.00%,$1.18,$2.95
Aldrin Elementary,5/12/2025,20031,Banana(Each),50,0,50,60,58,0,58,$12.18,0,0.00%,$0.00,$12.18,2,3.33%,$0.42,$12.60
Aldrin Elementary,5/12/2025,30004,Blueberry Chex Cereal(Each),7,0,7,15,7,0,7,$4.13,0,0.00%,$0.00,$4.13,8,53.33%,$4.72,$8.85
Aldrin Elementary,5/12/2025,30006,Cinnamon Chex Cereal(Each),8,0,8,15,10,0,10,$5.90,0,0.00%,$0.00,$5.90,5,33.33%,$2.95,$8.85
Aldrin Elementary,5/12/2025,30007,"Cinnamon Toast Crunch Cereal, 25% Less Sugar(Each)",6,0,6,15,10,0,10,$5.90,0,0.00%,$0.00,$5.90,5,33.33%,$2.95,$8.85
Aldrin Elementary,5/12/2025,20038,Fat Free White Milk(Each),12,0,12,15,11,0,11,$3.63,0,0.00%,$0.00,$3.63,4,26.67%,$1.32,$4.95
Aldrin Elementary,5/12/2025,30003,Honey Cheerios Cereal(Each),7,0,7,15,10,0,10,$5.90,0,0.00%,$0.00,$5.90,5,33.33%,$2.95,$8.85
Aldrin Elementary,5/12/2025,60034,Mandarin Orange Parfait(Parfait),2,0,2,2,0,0,0,$0.00,0,0.00%,$0.00,$0.00,2,100.00%,$0.00,$0.00
Aldrin Elementary,5/12/2025,10041,Mini Maple Pancakes(Package),61,0,61,70,67,0,67,$26.13,0,0.00%,$0.00,$26.13,3,4.29%,$1.17,$27.30
Aldrin Elementary,5/12/2025,20047,Orange Slices(3 slices per 1/4 cup),13,0,13,12,11,0,11,$2.20,0,0.00%,$0.00,$2.20,1,8.33%,$0.20,$2.40
Aldrin Elementary,5/12/2025,30009,Orange Tangerine Juice(Each),21,0,21,25,23,0,23,$3.91,0,0.00%,$0.00,$3.91,2,8.00%,$0.34,$4.25
Annandale High,5/12/2025,20001,1% White Milk(Each),75,0,75,100,76,0,76,$27.36,0,0.00%,$0.00,$27.36,24,24.00%,$8.64,$36.00
Annandale High,5/12/2025,30008,Apple Juice(Each),800,0,800,864,849,0,849,$144.33,0,0.00%,$0.00,$144.33,15,1.74%,$2.55,$146.88
Annandale High,5/12/2025,10020,Bagel(Bagel),0,0,0,410,320,0,320,$102.40,0,0.00%,$0.00,$102.40,90,21.95%,$28.80,$131.20
Annandale High,5/12/2025,30004,Blueberry Chex Cereal(Each),50,0,50,60,52,0,52,$30.68,0,0.00%,$0.00,$30.68,8,13.33%,$4.72,$35.40
Annandale High,5/12/2025,30006,Cinnamon Chex Cereal(Each),50,0,50,60,50,0,50,$29.50,0,0.00%,$0.00,$29.50,10,16.67%,$5.90,$35.40
Annandale High,5/12/2025,30007,"Cinnamon Toast Crunch Cereal, 25% Less Sugar(Each)",75,0,75,60,56,0,56,$33.04,0,0.00%,$0.00,$33.04,4,6.67%,$2.36,$35.40
Annandale High,5/12/2025,20009,Cream Cheese(Each),0,0,0,410,320,0,320,$92.80,0,0.00%,$0.00,$92.80,90,21.95%,$26.10,$118.90
Annandale High,5/12/2025,20038,Fat Free White Milk(Each),75,0,75,122,61,0,61,$20.13,0,0.00%,$0.00,$20.13,61,50.00%,$20.13,$40.26
Annandale High,5/12/2025,20015,Golden Delicious Apple(Each),0,0,0,100,80,0,80,$24.80,0,0.00%,$0.00,$24.80,20,20.00%,$6.20,$31.00
Annandale High,5/12/2025,30003,Honey Cheerios Cereal(Each),75,0,75,60,58,0,58,$34.22,0,0.00%,$0.00,$34.22,2,3.33%,$1.18,$35.40
Annandale High,5/12/2025,60034,Mandarin Orange Parfait(Parfait),125,0,125,101,99,0,99,$98.01,0,0.00%,$0.00,$98.01,2,1.98%,$1.98,$99.99
Annandale High,5/12/2025,10041,Mini Maple Pancakes(Package),600,0,600,504,357,0,357,$139.23,0,0.00%,$0.00,$139.23,147,29.17%,$57.33,$196.56
Annandale High,5/12/2025,30093,Natural Breakfast Syrup(Each),400,0,400,400,340,0,340,$68.00,2,0.50%,$0.40,$68.40,58,14.50%,$11.60,$80.00
Annandale High,5/12/2025,30051,Natural Grape Jam(Packet),200,0,200,200,144,0,144,$12.96,0,0.00%,$0.00,$12.96,56,28.00%,$5.04,$18.00
Annandale High,5/12/2025,20017,Orange(6 Slices per 1/2 cup),138,0,138,70,69,0,69,$23.46,0,0.00%,$0.00,$23.46,1,1.43%,$0.34,$23.80
Annandale High,5/12/2025,30009,Orange Tangerine Juice(Each),200,0,200,192,157,0,157,$26.69,0,0.00%,$0.00,$26.69,35,18.23%,$5.95,$32.64
Annandale High,5/12/2025,20014,Red Delicious Apple(Each - serving),125,0,125,130,90,0,90,$29.70,0,0.00%,$0.00,$29.70,40,30.77%,$13.20,$42.90
Annandale High,5/12/2025,60164,"Sandwich, Breakfast. Bagel, Turkey Sausage(Sandwich)",0,0,0,26,26,0,26,$14.04,0,0.00%,$0.00,$14.04,0,0.00%,$0.00,$14.04
Annandale Terrace Elementary,5/12/2025,20001,1% White Milk(Each),98,0,98,100,96,0,96,$34.56,0,0.00%,$0.00,$34.56,4,4.00%,$1.44,$36.00
Annandale Terrace Elementary,5/12/2025,30008,Apple Juice(Each),202,0,202,170,169,0,169,$28.73,0,0.00%,$0.00,$28.73,1,0.59%,$0.17,$28.90
Annandale Terrace Elementary,5/12/2025,10020,Bagel(Bagel),0,0,0,4,4,0,4,$1.28,0,0.00%,$0.00,$1.28,0,0.00%,$0.00,$1.28
Annandale Terrace Elementary,5/12/2025,30004,Blueberry Chex Cereal(Each),18,0,18,20,18,0,18,$10.62,0,0.00%,$0.00,$10.62,2,10.00%,$1.18,$11.80
Annandale Terrace Elementary,5/12/2025,30006,Cinnamon Chex Cereal(Each),17,0,17,20,19,0,19,$11.21,0,0.00%,$0.00,$11.21,1,5.00%,$0.59,$11.80
Annandale Terrace Elementary,5/12/2025,30007,"Cinnamon Toast Crunch Cereal, 25% Less Sugar(Each)",25,0,25,20,19,0,19,$11.21,0,0.00%,$0.00,$11.21,1,5.00%,$0.59,$11.80
Annandale Terrace Elementary,5/12/2025,20009,Cream Cheese(Each),0,0,0,1,1,0,1,$0.29,0,0.00%,$0.00,$0.29,0,0.00%,$0.00,$0.29
Annandale Terrace Elementary,5/12/2025,20038,Fat Free White Milk(Each),24,0,24,27,19,0,19,$6.27,0,0.00%,$0.00,$6.27,8,29.63%,$2.64,$8.91
Annandale Terrace Elementary,5/12/2025,30003,Honey Cheerios Cereal(Each),27,0,27,20,19,0,19,$11.21,0,0.00%,$0.00,$11.21,1,5.00%,$0.59,$11.80
Annandale Terrace Elementary,5/12/2025,20043,"Lactose Free, White Milk(Each)",0,0,0,3,3,0,3,$1.74,0,0.00%,$0.00,$1.74,0,0.00%,$0.00,$1.74
Annandale Terrace Elementary,5/12/2025,60034,Mandarin Orange Parfait(Parfait),18,0,18,15,15,0,15,$14.85,0,0.00%,$0.00,$14.85,0,0.00%,$0.00,$14.85
Annandale Terrace Elementary,5/12/2025,30188,"Milk, Soy, Plain, Bulk (12/32 oz)(1 cup)",0,0,0,1,1,0,1,$0.79,0,0.00%,$0.00,$0.79,0,0.00%,$0.00,$0.79
Annandale Terrace Elementary,5/12/2025,10041,Mini Maple Pancakes(Package),332,0,332,294,284,0,284,$110.76,0,0.00%,$0.00,$110.76,10,3.40%,$3.90,$114.66
Annandale Terrace Elementary,5/12/2025,20017,Orange(6 Slices per 1/2 cup),126,0,126,85,84,0,84,$28.56,0,0.00%,$0.00,$28.56,1,1.18%,$0.34,$28.90
Annandale Terrace Elementary,5/12/2025,20047,Orange Slices(3 slices per 1/4 cup),59,0,59,59,59,0,59,$11.80,0,0.00%,$0.00,$11.80,0,0.00%,$0.00,$11.80
Annandale Terrace Elementary,5/12/2025,30009,Orange Tangerine Juice(Each),184,0,184,160,157,0,157,$26.69,0,0.00%,$0.00,$26.69,3,1.88%,$0.51,$27.20
Armstrong Elementary,5/12/2025,30102,1% Unflavored Shelf-Stable Milk(Each),0,0,0,4,4,0,4,$1.52,0,0.00%,$0.00,$1.52,0,0.00%,$0.00,$1.52
Armstrong Elementary,5/12/2025,20001,1% White Milk(Each),23,0,23,50,24,0,24,$8.64,0,0.00%,$0.00,$8.64,26,52.00%,$9.36,$18.00
Armstrong Elementary,5/12/2025,30008,Apple Juice(Each),29,0,29,40,36,0,36,$6.12,0,0.00%,$0.00,$6.12,4,10.00%,$0.68,$6.80
Armstrong Elementary,5/12/2025,10020,Bagel(Bagel),0,0,0,12,12,0,12,$3.84,0,0.00%,$0.00,$3.84,0,0.00%,$0.00,$3.84
