School_Name,Date,Identifier,Name,Planned_Reimbursable,Planned_Non-Reimbursable,Planned_Total,Offered_Reimbursable,Offered_Non-Reimbursable,Offered_Total,Served_Reimbursable,Served_Non-Reimbursable,Served_Total,Discarded_Total,Discarded_Cost,Subtotal_Cost,Left_Over_Total,Left_Over_Percent_of_Offered,Left_Over_Cost,Production_Cost_Total
Aldrin Elementary,5/15/2025,10041,Mini Maple Pancakes (Package),61,0,61,73,70,0,70,$27.30,0,0.00%,$0.00,$27.30,3,4.11%,$1.17,$28.47
Aldrin Elementary,5/15/2025,20001,1% White Milk (Each),34,0,34,35,31,0,31,$11.16,0,0.00%,$0.00,$11.16,4,11.43%,$1.44,$12.60
Aldrin Elementary,5/15/2025,20017,Orange (6 Slices per 1/2 cup),51,0,51,55,52,0,52,$17.68,0,0.00%,$0.00,$17.68,3,5.45%,$1.02,$18.70
Aldrin Elementary,5/15/2025,20038,Fat Free White Milk (Each),12,0,12,15,13,0,13,$4.29,0,0.00%,$0.00,$4.29,2,13.33%,$0.66,$4.95
Aldrin Elementary,5/15/2025,30003,Honey Cheerios Cereal (Each),7,0,7,10,4,0,4,$2.36,0,0.00%,$0.00,$2.36,6,60.00%,$3.54,$5.90
Aldrin Elementary,5/15/2025,30004,Blueberry Chex Cereal (Each),7,0,7,10,5,0,5,$2.95,0,0.00%,$0.00,$2.95,5,50.00%,$2.95,$5.90
Aldrin Elementary,5/15/2025,30006,Cinnamon Chex Cereal (Each),8,0,8,10,6,0,6,$3.54,0,0.00%,$0.00,$3.54,4,40.00%,$2.36,$5.90
Aldrin Elementary,5/15/2025,30007,"Cinnamon Toast Crunch Cereal, 25% Less Sugar (Each)",6,0,6,10,6,0,6,$3.54,0,0.00%,$0.00,$3.54,4,40.00%,$2.36,$5.90
Aldrin Elementary,5/15/2025,30008,Apple Juice (Each),42,0,42,55,51,0,51,$8.67,0,0.00%,$0.00,$8.67,4,7.27%,$0.68,$9.35
Aldrin Elementary,5/15/2025,30009,Orange Tangerine Juice (Each),33,0,33,45,39,0,39,$6.63,0,0.00%,$0.00,$6.63,6,13.33%,$1.02,$7.65
Aldrin Elementary,5/15/2025,30068,Chilled Peaches (1/2 cup (drained)),13,0,13,10,8,0,8,$4.08,0,0.00%,$0.00,$4.08,2,20.00%,$1.02,$5.10
Aldrin Elementary,5/15/2025,60089,Assorted Cereal (Cereal Cup),0,0,0,10,6,0,6,$3.54,0,0.00%,$0.00,$3.54,4,40.00%,$2.36,$5.90
Aldrin Elementary,5/15/2025,60096,Strawberry Parfait (Parfait),3,0,3,3,2,0,2,$1.98,0,0.00%,$0.00,$1.98,1,33.33%,$0.99,$2.97
Aldrin Elementary,5/15/2025,60125,Egg and American Cheese on Biscuit (Sandwich),2,0,2,5,3,0,3,$1.41,2,40.00%,$0.94,$2.35,0,0.00%,$0.00,$2.35
Annandale High,5/15/2025,10041,Mini Maple Pancakes (Package),300,0,300,519,390,0,390,$152.10,0,0.00%,$0.00,$152.10,129,24.86%,$50.31,$202.41
Annandale High,5/15/2025,20001,1% White Milk (Each),75,0,75,89,78,0,78,$28.08,0,0.00%,$0.00,$28.08,11,12.36%,$3.96,$32.04
Annandale High,5/15/2025,20014,Red Delicious Apple (Each - serving),125,0,125,135,91,0,91,$30.03,0,0.00%,$0.00,$30.03,44,32.59%,$14.52,$44.55
Annandale High,5/15/2025,20015,Golden Delicious Apple (Each),0,0,0,50,38,0,38,$11.78,0,0.00%,$0.00,$11.78,12,24.00%,$3.72,$15.50
Annandale High,5/15/2025,20017,Orange (6 Slices per 1/2 cup),138,0,138,75,60,0,60,$20.40,0,0.00%,$0.00,$20.40,15,20.00%,$5.10,$25.50
Annandale High,5/15/2025,20031,Banana (Each),110,0,110,50,46,0,46,$9.66,0,0.00%,$0.00,$9.66,4,8.00%,$0.84,$10.50
Annandale High,5/15/2025,20038,Fat Free White Milk (Each),75,0,75,102,73,0,73,$24.09,0,0.00%,$0.00,$24.09,29,28.43%,$9.57,$33.66
Annandale High,5/15/2025,30003,Honey Cheerios Cereal (Each),75,0,75,120,118,0,118,$69.62,0,0.00%,$0.00,$69.62,2,1.67%,$1.18,$70.80
Annandale High,5/15/2025,30004,Blueberry Chex Cereal (Each),50,0,50,67,65,0,65,$38.35,0,0.00%,$0.00,$38.35,2,2.99%,$1.18,$39.53
Annandale High,5/15/2025,30007,"Cinnamon Toast Crunch Cereal, 25% Less Sugar (Each)",75,0,75,65,63,0,63,$37.17,0,0.00%,$0.00,$37.17,2,3.08%,$1.18,$38.35
Annandale High,5/15/2025,30008,Apple Juice (Each),800,0,800,845,736,0,736,$125.12,0,0.00%,$0.00,$125.12,109,12.90%,$18.53,$143.65
Annandale High,5/15/2025,30009,Orange Tangerine Juice (Each),200,0,200,234,193,0,193,$32.81,0,0.00%,$0.00,$32.81,41,17.52%,$6.97,$39.78
Annandale High,5/15/2025,60096,Strawberry Parfait (Parfait),123,0,123,90,87,0,87,$86.13,0,0.00%,$0.00,$86.13,3,3.33%,$2.97,$89.10
Annandale High,5/15/2025,60164,"Sandwich, Breakfast. Bagel, Turkey Sausage (Sandwich)",0,0,0,240,223,0,223,$120.42,1,0.42%,$0.54,$120.96,16,6.67%,$8.64,$129.60
Annandale Terrace Elementary,5/15/2025,10041,Mini Maple Pancakes (Package),351,0,351,316,291,0,291,$113.49,0,0.00%,$0.00,$113.49,25,7.91%,$9.75,$123.24
Annandale Terrace Elementary,5/15/2025,20001,1% White Milk (Each),101,0,101,106,96,0,96,$34.56,0,0.00%,$0.00,$34.56,10,9.43%,$3.60,$38.16
Annandale Terrace Elementary,5/15/2025,20014,Red Delicious Apple (Each - serving),117,0,117,90,82,0,82,$27.06,0,0.00%,$0.00,$27.06,8,8.89%,$2.64,$29.70
Annandale Terrace Elementary,5/15/2025,20038,Fat Free White Milk (Each),25,0,25,40,30,0,30,$9.90,0,0.00%,$0.00,$9.90,10,25.00%,$3.30,$13.20
Annandale Terrace Elementary,5/15/2025,20043,"Lactose Free, White Milk (Each)",0,0,0,3,3,0,3,$1.74,0,0.00%,$0.00,$1.74,0,0.00%,$0.00,$1.74
Annandale Terrace Elementary,5/15/2025,30003,Honey Cheerios Cereal (Each),25,0,25,31,30,0,30,$17.70,0,0.00%,$0.00,$17.70,1,3.23%,$0.59,$18.29
Annandale Terrace Elementary,5/15/2025,30004,Blueberry Chex Cereal (Each),50,0,50,15,14,0,14,$8.26,0,0.00%,$0.00,$8.26,1,6.67%,$0.59,$8.85
Annandale Terrace Elementary,5/15/2025,30006,Cinnamon Chex Cereal (Each),25,0,25,15,15,0,15,$8.85,0,0.00%,$0.00,$8.85,0,0.00%,$0.00,$8.85
Annandale Terrace Elementary,5/15/2025,30007,"Cinnamon Toast Crunch Cereal, 25% Less Sugar (Each)",50,0,50,20,18,0,18,$10.62,0,0.00%,$0.00,$10.62,2,10.00%,$1.18,$11.80
Annandale Terrace Elementary,5/15/2025,30008,Apple Juice (Each),205,0,205,175,173,0,173,$29.41,0,0.00%,$0.00,$29.41,2,1.14%,$0.34,$29.75
Annandale Terrace Elementary,5/15/2025,30009,Orange Tangerine Juice (Each),207,0,207,185,181,0,181,$30.77,0,0.00%,$0.00,$30.77,4,2.16%,$0.68,$31.45
Annandale Terrace Elementary,5/15/2025,30061,Chilled Mandarin Oranges (1/2 cup (drained)),0,0,0,60,60,0,60,$20.40,0,0.00%,$0.00,$20.40,0,0.00%,$0.00,$20.40
Annandale Terrace Elementary,5/15/2025,30188,"Milk, Soy, Plain, Bulk (12/32 oz) (1 cup)",0,0,0,1,1,0,1,$0.79,0,0.00%,$0.00,$0.79,0,0.00%,$0.00,$0.79
Annandale Terrace Elementary,5/15/2025,60096,Strawberry Parfait (Parfait),25,0,25,16,16,0,16,$15.84,0,0.00%,$0.00,$15.84,0,0.00%,$0.00,$15.84
Annandale Terrace Elementary,5/15/2025,60125,Egg and American Cheese on Biscuit (Sandwich),31,0,31,20,20,0,20,$9.40,0,0.00%,$0.00,$9.40,0,0.00%,$0.00,$9.40
Armstrong Elementary,5/15/2025,10020,Bagel (Bagel),0,0,0,12,9,0,9,$2.88,0,0.00%,$0.00,$2.88,3,25.00%,$0.96,$3.84
Armstrong Elementary,5/15/2025,10041,Mini Maple Pancakes (Package),29,0,29,29,22,0,22,$8.58,0,0.00%,$0.00,$8.58,7,24.14%,$2.73,$11.31
Armstrong Elementary,5/15/2025,20001,1% White Milk (Each),23,0,23,50,21,0,21,$7.56,0,0.00%,$0.00,$7.56,29,58.00%,$10.44,$18.00
Armstrong Elementary,5/15/2025,20014,Red Delicious Apple (Each - serving),2,0,2,12,9,0,9,$2.97,0,0.00%,$0.00,$2.97,3,25.00%,$0.99,$3.96
Armstrong Elementary,5/15/2025,20017,Orange (6 Slices per 1/2 cup),16,0,16,10,9,0,9,$3.06,0,0.00%,$0.00,$3.06,1,10.00%,$0.34,$3.40
Armstrong Elementary,5/15/2025,20031,Banana (Each),16,0,16,0,0,0,0,$0.00,0,0.00%,$0.00,$0.00,0,0.00%,$0.00,$0.00
Armstrong Elementary,5/15/2025,20038,Fat Free White Milk (Each),18,0,18,50,12,0,12,$3.96,0,0.00%,$0.00,$3.96,38,76.00%,$12.54,$16.50
Armstrong Elementary,5/15/2025,30003,Honey Cheerios Cereal (Each),7,0,7,12,5,0,5,$2.95,0,0.00%,$0.00,$2.95,7,58.33%,$4.13,$7.08
Armstrong Elementary,5/15/2025,30004,Blueberry Chex Cereal (Each),4,0,4,3,1,0,1,$0.59,0,0.00%,$0.00,$0.59,2,66.67%,$1.18,$1.77
