school_name,date,identifier,name,planned_reimbursable,planned_non-reimbursable,planned_total,offered,served_reimbursable,served_non-reimbursable,served_total,served_cost,discarded_total,discarded_percent_of_offered,discarded_cost,subtotal_cost,left_over_total,left_over_percent_of_offered,left_over_cost,production_cost_total
Armstrong Elementary,5/06/2025,20014,Red Delicious Apple(Each - serving),2,0,2,10,9,0,9,$2.97,0,0.00%,$0.00,$2.97,1,10.00%,$0.33,$3.30
Armstrong Elementary,5/06/2025,60096,Strawberry Parfait(Parfait),2,0,2,4,3,0,3,$2.97,1,25.00%,$0.99,$3.96,0,0.00%,$0.00,$3.96
Armstrong Elementary,5/06/2025,60011,Turkey Sausage Breakfast Biscuit(Sandwich),15,0,15,15,14,0,14,$6.16,1,6.67%,$0.44,$6.60,0,0.00%,$0.00,$6.60
Baileys Lower Elementary,5/06/2025,20001,1% White Milk(Each),349,0,349,309,232,0,232,$83.52,5,1.62%,$1.80,$85.32,72,23.30%,$25.92,$111.24
Baileys Lower Elementary,5/06/2025,30008,Apple Juice(Each),250,0,250,240,157,0,157,$26.69,0,0.00%,$0.00,$26.69,83,34.58%,$14.11,$40.80
Baileys Lower Elementary,5/06/2025,30020,Applesauce(1/2 Cup),114,0,114,116,116,0,116,$24.36,0,0.00%,$0.00,$24.36,0,0.00%,$0.00,$24.36
Baileys Lower Elementary,5/06/2025,10020,Bagel(Bagel),0,0,0,6,6,0,6,$1.92,0,0.00%,$0.00,$1.92,0,0.00%,$0.00,$1.92
Baileys Lower Elementary,5/06/2025,30004,Blueberry Chex Cereal(Each),36,0,36,60,49,0,49,$28.91,0,0.00%,$0.00,$28.91,11,18.33%,$6.49,$35.40
Baileys Lower Elementary,5/06/2025,20009,Cream Cheese(Each),0,0,0,2,2,0,2,$0.58,0,0.00%,$0.00,$0.58,0,0.00%,$0.00,$0.58
Baileys Lower Elementary,5/06/2025,20038,Fat Free White Milk(Each),50,0,50,50,30,0,30,$9.90,0,0.00%,$0.00,$9.90,20,40.00%,$6.60,$16.50
Baileys Lower Elementary,5/06/2025,30003,Honey Cheerios Cereal(Each),36,0,36,180,157,0,157,$92.63,0,0.00%,$0.00,$92.63,23,12.78%,$13.57,$106.20
Baileys Lower Elementary,5/06/2025,20043,"Lactose Free, White Milk(Each)",0,0,0,7,7,0,7,$4.06,0,0.00%,$0.00,$4.06,0,0.00%,$0.00,$4.06
Baileys Lower Elementary,5/06/2025,60034,Mandarin Orange Parfait(Parfait),0,0,0,52,51,0,51,$50.49,1,1.92%,$0.99,$51.48,0,0.00%,$0.00,$51.48
Baileys Lower Elementary,5/06/2025,10041,Mini Maple Pancakes(Package),0,0,0,80,79,0,79,$30.81,1,1.25%,$0.39,$31.20,0,0.00%,$0.00,$31.20
Baileys Lower Elementary,5/06/2025,30051,Natural Grape Jam(Packet),311,0,311,121,111,0,111,$9.99,0,0.00%,$0.00,$9.99,10,8.26%,$0.90,$10.89
Baileys Lower Elementary,5/06/2025,30009,Orange Tangerine Juice(Each),250,0,250,240,140,0,140,$23.80,0,0.00%,$0.00,$23.80,100,41.67%,$17.00,$40.80
Baileys Lower Elementary,5/06/2025,20014,Red Delicious Apple(Each - serving),140,0,140,195,114,0,114,$37.62,0,0.00%,$0.00,$37.62,81,41.54%,$26.73,$64.35
Baileys Lower Elementary,5/06/2025,60011,Turkey Sausage Breakfast Biscuit(Sandwich),360,0,360,142,140,0,140,$61.60,2,1.41%,$0.88,$62.48,0,0.00%,$0.00,$62.48
Baileys Upper Elementary,5/06/2025,20001,1% White Milk(Each),45,0,45,94,73,0,73,$26.28,0,0.00%,$0.00,$26.28,21,22.34%,$7.56,$33.84
Baileys Upper Elementary,5/06/2025,30008,Apple Juice(Each),259,0,259,226,218,0,218,$37.06,0,0.00%,$0.00,$37.06,8,3.54%,$1.36,$38.42
Baileys Upper Elementary,5/06/2025,30003,Honey Cheerios Cereal(Each),60,0,60,65,60,0,60,$35.40,0,0.00%,$0.00,$35.40,5,7.69%,$2.95,$38.35
Baileys Upper Elementary,5/06/2025,10041,Mini Maple Pancakes(Package),0,0,0,30,30,0,30,$11.70,0,0.00%,$0.00,$11.70,0,0.00%,$0.00,$11.70
Baileys Upper Elementary,5/06/2025,30093,Natural Breakfast Syrup(Each),0,0,0,30,30,0,30,$6.00,0,0.00%,$0.00,$6.00,0,0.00%,$0.00,$6.00
Baileys Upper Elementary,5/06/2025,30051,Natural Grape Jam(Packet),0,0,0,30,10,0,10,$0.90,0,0.00%,$0.00,$0.90,20,66.67%,$1.80,$2.70
Baileys Upper Elementary,5/06/2025,20014,Red Delicious Apple(Each - serving),0,0,0,96,78,0,78,$25.74,0,0.00%,$0.00,$25.74,18,18.75%,$5.94,$31.68
Baileys Upper Elementary,5/06/2025,60164,"Sandwich, Breakfast. Bagel, Turkey Sausage(Sandwich)",0,0,0,96,88,0,88,$47.52,8,8.33%,$4.32,$51.84,0,0.00%,$0.00,$51.84
Baileys Upper Elementary,5/06/2025,60096,Strawberry Parfait(Parfait),60,0,60,45,40,0,40,$39.60,0,0.00%,$0.00,$39.60,5,11.11%,$4.95,$44.55
Beech Tree Elementary,5/06/2025,20001,1% White Milk(Each),57,0,57,94,75,0,75,$27.00,7,7.45%,$2.52,$29.52,12,12.77%,$4.32,$33.84
Beech Tree Elementary,5/06/2025,30008,Apple Juice(Each),140,0,140,140,128,0,128,$21.76,0,0.00%,$0.00,$21.76,12,8.57%,$2.04,$23.80
Beech Tree Elementary,5/06/2025,20069,"Apple, Slices, IW - ER Supper Only(Each)",0,0,0,55,43,0,43,$14.19,0,0.00%,$0.00,$14.19,12,21.82%,$3.96,$18.15
Beech Tree Elementary,5/06/2025,30020,Applesauce(1/2 Cup),7,0,7,8,6,0,6,$1.26,2,25.00%,$0.42,$1.68,0,0.00%,$0.00,$1.68
Beech Tree Elementary,5/06/2025,30004,Blueberry Chex Cereal(Each),25,0,25,16,8,0,8,$4.72,0,0.00%,$0.00,$4.72,8,50.00%,$4.72,$9.44
Beech Tree Elementary,5/06/2025,30006,Cinnamon Chex Cereal(Each),25,0,25,26,14,0,14,$8.26,0,0.00%,$0.00,$8.26,12,46.15%,$7.08,$15.34
Beech Tree Elementary,5/06/2025,30007,"Cinnamon Toast Crunch Cereal, 25% Less Sugar(Each)",25,0,25,26,14,0,14,$8.26,0,0.00%,$0.00,$8.26,12,46.15%,$7.08,$15.34
Beech Tree Elementary,5/06/2025,60165,Egg and American Cheese on Bagel(Sandwich),0,0,0,144,128,0,128,$74.24,16,11.11%,$9.28,$83.52,0,0.00%,$0.00,$83.52
Beech Tree Elementary,5/06/2025,20038,Fat Free White Milk(Each),20,0,20,14,6,0,6,$1.98,0,0.00%,$0.00,$1.98,8,57.14%,$2.64,$4.62
Beech Tree Elementary,5/06/2025,30003,Honey Cheerios Cereal(Each),25,0,25,32,30,0,30,$17.70,0,0.00%,$0.00,$17.70,2,6.25%,$1.18,$18.88
Beech Tree Elementary,5/06/2025,30037,IW Applesauce Cup(Each),0,0,0,36,31,0,31,$8.37,5,13.89%,$1.35,$9.72,0,0.00%,$0.00,$9.72
Beech Tree Elementary,5/06/2025,30009,Orange Tangerine Juice(Each),40,0,40,40,32,0,32,$5.44,0,0.00%,$0.00,$5.44,8,20.00%,$1.36,$6.80
Beech Tree Elementary,5/06/2025,60096,Strawberry Parfait(Parfait),20,0,20,15,7,0,7,$6.93,8,53.33%,$7.92,$14.85,0,0.00%,$0.00,$14.85
Belle View Elementary,5/06/2025,20001,1% White Milk(Each),21,0,21,40,35,0,35,$12.60,0,0.00%,$0.00,$12.60,5,12.50%,$1.80,$14.40
Belle View Elementary,5/06/2025,30008,Apple Juice(Each),54,0,54,60,59,0,59,$10.03,0,0.00%,$0.00,$10.03,1,1.67%,$0.17,$10.20
Belle View Elementary,5/06/2025,30105,"Bar, Lemon Blueberry(Each)",0,0,0,8,8,0,8,$3.36,0,0.00%,$0.00,$3.36,0,0.00%,$0.00,$3.36
Belle View Elementary,5/06/2025,30006,Cinnamon Chex Cereal(Each),6,0,6,16,15,0,15,$8.85,0,0.00%,$0.00,$8.85,1,6.25%,$0.59,$9.44
Belle View Elementary,5/06/2025,30007,"Cinnamon Toast Crunch Cereal, 25% Less Sugar(Each)",16,0,16,20,17,0,17,$10.03,0,0.00%,$0.00,$10.03,3,15.00%,$1.77,$11.80
Belle View Elementary,5/06/2025,60125,Egg and American Cheese on Biscuit(Sandwich),0,0,0,5,5,0,5,$2.35,0,0.00%,$0.00,$2.35,0,0.00%,$0.00,$2.35
Belle View Elementary,5/06/2025,20038,Fat Free White Milk(Each),7,0,7,10,6,0,6,$1.98,0,0.00%,$0.00,$1.98,4,40.00%,$1.32,$3.30
Belle View Elementary,5/06/2025,20015,Golden Delicious Apple(Each),0,0,0,30,30,0,30,$9.30,0,0.00%,$0.00,$9.30,0,0.00%,$0.00,$9.30
Belle View Elementary,5/06/2025,30003,Honey Cheerios Cereal(Each),13,0,13,20,17,0,17,$10.03,0,0.00%,$0.00,$10.03,3,15.00%,$1.77,$11.80
Belle View Elementary,5/06/2025,30009,Orange Tangerine Juice(Each),14,0,14,15,14,0,14,$2.38,0,0.00%,$0.00,$2.38,1,6.67%,$0.17,$2.55
Belle View Elementary,5/06/2025,60096,Strawberry Parfait(Parfait),3,0,3,4,4,0,4,$3.96,0,0.00%,$0.00,$3.96,0,0.00%,$0.00,$3.96
Belle View Elementary,5/06/2025,60011,Turkey Sausage Breakfast Biscuit(Sandwich),7,0,7,12,7,0,7,$3.08,0,0.00%,$0.00,$3.08,5,41.67%,$2.20,$5.28
Belvedere Elementary,5/06/2025,20001,1% White Milk(Each),105,0,105,189,105,0,105,$37.80,0,0.00%,$0.00,$37.80,84,44.44%,$30.24,$68.04
Belvedere Elementary,5/06/2025,30008,Apple Juice(Each),69,0,69,80,47,0,47,$7.99,0,0.00%,$0.00,$7.99,33,41.25%,$5.61,$13.60
Belvedere Elementary,5/06/2025,30020,Applesauce(1/2 Cup),74,0,74,64,64,0,64,$13.44,0,0.00%,$0.00,$13.44,0,0.00%,$0.00,$13.44
Belvedere Elementary,5/06/2025,10020,Bagel(Bagel),0,0,0,32,29,0,29,$9.28,0,0.00%,$0.00,$9.28,3,9.38%,$0.96,$10.24
Belvedere Elementary,5/06/2025,20031,Banana(Each),20,0,20,0,0,0,0,$0.00,0,0.00%,$0.00,$0.00,0,0.00%,$0.00,$0.00
Belvedere Elementary,5/06/2025,30004,Blueberry Chex Cereal(Each),30,0,30,71,51,0,51,$30.09,0,0.00%,$0.00,$30.09,20,28.17%,$11.80,$41.89
Belvedere Elementary,5/06/2025,30006,Cinnamon Chex Cereal(Each),0,0,0,0,0,0,0,$0.00,0,0.00%,$0.00,$0.00,0,0.00%,$0.00,$0.00
Belvedere Elementary,5/06/2025,30007,"Cinnamon Toast Crunch Cereal, 25% Less Sugar(Each)",0,0,0,0,0,0,0,$0.00,0,0.00%,$0.00,$0.00,0,0.00%,$0.00,$0.00
Belvedere Elementary,5/06/2025,20009,Cream Cheese(Each),0,0,0,35,13,0,13,$3.77,0,0.00%,$0.00,$3.77,22,62.86%,$6.38,$10.15
Belvedere Elementary,5/06/2025,20038,Fat Free White Milk(Each),9,0,9,20,8,0,8,$2.64,0,0.00%,$0.00,$2.64,12,60.00%,$3.96,$6.60
Belvedere Elementary,5/06/2025,30003,Honey Cheerios Cereal(Each),30,0,30,0,0,0,0,$0.00,0,0.00%,$0.00,$0.00,0,0.00%,$0.00,$0.00
Belvedere Elementary,5/06/2025,30051,Natural Grape Jam(Packet),95,0,95,77,39,0,39,$3.51,0,0.00%,$0.00,$3.51,38,49.35%,$3.42,$6.93
Belvedere Elementary,5/06/2025,20017,Orange(6 Slices per 1/2 cup),18,0,18,20,20,0,20,$6.80,0,0.00%,$0.00,$6.80,0,0.00%,$0.00,$6.80
Belvedere Elementary,5/06/2025,30009,Orange Tangerine Juice(Each),46,0,46,80,66,0,66,$11.22,0,0.00%,$0.00,$11.22,14,17.50%,$2.38,$13.60
Belvedere Elementary,5/06/2025,20014,Red Delicious Apple(Each - serving),26,0,26,35,27,0,27,$8.91,0,0.00%,$0.00,$8.91,8,22.86%,$2.64,$11.55
Belvedere Elementary,5/06/2025,60164,"Sandwich, Breakfast. Bagel, Turkey Sausage(Sandwich)",0,0,0,82,76,3,79,$42.66,0,0.00%,$0.00,$42.66,3,3.66%,$1.62,$44.28
Belvedere Elementary,5/06/2025,60096,Strawberry Parfait(Parfait),9,0,9,15,9,0,9,$8.91,0,0.00%,$0.00,$8.91,6,40.00%,$5.94,$14.85
Bonnie Brae Elementary,5/06/2025,20001,1% White Milk(Each),134,0,134,134,124,0,124,$44.64,0,0.00%,$0.00,$44.64,10,7.46%,$3.60,$48.24
Bonnie Brae Elementary,5/06/2025,30008,Apple Juice(Each),79,0,79,120,110,0,110,$18.70,0,0.00%,$0.00,$18.70,10,8.33%,$1.70,$20.40
Bonnie Brae Elementary,5/06/2025,30020,Applesauce(1/2 Cup),33,0,33,34,34,0,34,$7.14,0,0.00%,$0.00,$7.14,0,0.00%,$0.00,$7.14
Bonnie Brae Elementary,5/06/2025,20031,Banana(Each),105,0,105,0,0,0,0,$0.00,0,0.00%,$0.00,$0.00,0,0.00%,$0.00,$0.00
Bonnie Brae Elementary,5/06/2025,60068,Biscuit(Biscuit),9,0,9,9,8,0,8,$1.68,1,11.11%,$0.21,$1.89,0,0.00%,$0.00,$1.89
Bonnie Brae Elementary,5/06/2025,30004,Blueberry Chex Cereal(Each),14,0,14,30,25,0,25,$14.75,0,0.00%,$0.00,$14.75,5,16.67%,$2.95,$17.70
Bonnie Brae Elementary,5/06/2025,30006,Cinnamon Chex Cereal(Each),15,0,15,30,25,0,25,$14.75,0,0.00%,$0.00,$14.75,5,16.67%,$2.95,$17.70
Bonnie Brae Elementary,5/06/2025,30007,"Cinnamon Toast Crunch Cereal, 25% Less Sugar(Each)",5,0,5,30,13,0,13,$7.67,0,0.00%,$0.00,$7.67,17,56.67%,$10.03,$17.70
Bonnie Brae Elementary,5/06/2025,20038,Fat Free White Milk(Each),18,0,18,50,30,0,30,$9.90,0,0.00%,$0.00,$9.90,20,40.00%,$6.60,$16.50
Bonnie Brae Elementary,5/06/2025,30003,Honey Cheerios Cereal(Each),12,0,12,30,25,0,25,$14.75,0,0.00%,$0.00,$14.75,5,16.67%,$2.95,$17.70
Bonnie Brae Elementary,5/06/2025,30051,Natural Grape Jam(Packet),43,0,43,44,41,0,41,$3.69,3,6.82%,$0.27,$3.96,0,0.00%,$0.00,$3.96
Bonnie Brae Elementary,5/06/2025,20017,Orange(6 Slices per 1/2 cup),97,0,97,120,115,0,115,$39.10,5,4.17%,$1.70,$40.80,0,0.00%,$0.00,$40.80
Bonnie Brae Elementary,5/06/2025,30009,Orange Tangerine Juice(Each),38,0,38,50,30,0,30,$5.10,0,0.00%,$0.00,$5.10,20,40.00%,$3.40,$8.50
Bonnie Brae Elementary,5/06/2025,20014,Red Delicious Apple(Each - serving),94,0,94,0,0,0,0,$0.00,0,0.00%,$0.00,$0.00,0,0.00%,$0.00,$0.00
Bonnie Brae Elementary,5/06/2025,60096,Strawberry Parfait(Parfait),8,0,8,8,7,0,7,$6.93,1,12.50%,$0.99,$7.92,0,0.00%,$0.00,$7.92
Bonnie Brae Elementary,5/06/2025,60011,Turkey Sausage Breakfast Biscuit(Sandwich),51,0,51,52,35,15,50,$22.00,2,3.85%,$0.88,$22.88,0,0.00%,$0.00,$22.88
Braddock Elementary,5/06/2025,20001,1% White Milk(Each),228,0,228,250,250,0,250,$90.00,0,0.00%,$0.00,$90.00,0,0.00%,$0.00,$90.00
Braddock Elementary,5/06/2025,30008,Apple Juice(Each),282,0,282,350,350,0,350,$59.50,0,0.00%,$0.00,$59.50,0,0.00%,$0.00,$59.50
Braddock Elementary,5/06/2025,30020,Applesauce(1/2 Cup),52,0,52,50,50,0,50,$10.50,0,0.00%,$0.00,$10.50,0,0.00%,$0.00,$10.50
Braddock Elementary,5/06/2025,20031,Banana(Each),146,0,146,330,330,0,330,$69.30,0,0.00%,$0.00,$69.30,0,0.00%,$0.00,$69.30
Braddock Elementary,5/06/2025,60068,Biscuit(Biscuit),113,0,113,102,102,0,102,$21.42,0,0.00%,$0.00,$21.42,0,0.00%,$0.00,$21.42
Braddock Elementary,5/06/2025,30004,Blueberry Chex Cereal(Each),25,0,25,30,30,0,30,$17.70,0,0.00%,$0.00,$17.70,0,0.00%,$0.00,$17.70
Braddock Elementary,5/06/2025,30006,Cinnamon Chex Cereal(Each),25,0,25,30,30,0,30,$17.70,0,0.00%,$0.00,$17.70,0,0.00%,$0.00,$17.70
