School_Name,Date,Identifier,Name,Planned_Reimbursable,Planned_Non-Reimbursable,Planned_Total,Offered_Reimbursable,Offered_Non-Reimbursable,Offered_Total,Served_Reimbursable,Served_Non-Reimbursable,Served_Total,Discarded_Total,Discarded_Cost,Subtotal_Cost,Left_Over_Total,Left_Over_Percent_of_Offered,Left_Over_Cost,Production_Cost_Total
Aldrin Elementary,5/15/2025,10044,Soft Pretzel (1 pretzel),17,0,17,27,25,0,25,$5.50,0,0.00%,$0.00,$5.50,2,7.41%,$0.44,$5.94
Aldrin Elementary,5/15/2025,10062,Corn (1/4 cup (thawed)),98,0,98,110,103,0,103,$11.33,0,0.00%,$0.00,$11.33,7,6.36%,$0.77,$12.10
Aldrin Elementary,5/15/2025,20001,1% White Milk (Each),47,0,47,66,50,0,50,$18.00,0,0.00%,$0.00,$18.00,16,24.24%,$5.76,$23.76
Aldrin Elementary,5/15/2025,20002,Fat Free Chocolate Milk (Each),137,0,137,230,155,0,155,$54.25,0,0.00%,$0.00,$54.25,75,32.61%,$26.25,$80.50
Aldrin Elementary,5/15/2025,20016,String Cheese (Each),1,0,1,5,1,0,1,$0.22,0,0.00%,$0.00,$0.22,4,80.00%,$0.88,$1.10
Aldrin Elementary,5/15/2025,20028,Lettuce Blend Salad Mix (1/2 cup),44,0,44,45,44,0,44,$3.52,1,2.22%,$0.08,$3.60,0,0.00%,$0.00,$3.60
Aldrin Elementary,5/15/2025,20031,Banana (Each),109,0,109,141,136,0,136,$28.56,0,0.00%,$0.00,$28.56,5,3.55%,$1.05,$29.61
Aldrin Elementary,5/15/2025,20038,Fat Free White Milk (Each),17,0,17,50,15,0,15,$4.95,0,0.00%,$0.00,$4.95,35,70.00%,$11.55,$16.50
Aldrin Elementary,5/15/2025,20047,Orange Slices (3 slices per 1/4 cup),166,0,166,175,173,0,173,$34.60,0,0.00%,$0.00,$34.60,2,1.14%,$0.40,$35.00
Aldrin Elementary,5/15/2025,20052,Assorted  4 oz Yogurt (Container),5,0,5,5,5,0,5,$0.00,0,0.00%,$0.00,$0.00,0,0.00%,$0.00,$0.00
Aldrin Elementary,5/15/2025,30008,Apple Juice (Each),17,0,17,12,11,0,11,$1.87,0,0.00%,$0.00,$1.87,1,8.33%,$0.17,$2.04
Aldrin Elementary,5/15/2025,30009,Orange Tangerine Juice (Each),17,0,17,22,20,0,20,$3.40,0,0.00%,$0.00,$3.40,2,9.09%,$0.34,$3.74
Aldrin Elementary,5/15/2025,30024,Black Beans (1/4 Cup),33,0,33,35,34,0,34,$3.06,1,2.86%,$0.09,$3.15,0,0.00%,$0.00,$3.15
Aldrin Elementary,5/15/2025,30033,Cheez-Its Crackers (Package),0,0,0,5,1,0,1,$0.18,0,0.00%,$0.00,$0.18,4,80.00%,$0.72,$0.90
Aldrin Elementary,5/15/2025,30044,Strawberry Flavored Dried Cranberries (Each),8,0,8,20,16,0,16,$3.84,0,0.00%,$0.00,$3.84,4,20.00%,$0.96,$4.80
Aldrin Elementary,5/15/2025,30045,Watermelon Flavored Dried Cranberries (Each),8,0,8,20,17,0,17,$4.08,0,0.00%,$0.00,$4.08,3,15.00%,$0.72,$4.80
Aldrin Elementary,5/15/2025,30077,Italian Dressing (1 ounce),10,0,10,24,19,0,19,$1.52,0,0.00%,$0.00,$1.52,5,20.83%,$0.40,$1.92
Aldrin Elementary,5/15/2025,30094,Doritos Wild White Nacho Flavored Tortilla Chips (Bag),48,0,48,40,38,0,38,$13.30,0,0.00%,$0.00,$13.30,2,5.00%,$0.70,$14.00
Aldrin Elementary,5/15/2025,30097,Bottled Water (Bottle),7,0,7,5,4,0,4,$0.64,0,0.00%,$0.00,$0.64,1,20.00%,$0.16,$0.80
Aldrin Elementary,5/15/2025,30107,Ranch Dressing (1 ounce),21,0,21,24,19,0,19,$2.09,0,0.00%,$0.00,$2.09,5,20.83%,$0.55,$2.64
Aldrin Elementary,5/15/2025,30109,Smartfood RF White Cheddar Popcorn (Each),0,0,0,12,11,0,11,$4.07,0,0.00%,$0.00,$4.07,1,8.33%,$0.37,$4.44
Aldrin Elementary,5/15/2025,60021,Cooked  Brown Rice (1 cup cooked),15,0,15,15,14,0,14,$1.54,0,0.00%,$0.00,$1.54,1,6.67%,$0.11,$1.65
Aldrin Elementary,5/15/2025,60021,Cooked  Brown Rice (1/2 cup cooked),126,0,126,121,118,0,118,$5.90,2,1.65%,$0.10,$6.00,1,0.83%,$0.05,$6.05
Aldrin Elementary,5/15/2025,60035,PB&J Power Pack (Power Packs),40,0,40,30,28,0,28,$30.24,0,0.00%,$0.00,$30.24,2,6.67%,$2.16,$32.40
Aldrin Elementary,5/15/2025,60036,Cherry Vanilla Yogurt Power Pack (Power Packs),5,0,5,10,6,0,6,$4.80,0,0.00%,$0.00,$4.80,4,40.00%,$3.20,$8.00
Aldrin Elementary,5/15/2025,60037,Strawberry & Banana Yogurt Power Pack (Power Packs),10,0,10,13,5,0,5,$4.00,0,0.00%,$0.00,$4.00,8,61.54%,$6.40,$10.40
Aldrin Elementary,5/15/2025,60038,Peach Yogurt Power Pack (Power Packs),5,0,5,10,6,0,6,$4.80,0,0.00%,$0.00,$4.80,4,40.00%,$3.20,$8.00
Aldrin Elementary,5/15/2025,60052,Orange Chickenless Bites (4 bites),73,0,73,42,40,0,40,$34.80,1,2.38%,$0.87,$35.67,1,2.38%,$0.87,$36.54
Aldrin Elementary,5/15/2025,60054,Steamed Broccoli (1/2 cup),23,0,23,16,15,0,15,$2.25,0,0.00%,$0.00,$2.25,1,6.25%,$0.15,$2.40
Aldrin Elementary,5/15/2025,60055,Orange Chicken (4 Bites w/ 1oz sauce),87,0,87,96,93,0,93,$88.35,1,1.04%,$0.95,$89.30,2,2.08%,$1.90,$91.20
