school_name,date,identifier,name,planned_reimbursable,planned_non-reimbursable,planned_total,offered,served_reimbursable,served_non-reimbursable,served_total,served_cost,discarded_total,discarded_percent_of_offered,discarded_cost,subtotal_cost,left_over_total,left_over_percent_of_offered,left_over_cost,production_cost_total
Annandale High,5/16/2025,20001,1% White Milk(Each),100,0,100,125,77,0,77,$27.72,1,0.80%,$0.36,$28.08,47,37.60%,$16.92,$45.00
Annandale High,5/16/2025,30008,Apple Juice(Each),10,0,10,5,0,0,0,$0.00,0,0.00%,$0.00,$0.00,5,100.00%,$0.00,$0.00
Annandale High,5/16/2025,20052,Assorted  4 oz Yogurt(Container),5,0,5,5,0,0,0,$0.00,0,0.00%,$0.00,$0.00,5,100.00%,$0.00,$0.00
Annandale High,5/16/2025,30097,Bottled Water(Bottle),20,0,20,15,8,0,8,$1.28,0,0.00%,$0.00,$1.28,7,46.67%,$1.12,$2.40
Annandale High,5/16/2025,20027,Broccoli Florets(6 Pieces per 1/2 cup),42,0,42,21,15,0,15,$2.25,2,9.52%,$0.30,$2.55,4,19.05%,$0.60,$3.15
Annandale High,5/16/2025,60080,Cheese Pizza(Slice),200,0,200,168,158,0,158,$90.06,1,0.60%,$0.57,$90.63,9,5.36%,$5.13,$95.76
Annandale High,5/16/2025,20006,"Cheese, Shredded, Cheddar(1/4 cup)",96,0,96,96,85,0,85,$14.45,5,5.21%,$0.85,$15.30,6,6.25%,$1.02,$16.32
Annandale High,5/16/2025,30033,Cheez-Its Crackers(Package),5,0,5,5,0,0,0,$0.00,0,0.00%,$0.00,$0.00,5,100.00%,$0.00,$0.00
Annandale High,5/16/2025,20011,Cherry Tomatoes(1/4 cup),180,0,180,180,161,0,161,$59.57,3,1.67%,$1.11,$60.68,16,8.89%,$5.92,$66.60
Annandale High,5/16/2025,60036,Cherry Vanilla Yogurt Power Pack(Power Packs),5,0,5,5,2,0,2,$1.60,0,0.00%,$0.00,$1.60,3,60.00%,$2.40,$4.00
Annandale High,5/16/2025,60050,Chickenless Bites(2 Bites),10,0,10,10,5,0,5,$1.90,0,0.00%,$0.00,$1.90,5,50.00%,$1.90,$3.80
Annandale High,5/16/2025,30099,Chickpeas(1/4 cup),128,0,128,128,113,0,113,$10.17,5,3.91%,$0.45,$10.62,10,7.81%,$0.90,$11.52
Annandale High,5/16/2025,30099,Chickpeas(2 Tablespoons),32,0,32,32,27,0,27,$1.08,0,0.00%,$0.00,$1.08,5,15.63%,$0.20,$1.28
Annandale High,5/16/2025,30061,Chilled Mandarin Oranges(1/4 cup (drained)),395,0,395,395,367,13,380,$64.60,5,1.27%,$0.85,$65.45,10,2.53%,$1.70,$67.15
Annandale High,5/16/2025,10033,Chocolate Chip Cookie(Cookie),20,0,20,20,16,0,16,$4.32,0,0.00%,$0.00,$4.32,4,20.00%,$1.08,$5.40
Annandale High,5/16/2025,30113,Cool Ranch Reduced Fat Doritos(Each),10,0,10,10,1,0,1,$0.37,0,0.00%,$0.00,$0.37,9,90.00%,$3.33,$3.70
Annandale High,5/16/2025,10062,Corn(2 Tablespoons (thawed)),64,0,64,64,61,0,61,$3.05,1,1.56%,$0.05,$3.10,2,3.13%,$0.10,$3.20
Annandale High,5/16/2025,20040,Cucumber Slices(2 Tablespoon),46,0,46,46,41,0,41,$1.23,2,4.35%,$0.06,$1.29,3,6.52%,$0.09,$1.38
Annandale High,5/16/2025,30110,Doritos Flamas(Each),10,0,10,10,1,0,1,$0.37,0,0.00%,$0.00,$0.37,9,90.00%,$3.33,$3.70
Annandale High,5/16/2025,30112,Doritos RF Nacho Cheese(Each),10,0,10,10,0,0,0,$0.00,0,0.00%,$0.00,$0.00,10,100.00%,$0.00,$0.00
Annandale High,5/16/2025,30111,Doritos RF Spicy Sweet Chili(Each),10,0,10,10,1,0,1,$0.37,0,0.00%,$0.00,$0.37,9,90.00%,$3.33,$3.70
Annandale High,5/16/2025,20002,Fat Free Chocolate Milk(Each),600,0,600,600,549,14,563,$197.05,2,0.33%,$0.70,$197.75,35,5.83%,$12.25,$210.00
Annandale High,5/16/2025,20038,Fat Free White Milk(Each),100,0,100,100,38,0,38,$12.54,1,1.00%,$0.33,$12.87,61,61.00%,$20.13,$33.00
Annandale High,5/16/2025,60155,Fish  Sandwich(Sandwich),0,0,0,190,180,0,180,$126.00,1,0.53%,$0.70,$126.70,9,4.74%,$6.30,$133.00
Annandale High,5/16/2025,30124,"Fruit Snacks, Welch's Mixed(Each)",10,0,10,10,2,0,2,$0.80,0,0.00%,$0.00,$0.80,8,80.00%,$3.20,$4.00
Annandale High,5/16/2025,20015,Golden Delicious Apple(Each),25,0,25,175,139,0,139,$43.09,1,0.57%,$0.31,$43.40,35,20.00%,$10.85,$54.25
Annandale High,5/16/2025,30077,Italian Dressing(1 ounce),144,0,144,144,113,0,113,$9.04,3,2.08%,$0.24,$9.28,28,19.44%,$2.24,$11.52
Annandale High,5/16/2025,30063,Ketchup Packet(Packet),1500,0,1500,1500,1271,2,1273,$38.19,5,0.33%,$0.15,$38.34,222,14.80%,$6.66,$45.00
Annandale High,5/16/2025,30118,Kettle Cooked Smoky BBQ Chips(Each),30,0,30,30,2,0,2,$1.20,0,0.00%,$0.00,$1.20,28,93.33%,$16.80,$18.00
Annandale High,5/16/2025,30160,Lay's RF Kettle Original Chips(Each),30,0,30,30,2,0,2,$1.20,0,0.00%,$0.00,$1.20,28,93.33%,$16.80,$18.00
Annandale High,5/16/2025,20028,Lettuce Blend Salad Mix(1/2 cup),400,0,400,400,365,14,379,$30.32,11,2.75%,$0.88,$31.20,10,2.50%,$0.80,$32.00
Annandale High,5/16/2025,60077,Manager's Vegetable Choice(1/4 cup),150,0,150,146,123,0,123,$0.00,3,2.05%,$0.00,$0.00,20,13.70%,$0.00,$0.00
Annandale High,5/16/2025,30064,Mayonnaise Packet(Packet),500,0,500,700,660,0,660,$66.00,5,0.71%,$0.50,$66.50,35,5.00%,$3.50,$70.00
Annandale High,5/16/2025,30065,Mustard Packet(Packet),200,0,200,200,90,0,90,$4.50,0,0.00%,$0.00,$4.50,110,55.00%,$5.50,$10.00
Annandale High,5/16/2025,20035,"Onions, Red, Whole(2 Tablespoons (sliced))",70,0,70,70,66,0,66,$1.98,2,2.86%,$0.06,$2.04,2,2.86%,$0.06,$2.10
Annandale High,5/16/2025,20017,Orange(1/4 cup),25,0,25,158,112,14,126,$21.42,1,0.63%,$0.17,$21.59,31,19.62%,$5.27,$26.86
Annandale High,5/16/2025,10070,Orange Sauce(ounce),50,0,50,40,32,0,32,$4.48,5,12.50%,$0.70,$5.18,3,7.50%,$0.42,$5.60
Annandale High,5/16/2025,30009,Orange Tangerine Juice(Each),10,0,10,5,0,0,0,$0.00,0,0.00%,$0.00,$0.00,5,100.00%,$0.00,$0.00
Annandale High,5/16/2025,10001,"Patty, Chicken, Breaded, WG(2 strips)",100,0,100,85,82,0,82,$18.04,1,1.18%,$0.22,$18.26,2,2.35%,$0.44,$18.70
Annandale High,5/16/2025,60035,PB&J Power Pack(Power Packs),150,0,150,250,214,0,214,$231.12,0,0.00%,$0.00,$231.12,36,14.40%,$38.88,$270.00
Annandale High,5/16/2025,60038,Peach Yogurt Power Pack(Power Packs),5,0,5,5,2,0,2,$1.60,0,0.00%,$0.00,$1.60,3,60.00%,$2.40,$4.00
Annandale High,5/16/2025,20041,"Peppers, Green, Whole(2 Tablespoon)",70,0,70,70,63,0,63,$3.78,2,2.86%,$0.12,$3.90,5,7.14%,$0.30,$4.20
Annandale High,5/16/2025,20042,"Peppers, Red, Whole(2 Tablespoons)",70,0,70,70,66,0,66,$3.30,3,4.29%,$0.15,$3.45,1,1.43%,$0.05,$3.50
Annandale High,5/16/2025,30107,Ranch Dressing(1 ounce),336,0,336,360,336,14,350,$38.50,4,1.11%,$0.44,$38.94,6,1.67%,$0.66,$39.60
Annandale High,5/16/2025,20014,Red Delicious Apple(Each - serving),0,0,0,375,348,0,348,$114.84,2,0.53%,$0.66,$115.50,25,6.67%,$8.25,$123.75
Annandale High,5/16/2025,30119,RF Kettle Chips Jalapeno & Cheddar Chips(Each),10,0,10,10,5,0,5,$3.00,0,0.00%,$0.00,$3.00,5,50.00%,$3.00,$6.00
Annandale High,5/16/2025,30120,RF Kettle Chips Sea Salt & Vinegar Chips(Each),10,0,10,10,1,0,1,$0.60,0,0.00%,$0.00,$0.60,9,90.00%,$5.40,$6.00
Annandale High,5/16/2025,30109,Smartfood RF White Cheddar Popcorn(Each),10,0,10,10,0,0,0,$0.00,0,0.00%,$0.00,$0.00,10,100.00%,$0.00,$0.00
Annandale High,5/16/2025,10044,Soft Pretzel(1 pretzel),10,0,10,15,7,0,7,$1.54,2,13.33%,$0.44,$1.98,6,40.00%,$1.32,$3.30
Annandale High,5/16/2025,60075,Spicy Chicken Wrap(Wrap),35,0,35,12,7,0,7,$8.19,3,25.00%,$3.51,$11.70,2,16.67%,$2.34,$14.04
Annandale High,5/16/2025,30114,SS Baked Cheetos Flaming Hot(Each),10,0,10,10,1,0,1,$0.53,0,0.00%,$0.00,$0.53,9,90.00%,$4.77,$5.30
Annandale High,5/16/2025,30115,SS Baked Cheetos Flaming Limon(Each),10,0,10,10,0,0,0,$0.00,0,0.00%,$0.00,$0.00,10,100.00%,$0.00,$0.00
Annandale High,5/16/2025,30116,SS Cheetos Fantastix Flaming Hot(Each),10,0,10,10,2,0,2,$0.78,0,0.00%,$0.00,$0.78,8,80.00%,$3.12,$3.90
Annandale High,5/16/2025,60037,Strawberry & Banana Yogurt Power Pack(Power Packs),5,0,5,5,2,0,2,$1.60,0,0.00%,$0.00,$1.60,3,60.00%,$2.40,$4.00
Annandale High,5/16/2025,30044,Strawberry Flavored Dried Cranberries(Each),75,0,75,70,58,0,58,$13.92,0,0.00%,$0.00,$13.92,12,17.14%,$2.88,$16.80
Annandale High,5/16/2025,20016,String Cheese(Each),5,0,5,5,0,0,0,$0.00,0,0.00%,$0.00,$0.00,5,100.00%,$0.00,$0.00
Annandale High,5/16/2025,30002,Sub Roll(Sub Roll),12,0,12,8,5,0,5,$1.55,1,12.50%,$0.31,$1.86,2,25.00%,$0.62,$2.48
Annandale High,5/16/2025,60041,Turkey Pepperoni Pizza(Slice),300,0,300,300,272,18,290,$197.20,2,0.67%,$1.36,$198.56,8,2.67%,$5.44,$204.00
Annandale High,5/16/2025,10051,"Turkey,  Breast, Pre-Sliced, Oven Roasted(3 Slices)",10,0,10,10,2,0,2,$1.08,0,0.00%,$0.00,$1.08,8,80.00%,$4.32,$5.40
Annandale High,5/16/2025,60064,Vegetable Dumpling(6 dumplings),0,0,0,40,37,0,37,$0.00,1,2.50%,$0.00,$0.00,2,5.00%,$0.00,$0.00
Annandale High,5/16/2025,30045,Watermelon Flavored Dried Cranberries(Each),75,0,75,70,56,0,56,$13.44,1,1.43%,$0.24,$13.68,13,18.57%,$3.12,$16.80
Annandale High,5/16/2025,10049,"WG 10"" Flour Tortilla(Tortilla)",100,0,100,80,77,0,77,$26.95,1,1.25%,$0.35,$27.30,2,2.50%,$0.70,$28.00
Annandale High,5/16/2025,30117,WG Baked Funyuns(Each),10,0,10,10,1,0,1,$0.36,0,0.00%,$0.00,$0.36,9,90.00%,$3.24,$3.60
Annandale High,5/16/2025,10073,Whole Strawberries(1/2 cup thawed),0,0,0,184,176,0,176,$59.84,2,1.09%,$0.68,$60.52,6,3.26%,$2.04,$62.56
Annandale Terrace Elementary,5/16/2025,20001,1% White Milk(Each),73,0,73,156,81,0,81,$29.16,0,0.00%,$0.00,$29.16,75,48.08%,$27.00,$56.16
Annandale Terrace Elementary,5/16/2025,30048,Apple Cinnamon Spread(Each),0,0,0,46,46,0,46,$20.70,0,0.00%,$0.00,$20.70,0,0.00%,$0.00,$20.70
Annandale Terrace Elementary,5/16/2025,30008,Apple Juice(Each),5,0,5,5,0,0,0,$0.00,0,0.00%,$0.00,$0.00,5,100.00%,$0.00,$0.00
Annandale Terrace Elementary,5/16/2025,20074,"Apple Slices(3 slices, 1/4 cup)",0,0,0,232,232,0,232,$41.76,0,0.00%,$0.00,$41.76,0,0.00%,$0.00,$41.76
Annandale Terrace Elementary,5/16/2025,20052,Assorted  4 oz Yogurt(Container),5,0,5,5,0,0,0,$0.00,0,0.00%,$0.00,$0.00,5,100.00%,$0.00,$0.00
Annandale Terrace Elementary,5/16/2025,20031,Banana(Each),0,0,0,140,140,0,140,$29.40,0,0.00%,$0.00,$29.40,0,0.00%,$0.00,$29.40
Annandale Terrace Elementary,5/16/2025,30097,Bottled Water(Bottle),5,0,5,5,0,0,0,$0.00,0,0.00%,$0.00,$0.00,5,100.00%,$0.00,$0.00
Annandale Terrace Elementary,5/16/2025,10075,Cheese Pizza(Slice),311,0,311,269,257,7,264,$150.48,1,0.37%,$0.57,$151.05,4,1.49%,$2.28,$153.33
Annandale Terrace Elementary,5/16/2025,60080,Cheese Pizza(Slice),11,0,11,12,10,1,11,$6.27,0,0.00%,$0.00,$6.27,1,8.33%,$0.57,$6.84
Annandale Terrace Elementary,5/16/2025,20011,Cherry Tomatoes(1/4 cup),28,0,28,144,108,0,108,$39.96,0,0.00%,$0.00,$39.96,36,25.00%,$13.32,$53.28
Annandale Terrace Elementary,5/16/2025,60036,Cherry Vanilla Yogurt Power Pack(Power Packs),0,0,0,5,0,0,0,$0.00,0,0.00%,$0.00,$0.00,5,100.00%,$0.00,$0.00
Annandale Terrace Elementary,5/16/2025,10026,Chickenless Bites(2 Bites),0,0,0,4,4,0,4,$1.44,0,0.00%,$0.00,$1.44,0,0.00%,$0.00,$1.44
Annandale Terrace Elementary,5/16/2025,30099,Chickpeas(1/4 cup),42,0,42,64,16,0,16,$1.44,0,0.00%,$0.00,$1.44,48,75.00%,$4.32,$5.76
Annandale Terrace Elementary,5/16/2025,60101,Chickpeas - salad bar entree(1/2 cup),5,0,5,5,0,0,0,$0.00,0,0.00%,$0.00,$0.00,5,100.00%,$0.00,$0.00
Annandale Terrace Elementary,5/16/2025,30061,Chilled Mandarin Oranges(1/2 cup (drained)),55,0,55,58,58,0,58,$19.72,0,0.00%,$0.00,$19.72,0,0.00%,$0.00,$19.72
Annandale Terrace Elementary,5/16/2025,10062,Corn(1/2 cup (cooked)),54,0,54,58,58,0,58,$12.18,0,0.00%,$0.00,$12.18,0,0.00%,$0.00,$12.18
Annandale Terrace Elementary,5/16/2025,20002,Fat Free Chocolate Milk(Each),313,0,313,406,339,0,339,$118.65,0,0.00%,$0.00,$118.65,67,16.50%,$23.45,$142.10
Annandale Terrace Elementary,5/16/2025,20038,Fat Free White Milk(Each),18,0,18,11,6,0,6,$1.98,0,0.00%,$0.00,$1.98,5,45.45%,$1.65,$3.63
Annandale Terrace Elementary,5/16/2025,30034,Graham Crackers(Package),0,0,0,46,46,0,46,$6.44,0,0.00%,$0.00,$6.44,0,0.00%,$0.00,$6.44
Annandale Terrace Elementary,5/16/2025,30077,Italian Dressing(1 ounce),47,0,47,48,46,0,46,$3.68,0,0.00%,$0.00,$3.68,2,4.17%,$0.16,$3.84
Annandale Terrace Elementary,5/16/2025,20043,"Lactose Free, White Milk(Each)",0,0,0,3,3,0,3,$1.74,0,0.00%,$0.00,$1.74,0,0.00%,$0.00,$1.74
Annandale Terrace Elementary,5/16/2025,20028,Lettuce Blend Salad Mix(1/2 cup),78,0,78,160,156,0,156,$12.48,0,0.00%,$0.00,$12.48,4,2.50%,$0.32,$12.80
Annandale Terrace Elementary,5/16/2025,60077,Manager's Vegetable Choice(1/4 cup),94,0,94,96,90,0,90,$0.00,0,0.00%,$0.00,$0.00,6,6.25%,$0.00,$0.00
Annandale Terrace Elementary,5/16/2025,30188,"Milk, Soy, Plain, Bulk (12/32 oz)(1 cup)",0,0,0,1,1,0,1,$0.79,0,0.00%,$0.00,$0.79,0,0.00%,$0.00,$0.79
Annandale Terrace Elementary,5/16/2025,60055,Orange Chicken(4 Bites w/ 1oz sauce),0,0,0,15,15,0,15,$14.25,0,0.00%,$0.00,$14.25,0,0.00%,$0.00,$14.25
Annandale Terrace Elementary,5/16/2025,20047,Orange Slices(3 slices per 1/4 cup),0,0,0,476,473,0,473,$94.60,0,0.00%,$0.00,$94.60,3,0.63%,$0.60,$95.20
Annandale Terrace Elementary,5/16/2025,30009,Orange Tangerine Juice(Each),5,0,5,5,0,0,0,$0.00,0,0.00%,$0.00,$0.00,5,100.00%,$0.00,$0.00
Annandale Terrace Elementary,5/16/2025,60035,PB&J Power Pack(Power Packs),70,0,70,50,40,0,40,$43.20,0,0.00%,$0.00,$43.20,10,20.00%,$10.80,$54.00
Annandale Terrace Elementary,5/16/2025,30107,Ranch Dressing(1 ounce),44,0,44,48,46,0,46,$5.06,0,0.00%,$0.00,$5.06,2,4.17%,$0.22,$5.28
Annandale Terrace Elementary,5/16/2025,20014,Red Delicious Apple(Each - serving),0,0,0,48,48,0,48,$15.84,0,0.00%,$0.00,$15.84,0,0.00%,$0.00,$15.84
Annandale Terrace Elementary,5/16/2025,30109,Smartfood RF White Cheddar Popcorn(Each),25,0,25,20,14,0,14,$5.18,0,0.00%,$0.00,$5.18,6,30.00%,$2.22,$7.40
Annandale Terrace Elementary,5/16/2025,10044,Soft Pretzel(1 pretzel),5,0,5,5,0,0,0,$0.00,0,0.00%,$0.00,$0.00,5,100.00%,$0.00,$0.00
Annandale Terrace Elementary,5/16/2025,60037,Strawberry & Banana Yogurt Power Pack(Power Packs),219,0,219,25,16,0,16,$12.80,0,0.00%,$0.00,$12.80,9,36.00%,$7.20,$20.00
Annandale Terrace Elementary,5/16/2025,20016,String Cheese(Each),5,0,5,5,0,0,0,$0.00,0,0.00%,$0.00,$0.00,5,100.00%,$0.00,$0.00
Annandale Terrace Elementary,5/16/2025,60041,Turkey Pepperoni Pizza(Slice),193,0,193,203,199,1,200,$136.00,1,0.49%,$0.68,$136.68,2,0.99%,$1.36,$138.04
Annandale Terrace Elementary,5/16/2025,30045,Watermelon Flavored Dried Cranberries(Each),18,0,18,15,5,0,5,$1.20,0,0.00%,$0.00,$1.20,10,66.67%,$2.40,$3.60
Armstrong Elementary,5/16/2025,20001,1% White Milk(Each),18,0,18,50,21,0,21,$7.56,0,0.00%,$0.00,$7.56,29,58.00%,$10.44,$18.00
Armstrong Elementary,5/16/2025,60178,Apple Cinnamon Bread (Grain for entree)(1 square),0,0,0,44,44,0,44,$18.04,0,0.00%,$0.00,$18.04,0,0.00%,$0.00,$18.04
Armstrong Elementary,5/16/2025,30008,Apple Juice(Each),0,19,19,19,0,19,19,$0.00,0,0.00%,$0.00,$0.00,0,0.00%,$0.00,$0.00
Armstrong Elementary,5/16/2025,20008,Apple Slices(3 slices per 1/4 cup),0,0,0,42,39,0,39,$23.01,3,7.14%,$1.77,$24.78,0,0.00%,$0.00,$24.78
Armstrong Elementary,5/16/2025,20052,Assorted  4 oz Yogurt(Container),0,0,0,0,0,0,0,$0.00,0,0.00%,$0.00,$0.00,0,0.00%,$0.00,$0.00
Armstrong Elementary,5/16/2025,20023,Baby Carrots(3 baby carrots per 1/4 cup),0,0,0,48,45,0,45,$4.05,3,6.25%,$0.27,$4.32,0,0.00%,$0.00,$4.32
Armstrong Elementary,5/16/2025,30097,Bottled Water(Bottle),0,12,12,10,0,10,10,$0.00,0,0.00%,$0.00,$0.00,0,0.00%,$0.00,$0.00
Armstrong Elementary,5/16/2025,20027,Broccoli Florets(1/4 cup),0,0,0,66,59,0,59,$4.72,7,10.61%,$0.56,$5.28,0,0.00%,$0.00,$5.28
Armstrong Elementary,5/16/2025,20036,Celery Sticks(1/2 cup),0,0,0,33,27,0,27,$14.85,6,18.18%,$3.30,$18.15,0,0.00%,$0.00,$18.15
Armstrong Elementary,5/16/2025,10075,Cheese Pizza(Slice),27,0,27,45,36,4,40,$22.80,5,11.11%,$2.85,$25.65,0,0.00%,$0.00,$25.65
Armstrong Elementary,5/16/2025,30039,Cherry Flavored Dried Cranberries(Each),19,0,19,20,19,0,19,$4.56,0,0.00%,$0.00,$4.56,1,5.00%,$0.24,$4.80
Armstrong Elementary,5/16/2025,20011,Cherry Tomatoes(1/4 cup),32,0,32,55,52,0,52,$19.24,3,5.45%,$1.11,$20.35,0,0.00%,$0.00,$20.35
Armstrong Elementary,5/16/2025,60047,Chicken Tenders(3 tenders),0,0,0,68,67,0,67,$62.98,1,1.47%,$0.94,$63.92,0,0.00%,$0.00,$63.92
Armstrong Elementary,5/16/2025,30099,Chickpeas(1/4 cup),23,0,23,35,29,0,29,$2.61,6,17.14%,$0.54,$3.15,0,0.00%,$0.00,$3.15
Armstrong Elementary,5/16/2025,60101,Chickpeas - salad bar entree(1/2 cup),1,0,1,2,0,0,0,$0.00,2,100.00%,$0.00,$0.00,0,0.00%,$0.00,$0.00
Armstrong Elementary,5/16/2025,30061,Chilled Mandarin Oranges(1/4 cup (drained)),34,0,34,38,38,0,38,$6.46,0,0.00%,$0.00,$6.46,0,0.00%,$0.00,$6.46
Armstrong Elementary,5/16/2025,60021,Cooked  Brown Rice(1 cup cooked),0,0,0,23,23,0,23,$2.53,0,0.00%,$0.00,$2.53,0,0.00%,$0.00,$2.53
Armstrong Elementary,5/16/2025,20002,Fat Free Chocolate Milk(Each),93,0,93,152,112,2,114,$39.90,0,0.00%,$0.00,$39.90,38,25.00%,$13.30,$53.20
Armstrong Elementary,5/16/2025,20038,Fat Free White Milk(Each),13,0,13,50,13,0,13,$4.29,0,0.00%,$0.00,$4.29,37,74.00%,$12.21,$16.50
Armstrong Elementary,5/16/2025,30077,Italian Dressing(1 ounce),23,0,23,25,22,0,22,$1.76,3,12.00%,$0.24,$2.00,0,0.00%,$0.00,$2.00
Armstrong Elementary,5/16/2025,30063,Ketchup Packet(Packet),0,0,0,80,76,0,76,$2.28,0,0.00%,$0.00,$2.28,4,5.00%,$0.12,$2.40
