School_Name,Date,Identifier,Name,Planned,Offered,Served,Discarded,Subtotal,Left Over,Production Cost,Reimbursable,Non-Reimbursable,Total,Reimbursable,Non-Reimbursable,Total,Cost,Total,Percent of Offered,Cost,Total,Percent of Offered,Cost
Aldrin Elementary,5/22/2025,10044,Soft Pretzel(1 pretzel),17,0,17,30,27,0,27,$5.94,0,0.00%,$0.00,$5.94,3,10.00%,$0.66,$6.60,,,,
Aldrin Elementary,5/22/2025,10062,Corn(1/4 cup (thawed)),114,0,114,175,174,0,174,$19.14,1,0.57%,$0.11,$19.25,0,0.00%,$0.00,$19.25,,,,
Aldrin Elementary,5/22/2025,20001,1% White Milk(Each),45,0,45,70,54,0,54,$19.44,0,0.00%,$0.00,$19.44,16,22.86%,$5.76,$25.20,,,,
Aldrin Elementary,5/22/2025,20002,Fat Free Chocolate Milk(Each),140,0,140,150,125,0,125,$43.75,0,0.00%,$0.00,$43.75,25,16.67%,$8.75,$52.50,,,,
Aldrin Elementary,5/22/2025,20016,String Cheese(Each),2,0,2,5,0,0,0,$0.00,0,0.00%,$0.00,$0.00,5,100.00%,$0.00,$0.00,,,,
Aldrin Elementary,5/22/2025,20028,Lettuce Blend Salad Mix(1 cup),22,0,22,20,19,0,19,$3.04,0,0.00%,$0.00,$3.04,1,5.00%,$0.16,$3.20,,,,
Aldrin Elementary,5/22/2025,20028,Lettuce Blend Salad Mix(1/2 cup),45,0,45,45,44,0,44,$3.52,1,2.22%,$0.08,$3.60,0,0.00%,$0.00,$3.60,,,,
Aldrin Elementary,5/22/2025,20031,Banana(Each),92,0,92,100,97,0,97,$20.37,0,0.00%,$0.00,$20.37,3,3.00%,$0.63,$21.00,,,,
Aldrin Elementary,5/22/2025,20038,Fat Free White Milk(Each),17,0,17,50,15,0,15,$4.95,0,0.00%,$0.00,$4.95,35,70.00%,$11.55,$16.50,,,,
Aldrin Elementary,5/22/2025,20047,Orange Slices(3 slices per 1/4 cup),0,0,0,240,235,0,235,$47.00,0,0.00%,$0.00,$47.00,5,2.08%,$1.00,$48.00,,,,
Aldrin Elementary,5/22/2025,20052,Assorted  4 oz Yogurt(Container),2,0,2,5,0,0,0,$0.00,0,0.00%,$0.00,$0.00,5,100.00%,$0.00,$0.00,,,,
Aldrin Elementary,5/22/2025,30008,Apple Juice(Each),21,0,21,12,10,0,10,$1.70,0,0.00%,$0.00,$1.70,2,16.67%,$0.34,$2.04,,,,
Aldrin Elementary,5/22/2025,30009,Orange Tangerine Juice(Each),7,0,7,10,9,0,9,$1.53,0,0.00%,$0.00,$1.53,1,10.00%,$0.17,$1.70,,,,
Aldrin Elementary,5/22/2025,30033,Cheez-Its Crackers(Package),0,0,0,10,6,0,6,$1.08,0,0.00%,$0.00,$1.08,4,40.00%,$0.72,$1.80,,,,
Aldrin Elementary,5/22/2025,30044,Strawberry Flavored Dried Cranberries(Each),8,0,8,10,9,0,9,$2.16,0,0.00%,$0.00,$2.16,1,10.00%,$0.24,$2.40,,,,
Aldrin Elementary,5/22/2025,30045,Watermelon Flavored Dried Cranberries(Each),30,0,30,10,8,0,8,$1.92,0,0.00%,$0.00,$1.92,2,20.00%,$0.48,$2.40,,,,
Aldrin Elementary,5/22/2025,30077,Italian Dressing(1 ounce),27,0,27,40,34,0,34,$2.72,0,0.00%,$0.00,$2.72,6,15.00%,$0.48,$3.20,,,,
Aldrin Elementary,5/22/2025,30094,Doritos Wild White Nacho Flavored Tortilla Chips(Bag),41,0,41,30,27,0,27,$9.45,0,0.00%,$0.00,$9.45,3,10.00%,$1.05,$10.50,,,,
