School_Name,Date,Identifier,Name,Planned,Offered,Served,Discarded,Subtotal,Left Over,Production Cost,Reimbursable,Non-Reimbursable,Total,Reimbursable,Non-Reimbursable,Total,Cost,Total,Percent of Offered,Cost,Total,Percent of Offered,Cost
Aldrin Elementary,5/19/2025,10044,Soft Pretzel(1 pretzel),18,0,18,42,35,0,35,$7.70,0,0.00%,$0.00,$7.70,7,16.67%,$1.54,$9.24,,,,
Aldrin Elementary,5/19/2025,10088,Potato Wedges(4 pieces),18,0,18,20,18,0,18,$1.80,0,0.00%,$0.00,$1.80,2,10.00%,$0.20,$2.00,,,,
Aldrin Elementary,5/19/2025,10088,Potato Wedges(7 pieces),138,0,138,140,138,0,138,$28.98,0,0.00%,$0.00,$28.98,2,1.43%,$0.42,$29.40,,,,
Aldrin Elementary,5/19/2025,20001,1% White Milk(Each),45,0,45,72,55,0,55,$19.80,0,0.00%,$0.00,$19.80,17,23.61%,$6.12,$25.92,,,,
Aldrin Elementary,5/19/2025,20002,Fat Free Chocolate Milk(Each),140,0,140,150,135,0,135,$47.25,0,0.00%,$0.00,$47.25,15,10.00%,$5.25,$52.50,,,,
Aldrin Elementary,5/19/2025,20008,Apple Slices(3 slices per 1/4 cup),221,0,221,225,223,0,223,$131.57,0,0.00%,$0.00,$131.57,2,0.89%,$1.18,$132.75,,,,
Aldrin Elementary,5/19/2025,20016,String Cheese(Each),1,0,1,5,1,0,1,$0.22,0,0.00%,$0.00,$0.22,4,80.00%,$0.88,$1.10,,,,
Aldrin Elementary,5/19/2025,20023,Baby Carrots(6 Baby Carrots per 1/2 cup),58,0,58,75,73,0,73,$12.41,0,0.00%,$0.00,$12.41,2,2.67%,$0.34,$12.75,,,,
Aldrin Elementary,5/19/2025,20028,Lettuce Blend Salad Mix(1/2 cup),42,0,42,45,42,0,42,$3.36,0,0.00%,$0.00,$3.36,3,6.67%,$0.24,$3.60,,,,
Aldrin Elementary,5/19/2025,20038,Fat Free White Milk(Each),19,0,19,50,25,0,25,$8.25,0,0.00%,$0.00,$8.25,25,50.00%,$8.25,$16.50,,,,
Aldrin Elementary,5/19/2025,20047,Orange Slices(3 slices per 1/4 cup),0,0,0,170,166,0,166,$33.20,0,0.00%,$0.00,$33.20,4,2.35%,$0.80,$34.00,,,,
