school_name,date,identifier,name,planned_reimbursable,planned_non-reimbursable,planned_total,offered,served_reimbursable,served_non-reimbursable,served_total,served_cost,discarded_total,discarded_percent_of_offered,discarded_cost,subtotal_cost,left_over_total,left_over_percent_of_offered,left_over_cost,production_cost_total
Aldrin Elementary,5/27/2025,20001,1% White Milk(Each),43,0,43,72,45,0,45,$16.20,0,0.00%,$0.00,$16.20,27,37.50%,$9.72,$25.92
Aldrin Elementary,5/27/2025,30008,Apple Juice(Each),18,0,18,25,22,0,22,$3.74,0,0.00%,$0.00,$3.74,3,12.00%,$0.51,$4.25
Aldrin Elementary,5/27/2025,20008,Apple Slices(3 slices per 1/4 cup),221,0,221,320,318,0,318,$187.62,2,0.63%,$1.18,$188.80,0,0.00%,$0.00,$188.80
Aldrin Elementary,5/27/2025,20052,Assorted  4 oz Yogurt(Container),5,0,5,5,0,0,0,$0.00,0,0.00%,$0.00,$0.00,5,100.00%,$0.00,$0.00
Aldrin Elementary,5/27/2025,20023,Baby Carrots(6 Baby Carrots per 1/2 cup),75,0,75,96,91,0,91,$15.47,0,0.00%,$0.00,$15.47,5,5.21%,$0.85,$16.32
Aldrin Elementary,5/27/2025,60151,Blueberry Bread(1 square),157,0,157,185,177,0,177,$72.57,0,0.00%,$0.00,$72.57,8,4.32%,$3.28,$75.85
Aldrin Elementary,5/27/2025,30097,Bottled Water(Bottle),5,0,5,5,4,0,4,$0.64,0,0.00%,$0.00,$0.64,1,20.00%,$0.16,$0.80
Aldrin Elementary,5/27/2025,30033,Cheez-Its Crackers(Package),0,0,0,5,2,0,2,$0.36,0,0.00%,$0.00,$0.36,3,60.00%,$0.54,$0.90
Aldrin Elementary,5/27/2025,60036,Cherry Vanilla Yogurt Power Pack(Power Packs),7,0,7,10,3,0,3,$2.40,0,0.00%,$0.00,$2.40,7,70.00%,$5.60,$8.00
Aldrin Elementary,5/27/2025,60047,Chicken Tenders(3 tenders),175,0,175,163,159,0,159,$149.46,0,0.00%,$0.00,$149.46,4,2.45%,$3.76,$153.22
