school,meal_type,food_item,recommended_quantity
fairfax high,Breakfast,Natural Grape Jam (Packet),6
fairfax high,Breakfast,"Batter, Pumpkin Bread (1oz Grain (1/64 Baked Pan))",5
fairfax high,Breakfast,Mandarin Orange Parfait (Parfait),5
fairfax high,Breakfast,Orange (6 Slices per 1/2 cup),5
fairfax high,Breakfast,Apple Cinnamon Bread (1oz Grain (1/64 Baked Pan)),4
fairfax high,Breakfast,Chicken & Biscuit Sandwich (Sandwich),4
fairfax high,Breakfast,Egg and American Cheese on Bagel (Sandwich),4
fairfax high,Breakfast,Turkey Sausage Breakfast Biscuit (Sandwich),4
fairfax high,Breakfast,Blueberry Bread (1 square),3
fairfax high,Breakfast,Chilled Peaches (1/2 cup (drained)),3
fairfax high,Breakfast,Egg and American Cheese on Biscuit (Sandwich),3
fairfax high,Breakfast,Orange Slices (3 slices per 1/4 cup),3
fairfax high,Breakfast,Strawberry Parfait (Parfait),3
fairfax high,Breakfast,Applesauce (1/2 Cup),2
fairfax high,Breakfast,Blueberry Bread (1oz Grain (1/64 Baked Pan)),2
fairfax high,Breakfast,Blueberry Muffin Top (Muffin Top),2
fairfax high,Breakfast,"Parfait, Triple Berry (Parfait)",2
fairfax high,Breakfast,"Sandwich, Breakfast. Bagel, Turkey Sausage (Sandwich)",2
fairfax high,Breakfast,1% Unflavored Shelf-Stable Milk (Each),1
fairfax high,Breakfast,Apple Cinnamon Bread (2oz Grain (1/32 Baked Pan)),1
fairfax high,Breakfast,Apple Cinnamon Bread (Grain for entree) (1 square),1
fairfax high,Breakfast,Apple Slices (3 slices per 1/4 cup),1
fairfax high,Breakfast,Biscuit (Biscuit),1
fairfax high,Breakfast,Bottled Water (Bottle),1
fairfax high,Breakfast,Chilled Mandarin Oranges (1/2 cup (drained)),1
fairfax high,Breakfast,Chilled Pineapple (1/2 cup),1
fairfax high,Breakfast,Egg and American Cheese on English Muffin (Sandwich),1
fairfax high,Breakfast,"Frozen Berry, Triple Berry Blend (1/2 cup (thawed))",1
fairfax high,Breakfast,Golden Delicious Apple (Each),1
fairfax high,Breakfast,IW Applesauce Cup (Each),1
fairfax high,Breakfast,Mini Maple Waffles (Package),1
fairfax villa elementary,Breakfast,Apple Juice (Each),52
fairfax villa elementary,Breakfast,Orange Tangerine Juice (Each),28
fairfax villa elementary,Breakfast,Mini Maple Pancakes (Package),24
fairfax villa elementary,Breakfast,1% White Milk (Each),23
fairfax villa elementary,Breakfast,Bagel (Bagel),11
fairfax villa elementary,Breakfast,Cream Cheese (Each),9
fairfax villa elementary,Breakfast,Honey Cheerios Cereal (Each),9
fairfax villa elementary,Breakfast,Red Delicious Apple (Each - serving),9
fairfax villa elementary,Breakfast,"Cinnamon Toast Crunch Cereal, 25% Less Sugar (Each)",8
fairfax villa elementary,Breakfast,Cinnamon Chex Cereal (Each),7
fairfax villa elementary,Breakfast,Banana (Each),6
fairfax villa elementary,Breakfast,Blueberry Chex Cereal (Each),6
fairfax villa elementary,Breakfast,Fat Free White Milk (Each),6
fairfax villa elementary,Breakfast,String Cheese (1 Stick),6
fairfax villa elementary,Breakfast,Natural Breakfast Syrup (Each),4
fairfax villa elementary,Breakfast,Natural Grape Jam (Packet),3
fairfax villa elementary,Breakfast,Apple Cinnamon Bread (1oz Grain (1/64 Baked Pan)),2
fairfax villa elementary,Breakfast,"Batter, Pumpkin Bread (1oz Grain (1/64 Baked Pan))",2
fairfax villa elementary,Breakfast,Chicken & Biscuit Sandwich (Sandwich),2
fairfax villa elementary,Breakfast,Egg and American Cheese on Bagel (Sandwich),2
fairfax villa elementary,Breakfast,Egg and American Cheese on Biscuit (Sandwich),2
fairfax villa elementary,Breakfast,Mandarin Orange Parfait (Parfait),2
fairfax villa elementary,Breakfast,Orange (6 Slices per 1/2 cup),2
fairfax villa elementary,Breakfast,Strawberry Parfait (Parfait),2
fairfax villa elementary,Breakfast,Turkey Sausage Breakfast Biscuit (Sandwich),2
fairfax villa elementary,Breakfast,Applesauce (1/2 Cup),1
fairfax villa elementary,Breakfast,Blueberry Bread (1 square),1
fairfax villa elementary,Breakfast,Blueberry Bread (1oz Grain (1/64 Baked Pan)),1
fairfax villa elementary,Breakfast,Blueberry Muffin Top (Muffin Top),1
fairfax villa elementary,Breakfast,Chilled Mandarin Oranges (1/2 cup (drained)),1
fairfax villa elementary,Breakfast,Chilled Peaches (1/2 cup (drained)),1
fairfax villa elementary,Breakfast,Golden Delicious Apple (Each),1
fairfax villa elementary,Breakfast,Orange Slices (3 slices per 1/4 cup),1
fairfax villa elementary,Breakfast,"Parfait, Triple Berry (Parfait)",1
fairfax villa elementary,Breakfast,"Sandwich, Breakfast. Bagel, Turkey Sausage (Sandwich)",1
fairhill elementary,Breakfast,Apple Juice (Each),49
fairhill elementary,Breakfast,Orange Tangerine Juice (Each),27
fairhill elementary,Breakfast,Mini Maple Pancakes (Package),23
fairhill elementary,Breakfast,1% White Milk (Each),22
fairhill elementary,Breakfast,Bagel (Bagel),11
fairhill elementary,Breakfast,Cream Cheese (Each),8
fairhill elementary,Breakfast,Honey Cheerios Cereal (Each),8
fairhill elementary,Breakfast,Red Delicious Apple (Each - serving),8
fairhill elementary,Breakfast,Cinnamon Chex Cereal (Each),7
fairhill elementary,Breakfast,"Cinnamon Toast Crunch Cereal, 25% Less Sugar (Each)",7
fairhill elementary,Breakfast,Blueberry Chex Cereal (Each),6
fairhill elementary,Breakfast,Fat Free White Milk (Each),6
fairhill elementary,Breakfast,Banana (Each),5
fairhill elementary,Breakfast,String Cheese (1 Stick),5
fairhill elementary,Breakfast,Natural Breakfast Syrup (Each),4
fairhill elementary,Breakfast,Natural Grape Jam (Packet),3
fairhill elementary,Breakfast,Apple Cinnamon Bread (1oz Grain (1/64 Baked Pan)),2
fairhill elementary,Breakfast,"Batter, Pumpkin Bread (1oz Grain (1/64 Baked Pan))",2
fairhill elementary,Breakfast,Chicken & Biscuit Sandwich (Sandwich),2
fairhill elementary,Breakfast,Egg and American Cheese on Bagel (Sandwich),2
fairhill elementary,Breakfast,Mandarin Orange Parfait (Parfait),2
fairhill elementary,Breakfast,Orange (6 Slices per 1/2 cup),2
fairhill elementary,Breakfast,Strawberry Parfait (Parfait),2
fairhill elementary,Breakfast,Turkey Sausage Breakfast Biscuit (Sandwich),2
fairhill elementary,Breakfast,Applesauce (1/2 Cup),1
fairhill elementary,Breakfast,Blueberry Bread (1 square),1
fairhill elementary,Breakfast,Blueberry Bread (1oz Grain (1/64 Baked Pan)),1
fairhill elementary,Breakfast,Blueberry Muffin Top (Muffin Top),1
fairhill elementary,Breakfast,Chilled Peaches (1/2 cup (drained)),1
fairhill elementary,Breakfast,Egg and American Cheese on Biscuit (Sandwich),1
fairhill elementary,Breakfast,Golden Delicious Apple (Each),1
fairhill elementary,Breakfast,Orange Slices (3 slices per 1/4 cup),1
fairhill elementary,Breakfast,"Parfait, Triple Berry (Parfait)",1
fairhill elementary,Breakfast,"Sandwich, Breakfast. Bagel, Turkey Sausage (Sandwich)",1
fairview elementary,Breakfast,Apple Juice (Each),61
fairview elementary,Breakfast,Orange Tangerine Juice (Each),33
fairview elementary,Breakfast,Mini Maple Pancakes (Package),28
fairview elementary,Breakfast,1% White Milk (Each),27
fairview elementary,Breakfast,Bagel (Bagel),13
fairview elementary,Breakfast,Cream Cheese (Each),10
fairview elementary,Breakfast,Honey Cheerios Cereal (Each),10
fairview elementary,Breakfast,Red Delicious Apple (Each - serving),10
fairview elementary,Breakfast,Cinnamon Chex Cereal (Each),9
fairview elementary,Breakfast,"Cinnamon Toast Crunch Cereal, 25% Less Sugar (Each)",9
fairview elementary,Breakfast,Banana (Each),7
fairview elementary,Breakfast,Blueberry Chex Cereal (Each),7
fairview elementary,Breakfast,Fat Free White Milk (Each),7
fairview elementary,Breakfast,String Cheese (1 Stick),7
fairview elementary,Breakfast,Natural Breakfast Syrup (Each),5
fairview elementary,Breakfast,Natural Grape Jam (Packet),4
fairview elementary,Breakfast,"Batter, Pumpkin Bread (1oz Grain (1/64 Baked Pan))",3
fairview elementary,Breakfast,Mandarin Orange Parfait (Parfait),3
fairview elementary,Breakfast,Orange (6 Slices per 1/2 cup),3
fairview elementary,Breakfast,Apple Cinnamon Bread (1oz Grain (1/64 Baked Pan)),2
fairview elementary,Breakfast,Blueberry Bread (1 square),2
fairview elementary,Breakfast,Chicken & Biscuit Sandwich (Sandwich),2
fairview elementary,Breakfast,Chilled Peaches (1/2 cup (drained)),2
fairview elementary,Breakfast,Egg and American Cheese on Bagel (Sandwich),2
fairview elementary,Breakfast,Egg and American Cheese on Biscuit (Sandwich),2
fairview elementary,Breakfast,Strawberry Parfait (Parfait),2
fairview elementary,Breakfast,Turkey Sausage Breakfast Biscuit (Sandwich),2
fairview elementary,Breakfast,1% Unflavored Shelf-Stable Milk (Each),1
fairview elementary,Breakfast,Applesauce (1/2 Cup),1
fairview elementary,Breakfast,Biscuit (Biscuit),1
fairview elementary,Breakfast,Blueberry Bread (1oz Grain (1/64 Baked Pan)),1
fairview elementary,Breakfast,Blueberry Muffin Top (Muffin Top),1
fairview elementary,Breakfast,Chilled Mandarin Oranges (1/2 cup (drained)),1
fairview elementary,Breakfast,Chilled Pineapple (1/2 cup),1
fairview elementary,Breakfast,Golden Delicious Apple (Each),1
fairview elementary,Breakfast,Orange Slices (3 slices per 1/4 cup),1
fairview elementary,Breakfast,"Parfait, Triple Berry (Parfait)",1
fairview elementary,Breakfast,"Sandwich, Breakfast. Bagel, Turkey Sausage (Sandwich)",1
falls church hs,Breakfast,Apple Juice (Each),498
falls church hs,Breakfast,Orange Tangerine Juice (Each),268
falls church hs,Breakfast,Mini Maple Pancakes (Package),231
falls church hs,Breakfast,1% White Milk (Each),223
falls church hs,Breakfast,Bagel (Bagel),109
falls church hs,Breakfast,Cream Cheese (Each),84
falls church hs,Breakfast,Honey Cheerios Cereal (Each),84
falls church hs,Breakfast,Red Delicious Apple (Each - serving),82
falls church hs,Breakfast,"Cinnamon Toast Crunch Cereal, 25% Less Sugar (Each)",75
falls church hs,Breakfast,Cinnamon Chex Cereal (Each),70
falls church hs,Breakfast,Blueberry Chex Cereal (Each),60
falls church hs,Breakfast,Fat Free White Milk (Each),59
falls church hs,Breakfast,Banana (Each),55
falls church hs,Breakfast,String Cheese (1 Stick),53
falls church hs,Breakfast,Natural Breakfast Syrup (Each),39
falls church hs,Breakfast,Natural Grape Jam (Packet),29
falls church hs,Breakfast,"Batter, Pumpkin Bread (1oz Grain (1/64 Baked Pan))",22
falls church hs,Breakfast,Orange (6 Slices per 1/2 cup),22
falls church hs,Breakfast,Mandarin Orange Parfait (Parfait),21
falls church hs,Breakfast,Apple Cinnamon Bread (1oz Grain (1/64 Baked Pan)),19
falls church hs,Breakfast,Chicken & Biscuit Sandwich (Sandwich),19
falls church hs,Breakfast,Egg and American Cheese on Bagel (Sandwich),17
falls church hs,Breakfast,Strawberry Parfait (Parfait),16
falls church hs,Breakfast,Turkey Sausage Breakfast Biscuit (Sandwich),16
falls church hs,Breakfast,Chilled Peaches (1/2 cup (drained)),14
falls church hs,Breakfast,Egg and American Cheese on Biscuit (Sandwich),14
falls church hs,Breakfast,Blueberry Bread (1 square),13
falls church hs,Breakfast,Orange Slices (3 slices per 1/4 cup),11
falls church hs,Breakfast,Blueberry Muffin Top (Muffin Top),10
falls church hs,Breakfast,"Sandwich, Breakfast. Bagel, Turkey Sausage (Sandwich)",10
falls church hs,Breakfast,Applesauce (1/2 Cup),8
falls church hs,Breakfast,Blueberry Bread (1oz Grain (1/64 Baked Pan)),8
falls church hs,Breakfast,"Parfait, Triple Berry (Parfait)",8
falls church hs,Breakfast,Biscuit (Biscuit),5
falls church hs,Breakfast,Chilled Mandarin Oranges (1/2 cup (drained)),5
falls church hs,Breakfast,Golden Delicious Apple (Each),5
falls church hs,Breakfast,1% Unflavored Shelf-Stable Milk (Each),4
falls church hs,Breakfast,Apple Cinnamon Bread (2oz Grain (1/32 Baked Pan)),4
falls church hs,Breakfast,Chilled Pineapple (1/2 cup),4
falls church hs,Breakfast,Egg and American Cheese on English Muffin (Sandwich),4
falls church hs,Breakfast,Apple Cinnamon Bread (Grain for entree) (1 square),3
falls church hs,Breakfast,Apple Slices (3 slices per 1/4 cup),3
falls church hs,Breakfast,Bottled Water (Bottle),3
falls church hs,Breakfast,"Frozen Berry, Triple Berry Blend (1/2 cup (thawed))",3
falls church hs,Breakfast,IW Applesauce Cup (Each),3
falls church hs,Breakfast,Mini Maple Waffles (Package),3
falls church hs,Breakfast,"Apple, Slices, IW - ER Supper Only (Each)",2
falls church hs,Breakfast,Assorted Craisins (Packet),2
falls church hs,Breakfast,Fat Free Unflavored Shelf-Stable Milk (Each),2
falls church hs,Breakfast,"Lactose Free, White Milk (Each)",2
falls church hs,Breakfast,"Milk, Lactose Free,  Fat Free, Shelf-Stable (Each)",2
falls church hs,Breakfast,Strawberry Flavored Dried Cranberries (2 Eaches),2
falls church hs,Breakfast,Whole Strawberries (1/2 cup thawed),2
falls church hs,Breakfast,"Apple Slices (3 slices, 1/4 cup)",1
falls church hs,Breakfast,"Batter, Pumpkin Bread (2oz Grain (1/32Baked Pan))",1
falls church hs,Breakfast,"Cereal, Cinnamon Toast Crunch 1 oz (Sub) (Each)",1
falls church hs,Breakfast,Cherry Flavored Dried Cranberries (2 Eaches),1
falls church hs,Breakfast,Chicken Tenders (3 tenders),1
falls church hs,Breakfast,Gala Apple (Each),1
falls church hs,Breakfast,Graham Crackers (Package),1
falls church hs,Breakfast,Granola (1/4 cup),1
falls church hs,Breakfast,Maple Belgian Waffle (Waffle),1
falls church hs,Breakfast,Natural Blackberry Jam (Packet),1
falls church hs,Breakfast,Orange (1/4 cup),1
falls church hs,Breakfast,Orange (Each - serving),1
falls church hs,Breakfast,Orange Slices (6 Slices per 1/2 cup),1
falls church hs,Breakfast,Peach Parfait (Parfait),1
falls church hs,Breakfast,Pumpkin Bread (1 square),1
falls church hs,Breakfast,Raspberry Lemonade Flavored Dried Cranberries (2 Eaches),1
falls church hs,Breakfast,Strawberry Flavored Dried Cranberries (Each),1
flint hill elementary,Breakfast,Apple Juice (Each),23
flint hill elementary,Breakfast,Orange Tangerine Juice (Each),12
flint hill elementary,Breakfast,Mini Maple Pancakes (Package),11
flint hill elementary,Breakfast,1% White Milk (Each),10
flint hill elementary,Breakfast,Bagel (Bagel),5
flint hill elementary,Breakfast,Cream Cheese (Each),4
flint hill elementary,Breakfast,Honey Cheerios Cereal (Each),4
flint hill elementary,Breakfast,Red Delicious Apple (Each - serving),4
flint hill elementary,Breakfast,Banana (Each),3
flint hill elementary,Breakfast,Blueberry Chex Cereal (Each),3
flint hill elementary,Breakfast,Cinnamon Chex Cereal (Each),3
flint hill elementary,Breakfast,"Cinnamon Toast Crunch Cereal, 25% Less Sugar (Each)",3
flint hill elementary,Breakfast,Fat Free White Milk (Each),3
flint hill elementary,Breakfast,Natural Breakfast Syrup (Each),2
flint hill elementary,Breakfast,String Cheese (1 Stick),2
flint hill elementary,Breakfast,Apple Cinnamon Bread (1oz Grain (1/64 Baked Pan)),1
flint hill elementary,Breakfast,"Batter, Pumpkin Bread (1oz Grain (1/64 Baked Pan))",1
flint hill elementary,Breakfast,Blueberry Bread (1 square),1
flint hill elementary,Breakfast,Chicken & Biscuit Sandwich (Sandwich),1
flint hill elementary,Breakfast,Chilled Peaches (1/2 cup (drained)),1
flint hill elementary,Breakfast,Egg and American Cheese on Bagel (Sandwich),1
flint hill elementary,Breakfast,Egg and American Cheese on Biscuit (Sandwich),1
flint hill elementary,Breakfast,Mandarin Orange Parfait (Parfait),1
flint hill elementary,Breakfast,Natural Grape Jam (Packet),1
flint hill elementary,Breakfast,Orange (6 Slices per 1/2 cup),1
flint hill elementary,Breakfast,Orange Slices (3 slices per 1/4 cup),1
flint hill elementary,Breakfast,Strawberry Parfait (Parfait),1
flint hill elementary,Breakfast,Turkey Sausage Breakfast Biscuit (Sandwich),1
floris elementary,Breakfast,Apple Juice (Each),48
floris elementary,Breakfast,Orange Tangerine Juice (Each),26
floris elementary,Breakfast,1% White Milk (Each),22
floris elementary,Breakfast,Mini Maple Pancakes (Package),22
floris elementary,Breakfast,Bagel (Bagel),11
floris elementary,Breakfast,Cream Cheese (Each),8
floris elementary,Breakfast,Honey Cheerios Cereal (Each),8
floris elementary,Breakfast,Red Delicious Apple (Each - serving),8
floris elementary,Breakfast,Cinnamon Chex Cereal (Each),7
floris elementary,Breakfast,"Cinnamon Toast Crunch Cereal, 25% Less Sugar (Each)",7
floris elementary,Breakfast,Blueberry Chex Cereal (Each),6
floris elementary,Breakfast,Fat Free White Milk (Each),6
floris elementary,Breakfast,Banana (Each),5
floris elementary,Breakfast,String Cheese (1 Stick),5
floris elementary,Breakfast,Natural Breakfast Syrup (Each),4
floris elementary,Breakfast,Natural Grape Jam (Packet),3
floris elementary,Breakfast,Apple Cinnamon Bread (1oz Grain (1/64 Baked Pan)),2
floris elementary,Breakfast,"Batter, Pumpkin Bread (1oz Grain (1/64 Baked Pan))",2
floris elementary,Breakfast,Chicken & Biscuit Sandwich (Sandwich),2
floris elementary,Breakfast,Egg and American Cheese on Bagel (Sandwich),2
floris elementary,Breakfast,Mandarin Orange Parfait (Parfait),2
floris elementary,Breakfast,Orange (6 Slices per 1/2 cup),2
floris elementary,Breakfast,Strawberry Parfait (Parfait),2
floris elementary,Breakfast,Turkey Sausage Breakfast Biscuit (Sandwich),2
floris elementary,Breakfast,Applesauce (1/2 Cup),1
floris elementary,Breakfast,Blueberry Bread (1 square),1
floris elementary,Breakfast,Blueberry Bread (1oz Grain (1/64 Baked Pan)),1
floris elementary,Breakfast,Blueberry Muffin Top (Muffin Top),1
floris elementary,Breakfast,Chilled Peaches (1/2 cup (drained)),1
floris elementary,Breakfast,Egg and American Cheese on Biscuit (Sandwich),1
floris elementary,Breakfast,Golden Delicious Apple (Each),1
floris elementary,Breakfast,Orange Slices (3 slices per 1/4 cup),1
floris elementary,Breakfast,"Parfait, Triple Berry (Parfait)",1
floris elementary,Breakfast,"Sandwich, Breakfast. Bagel, Turkey Sausage (Sandwich)",1
forest edge elementary,Breakfast,Apple Juice (Each),148
forest edge elementary,Breakfast,Orange Tangerine Juice (Each),80
forest edge elementary,Breakfast,Mini Maple Pancakes (Package),69
forest edge elementary,Breakfast,1% White Milk (Each),67
forest edge elementary,Breakfast,Bagel (Bagel),33
forest edge elementary,Breakfast,Cream Cheese (Each),25
forest edge elementary,Breakfast,Honey Cheerios Cereal (Each),25
forest edge elementary,Breakfast,Red Delicious Apple (Each - serving),24
forest edge elementary,Breakfast,"Cinnamon Toast Crunch Cereal, 25% Less Sugar (Each)",22
forest edge elementary,Breakfast,Cinnamon Chex Cereal (Each),21
forest edge elementary,Breakfast,Blueberry Chex Cereal (Each),18
forest edge elementary,Breakfast,Fat Free White Milk (Each),18
forest edge elementary,Breakfast,Banana (Each),16
forest edge elementary,Breakfast,String Cheese (1 Stick),16
forest edge elementary,Breakfast,Natural Breakfast Syrup (Each),12
forest edge elementary,Breakfast,Natural Grape Jam (Packet),9
forest edge elementary,Breakfast,"Batter, Pumpkin Bread (1oz Grain (1/64 Baked Pan))",7
forest edge elementary,Breakfast,Orange (6 Slices per 1/2 cup),7
forest edge elementary,Breakfast,Apple Cinnamon Bread (1oz Grain (1/64 Baked Pan)),6
forest edge elementary,Breakfast,Chicken & Biscuit Sandwich (Sandwich),6
forest edge elementary,Breakfast,Mandarin Orange Parfait (Parfait),6
forest edge elementary,Breakfast,Egg and American Cheese on Bagel (Sandwich),5
forest edge elementary,Breakfast,Strawberry Parfait (Parfait),5
forest edge elementary,Breakfast,Turkey Sausage Breakfast Biscuit (Sandwich),5
forest edge elementary,Breakfast,Blueberry Bread (1 square),4
forest edge elementary,Breakfast,Chilled Peaches (1/2 cup (drained)),4
forest edge elementary,Breakfast,Egg and American Cheese on Biscuit (Sandwich),4
forest edge elementary,Breakfast,Blueberry Muffin Top (Muffin Top),3
forest edge elementary,Breakfast,Orange Slices (3 slices per 1/4 cup),3
forest edge elementary,Breakfast,"Sandwich, Breakfast. Bagel, Turkey Sausage (Sandwich)",3
forest edge elementary,Breakfast,Applesauce (1/2 Cup),2
forest edge elementary,Breakfast,Blueberry Bread (1oz Grain (1/64 Baked Pan)),2
forest edge elementary,Breakfast,Golden Delicious Apple (Each),2
forest edge elementary,Breakfast,"Parfait, Triple Berry (Parfait)",2
forest edge elementary,Breakfast,1% Unflavored Shelf-Stable Milk (Each),1
forest edge elementary,Breakfast,Apple Cinnamon Bread (2oz Grain (1/32 Baked Pan)),1
forest edge elementary,Breakfast,Apple Cinnamon Bread (Grain for entree) (1 square),1
forest edge elementary,Breakfast,Apple Slices (3 slices per 1/4 cup),1
forest edge elementary,Breakfast,"Apple, Slices, IW - ER Supper Only (Each)",1
forest edge elementary,Breakfast,Assorted Craisins (Packet),1
forest edge elementary,Breakfast,Biscuit (Biscuit),1
forest edge elementary,Breakfast,Bottled Water (Bottle),1
forest edge elementary,Breakfast,Chilled Mandarin Oranges (1/2 cup (drained)),1
forest edge elementary,Breakfast,Chilled Pineapple (1/2 cup),1
forest edge elementary,Breakfast,Egg and American Cheese on English Muffin (Sandwich),1
forest edge elementary,Breakfast,"Frozen Berry, Triple Berry Blend (1/2 cup (thawed))",1
forest edge elementary,Breakfast,IW Applesauce Cup (Each),1
forest edge elementary,Breakfast,"Lactose Free, White Milk (Each)",1
forest edge elementary,Breakfast,"Milk, Lactose Free,  Fat Free, Shelf-Stable (Each)",1
forest edge elementary,Breakfast,Mini Maple Waffles (Package),1
forest edge elementary,Breakfast,Strawberry Flavored Dried Cranberries (2 Eaches),1
forest edge elementary,Breakfast,Whole Strawberries (1/2 cup thawed),1
forestdale elementary,Breakfast,Apple Juice (Each),148
forestdale elementary,Breakfast,Orange Tangerine Juice (Each),80
forestdale elementary,Breakfast,Mini Maple Pancakes (Package),69
forestdale elementary,Breakfast,1% White Milk (Each),66
forestdale elementary,Breakfast,Bagel (Bagel),32
forestdale elementary,Breakfast,Cream Cheese (Each),25
forestdale elementary,Breakfast,Honey Cheerios Cereal (Each),25
forestdale elementary,Breakfast,Red Delicious Apple (Each - serving),24
forestdale elementary,Breakfast,"Cinnamon Toast Crunch Cereal, 25% Less Sugar (Each)",22
forestdale elementary,Breakfast,Cinnamon Chex Cereal (Each),21
forestdale elementary,Breakfast,Blueberry Chex Cereal (Each),18
forestdale elementary,Breakfast,Fat Free White Milk (Each),18
forestdale elementary,Breakfast,Banana (Each),16
forestdale elementary,Breakfast,String Cheese (1 Stick),16
forestdale elementary,Breakfast,Natural Breakfast Syrup (Each),11
forestdale elementary,Breakfast,Natural Grape Jam (Packet),9
forestdale elementary,Breakfast,"Batter, Pumpkin Bread (1oz Grain (1/64 Baked Pan))",7
forestdale elementary,Breakfast,Orange (6 Slices per 1/2 cup),7
forestdale elementary,Breakfast,Apple Cinnamon Bread (1oz Grain (1/64 Baked Pan)),6
forestdale elementary,Breakfast,Chicken & Biscuit Sandwich (Sandwich),6
forestdale elementary,Breakfast,Mandarin Orange Parfait (Parfait),6
forestdale elementary,Breakfast,Egg and American Cheese on Bagel (Sandwich),5
forestdale elementary,Breakfast,Strawberry Parfait (Parfait),5
forestdale elementary,Breakfast,Turkey Sausage Breakfast Biscuit (Sandwich),5
forestdale elementary,Breakfast,Blueberry Bread (1 square),4
forestdale elementary,Breakfast,Chilled Peaches (1/2 cup (drained)),4
forestdale elementary,Breakfast,Egg and American Cheese on Biscuit (Sandwich),4
forestdale elementary,Breakfast,Blueberry Muffin Top (Muffin Top),3
forestdale elementary,Breakfast,Orange Slices (3 slices per 1/4 cup),3
forestdale elementary,Breakfast,"Sandwich, Breakfast. Bagel, Turkey Sausage (Sandwich)",3
forestdale elementary,Breakfast,Applesauce (1/2 Cup),2
forestdale elementary,Breakfast,Blueberry Bread (1oz Grain (1/64 Baked Pan)),2
forestdale elementary,Breakfast,Golden Delicious Apple (Each),2
forestdale elementary,Breakfast,"Parfait, Triple Berry (Parfait)",2
forestdale elementary,Breakfast,1% Unflavored Shelf-Stable Milk (Each),1
forestdale elementary,Breakfast,Apple Cinnamon Bread (2oz Grain (1/32 Baked Pan)),1
forestdale elementary,Breakfast,Apple Cinnamon Bread (Grain for entree) (1 square),1
forestdale elementary,Breakfast,Apple Slices (3 slices per 1/4 cup),1
forestdale elementary,Breakfast,"Apple, Slices, IW - ER Supper Only (Each)",1
forestdale elementary,Breakfast,Assorted Craisins (Packet),1
forestdale elementary,Breakfast,Biscuit (Biscuit),1
forestdale elementary,Breakfast,Bottled Water (Bottle),1
forestdale elementary,Breakfast,Chilled Mandarin Oranges (1/2 cup (drained)),1
forestdale elementary,Breakfast,Chilled Pineapple (1/2 cup),1
forestdale elementary,Breakfast,Egg and American Cheese on English Muffin (Sandwich),1
forestdale elementary,Breakfast,"Frozen Berry, Triple Berry Blend (1/2 cup (thawed))",1
forestdale elementary,Breakfast,IW Applesauce Cup (Each),1
forestdale elementary,Breakfast,"Lactose Free, White Milk (Each)",1
forestdale elementary,Breakfast,"Milk, Lactose Free,  Fat Free, Shelf-Stable (Each)",1
forestdale elementary,Breakfast,Mini Maple Waffles (Package),1
forestdale elementary,Breakfast,Strawberry Flavored Dried Cranberries (2 Eaches),1
forestdale elementary,Breakfast,Whole Strawberries (1/2 cup thawed),1
forestville elementary,Breakfast,Apple Juice (Each),23
forestville elementary,Breakfast,Orange Tangerine Juice (Each),13
forestville elementary,Breakfast,Mini Maple Pancakes (Package),11
forestville elementary,Breakfast,1% White Milk (Each),10
forestville elementary,Breakfast,Bagel (Bagel),5
forestville elementary,Breakfast,"Cinnamon Toast Crunch Cereal, 25% Less Sugar (Each)",4
forestville elementary,Breakfast,Cream Cheese (Each),4
forestville elementary,Breakfast,Honey Cheerios Cereal (Each),4
forestville elementary,Breakfast,Red Delicious Apple (Each - serving),4
forestville elementary,Breakfast,Banana (Each),3
forestville elementary,Breakfast,Blueberry Chex Cereal (Each),3
forestville elementary,Breakfast,Cinnamon Chex Cereal (Each),3
forestville elementary,Breakfast,Fat Free White Milk (Each),3
forestville elementary,Breakfast,Natural Breakfast Syrup (Each),2
forestville elementary,Breakfast,String Cheese (1 Stick),2
forestville elementary,Breakfast,Apple Cinnamon Bread (1oz Grain (1/64 Baked Pan)),1
forestville elementary,Breakfast,"Batter, Pumpkin Bread (1oz Grain (1/64 Baked Pan))",1
forestville elementary,Breakfast,Blueberry Bread (1 square),1
forestville elementary,Breakfast,Chicken & Biscuit Sandwich (Sandwich),1
forestville elementary,Breakfast,Chilled Peaches (1/2 cup (drained)),1
forestville elementary,Breakfast,Egg and American Cheese on Bagel (Sandwich),1
forestville elementary,Breakfast,Egg and American Cheese on Biscuit (Sandwich),1
forestville elementary,Breakfast,Mandarin Orange Parfait (Parfait),1
forestville elementary,Breakfast,Natural Grape Jam (Packet),1
forestville elementary,Breakfast,Orange (6 Slices per 1/2 cup),1
forestville elementary,Breakfast,Orange Slices (3 slices per 1/4 cup),1
forestville elementary,Breakfast,Strawberry Parfait (Parfait),1
forestville elementary,Breakfast,Turkey Sausage Breakfast Biscuit (Sandwich),1
fort belvoir primary elementary,Breakfast,Apple Juice (Each),157
fort belvoir primary elementary,Breakfast,Orange Tangerine Juice (Each),84
fort belvoir primary elementary,Breakfast,Mini Maple Pancakes (Package),73
fort belvoir primary elementary,Breakfast,1% White Milk (Each),70
fort belvoir primary elementary,Breakfast,Bagel (Bagel),34
fort belvoir primary elementary,Breakfast,Cream Cheese (Each),26
fort belvoir primary elementary,Breakfast,Honey Cheerios Cereal (Each),26
fort belvoir primary elementary,Breakfast,Red Delicious Apple (Each - serving),26
