school,meal_type,food_item,recommended_quantity
graham road elementary,Breakfast,"Lactose Free, White Milk (Each)",1
graham road elementary,Breakfast,"Milk, Lactose Free,  Fat Free, Shelf-Stable (Each)",1
graham road elementary,Lunch,Fat Free Chocolate Milk (Each),68
graham road elementary,Lunch,1% White Milk (Each),16
graham road elementary,Lunch,Fat Free White Milk (Each),6
great falls elementary,Breakfast,1% White Milk (Each),5
great falls elementary,Breakfast,Fat Free White Milk (Each),1
great falls elementary,Lunch,Fat Free Chocolate Milk (Each),5
great falls elementary,Lunch,1% White Milk (Each),1
greenbriar east elementary,Breakfast,1% White Milk (Each),57
greenbriar east elementary,Breakfast,Fat Free White Milk (Each),15
greenbriar east elementary,Breakfast,1% Unflavored Shelf-Stable Milk (Each),1
greenbriar east elementary,Lunch,Fat Free Chocolate Milk (Each),56
greenbriar east elementary,Lunch,1% White Milk (Each),13
greenbriar east elementary,Lunch,Fat Free White Milk (Each),5
greenbriar west elementary,Breakfast,1% White Milk (Each),20
greenbriar west elementary,Breakfast,Fat Free White Milk (Each),5
greenbriar west elementary,Lunch,Fat Free Chocolate Milk (Each),19
greenbriar west elementary,Lunch,1% White Milk (Each),5
greenbriar west elementary,Lunch,Fat Free White Milk (Each),2
groveton elementary,Breakfast,1% White Milk (Each),139
groveton elementary,Breakfast,Fat Free White Milk (Each),37
groveton elementary,Breakfast,1% Unflavored Shelf-Stable Milk (Each),3
groveton elementary,Breakfast,Fat Free Unflavored Shelf-Stable Milk (Each),1
groveton elementary,Breakfast,"Lactose Free, White Milk (Each)",1
groveton elementary,Breakfast,"Milk, Lactose Free,  Fat Free, Shelf-Stable (Each)",1
groveton elementary,Lunch,Fat Free Chocolate Milk (Each),136
groveton elementary,Lunch,1% White Milk (Each),32
groveton elementary,Lunch,Fat Free White Milk (Each),12
groveton elementary,Lunch,1% Unflavored Shelf-Stable Milk (Each),1
gunston elementary,Breakfast,1% White Milk (Each),44
gunston elementary,Breakfast,Fat Free White Milk (Each),12
gunston elementary,Breakfast,1% Unflavored Shelf-Stable Milk (Each),1
gunston elementary,Lunch,Fat Free Chocolate Milk (Each),43
gunston elementary,Lunch,1% White Milk (Each),10
gunston elementary,Lunch,Fat Free White Milk (Each),4
halley elementary,Breakfast,1% White Milk (Each),89
halley elementary,Breakfast,Fat Free White Milk (Each),24
halley elementary,Breakfast,1% Unflavored Shelf-Stable Milk (Each),2
halley elementary,Breakfast,Fat Free Unflavored Shelf-Stable Milk (Each),1
halley elementary,Breakfast,"Lactose Free, White Milk (Each)",1
halley elementary,Breakfast,"Milk, Lactose Free,  Fat Free, Shelf-Stable (Each)",1
halley elementary,Lunch,Fat Free Chocolate Milk (Each),87
halley elementary,Lunch,1% White Milk (Each),21
halley elementary,Lunch,Fat Free White Milk (Each),8
halley elementary,Lunch,1% Unflavored Shelf-Stable Milk (Each),1
haycock elementary,Breakfast,1% White Milk (Each),5
haycock elementary,Breakfast,Fat Free White Milk (Each),1
haycock elementary,Lunch,Fat Free Chocolate Milk (Each),4
haycock elementary,Lunch,1% White Milk (Each),1
hayfield elementary,Breakfast,1% White Milk (Each),13
hayfield elementary,Breakfast,Fat Free White Milk (Each),3
hayfield elementary,Lunch,Fat Free Chocolate Milk (Each),13
hayfield elementary,Lunch,1% White Milk (Each),3
hayfield elementary,Lunch,Fat Free White Milk (Each),1
hayfield ss,Breakfast,1% White Milk (Each),28
hayfield ss,Breakfast,Fat Free White Milk (Each),7
hayfield ss,Breakfast,1% Unflavored Shelf-Stable Milk (Each),1
hayfield ss,Lunch,Fat Free Chocolate Milk (Each),28
hayfield ss,Lunch,1% White Milk (Each),7
hayfield ss,Lunch,Fat Free White Milk (Each),2
herndon elementary,Breakfast,1% White Milk (Each),155
herndon elementary,Breakfast,Fat Free White Milk (Each),41
herndon elementary,Breakfast,1% Unflavored Shelf-Stable Milk (Each),3
herndon elementary,Breakfast,Fat Free Unflavored Shelf-Stable Milk (Each),1
herndon elementary,Breakfast,"Lactose Free, White Milk (Each)",1
herndon elementary,Breakfast,"Milk, Lactose Free,  Fat Free, Shelf-Stable (Each)",1
herndon elementary,Lunch,Fat Free Chocolate Milk (Each),151
herndon elementary,Lunch,1% White Milk (Each),36
herndon elementary,Lunch,Fat Free White Milk (Each),13
herndon elementary,Lunch,1% Unflavored Shelf-Stable Milk (Each),1
herndon hs,Breakfast,1% White Milk (Each),29
herndon hs,Breakfast,Fat Free White Milk (Each),8
herndon hs,Breakfast,1% Unflavored Shelf-Stable Milk (Each),1
herndon hs,Lunch,Fat Free Chocolate Milk (Each),28
herndon hs,Lunch,1% White Milk (Each),7
herndon hs,Lunch,Fat Free White Milk (Each),2
herndon middle,Breakfast,1% White Milk (Each),43
herndon middle,Breakfast,Fat Free White Milk (Each),11
herndon middle,Breakfast,1% Unflavored Shelf-Stable Milk (Each),1
herndon middle,Lunch,Fat Free Chocolate Milk (Each),42
herndon middle,Lunch,1% White Milk (Each),10
herndon middle,Lunch,Fat Free White Milk (Each),4
hollin meadows elementary,Breakfast,1% White Milk (Each),64
hollin meadows elementary,Breakfast,Fat Free White Milk (Each),17
hollin meadows elementary,Breakfast,1% Unflavored Shelf-Stable Milk (Each),1
hollin meadows elementary,Breakfast,"Lactose Free, White Milk (Each)",1
hollin meadows elementary,Breakfast,"Milk, Lactose Free,  Fat Free, Shelf-Stable (Each)",1
hollin meadows elementary,Lunch,Fat Free Chocolate Milk (Each),63
hollin meadows elementary,Lunch,1% White Milk (Each),15
hollin meadows elementary,Lunch,Fat Free White Milk (Each),6
holmes middle,Breakfast,1% White Milk (Each),53
holmes middle,Breakfast,Fat Free White Milk (Each),14
holmes middle,Breakfast,1% Unflavored Shelf-Stable Milk (Each),1
holmes middle,Lunch,Fat Free Chocolate Milk (Each),52
holmes middle,Lunch,1% White Milk (Each),12
holmes middle,Lunch,Fat Free White Milk (Each),5
hughes middle,Breakfast,1% White Milk (Each),9
hughes middle,Breakfast,Fat Free White Milk (Each),2
hughes middle,Lunch,Fat Free Chocolate Milk (Each),9
hughes middle,Lunch,1% White Milk (Each),2
hughes middle,Lunch,Fat Free White Milk (Each),1
hunt valley elementary,Breakfast,1% White Milk (Each),14
hunt valley elementary,Breakfast,Fat Free White Milk (Each),4
hunt valley elementary,Lunch,Fat Free Chocolate Milk (Each),13
hunt valley elementary,Lunch,1% White Milk (Each),3
hunt valley elementary,Lunch,Fat Free White Milk (Each),1
hunters woods elementary,Breakfast,1% White Milk (Each),31
hunters woods elementary,Breakfast,Fat Free White Milk (Each),8
hunters woods elementary,Breakfast,1% Unflavored Shelf-Stable Milk (Each),1
hunters woods elementary,Lunch,Fat Free Chocolate Milk (Each),30
hunters woods elementary,Lunch,1% White Milk (Each),7
hunters woods elementary,Lunch,Fat Free White Milk (Each),3
hutchison elementary,Breakfast,1% White Milk (Each),105
hutchison elementary,Breakfast,Fat Free White Milk (Each),28
hutchison elementary,Breakfast,1% Unflavored Shelf-Stable Milk (Each),2
hutchison elementary,Breakfast,Fat Free Unflavored Shelf-Stable Milk (Each),1
hutchison elementary,Breakfast,"Lactose Free, White Milk (Each)",1
hutchison elementary,Breakfast,"Milk, Lactose Free,  Fat Free, Shelf-Stable (Each)",1
hutchison elementary,Lunch,Fat Free Chocolate Milk (Each),102
hutchison elementary,Lunch,1% White Milk (Each),24
hutchison elementary,Lunch,Fat Free White Milk (Each),9
hutchison elementary,Lunch,1% Unflavored Shelf-Stable Milk (Each),1
hybla valley elementary,Breakfast,1% White Milk (Each),135
hybla valley elementary,Breakfast,Fat Free White Milk (Each),36
hybla valley elementary,Breakfast,1% Unflavored Shelf-Stable Milk (Each),3
hybla valley elementary,Breakfast,Fat Free Unflavored Shelf-Stable Milk (Each),1
hybla valley elementary,Breakfast,"Lactose Free, White Milk (Each)",1
hybla valley elementary,Breakfast,"Milk, Lactose Free,  Fat Free, Shelf-Stable (Each)",1
hybla valley elementary,Lunch,Fat Free Chocolate Milk (Each),132
hybla valley elementary,Lunch,1% White Milk (Each),32
hybla valley elementary,Lunch,Fat Free White Milk (Each),12
hybla valley elementary,Lunch,1% Unflavored Shelf-Stable Milk (Each),1
irving middle,Breakfast,1% White Milk (Each),15
irving middle,Breakfast,Fat Free White Milk (Each),4
irving middle,Lunch,Fat Free Chocolate Milk (Each),14
irving middle,Lunch,1% White Milk (Each),3
irving middle,Lunch,Fat Free White Milk (Each),1
island creek elementary,Breakfast,1% White Milk (Each),13
island creek elementary,Breakfast,Fat Free White Milk (Each),3
island creek elementary,Lunch,Fat Free Chocolate Milk (Each),13
island creek elementary,Lunch,1% White Milk (Each),3
island creek elementary,Lunch,Fat Free White Milk (Each),1
jefferson high,Breakfast,1% White Milk (Each),44
jefferson high,Breakfast,Fat Free White Milk (Each),12
jefferson high,Breakfast,1% Unflavored Shelf-Stable Milk (Each),1
jefferson high,Lunch,Fat Free Chocolate Milk (Each),43
jefferson high,Lunch,1% White Milk (Each),10
jefferson high,Lunch,Fat Free White Milk (Each),4
johnson middle,Breakfast,1% White Milk (Each),19
johnson middle,Breakfast,Fat Free White Milk (Each),5
johnson middle,Lunch,Fat Free Chocolate Milk (Each),19
johnson middle,Lunch,1% White Milk (Each),4
johnson middle,Lunch,Fat Free White Milk (Each),2
justice high,Breakfast,1% White Milk (Each),65
justice high,Breakfast,Fat Free White Milk (Each),17
justice high,Breakfast,1% Unflavored Shelf-Stable Milk (Each),1
justice high,Breakfast,"Lactose Free, White Milk (Each)",1
justice high,Breakfast,"Milk, Lactose Free,  Fat Free, Shelf-Stable (Each)",1
justice high,Lunch,Fat Free Chocolate Milk (Each),63
justice high,Lunch,1% White Milk (Each),15
justice high,Lunch,Fat Free White Milk (Each),6
keene mill elementary,Breakfast,1% White Milk (Each),46
keene mill elementary,Breakfast,Fat Free White Milk (Each),12
keene mill elementary,Breakfast,1% Unflavored Shelf-Stable Milk (Each),1
keene mill elementary,Lunch,Fat Free Chocolate Milk (Each),45
keene mill elementary,Lunch,1% White Milk (Each),11
keene mill elementary,Lunch,Fat Free White Milk (Each),4
kent gardens elementary,Breakfast,1% White Milk (Each),4
kent gardens elementary,Breakfast,Fat Free White Milk (Each),1
kent gardens elementary,Lunch,Fat Free Chocolate Milk (Each),4
kent gardens elementary,Lunch,1% White Milk (Each),1
key middle,Breakfast,1% White Milk (Each),20
key middle,Breakfast,Fat Free White Milk (Each),5
key middle,Lunch,Fat Free Chocolate Milk (Each),19
key middle,Lunch,1% White Milk (Each),5
key middle,Lunch,Fat Free White Milk (Each),2
kilmer middle,Breakfast,1% White Milk (Each),24
kilmer middle,Breakfast,Fat Free White Milk (Each),6
kilmer middle,Lunch,Fat Free Chocolate Milk (Each),24
kilmer middle,Lunch,1% White Milk (Each),6
kilmer middle,Lunch,Fat Free White Milk (Each),2
kings glen elementary,Breakfast,1% White Milk (Each),11
kings glen elementary,Breakfast,Fat Free White Milk (Each),3
kings glen elementary,Lunch,Fat Free Chocolate Milk (Each),10
kings glen elementary,Lunch,1% White Milk (Each),2
kings glen elementary,Lunch,Fat Free White Milk (Each),1
kings park elementary,Breakfast,1% White Milk (Each),82
kings park elementary,Breakfast,Fat Free White Milk (Each),22
kings park elementary,Breakfast,1% Unflavored Shelf-Stable Milk (Each),2
kings park elementary,Breakfast,Fat Free Unflavored Shelf-Stable Milk (Each),1
kings park elementary,Breakfast,"Lactose Free, White Milk (Each)",1
kings park elementary,Breakfast,"Milk, Lactose Free,  Fat Free, Shelf-Stable (Each)",1
kings park elementary,Lunch,Fat Free Chocolate Milk (Each),81
kings park elementary,Lunch,1% White Milk (Each),19
kings park elementary,Lunch,Fat Free White Milk (Each),7
lake anne elementary,Breakfast,1% White Milk (Each),49
lake anne elementary,Breakfast,Fat Free White Milk (Each),13
lake anne elementary,Breakfast,1% Unflavored Shelf-Stable Milk (Each),1
lake anne elementary,Lunch,Fat Free Chocolate Milk (Each),48
lake anne elementary,Lunch,1% White Milk (Each),11
lake anne elementary,Lunch,Fat Free White Milk (Each),4
lake braddock secondary,Breakfast,1% White Milk (Each),23
lake braddock secondary,Breakfast,Fat Free White Milk (Each),6
lake braddock secondary,Lunch,Fat Free Chocolate Milk (Each),22
lake braddock secondary,Lunch,1% White Milk (Each),5
lake braddock secondary,Lunch,Fat Free White Milk (Each),2
lane elementary,Breakfast,1% White Milk (Each),38
lane elementary,Breakfast,Fat Free White Milk (Each),10
lane elementary,Breakfast,1% Unflavored Shelf-Stable Milk (Each),1
lane elementary,Lunch,Fat Free Chocolate Milk (Each),37
lane elementary,Lunch,1% White Milk (Each),9
lane elementary,Lunch,Fat Free White Milk (Each),3
langley high,Breakfast,1% White Milk (Each),11
langley high,Breakfast,Fat Free White Milk (Each),3
langley high,Lunch,Fat Free Chocolate Milk (Each),11
langley high,Lunch,1% White Milk (Each),3
langley high,Lunch,Fat Free White Milk (Each),1
laurel hill elementary,Breakfast,1% White Milk (Each),24
laurel hill elementary,Breakfast,Fat Free White Milk (Each),6
laurel hill elementary,Lunch,Fat Free Chocolate Milk (Each),24
laurel hill elementary,Lunch,1% White Milk (Each),6
laurel hill elementary,Lunch,Fat Free White Milk (Each),2
laurel ridge elementary,Breakfast,1% White Milk (Each),34
laurel ridge elementary,Breakfast,Fat Free White Milk (Each),9
laurel ridge elementary,Breakfast,1% Unflavored Shelf-Stable Milk (Each),1
laurel ridge elementary,Lunch,Fat Free Chocolate Milk (Each),34
laurel ridge elementary,Lunch,1% White Milk (Each),8
laurel ridge elementary,Lunch,Fat Free White Milk (Each),3
lees corner elementary,Breakfast,1% White Milk (Each),13
lees corner elementary,Breakfast,Fat Free White Milk (Each),3
lees corner elementary,Lunch,Fat Free Chocolate Milk (Each),13
lees corner elementary,Lunch,1% White Milk (Each),3
lees corner elementary,Lunch,Fat Free White Milk (Each),1
lemon road elementary,Breakfast,1% White Milk (Each),21
lemon road elementary,Breakfast,Fat Free White Milk (Each),6
lemon road elementary,Lunch,Fat Free Chocolate Milk (Each),21
lemon road elementary,Lunch,1% White Milk (Each),5
lemon road elementary,Lunch,Fat Free White Milk (Each),2
lewis high,Breakfast,1% White Milk (Each),42
lewis high,Breakfast,Fat Free White Milk (Each),11
lewis high,Breakfast,1% Unflavored Shelf-Stable Milk (Each),1
lewis high,Lunch,Fat Free Chocolate Milk (Each),41
lewis high,Lunch,1% White Milk (Each),10
lewis high,Lunch,Fat Free White Milk (Each),4
liberty middle,Breakfast,1% White Milk (Each),5
liberty middle,Breakfast,Fat Free White Milk (Each),1
liberty middle,Lunch,Fat Free Chocolate Milk (Each),4
liberty middle,Lunch,1% White Milk (Each),1
little run elementary,Breakfast,1% White Milk (Each),11
little run elementary,Breakfast,Fat Free White Milk (Each),3
little run elementary,Lunch,Fat Free Chocolate Milk (Each),11
little run elementary,Lunch,1% White Milk (Each),3
little run elementary,Lunch,Fat Free White Milk (Each),1
london towne elementary,Breakfast,1% White Milk (Each),61
london towne elementary,Breakfast,Fat Free White Milk (Each),16
london towne elementary,Breakfast,1% Unflavored Shelf-Stable Milk (Each),1
london towne elementary,Breakfast,"Milk, Lactose Free,  Fat Free, Shelf-Stable (Each)",1
london towne elementary,Lunch,Fat Free Chocolate Milk (Each),60
london towne elementary,Lunch,1% White Milk (Each),14
london towne elementary,Lunch,Fat Free White Milk (Each),5
longfellow middle,Breakfast,1% White Milk (Each),11
longfellow middle,Breakfast,Fat Free White Milk (Each),3
longfellow middle,Lunch,Fat Free Chocolate Milk (Each),11
longfellow middle,Lunch,1% White Milk (Each),3
longfellow middle,Lunch,Fat Free White Milk (Each),1
lorton station elementary,Breakfast,1% White Milk (Each),86
lorton station elementary,Breakfast,Fat Free White Milk (Each),23
lorton station elementary,Breakfast,1% Unflavored Shelf-Stable Milk (Each),2
lorton station elementary,Breakfast,Fat Free Unflavored Shelf-Stable Milk (Each),1
lorton station elementary,Breakfast,"Lactose Free, White Milk (Each)",1
lorton station elementary,Breakfast,"Milk, Lactose Free,  Fat Free, Shelf-Stable (Each)",1
lorton station elementary,Lunch,Fat Free Chocolate Milk (Each),84
lorton station elementary,Lunch,1% White Milk (Each),20
lorton station elementary,Lunch,Fat Free White Milk (Each),7
lorton station elementary,Lunch,1% Unflavored Shelf-Stable Milk (Each),1
louise archer elementary,Breakfast,1% White Milk (Each),18
louise archer elementary,Breakfast,Fat Free White Milk (Each),5
louise archer elementary,Lunch,Fat Free Chocolate Milk (Each),17
louise archer elementary,Lunch,1% White Milk (Each),4
louise archer elementary,Lunch,Fat Free White Milk (Each),2
luther jackson middle,Breakfast,1% White Milk (Each),5
luther jackson middle,Breakfast,Fat Free White Milk (Each),1
luther jackson middle,Lunch,Fat Free Chocolate Milk (Each),4
luther jackson middle,Lunch,1% White Milk (Each),1
lynbrook elementary,Breakfast,1% White Milk (Each),108
lynbrook elementary,Breakfast,Fat Free White Milk (Each),29
lynbrook elementary,Breakfast,1% Unflavored Shelf-Stable Milk (Each),2
lynbrook elementary,Breakfast,Fat Free Unflavored Shelf-Stable Milk (Each),1
lynbrook elementary,Breakfast,"Lactose Free, White Milk (Each)",1
lynbrook elementary,Breakfast,"Milk, Lactose Free,  Fat Free, Shelf-Stable (Each)",1
lynbrook elementary,Lunch,Fat Free Chocolate Milk (Each),106
lynbrook elementary,Lunch,1% White Milk (Each),25
lynbrook elementary,Lunch,Fat Free White Milk (Each),9
lynbrook elementary,Lunch,1% Unflavored Shelf-Stable Milk (Each),1
madison high,Breakfast,1% White Milk (Each),6
madison high,Breakfast,Fat Free White Milk (Each),2
madison high,Lunch,Fat Free Chocolate Milk (Each),6
madison high,Lunch,1% White Milk (Each),1
madison high,Lunch,Fat Free White Milk (Each),1
mantua elementary,Breakfast,1% White Milk (Each),19
mantua elementary,Breakfast,Fat Free White Milk (Each),5
mantua elementary,Lunch,Fat Free Chocolate Milk (Each),19
mantua elementary,Lunch,1% White Milk (Each),4
mantua elementary,Lunch,Fat Free White Milk (Each),2
marshall hs,Breakfast,1% White Milk (Each),25
marshall hs,Breakfast,Fat Free White Milk (Each),7
marshall hs,Lunch,Fat Free Chocolate Milk (Each),25
marshall hs,Lunch,1% White Milk (Each),6
marshall hs,Lunch,Fat Free White Milk (Each),2
marshall road elementary,Breakfast,1% White Milk (Each),31
marshall road elementary,Breakfast,Fat Free White Milk (Each),8
marshall road elementary,Breakfast,1% Unflavored Shelf-Stable Milk (Each),1
marshall road elementary,Lunch,Fat Free Chocolate Milk (Each),31
marshall road elementary,Lunch,1% White Milk (Each),7
marshall road elementary,Lunch,Fat Free White Milk (Each),3
mason crest elementary,Breakfast,1% White Milk (Each),115
mason crest elementary,Breakfast,Fat Free White Milk (Each),30
mason crest elementary,Breakfast,1% Unflavored Shelf-Stable Milk (Each),2
mason crest elementary,Breakfast,Fat Free Unflavored Shelf-Stable Milk (Each),1
mason crest elementary,Breakfast,"Lactose Free, White Milk (Each)",1
mason crest elementary,Breakfast,"Milk, Lactose Free,  Fat Free, Shelf-Stable (Each)",1
mason crest elementary,Lunch,Fat Free Chocolate Milk (Each),112
mason crest elementary,Lunch,1% White Milk (Each),27
mason crest elementary,Lunch,Fat Free White Milk (Each),10
mason crest elementary,Lunch,1% Unflavored Shelf-Stable Milk (Each),1
mclean high,Breakfast,1% White Milk (Each),25
mclean high,Breakfast,Fat Free White Milk (Each),7
mclean high,Lunch,Fat Free Chocolate Milk (Each),25
mclean high,Lunch,1% White Milk (Each),6
mclean high,Lunch,Fat Free White Milk (Each),2
mcnair elementary,Breakfast,1% White Milk (Each),95
mcnair elementary,Breakfast,Fat Free White Milk (Each),25
mcnair elementary,Breakfast,1% Unflavored Shelf-Stable Milk (Each),2
mcnair elementary,Breakfast,Fat Free Unflavored Shelf-Stable Milk (Each),1
mcnair elementary,Breakfast,"Lactose Free, White Milk (Each)",1
mcnair elementary,Breakfast,"Milk, Lactose Free,  Fat Free, Shelf-Stable (Each)",1
mcnair elementary,Lunch,Fat Free Chocolate Milk (Each),93
mcnair elementary,Lunch,1% White Milk (Each),22
mcnair elementary,Lunch,Fat Free White Milk (Each),8
mcnair elementary,Lunch,1% Unflavored Shelf-Stable Milk (Each),1
mcnair upper elementary,Breakfast,1% White Milk (Each),19
mcnair upper elementary,Breakfast,Fat Free White Milk (Each),5
mcnair upper elementary,Lunch,Fat Free Chocolate Milk (Each),19
mcnair upper elementary,Lunch,1% White Milk (Each),4
mcnair upper elementary,Lunch,Fat Free White Milk (Each),2
mosaic elementary,Breakfast,1% White Milk (Each),53
mosaic elementary,Breakfast,Fat Free White Milk (Each),14
mosaic elementary,Breakfast,1% Unflavored Shelf-Stable Milk (Each),1
mosaic elementary,Lunch,Fat Free Chocolate Milk (Each),51
mosaic elementary,Lunch,1% White Milk (Each),12
mosaic elementary,Lunch,Fat Free White Milk (Each),5
mount eagle elementary,Breakfast,1% White Milk (Each),68
mount eagle elementary,Breakfast,Fat Free White Milk (Each),18
mount eagle elementary,Breakfast,1% Unflavored Shelf-Stable Milk (Each),1
mount eagle elementary,Breakfast,"Lactose Free, White Milk (Each)",1
mount eagle elementary,Breakfast,"Milk, Lactose Free,  Fat Free, Shelf-Stable (Each)",1
mount eagle elementary,Lunch,Fat Free Chocolate Milk (Each),66
mount eagle elementary,Lunch,1% White Milk (Each),16
mount eagle elementary,Lunch,Fat Free White Milk (Each),6
mt vernon hs,Breakfast,1% White Milk (Each),97
mt vernon hs,Breakfast,Fat Free White Milk (Each),26
mt vernon hs,Breakfast,1% Unflavored Shelf-Stable Milk (Each),2
mt vernon hs,Breakfast,Fat Free Unflavored Shelf-Stable Milk (Each),1
mt vernon hs,Breakfast,"Lactose Free, White Milk (Each)",1
mt vernon hs,Breakfast,"Milk, Lactose Free,  Fat Free, Shelf-Stable (Each)",1
mt vernon hs,Lunch,Fat Free Chocolate Milk (Each),95
mt vernon hs,Lunch,1% White Milk (Each),23
mt vernon hs,Lunch,Fat Free White Milk (Each),8
mt vernon hs,Lunch,1% Unflavored Shelf-Stable Milk (Each),1
mt. vernon woods elementary,Breakfast,1% White Milk (Each),87
mt. vernon woods elementary,Breakfast,Fat Free White Milk (Each),23
mt. vernon woods elementary,Breakfast,1% Unflavored Shelf-Stable Milk (Each),2
mt. vernon woods elementary,Breakfast,Fat Free Unflavored Shelf-Stable Milk (Each),1
mt. vernon woods elementary,Breakfast,"Lactose Free, White Milk (Each)",1
mt. vernon woods elementary,Breakfast,"Milk, Lactose Free,  Fat Free, Shelf-Stable (Each)",1
mt. vernon woods elementary,Lunch,Fat Free Chocolate Milk (Each),85
mt. vernon woods elementary,Lunch,1% White Milk (Each),20
mt. vernon woods elementary,Lunch,Fat Free White Milk (Each),7
mt. vernon woods elementary,Lunch,1% Unflavored Shelf-Stable Milk (Each),1
navy elementary,Breakfast,1% White Milk (Each),11
navy elementary,Breakfast,Fat Free White Milk (Each),3
navy elementary,Lunch,Fat Free Chocolate Milk (Each),10
navy elementary,Lunch,1% White Milk (Each),2
navy elementary,Lunch,Fat Free White Milk (Each),1
newington forest elementary,Breakfast,1% White Milk (Each),29
newington forest elementary,Breakfast,Fat Free White Milk (Each),8
newington forest elementary,Breakfast,1% Unflavored Shelf-Stable Milk (Each),1
newington forest elementary,Lunch,Fat Free Chocolate Milk (Each),28
newington forest elementary,Lunch,1% White Milk (Each),7
newington forest elementary,Lunch,Fat Free White Milk (Each),2
north springfield elementary,Breakfast,1% White Milk (Each),40
north springfield elementary,Breakfast,Fat Free White Milk (Each),11
north springfield elementary,Breakfast,1% Unflavored Shelf-Stable Milk (Each),1
north springfield elementary,Lunch,Fat Free Chocolate Milk (Each),40
north springfield elementary,Lunch,1% White Milk (Each),9
north springfield elementary,Lunch,Fat Free White Milk (Each),3
oak hill elementary,Breakfast,1% White Milk (Each),37
oak hill elementary,Breakfast,Fat Free White Milk (Each),10
oak hill elementary,Breakfast,1% Unflavored Shelf-Stable Milk (Each),1
oak hill elementary,Lunch,Fat Free Chocolate Milk (Each),36
oak hill elementary,Lunch,1% White Milk (Each),9
oak hill elementary,Lunch,Fat Free White Milk (Each),3
oak view elementary,Breakfast,1% White Milk (Each),23
oak view elementary,Breakfast,Fat Free White Milk (Each),6
oak view elementary,Lunch,Fat Free Chocolate Milk (Each),22
oak view elementary,Lunch,1% White Milk (Each),5
oak view elementary,Lunch,Fat Free White Milk (Each),2
oakton elementary,Breakfast,1% White Milk (Each),12
oakton elementary,Breakfast,Fat Free White Milk (Each),3
oakton elementary,Lunch,Fat Free Chocolate Milk (Each),12
oakton elementary,Lunch,1% White Milk (Each),3
oakton elementary,Lunch,Fat Free White Milk (Each),1
oakton high,Breakfast,1% White Milk (Each),10
oakton high,Breakfast,Fat Free White Milk (Each),3
oakton high,Lunch,Fat Free Chocolate Milk (Each),10
oakton high,Lunch,1% White Milk (Each),2
oakton high,Lunch,Fat Free White Milk (Each),1
olde creek elementary,Breakfast,1% White Milk (Each),10
olde creek elementary,Breakfast,Fat Free White Milk (Each),3
olde creek elementary,Lunch,Fat Free Chocolate Milk (Each),10
olde creek elementary,Lunch,1% White Milk (Each),2
olde creek elementary,Lunch,Fat Free White Milk (Each),1
orange hunt elementary,Breakfast,1% White Milk (Each),23
orange hunt elementary,Breakfast,Fat Free White Milk (Each),6
orange hunt elementary,Lunch,Fat Free Chocolate Milk (Each),22
orange hunt elementary,Lunch,1% White Milk (Each),5
orange hunt elementary,Lunch,Fat Free White Milk (Each),2
parklawn elementary,Breakfast,1% White Milk (Each),134
parklawn elementary,Breakfast,Fat Free White Milk (Each),36
parklawn elementary,Breakfast,1% Unflavored Shelf-Stable Milk (Each),2
parklawn elementary,Breakfast,Fat Free Unflavored Shelf-Stable Milk (Each),1
parklawn elementary,Breakfast,"Lactose Free, White Milk (Each)",1
parklawn elementary,Breakfast,"Milk, Lactose Free,  Fat Free, Shelf-Stable (Each)",1
parklawn elementary,Lunch,Fat Free Chocolate Milk (Each),131
parklawn elementary,Lunch,1% White Milk (Each),31
parklawn elementary,Lunch,Fat Free White Milk (Each),12
parklawn elementary,Lunch,1% Unflavored Shelf-Stable Milk (Each),1
pine spring elementary,Breakfast,1% White Milk (Each),98
pine spring elementary,Breakfast,Fat Free White Milk (Each),26
pine spring elementary,Breakfast,1% Unflavored Shelf-Stable Milk (Each),2
pine spring elementary,Breakfast,Fat Free Unflavored Shelf-Stable Milk (Each),1
pine spring elementary,Breakfast,"Lactose Free, White Milk (Each)",1
pine spring elementary,Breakfast,"Milk, Lactose Free,  Fat Free, Shelf-Stable (Each)",1
pine spring elementary,Lunch,Fat Free Chocolate Milk (Each),95
pine spring elementary,Lunch,1% White Milk (Each),23
pine spring elementary,Lunch,Fat Free White Milk (Each),8
pine spring elementary,Lunch,1% Unflavored Shelf-Stable Milk (Each),1
poe middle,Breakfast,1% White Milk (Each),99
poe middle,Breakfast,Fat Free White Milk (Each),26
poe middle,Breakfast,1% Unflavored Shelf-Stable Milk (Each),2
poe middle,Breakfast,Fat Free Unflavored Shelf-Stable Milk (Each),1
poe middle,Breakfast,"Lactose Free, White Milk (Each)",1
poe middle,Breakfast,"Milk, Lactose Free,  Fat Free, Shelf-Stable (Each)",1
poe middle,Lunch,Fat Free Chocolate Milk (Each),97
poe middle,Lunch,1% White Milk (Each),23
poe middle,Lunch,Fat Free White Milk (Each),9
poe middle,Lunch,1% Unflavored Shelf-Stable Milk (Each),1
poplar tree elementary,Breakfast,1% White Milk (Each),8
poplar tree elementary,Breakfast,Fat Free White Milk (Each),2
poplar tree elementary,Lunch,Fat Free Chocolate Milk (Each),7
poplar tree elementary,Lunch,1% White Milk (Each),2
poplar tree elementary,Lunch,Fat Free White Milk (Each),1
providence elementary,Breakfast,1% White Milk (Each),41
providence elementary,Breakfast,Fat Free White Milk (Each),11
