school,meal_type,food_item,recommended_quantity
providence elementary,Breakfast,1% Unflavored Shelf-Stable Milk (Each),1
providence elementary,Lunch,Fat Free Chocolate Milk (Each),40
providence elementary,Lunch,1% White Milk (Each),10
providence elementary,Lunch,Fat Free White Milk (Each),4
ravensworth elementary,Breakfast,1% White Milk (Each),9
ravensworth elementary,Breakfast,Fat Free White Milk (Each),2
ravensworth elementary,Lunch,Fat Free Chocolate Milk (Each),9
ravensworth elementary,Lunch,1% White Milk (Each),2
ravensworth elementary,Lunch,Fat Free White Milk (Each),1
riverside elementary,Breakfast,1% White Milk (Each),86
riverside elementary,Breakfast,Fat Free White Milk (Each),23
riverside elementary,Breakfast,1% Unflavored Shelf-Stable Milk (Each),2
riverside elementary,Breakfast,Fat Free Unflavored Shelf-Stable Milk (Each),1
riverside elementary,Breakfast,"Lactose Free, White Milk (Each)",1
riverside elementary,Breakfast,"Milk, Lactose Free,  Fat Free, Shelf-Stable (Each)",1
riverside elementary,Lunch,Fat Free Chocolate Milk (Each),84
riverside elementary,Lunch,1% White Milk (Each),20
riverside elementary,Lunch,Fat Free White Milk (Each),7
riverside elementary,Lunch,1% Unflavored Shelf-Stable Milk (Each),1
robinson secondary,Breakfast,1% White Milk (Each),21
robinson secondary,Breakfast,Fat Free White Milk (Each),6
robinson secondary,Lunch,Fat Free Chocolate Milk (Each),21
robinson secondary,Lunch,1% White Milk (Each),5
robinson secondary,Lunch,Fat Free White Milk (Each),2
rocky run middle,Breakfast,1% White Milk (Each),7
rocky run middle,Breakfast,Fat Free White Milk (Each),2
rocky run middle,Lunch,Fat Free Chocolate Milk (Each),7
rocky run middle,Lunch,1% White Milk (Each),2
rocky run middle,Lunch,Fat Free White Milk (Each),1
rolling valley elementary,Breakfast,1% White Milk (Each),18
rolling valley elementary,Breakfast,Fat Free White Milk (Each),5
rolling valley elementary,Lunch,Fat Free Chocolate Milk (Each),17
rolling valley elementary,Lunch,1% White Milk (Each),4
rolling valley elementary,Lunch,Fat Free White Milk (Each),2
rose hill elementary,Breakfast,1% White Milk (Each),99
rose hill elementary,Breakfast,Fat Free White Milk (Each),26
rose hill elementary,Breakfast,1% Unflavored Shelf-Stable Milk (Each),2
rose hill elementary,Breakfast,Fat Free Unflavored Shelf-Stable Milk (Each),1
rose hill elementary,Breakfast,"Lactose Free, White Milk (Each)",1
rose hill elementary,Breakfast,"Milk, Lactose Free,  Fat Free, Shelf-Stable (Each)",1
rose hill elementary,Lunch,Fat Free Chocolate Milk (Each),97
rose hill elementary,Lunch,1% White Milk (Each),23
rose hill elementary,Lunch,Fat Free White Milk (Each),9
rose hill elementary,Lunch,1% Unflavored Shelf-Stable Milk (Each),1
sandburg middle,Breakfast,1% White Milk (Each),11
sandburg middle,Breakfast,Fat Free White Milk (Each),3
sandburg middle,Lunch,Fat Free Chocolate Milk (Each),10
sandburg middle,Lunch,1% White Milk (Each),2
sandburg middle,Lunch,Fat Free White Milk (Each),1
sangster elementary,Breakfast,1% White Milk (Each),7
sangster elementary,Breakfast,Fat Free White Milk (Each),2
sangster elementary,Lunch,Fat Free Chocolate Milk (Each),7
sangster elementary,Lunch,1% White Milk (Each),2
sangster elementary,Lunch,Fat Free White Milk (Each),1
saratoga elementary,Breakfast,1% White Milk (Each),50
saratoga elementary,Breakfast,Fat Free White Milk (Each),13
saratoga elementary,Breakfast,1% Unflavored Shelf-Stable Milk (Each),1
saratoga elementary,Lunch,Fat Free Chocolate Milk (Each),48
saratoga elementary,Lunch,1% White Milk (Each),12
saratoga elementary,Lunch,Fat Free White Milk (Each),4
shrevewood elementary,Breakfast,1% White Milk (Each),68
shrevewood elementary,Breakfast,Fat Free White Milk (Each),18
shrevewood elementary,Breakfast,1% Unflavored Shelf-Stable Milk (Each),1
shrevewood elementary,Breakfast,"Lactose Free, White Milk (Each)",1
shrevewood elementary,Breakfast,"Milk, Lactose Free,  Fat Free, Shelf-Stable (Each)",1
shrevewood elementary,Lunch,Fat Free Chocolate Milk (Each),66
shrevewood elementary,Lunch,1% White Milk (Each),16
shrevewood elementary,Lunch,Fat Free White Milk (Each),6
silverbrook elementary,Breakfast,1% White Milk (Each),14
silverbrook elementary,Breakfast,Fat Free White Milk (Each),4
silverbrook elementary,Lunch,Fat Free Chocolate Milk (Each),13
silverbrook elementary,Lunch,1% White Milk (Each),3
silverbrook elementary,Lunch,Fat Free White Milk (Each),1
sleepy hollow elementary,Breakfast,1% White Milk (Each),58
sleepy hollow elementary,Breakfast,Fat Free White Milk (Each),15
sleepy hollow elementary,Breakfast,1% Unflavored Shelf-Stable Milk (Each),1
sleepy hollow elementary,Lunch,Fat Free Chocolate Milk (Each),57
sleepy hollow elementary,Lunch,1% White Milk (Each),14
sleepy hollow elementary,Lunch,Fat Free White Milk (Each),5
south county hs,Breakfast,1% White Milk (Each),12
south county hs,Breakfast,Fat Free White Milk (Each),3
south county hs,Lunch,Fat Free Chocolate Milk (Each),12
south county hs,Lunch,1% White Milk (Each),3
south county hs,Lunch,Fat Free White Milk (Each),1
south county middle,Breakfast,1% White Milk (Each),4
south county middle,Breakfast,Fat Free White Milk (Each),1
south county middle,Lunch,Fat Free Chocolate Milk (Each),4
south county middle,Lunch,1% White Milk (Each),1
south lakes high,Breakfast,1% White Milk (Each),31
south lakes high,Breakfast,Fat Free White Milk (Each),8
south lakes high,Breakfast,1% Unflavored Shelf-Stable Milk (Each),1
south lakes high,Lunch,Fat Free Chocolate Milk (Each),31
south lakes high,Lunch,1% White Milk (Each),7
south lakes high,Lunch,Fat Free White Milk (Each),3
spring hill elementary,Breakfast,1% White Milk (Each),31
spring hill elementary,Breakfast,Fat Free White Milk (Each),8
spring hill elementary,Breakfast,1% Unflavored Shelf-Stable Milk (Each),1
spring hill elementary,Lunch,Fat Free Chocolate Milk (Each),31
spring hill elementary,Lunch,1% White Milk (Each),7
spring hill elementary,Lunch,Fat Free White Milk (Each),3
springfield estates elementary,Breakfast,1% White Milk (Each),27
springfield estates elementary,Breakfast,Fat Free White Milk (Each),7
springfield estates elementary,Lunch,Fat Free Chocolate Milk (Each),26
springfield estates elementary,Lunch,1% White Milk (Each),6
springfield estates elementary,Lunch,Fat Free White Milk (Each),2
stenwood elementary,Breakfast,1% White Milk (Each),12
stenwood elementary,Breakfast,Fat Free White Milk (Each),3
stenwood elementary,Lunch,Fat Free Chocolate Milk (Each),12
stenwood elementary,Lunch,1% White Milk (Each),3
stenwood elementary,Lunch,Fat Free White Milk (Each),1
stone middle,Breakfast,1% White Milk (Each),9
stone middle,Breakfast,Fat Free White Milk (Each),2
stone middle,Lunch,Fat Free Chocolate Milk (Each),9
stone middle,Lunch,1% White Milk (Each),2
stone middle,Lunch,Fat Free White Milk (Each),1
stratford landing elementary,Breakfast,1% White Milk (Each),28
stratford landing elementary,Breakfast,Fat Free White Milk (Each),7
stratford landing elementary,Breakfast,1% Unflavored Shelf-Stable Milk (Each),1
stratford landing elementary,Lunch,Fat Free Chocolate Milk (Each),28
stratford landing elementary,Lunch,1% White Milk (Each),7
stratford landing elementary,Lunch,Fat Free White Milk (Each),2
sunrise valley elementary,Breakfast,1% White Milk (Each),8
sunrise valley elementary,Breakfast,Fat Free White Milk (Each),2
sunrise valley elementary,Lunch,Fat Free Chocolate Milk (Each),7
sunrise valley elementary,Lunch,1% White Milk (Each),2
sunrise valley elementary,Lunch,Fat Free White Milk (Each),1
terra centre elementary,Breakfast,1% White Milk (Each),31
terra centre elementary,Breakfast,Fat Free White Milk (Each),8
terra centre elementary,Breakfast,1% Unflavored Shelf-Stable Milk (Each),1
terra centre elementary,Lunch,Fat Free Chocolate Milk (Each),30
terra centre elementary,Lunch,1% White Milk (Each),7
terra centre elementary,Lunch,Fat Free White Milk (Each),3
terraset elementary,Breakfast,1% White Milk (Each),36
terraset elementary,Breakfast,Fat Free White Milk (Each),9
terraset elementary,Breakfast,1% Unflavored Shelf-Stable Milk (Each),1
terraset elementary,Lunch,Fat Free Chocolate Milk (Each),35
terraset elementary,Lunch,1% White Milk (Each),8
terraset elementary,Lunch,Fat Free White Milk (Each),3
timber lane elementary,Breakfast,1% White Milk (Each),73
timber lane elementary,Breakfast,Fat Free White Milk (Each),19
timber lane elementary,Breakfast,1% Unflavored Shelf-Stable Milk (Each),1
timber lane elementary,Breakfast,Fat Free Unflavored Shelf-Stable Milk (Each),1
timber lane elementary,Breakfast,"Lactose Free, White Milk (Each)",1
timber lane elementary,Breakfast,"Milk, Lactose Free,  Fat Free, Shelf-Stable (Each)",1
timber lane elementary,Lunch,Fat Free Chocolate Milk (Each),71
timber lane elementary,Lunch,1% White Milk (Each),17
timber lane elementary,Lunch,Fat Free White Milk (Each),6
twain middle,Breakfast,1% White Milk (Each),6
twain middle,Breakfast,Fat Free White Milk (Each),2
twain middle,Lunch,Fat Free Chocolate Milk (Each),6
twain middle,Lunch,1% White Milk (Each),1
twain middle,Lunch,Fat Free White Milk (Each),1
union mill elementary,Breakfast,1% White Milk (Each),8
union mill elementary,Breakfast,Fat Free White Milk (Each),2
union mill elementary,Lunch,Fat Free Chocolate Milk (Each),8
union mill elementary,Lunch,1% White Milk (Each),2
union mill elementary,Lunch,Fat Free White Milk (Each),1
vienna elementary,Breakfast,1% White Milk (Each),3
vienna elementary,Breakfast,Fat Free White Milk (Each),1
vienna elementary,Lunch,Fat Free Chocolate Milk (Each),3
vienna elementary,Lunch,1% White Milk (Each),1
virginia run elementary,Breakfast,1% White Milk (Each),82
virginia run elementary,Breakfast,Fat Free White Milk (Each),22
virginia run elementary,Breakfast,1% Unflavored Shelf-Stable Milk (Each),2
virginia run elementary,Breakfast,Fat Free Unflavored Shelf-Stable Milk (Each),1
virginia run elementary,Breakfast,"Lactose Free, White Milk (Each)",1
virginia run elementary,Breakfast,"Milk, Lactose Free,  Fat Free, Shelf-Stable (Each)",1
virginia run elementary,Lunch,Fat Free Chocolate Milk (Each),81
virginia run elementary,Lunch,1% White Milk (Each),19
virginia run elementary,Lunch,Fat Free White Milk (Each),7
wakefield forest elementary,Breakfast,1% White Milk (Each),8
wakefield forest elementary,Breakfast,Fat Free White Milk (Each),2
wakefield forest elementary,Lunch,Fat Free Chocolate Milk (Each),7
wakefield forest elementary,Lunch,1% White Milk (Each),2
wakefield forest elementary,Lunch,Fat Free White Milk (Each),1
waples mill elementary,Breakfast,1% White Milk (Each),9
waples mill elementary,Breakfast,Fat Free White Milk (Each),2
waples mill elementary,Lunch,Fat Free Chocolate Milk (Each),9
waples mill elementary,Lunch,1% White Milk (Each),2
waples mill elementary,Lunch,Fat Free White Milk (Each),1
washington mill elementary,Breakfast,1% White Milk (Each),51
washington mill elementary,Breakfast,Fat Free White Milk (Each),14
washington mill elementary,Breakfast,1% Unflavored Shelf-Stable Milk (Each),1
washington mill elementary,Lunch,Fat Free Chocolate Milk (Each),50
washington mill elementary,Lunch,1% White Milk (Each),12
washington mill elementary,Lunch,Fat Free White Milk (Each),4
waynewood elementary,Breakfast,1% White Milk (Each),13
waynewood elementary,Breakfast,Fat Free White Milk (Each),3
waynewood elementary,Lunch,Fat Free Chocolate Milk (Each),13
waynewood elementary,Lunch,1% White Milk (Each),3
waynewood elementary,Lunch,Fat Free White Milk (Each),1
west potomac high,Breakfast,1% White Milk (Each),133
west potomac high,Breakfast,Fat Free White Milk (Each),35
west potomac high,Breakfast,1% Unflavored Shelf-Stable Milk (Each),2
west potomac high,Breakfast,Fat Free Unflavored Shelf-Stable Milk (Each),1
west potomac high,Breakfast,"Lactose Free, White Milk (Each)",1
west potomac high,Breakfast,"Milk, Lactose Free,  Fat Free, Shelf-Stable (Each)",1
west potomac high,Lunch,Fat Free Chocolate Milk (Each),130
west potomac high,Lunch,1% White Milk (Each),31
west potomac high,Lunch,Fat Free White Milk (Each),11
west potomac high,Lunch,1% Unflavored Shelf-Stable Milk (Each),1
west springfield elementary,Breakfast,1% White Milk (Each),2
west springfield elementary,Breakfast,Fat Free White Milk (Each),1
west springfield elementary,Lunch,Fat Free Chocolate Milk (Each),2
west springfield elementary,Lunch,1% White Milk (Each),1
west springfield high,Breakfast,1% White Milk (Each),22
west springfield high,Breakfast,Fat Free White Milk (Each),6
west springfield high,Lunch,Fat Free Chocolate Milk (Each),22
west springfield high,Lunch,1% White Milk (Each),5
west springfield high,Lunch,Fat Free White Milk (Each),2
westbriar elementary,Breakfast,1% White Milk (Each),8
westbriar elementary,Breakfast,Fat Free White Milk (Each),2
westbriar elementary,Lunch,Fat Free Chocolate Milk (Each),7
westbriar elementary,Lunch,1% White Milk (Each),2
westbriar elementary,Lunch,Fat Free White Milk (Each),1
westfield hs,Breakfast,1% White Milk (Each),34
westfield hs,Breakfast,Fat Free White Milk (Each),9
westfield hs,Breakfast,1% Unflavored Shelf-Stable Milk (Each),1
westfield hs,Lunch,Fat Free Chocolate Milk (Each),33
westfield hs,Lunch,1% White Milk (Each),8
westfield hs,Lunch,Fat Free White Milk (Each),3
westgate elementary,Breakfast,1% White Milk (Each),27
westgate elementary,Breakfast,Fat Free White Milk (Each),7
westgate elementary,Breakfast,1% Unflavored Shelf-Stable Milk (Each),1
westgate elementary,Lunch,Fat Free Chocolate Milk (Each),27
westgate elementary,Lunch,1% White Milk (Each),6
westgate elementary,Lunch,Fat Free White Milk (Each),2
westlawn elementary,Breakfast,1% White Milk (Each),56
westlawn elementary,Breakfast,Fat Free White Milk (Each),15
westlawn elementary,Breakfast,1% Unflavored Shelf-Stable Milk (Each),1
westlawn elementary,Lunch,Fat Free Chocolate Milk (Each),54
westlawn elementary,Lunch,1% White Milk (Each),13
westlawn elementary,Lunch,Fat Free White Milk (Each),5
weyanoke elementary,Breakfast,1% White Milk (Each),85
weyanoke elementary,Breakfast,Fat Free White Milk (Each),22
weyanoke elementary,Breakfast,1% Unflavored Shelf-Stable Milk (Each),2
weyanoke elementary,Breakfast,Fat Free Unflavored Shelf-Stable Milk (Each),1
weyanoke elementary,Breakfast,"Lactose Free, White Milk (Each)",1
weyanoke elementary,Breakfast,"Milk, Lactose Free,  Fat Free, Shelf-Stable (Each)",1
weyanoke elementary,Lunch,Fat Free Chocolate Milk (Each),83
weyanoke elementary,Lunch,1% White Milk (Each),20
weyanoke elementary,Lunch,Fat Free White Milk (Each),7
weyanoke elementary,Lunch,1% Unflavored Shelf-Stable Milk (Each),1
white oaks elementary,Breakfast,1% White Milk (Each),30
white oaks elementary,Breakfast,Fat Free White Milk (Each),8
white oaks elementary,Breakfast,1% Unflavored Shelf-Stable Milk (Each),1
white oaks elementary,Lunch,Fat Free Chocolate Milk (Each),29
white oaks elementary,Lunch,1% White Milk (Each),7
white oaks elementary,Lunch,Fat Free White Milk (Each),3
whitman middle school,Breakfast,1% White Milk (Each),13
whitman middle school,Breakfast,Fat Free White Milk (Each),3
whitman middle school,Lunch,Fat Free Chocolate Milk (Each),13
whitman middle school,Lunch,1% White Milk (Each),3
whitman middle school,Lunch,Fat Free White Milk (Each),1
willow springs elementary,Breakfast,1% White Milk (Each),16
willow springs elementary,Breakfast,Fat Free White Milk (Each),4
willow springs elementary,Lunch,Fat Free Chocolate Milk (Each),16
willow springs elementary,Lunch,1% White Milk (Each),4
willow springs elementary,Lunch,Fat Free White Milk (Each),1
wolftrap elementary,Breakfast,1% White Milk (Each),8
wolftrap elementary,Breakfast,Fat Free White Milk (Each),2
wolftrap elementary,Lunch,Fat Free Chocolate Milk (Each),7
wolftrap elementary,Lunch,1% White Milk (Each),2
wolftrap elementary,Lunch,Fat Free White Milk (Each),1
woodburn elementary,Breakfast,1% White Milk (Each),76
woodburn elementary,Breakfast,Fat Free White Milk (Each),20
woodburn elementary,Breakfast,1% Unflavored Shelf-Stable Milk (Each),1
woodburn elementary,Breakfast,Fat Free Unflavored Shelf-Stable Milk (Each),1
woodburn elementary,Breakfast,"Lactose Free, White Milk (Each)",1
woodburn elementary,Breakfast,"Milk, Lactose Free,  Fat Free, Shelf-Stable (Each)",1
woodburn elementary,Lunch,Fat Free Chocolate Milk (Each),75
woodburn elementary,Lunch,1% White Milk (Each),18
woodburn elementary,Lunch,Fat Free White Milk (Each),7
woodlawn elementary,Breakfast,1% White Milk (Each),62
woodlawn elementary,Breakfast,Fat Free White Milk (Each),16
woodlawn elementary,Breakfast,1% Unflavored Shelf-Stable Milk (Each),1
woodlawn elementary,Breakfast,"Lactose Free, White Milk (Each)",1
woodlawn elementary,Breakfast,"Milk, Lactose Free,  Fat Free, Shelf-Stable (Each)",1
woodlawn elementary,Lunch,Fat Free Chocolate Milk (Each),60
woodlawn elementary,Lunch,1% White Milk (Each),14
woodlawn elementary,Lunch,Fat Free White Milk (Each),5
woodley hills elementary,Breakfast,1% White Milk (Each),63
woodley hills elementary,Breakfast,Fat Free White Milk (Each),17
woodley hills elementary,Breakfast,1% Unflavored Shelf-Stable Milk (Each),1
woodley hills elementary,Breakfast,"Lactose Free, White Milk (Each)",1
woodley hills elementary,Breakfast,"Milk, Lactose Free,  Fat Free, Shelf-Stable (Each)",1
woodley hills elementary,Lunch,Fat Free Chocolate Milk (Each),61
woodley hills elementary,Lunch,1% White Milk (Each),15
woodley hills elementary,Lunch,Fat Free White Milk (Each),5
woodson high,Breakfast,1% White Milk (Each),18
woodson high,Breakfast,Fat Free White Milk (Each),5
woodson high,Lunch,Fat Free Chocolate Milk (Each),18
woodson high,Lunch,1% White Milk (Each),4
woodson high,Lunch,Fat Free White Milk (Each),2
