school_name,date,identifier,name,planned_reimbursable,planned_non-reimbursable,planned_total,offered_reimbursable,offered_non-reimbursable,offered_total,served_reimbursable,served_non-reimbursable,served_total,discarded_total,discarded_cost,subtotal_cost,left_over_total,left_over_percent_of_offered,left_over_cost,production_cost_total,Calories,Total Fat (g),Saturated Fat (g),Cholesterol (mg),Sodium (mg),Carbohydrate (g),Dietary Fiber (g),Total Sugars (g),Added Sugars (g),Protein (g),Vitamin A (IU),Vitamin C (mg),Vitamin D (D2 + D3) (mcg),Calcium (mg),Iron (mg),Potassium (mg),Category,Sub-Category,Served
mantua elementary,2025-05-02,20001,1% White Milk (Each),23,0,23,164,23,0,23,8.28,0,0.0,0.0,8.28,141.0,85.98,50.76,59.04,110,3,2,10,125,13,0,12,0,8,150,0,3,300,0,410,Sides,Milk,Lunch
mantua elementary,2025-05-02,20038,Fat Free White Milk (Each),5,0,5,29,5,0,5,1.65,0,0.0,0.0,1.65,24.0,82.76,7.92,9.57,90,0,0,5,130,13,0,12,0,9,160,0,3,310,0,410,Sides,Milk,Lunch
mantua elementary,2025-05-05,20001,1% White Milk (Each),22,0,22,175,23,0,23,8.28,0,0.0,0.0,8.28,152.0,86.86,54.72,63.0,110,3,2,10,125,13,0,12,0,8,150,0,3,300,0,410,Sides,Milk,Lunch
mantua elementary,2025-05-05,20038,Fat Free White Milk (Each),4,0,4,16,2,0,2,0.66,0,0.0,0.0,0.66,14.0,87.5,4.62,5.28,90,0,0,5,130,13,0,12,0,9,160,0,3,310,0,410,Sides,Milk,Lunch
mantua elementary,2025-05-06,20001,1% White Milk (Each),22,0,22,136,20,0,20,7.2,0,0.0,0.0,7.2,116.0,85.29,41.76,48.96,110,3,2,10,125,13,0,12,0,8,150,0,3,300,0,410,Sides,Milk,Lunch
mantua elementary,2025-05-06,20038,Fat Free White Milk (Each),4,0,4,27,7,0,7,2.31,0,0.0,0.0,2.31,20.0,74.07,6.6,8.91,90,0,0,5,130,13,0,12,0,9,160,0,3,310,0,410,Sides,Milk,Lunch
mantua elementary,2025-05-07,20001,1% White Milk (Each),26,0,26,182,28,0,28,10.08,0,0.0,0.0,10.08,154.0,84.62,55.44,65.52,110,3,2,10,125,13,0,12,0,8,150,0,3,300,0,410,Sides,Milk,Lunch
mantua elementary,2025-05-07,20038,Fat Free White Milk (Each),5,0,5,69,10,0,10,3.3,0,0.0,0.0,3.3,59.0,85.51,19.47,22.77,90,0,0,5,130,13,0,12,0,9,160,0,3,310,0,410,Sides,Milk,Lunch
mantua elementary,2025-05-08,20001,1% White Milk (Each),22,0,22,93,15,1,16,5.76,0,0.0,0.0,5.76,77.0,82.8,27.72,33.48,110,3,2,10,125,13,0,12,0,8,150,0,3,300,0,410,Sides,Milk,Lunch
mantua elementary,2025-05-08,20038,Fat Free White Milk (Each),4,0,4,57,7,0,7,2.31,0,0.0,0.0,2.31,50.0,87.72,16.5,18.81,90,0,0,5,130,13,0,12,0,9,160,0,3,310,0,410,Sides,Milk,Lunch
mantua elementary,2025-05-09,20001,1% White Milk (Each),22,0,22,102,16,0,16,5.76,0,0.0,0.0,5.76,86.0,84.31,30.96,36.72,110,3,2,10,125,13,0,12,0,8,150,0,3,300,0,410,Sides,Milk,Lunch
mantua elementary,2025-05-09,20038,Fat Free White Milk (Each),4,0,4,94,7,0,7,2.31,0,0.0,0.0,2.31,87.0,92.55,28.71,31.02,90,0,0,5,130,13,0,12,0,9,160,0,3,310,0,410,Sides,Milk,Lunch
mantua elementary,2025-05-12,20001,1% White Milk (Each),30,0,30,30,27,0,27,9.72,0,0.0,0.0,9.72,3.0,10.0,1.08,10.8,110,3,2,10,125,13,0,12,0,8,150,0,3,300,0,410,Sides,Milk,Lunch
mantua elementary,2025-05-12,20038,Fat Free White Milk (Each),15,0,15,15,13,0,13,4.29,0,0.0,0.0,4.29,2.0,13.33,0.66,4.95,90,0,0,5,130,13,0,12,0,9,160,0,3,310,0,410,Sides,Milk,Lunch
mantua elementary,2025-05-13,20001,1% White Milk (Each),30,0,30,30,17,0,17,6.12,0,0.0,0.0,6.12,13.0,43.33,4.68,10.8,110,3,2,10,125,13,0,12,0,8,150,0,3,300,0,410,Sides,Milk,Lunch
mantua elementary,2025-05-13,20038,Fat Free White Milk (Each),20,0,20,30,11,0,11,3.63,0,0.0,0.0,3.63,19.0,63.33,6.27,9.9,90,0,0,5,130,13,0,12,0,9,160,0,3,310,0,410,Sides,Milk,Lunch
mantua elementary,2025-05-14,20001,1% White Milk (Each),30,0,30,10,10,0,10,3.6,0,0.0,0.0,3.6,0.0,0.0,0.0,3.6,110,3,2,10,125,13,0,12,0,8,150,0,3,300,0,410,Sides,Milk,Lunch
mantua elementary,2025-05-14,20038,Fat Free White Milk (Each),20,0,20,40,29,0,29,9.57,0,0.0,0.0,9.57,11.0,27.5,3.63,13.2,90,0,0,5,130,13,0,12,0,9,160,0,3,310,0,410,Sides,Milk,Lunch
mantua elementary,2025-05-15,20001,1% White Milk (Each),30,0,30,66,29,0,29,10.44,0,0.0,0.0,10.44,37.0,56.06,13.32,23.76,110,3,2,10,125,13,0,12,0,8,150,0,3,300,0,410,Sides,Milk,Lunch
mantua elementary,2025-05-15,20038,Fat Free White Milk (Each),20,0,20,15,8,0,8,2.64,0,0.0,0.0,2.64,7.0,46.67,2.31,4.95,90,0,0,5,130,13,0,12,0,9,160,0,3,310,0,410,Sides,Milk,Lunch
mantua elementary,2025-05-16,20001,1% White Milk (Each),30,0,30,14,14,0,14,5.04,0,0.0,0.0,5.04,0.0,0.0,0.0,5.04,110,3,2,10,125,13,0,12,0,8,150,0,3,300,0,410,Sides,Milk,Lunch
mantua elementary,2025-05-16,20038,Fat Free White Milk (Each),20,0,20,14,14,0,14,4.62,0,0.0,0.0,4.62,0.0,0.0,0.0,4.62,90,0,0,5,130,13,0,12,0,9,160,0,3,310,0,410,Sides,Milk,Lunch
mantua elementary,2025-05-19,20001,1% White Milk (Each),23,0,23,28,21,0,21,7.56,0,0.0,0.0,7.56,7.0,25.0,2.52,10.08,110,3,2,10,125,13,0,12,0,8,150,0,3,300,0,410,Sides,Milk,Lunch
mantua elementary,2025-05-19,20038,Fat Free White Milk (Each),7,0,7,43,18,0,18,5.94,0,0.0,0.0,5.94,25.0,58.14,8.25,14.19,90,0,0,5,130,13,0,12,0,9,160,0,3,310,0,410,Sides,Milk,Lunch
mantua elementary,2025-05-20,20001,1% White Milk (Each),23,0,23,52,22,0,22,7.92,0,0.0,0.0,7.92,30.0,57.69,10.8,18.72,110,3,2,10,125,13,0,12,0,8,150,0,3,300,0,410,Sides,Milk,Lunch
mantua elementary,2025-05-20,20038,Fat Free White Milk (Each),7,0,7,31,6,0,6,1.98,0,0.0,0.0,1.98,25.0,80.65,8.25,10.23,90,0,0,5,130,13,0,12,0,9,160,0,3,310,0,410,Sides,Milk,Lunch
mantua elementary,2025-05-21,20001,1% White Milk (Each),29,0,29,50,23,0,23,8.28,0,0.0,0.0,8.28,27.0,54.0,9.72,18.0,110,3,2,10,125,13,0,12,0,8,150,0,3,300,0,410,Sides,Milk,Lunch
mantua elementary,2025-05-21,20038,Fat Free White Milk (Each),9,0,9,10,6,0,6,1.98,0,0.0,0.0,1.98,4.0,40.0,1.32,3.3,90,0,0,5,130,13,0,12,0,9,160,0,3,310,0,410,Sides,Milk,Lunch
mantua elementary,2025-05-22,20001,1% White Milk (Each),23,0,23,53,19,0,19,6.84,0,0.0,0.0,6.84,34.0,64.15,12.24,19.08,110,3,2,10,125,13,0,12,0,8,150,0,3,300,0,410,Sides,Milk,Lunch
mantua elementary,2025-05-22,20038,Fat Free White Milk (Each),7,0,7,43,6,0,6,1.98,0,0.0,0.0,1.98,37.0,86.05,12.21,14.19,90,0,0,5,130,13,0,12,0,9,160,0,3,310,0,410,Sides,Milk,Lunch
mantua elementary,2025-05-23,20001,1% White Milk (Each),23,0,23,44,21,0,21,7.56,0,0.0,0.0,7.56,23.0,52.27,8.28,15.84,110,3,2,10,125,13,0,12,0,8,150,0,3,300,0,410,Sides,Milk,Lunch
mantua elementary,2025-05-23,20038,Fat Free White Milk (Each),7,0,7,19,9,0,9,2.97,0,0.0,0.0,2.97,10.0,52.63,3.3,6.27,90,0,0,5,130,13,0,12,0,9,160,0,3,310,0,410,Sides,Milk,Lunch
mantua elementary,2025-05-27,20001,1% White Milk (Each),35,0,35,32,24,0,24,8.64,0,0.0,0.0,8.64,8.0,25.0,2.88,11.52,110,3,2,10,125,13,0,12,0,8,150,0,3,300,0,410,Sides,Milk,Lunch
mantua elementary,2025-05-27,20038,Fat Free White Milk (Each),5,0,5,21,6,0,6,1.98,0,0.0,0.0,1.98,15.0,71.43,4.95,6.93,90,0,0,5,130,13,0,12,0,9,160,0,3,310,0,410,Sides,Milk,Lunch
mantua elementary,2025-05-28,20001,1% White Milk (Each),35,0,35,77,19,0,19,6.84,0,0.0,0.0,6.84,58.0,75.32,20.88,27.72,110,3,2,10,125,13,0,12,0,8,150,0,3,300,0,410,Sides,Milk,Lunch
mantua elementary,2025-05-28,20038,Fat Free White Milk (Each),5,0,5,3,3,0,3,0.99,0,0.0,0.0,0.99,0.0,0.0,0.0,0.99,90,0,0,5,130,13,0,12,0,9,160,0,3,310,0,410,Sides,Milk,Lunch
mantua elementary,2025-05-29,20001,1% White Milk (Each),35,0,35,31,8,0,8,2.88,0,0.0,0.0,2.88,23.0,74.19,8.28,11.16,110,3,2,10,125,13,0,12,0,8,150,0,3,300,0,410,Sides,Milk,Lunch
mantua elementary,2025-05-29,20038,Fat Free White Milk (Each),5,0,5,36,12,0,12,3.96,0,0.0,0.0,3.96,24.0,66.67,7.92,11.88,90,0,0,5,130,13,0,12,0,9,160,0,3,310,0,410,Sides,Milk,Lunch
mantua elementary,2025-05-30,20001,1% White Milk (Each),35,0,35,48,9,0,9,3.24,0,0.0,0.0,3.24,39.0,81.25,14.04,17.28,110,3,2,10,125,13,0,12,0,8,150,0,3,300,0,410,Sides,Milk,Lunch
mantua elementary,2025-05-30,20038,Fat Free White Milk (Each),5,0,5,5,4,0,4,1.32,0,0.0,0.0,1.32,1.0,20.0,0.33,1.65,90,0,0,5,130,13,0,12,0,9,160,0,3,310,0,410,Sides,Milk,Lunch
marshall road elementary,2025-05-01,20001,1% White Milk (Each),38,0,38,47,39,0,39,14.04,0,0.0,0.0,14.04,8.0,17.02,2.88,16.92,110,3,2,10,125,13,0,12,0,8,150,0,3,300,0,410,Sides,Milk,Lunch
marshall road elementary,2025-05-01,20038,Fat Free White Milk (Each),19,0,19,16,16,0,16,5.28,0,0.0,0.0,5.28,0.0,0.0,0.0,5.28,90,0,0,5,130,13,0,12,0,9,160,0,3,310,0,410,Sides,Milk,Lunch
marshall road elementary,2025-05-01,20043,"Lactose Free, White Milk (Each)",0,0,0,1,0,0,0,0.0,0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,90,0,0,5,130,13,0,12,0,9,155,0,2,312,0,331,Sides,Milk,Lunch
marshall road elementary,2025-05-02,20001,1% White Milk (Each),36,0,36,35,30,0,30,10.8,0,0.0,0.0,10.8,5.0,14.29,1.8,12.6,110,3,2,10,125,13,0,12,0,8,150,0,3,300,0,410,Sides,Milk,Lunch
marshall road elementary,2025-05-02,20038,Fat Free White Milk (Each),18,0,18,24,8,0,8,2.64,0,0.0,0.0,2.64,16.0,66.67,5.28,7.92,90,0,0,5,130,13,0,12,0,9,160,0,3,310,0,410,Sides,Milk,Lunch
marshall road elementary,2025-05-02,20043,"Lactose Free, White Milk (Each)",0,0,0,1,1,0,1,0.58,0,0.0,0.0,0.58,0.0,0.0,0.0,0.58,90,0,0,5,130,13,0,12,0,9,155,0,2,312,0,331,Sides,Milk,Lunch
marshall road elementary,2025-05-05,20001,1% White Milk (Each),36,0,36,35,33,0,33,11.88,0,0.0,0.0,11.88,2.0,5.71,0.72,12.6,110,3,2,10,125,13,0,12,0,8,150,0,3,300,0,410,Sides,Milk,Lunch
marshall road elementary,2025-05-05,20038,Fat Free White Milk (Each),18,0,18,20,17,0,17,5.61,0,0.0,0.0,5.61,3.0,15.0,0.99,6.6,90,0,0,5,130,13,0,12,0,9,160,0,3,310,0,410,Sides,Milk,Lunch
marshall road elementary,2025-05-05,20043,"Lactose Free, White Milk (Each)",0,0,0,1,1,0,1,0.58,0,0.0,0.0,0.58,0.0,0.0,0.0,0.58,90,0,0,5,130,13,0,12,0,9,155,0,2,312,0,331,Sides,Milk,Lunch
marshall road elementary,2025-05-06,20001,1% White Milk (Each),36,0,36,34,30,0,30,10.8,0,0.0,0.0,10.8,4.0,11.76,1.44,12.24,110,3,2,10,125,13,0,12,0,8,150,0,3,300,0,410,Sides,Milk,Lunch
marshall road elementary,2025-05-06,20038,Fat Free White Milk (Each),18,0,18,15,6,0,6,1.98,0,0.0,0.0,1.98,9.0,60.0,2.97,4.95,90,0,0,5,130,13,0,12,0,9,160,0,3,310,0,410,Sides,Milk,Lunch
marshall road elementary,2025-05-06,20043,"Lactose Free, White Milk (Each)",0,0,0,1,1,0,1,0.58,0,0.0,0.0,0.58,0.0,0.0,0.0,0.58,90,0,0,5,130,13,0,12,0,9,155,0,2,312,0,331,Sides,Milk,Lunch
marshall road elementary,2025-05-07,20001,1% White Milk (Each),38,0,38,25,23,0,23,8.28,0,0.0,0.0,8.28,2.0,8.0,0.72,9.0,110,3,2,10,125,13,0,12,0,8,150,0,3,300,0,410,Sides,Milk,Lunch
marshall road elementary,2025-05-07,20038,Fat Free White Milk (Each),19,0,19,50,42,0,42,13.86,0,0.0,0.0,13.86,8.0,16.0,2.64,16.5,90,0,0,5,130,13,0,12,0,9,160,0,3,310,0,410,Sides,Milk,Lunch
marshall road elementary,2025-05-07,20043,"Lactose Free, White Milk (Each)",0,0,0,1,1,0,1,0.58,0,0.0,0.0,0.58,0.0,0.0,0.0,0.58,90,0,0,5,130,13,0,12,0,9,155,0,2,312,0,331,Sides,Milk,Lunch
marshall road elementary,2025-05-08,20001,1% White Milk (Each),38,0,38,42,32,0,32,11.52,2,4.76,0.72,12.24,8.0,19.05,2.88,15.12,110,3,2,10,125,13,0,12,0,8,150,0,3,300,0,410,Sides,Milk,Lunch
marshall road elementary,2025-05-08,20038,Fat Free White Milk (Each),19,0,19,15,6,0,6,1.98,0,0.0,0.0,1.98,9.0,60.0,2.97,4.95,90,0,0,5,130,13,0,12,0,9,160,0,3,310,0,410,Sides,Milk,Lunch
marshall road elementary,2025-05-08,20043,"Lactose Free, White Milk (Each)",0,0,0,1,1,0,1,0.58,0,0.0,0.0,0.58,0.0,0.0,0.0,0.58,90,0,0,5,130,13,0,12,0,9,155,0,2,312,0,331,Sides,Milk,Lunch
marshall road elementary,2025-05-09,20001,1% White Milk (Each),36,0,36,34,29,0,29,10.44,1,2.94,0.36,10.8,4.0,11.76,1.44,12.24,110,3,2,10,125,13,0,12,0,8,150,0,3,300,0,410,Sides,Milk,Lunch
marshall road elementary,2025-05-09,20038,Fat Free White Milk (Each),18,0,18,22,18,0,18,5.94,0,0.0,0.0,5.94,4.0,18.18,1.32,7.26,90,0,0,5,130,13,0,12,0,9,160,0,3,310,0,410,Sides,Milk,Lunch
marshall road elementary,2025-05-09,20043,"Lactose Free, White Milk (Each)",0,0,0,1,1,0,1,0.58,0,0.0,0.0,0.58,0.0,0.0,0.0,0.58,90,0,0,5,130,13,0,12,0,9,155,0,2,312,0,331,Sides,Milk,Lunch
marshall road elementary,2025-05-12,20001,1% White Milk (Each),36,0,36,49,43,6,49,17.64,0,0.0,0.0,17.64,0.0,0.0,0.0,17.64,110,3,2,10,125,13,0,12,0,8,150,0,3,300,0,410,Sides,Milk,Lunch
marshall road elementary,2025-05-12,20038,Fat Free White Milk (Each),18,0,18,20,16,0,16,5.28,0,0.0,0.0,5.28,4.0,20.0,1.32,6.6,90,0,0,5,130,13,0,12,0,9,160,0,3,310,0,410,Sides,Milk,Lunch
marshall road elementary,2025-05-13,20001,1% White Milk (Each),36,0,36,34,30,0,30,10.8,0,0.0,0.0,10.8,4.0,11.76,1.44,12.24,110,3,2,10,125,13,0,12,0,8,150,0,3,300,0,410,Sides,Milk,Lunch
marshall road elementary,2025-05-13,20038,Fat Free White Milk (Each),18,0,18,24,22,0,22,7.26,0,0.0,0.0,7.26,2.0,8.33,0.66,7.92,90,0,0,5,130,13,0,12,0,9,160,0,3,310,0,410,Sides,Milk,Lunch
marshall road elementary,2025-05-14,20001,1% White Milk (Each),38,0,38,34,30,0,30,10.8,0,0.0,0.0,10.8,4.0,11.76,1.44,12.24,110,3,2,10,125,13,0,12,0,8,150,0,3,300,0,410,Sides,Milk,Lunch
marshall road elementary,2025-05-14,20038,Fat Free White Milk (Each),19,0,19,24,12,0,12,3.96,0,0.0,0.0,3.96,12.0,50.0,3.96,7.92,90,0,0,5,130,13,0,12,0,9,160,0,3,310,0,410,Sides,Milk,Lunch
marshall road elementary,2025-05-15,20001,1% White Milk (Each),38,0,38,41,30,0,30,10.8,0,0.0,0.0,10.8,11.0,26.83,3.96,14.76,110,3,2,10,125,13,0,12,0,8,150,0,3,300,0,410,Sides,Milk,Lunch
marshall road elementary,2025-05-15,20038,Fat Free White Milk (Each),19,0,19,28,16,0,16,5.28,0,0.0,0.0,5.28,12.0,42.86,3.96,9.24,90,0,0,5,130,13,0,12,0,9,160,0,3,310,0,410,Sides,Milk,Lunch
marshall road elementary,2025-05-16,20001,1% White Milk (Each),36,0,36,37,18,0,18,6.48,0,0.0,0.0,6.48,19.0,51.35,6.84,13.32,110,3,2,10,125,13,0,12,0,8,150,0,3,300,0,410,Sides,Milk,Lunch
marshall road elementary,2025-05-16,20038,Fat Free White Milk (Each),18,0,18,28,6,0,6,1.98,0,0.0,0.0,1.98,22.0,78.57,7.26,9.24,90,0,0,5,130,13,0,12,0,9,160,0,3,310,0,410,Sides,Milk,Lunch
marshall road elementary,2025-05-19,20001,1% White Milk (Each),21,0,21,30,25,0,25,9.0,0,0.0,0.0,9.0,5.0,16.67,1.8,10.8,110,3,2,10,125,13,0,12,0,8,150,0,3,300,0,410,Sides,Milk,Lunch
marshall road elementary,2025-05-19,20038,Fat Free White Milk (Each),13,0,13,29,18,0,18,5.94,0,0.0,0.0,5.94,11.0,37.93,3.63,9.57,90,0,0,5,130,13,0,12,0,9,160,0,3,310,0,410,Sides,Milk,Lunch
marshall road elementary,2025-05-20,20001,1% White Milk (Each),21,0,21,34,34,0,34,12.24,0,0.0,0.0,12.24,0.0,0.0,0.0,12.24,110,3,2,10,125,13,0,12,0,8,150,0,3,300,0,410,Sides,Milk,Lunch
marshall road elementary,2025-05-20,20038,Fat Free White Milk (Each),13,0,13,28,28,0,28,9.24,0,0.0,0.0,9.24,0.0,0.0,0.0,9.24,90,0,0,5,130,13,0,12,0,9,160,0,3,310,0,410,Sides,Milk,Lunch
marshall road elementary,2025-05-21,20001,1% White Milk (Each),23,0,23,37,32,0,32,11.52,0,0.0,0.0,11.52,5.0,13.51,1.8,13.32,110,3,2,10,125,13,0,12,0,8,150,0,3,300,0,410,Sides,Milk,Lunch
marshall road elementary,2025-05-21,20038,Fat Free White Milk (Each),15,0,15,26,10,0,10,3.3,0,0.0,0.0,3.3,16.0,61.54,5.28,8.58,90,0,0,5,130,13,0,12,0,9,160,0,3,310,0,410,Sides,Milk,Lunch
marshall road elementary,2025-05-22,20001,1% White Milk (Each),23,0,23,35,27,0,27,9.72,0,0.0,0.0,9.72,8.0,22.86,2.88,12.6,110,3,2,10,125,13,0,12,0,8,150,0,3,300,0,410,Sides,Milk,Lunch
marshall road elementary,2025-05-22,20038,Fat Free White Milk (Each),15,0,15,24,19,0,19,6.27,0,0.0,0.0,6.27,5.0,20.83,1.65,7.92,90,0,0,5,130,13,0,12,0,9,160,0,3,310,0,410,Sides,Milk,Lunch
marshall road elementary,2025-05-23,20001,1% White Milk (Each),21,0,21,35,34,0,34,12.24,0,0.0,0.0,12.24,1.0,2.86,0.36,12.6,110,3,2,10,125,13,0,12,0,8,150,0,3,300,0,410,Sides,Milk,Lunch
marshall road elementary,2025-05-23,20038,Fat Free White Milk (Each),13,0,13,24,24,0,24,7.92,0,0.0,0.0,7.92,0.0,0.0,0.0,7.92,90,0,0,5,130,13,0,12,0,9,160,0,3,310,0,410,Sides,Milk,Lunch
marshall road elementary,2025-05-27,20001,1% White Milk (Each),24,0,24,30,23,0,23,8.28,0,0.0,0.0,8.28,7.0,23.33,2.52,10.8,110,3,2,10,125,13,0,12,0,8,150,0,3,300,0,410,Sides,Milk,Lunch
marshall road elementary,2025-05-27,20038,Fat Free White Milk (Each),21,0,21,25,17,0,17,5.61,0,0.0,0.0,5.61,8.0,32.0,2.64,8.25,90,0,0,5,130,13,0,12,0,9,160,0,3,310,0,410,Sides,Milk,Lunch
marshall road elementary,2025-05-28,20001,1% White Milk (Each),27,0,27,44,44,0,44,15.84,0,0.0,0.0,15.84,0.0,0.0,0.0,15.84,110,3,2,10,125,13,0,12,0,8,150,0,3,300,0,410,Sides,Milk,Lunch
marshall road elementary,2025-05-28,20038,Fat Free White Milk (Each),24,0,24,6,6,0,6,1.98,0,0.0,0.0,1.98,0.0,0.0,0.0,1.98,90,0,0,5,130,13,0,12,0,9,160,0,3,310,0,410,Sides,Milk,Lunch
marshall road elementary,2025-05-29,20001,1% White Milk (Each),5,0,5,3,3,0,3,1.08,0,0.0,0.0,1.08,0.0,0.0,0.0,1.08,110,3,2,10,125,13,0,12,0,8,150,0,3,300,0,410,Sides,Milk,Lunch
marshall road elementary,2025-05-29,30102,1% Unflavored Shelf-Stable Milk (Each),0,0,0,27,25,0,25,9.5,0,0.0,0.0,9.5,2.0,7.41,0.76,10.26,110,3,2,10,105,12,0,12,0,8,150,0,3,300,0,320,Sides,Milk,Breakfast
marshall road elementary,2025-05-30,20001,1% White Milk (Each),24,0,24,39,31,0,31,11.16,0,0.0,0.0,11.16,8.0,20.51,2.88,14.04,110,3,2,10,125,13,0,12,0,8,150,0,3,300,0,410,Sides,Milk,Lunch
mason crest elementary,2025-05-01,20001,1% White Milk (Each),157,0,157,152,136,0,136,48.96,1,0.66,0.36,49.32,15.0,9.87,5.4,54.72,110,3,2,10,125,13,0,12,0,8,150,0,3,300,0,410,Sides,Milk,Lunch
mason crest elementary,2025-05-01,20038,Fat Free White Milk (Each),20,0,20,20,6,0,6,1.98,0,0.0,0.0,1.98,14.0,70.0,4.62,6.6,90,0,0,5,130,13,0,12,0,9,160,0,3,310,0,410,Sides,Milk,Lunch
mason crest elementary,2025-05-01,30103,"Milk, Lactose Free,  Fat Free, Shelf-Stable (Each)",0,0,0,3,3,0,3,1.44,0,0.0,0.0,1.44,0.0,0.0,0.0,1.44,90,0,0,5,130,12,0,12,0,8,150,0,3,300,0,400,Sides,Milk,Lunch
mason crest elementary,2025-05-02,20001,1% White Milk (Each),157,0,157,194,173,0,173,62.28,1,0.52,0.36,62.64,20.0,10.31,7.2,69.84,110,3,2,10,125,13,0,12,0,8,150,0,3,300,0,410,Sides,Milk,Lunch
mason crest elementary,2025-05-02,20038,Fat Free White Milk (Each),20,0,20,10,1,0,1,0.33,0,0.0,0.0,0.33,9.0,90.0,2.97,3.3,90,0,0,5,130,13,0,12,0,9,160,0,3,310,0,410,Sides,Milk,Lunch
mason crest elementary,2025-05-02,30103,"Milk, Lactose Free,  Fat Free, Shelf-Stable (Each)",0,0,0,3,3,0,3,1.44,0,0.0,0.0,1.44,0.0,0.0,0.0,1.44,90,0,0,5,130,12,0,12,0,8,150,0,3,300,0,400,Sides,Milk,Lunch
mason crest elementary,2025-05-05,20001,1% White Milk (Each),157,0,157,145,136,0,136,48.96,2,1.38,0.72,49.68,7.0,4.83,2.52,52.2,110,3,2,10,125,13,0,12,0,8,150,0,3,300,0,410,Sides,Milk,Lunch
mason crest elementary,2025-05-05,20038,Fat Free White Milk (Each),20,0,20,20,5,0,5,1.65,0,0.0,0.0,1.65,15.0,75.0,4.95,6.6,90,0,0,5,130,13,0,12,0,9,160,0,3,310,0,410,Sides,Milk,Lunch
mason crest elementary,2025-05-05,30103,"Milk, Lactose Free,  Fat Free, Shelf-Stable (Each)",0,0,0,3,3,0,3,1.44,0,0.0,0.0,1.44,0.0,0.0,0.0,1.44,90,0,0,5,130,12,0,12,0,8,150,0,3,300,0,400,Sides,Milk,Lunch
mason crest elementary,2025-05-06,20001,1% White Milk (Each),162,0,162,172,162,0,162,58.32,1,0.58,0.36,58.68,9.0,5.23,3.24,61.92,110,3,2,10,125,13,0,12,0,8,150,0,3,300,0,410,Sides,Milk,Lunch
mason crest elementary,2025-05-06,20038,Fat Free White Milk (Each),20,0,20,20,5,0,5,1.65,0,0.0,0.0,1.65,15.0,75.0,4.95,6.6,90,0,0,5,130,13,0,12,0,9,160,0,3,310,0,410,Sides,Milk,Lunch
mason crest elementary,2025-05-06,30103,"Milk, Lactose Free,  Fat Free, Shelf-Stable (Each)",0,0,0,3,3,0,3,1.44,0,0.0,0.0,1.44,0.0,0.0,0.0,1.44,90,0,0,5,130,12,0,12,0,8,150,0,3,300,0,400,Sides,Milk,Lunch
mason crest elementary,2025-05-07,20001,1% White Milk (Each),157,0,157,151,144,0,144,51.84,0,0.0,0.0,51.84,7.0,4.64,2.52,54.36,110,3,2,10,125,13,0,12,0,8,150,0,3,300,0,410,Sides,Milk,Lunch
mason crest elementary,2025-05-07,20038,Fat Free White Milk (Each),20,0,20,20,5,0,5,1.65,0,0.0,0.0,1.65,15.0,75.0,4.95,6.6,90,0,0,5,130,13,0,12,0,9,160,0,3,310,0,410,Sides,Milk,Lunch
mason crest elementary,2025-05-07,30103,"Milk, Lactose Free,  Fat Free, Shelf-Stable (Each)",0,0,0,3,3,0,3,1.44,0,0.0,0.0,1.44,0.0,0.0,0.0,1.44,90,0,0,5,130,12,0,12,0,8,150,0,3,300,0,400,Sides,Milk,Lunch
mason crest elementary,2025-05-08,20001,1% White Milk (Each),157,0,157,191,172,0,172,61.92,1,0.52,0.36,62.28,18.0,9.42,6.48,68.76,110,3,2,10,125,13,0,12,0,8,150,0,3,300,0,410,Sides,Milk,Lunch
mason crest elementary,2025-05-08,20038,Fat Free White Milk (Each),20,0,20,20,3,0,3,0.99,0,0.0,0.0,0.99,17.0,85.0,5.61,6.6,90,0,0,5,130,13,0,12,0,9,160,0,3,310,0,410,Sides,Milk,Lunch
mason crest elementary,2025-05-08,30103,"Milk, Lactose Free,  Fat Free, Shelf-Stable (Each)",0,0,0,2,2,0,2,0.96,0,0.0,0.0,0.96,0.0,0.0,0.0,0.96,90,0,0,5,130,12,0,12,0,8,150,0,3,300,0,400,Sides,Milk,Lunch
mason crest elementary,2025-05-09,20001,1% White Milk (Each),157,0,157,198,187,0,187,67.32,1,0.51,0.36,67.68,10.0,5.05,3.6,71.28,110,3,2,10,125,13,0,12,0,8,150,0,3,300,0,410,Sides,Milk,Lunch
mason crest elementary,2025-05-09,20038,Fat Free White Milk (Each),20,0,20,20,5,0,5,1.65,0,0.0,0.0,1.65,15.0,75.0,4.95,6.6,90,0,0,5,130,13,0,12,0,9,160,0,3,310,0,410,Sides,Milk,Lunch
mason crest elementary,2025-05-09,30103,"Milk, Lactose Free,  Fat Free, Shelf-Stable (Each)",0,0,0,3,3,0,3,1.44,0,0.0,0.0,1.44,0.0,0.0,0.0,1.44,90,0,0,5,130,12,0,12,0,8,150,0,3,300,0,400,Sides,Milk,Lunch
mason crest elementary,2025-05-12,20001,1% White Milk (Each),152,0,152,148,128,0,128,46.08,1,0.68,0.36,46.44,19.0,12.84,6.84,53.28,110,3,2,10,125,13,0,12,0,8,150,0,3,300,0,410,Sides,Milk,Lunch
