school_name,date,identifier,name,planned_reimbursable,planned_non-reimbursable,planned_total,offered_reimbursable,offered_non-reimbursable,offered_total,served_reimbursable,served_non-reimbursable,served_total,discarded_total,discarded_cost,subtotal_cost,left_over_total,left_over_percent_of_offered,left_over_cost,production_cost_total,Calories,Total Fat (g),Saturated Fat (g),Cholesterol (mg),Sodium (mg),Carbohydrate (g),Dietary Fiber (g),Total Sugars (g),Added Sugars (g),Protein (g),Vitamin A (IU),Vitamin C (mg),Vitamin D (D2 + D3) (mcg),Calcium (mg),Iron (mg),Potassium (mg),Category,Sub-Category,Served
colin powell elementary,2025-05-14,20001,1% White Milk (Each),14,0,14,16,16,0,16,5.76,0,0.0,0.0,5.76,0.0,0.0,0.0,5.76,110,3,2,10,125,13,0,12,0,8,150,0,3,300,0,410,Sides,Milk,Lunch
colin powell elementary,2025-05-14,20038,Fat Free White Milk (Each),10,0,10,10,5,0,5,1.65,0,0.0,0.0,1.65,5.0,50.0,1.65,3.3,90,0,0,5,130,13,0,12,0,9,160,0,3,310,0,410,Sides,Milk,Lunch
colin powell elementary,2025-05-15,20001,1% White Milk (Each),13,0,13,16,15,0,15,5.4,0,0.0,0.0,5.4,1.0,6.25,0.36,5.76,110,3,2,10,125,13,0,12,0,8,150,0,3,300,0,410,Sides,Milk,Lunch
colin powell elementary,2025-05-15,20038,Fat Free White Milk (Each),9,0,9,10,6,0,6,1.98,0,0.0,0.0,1.98,4.0,40.0,1.32,3.3,90,0,0,5,130,13,0,12,0,9,160,0,3,310,0,410,Sides,Milk,Lunch
colin powell elementary,2025-05-16,20001,1% White Milk (Each),13,0,13,16,16,0,16,5.76,0,0.0,0.0,5.76,0.0,0.0,0.0,5.76,110,3,2,10,125,13,0,12,0,8,150,0,3,300,0,410,Sides,Milk,Lunch
colin powell elementary,2025-05-16,20038,Fat Free White Milk (Each),9,0,9,10,4,0,4,1.32,0,0.0,0.0,1.32,6.0,60.0,1.98,3.3,90,0,0,5,130,13,0,12,0,9,160,0,3,310,0,410,Sides,Milk,Lunch
colin powell elementary,2025-05-19,20001,1% White Milk (Each),13,0,13,12,12,0,12,4.32,0,0.0,0.0,4.32,0.0,0.0,0.0,4.32,110,3,2,10,125,13,0,12,0,8,150,0,3,300,0,410,Sides,Milk,Lunch
colin powell elementary,2025-05-19,20038,Fat Free White Milk (Each),9,0,9,14,6,0,6,1.98,0,0.0,0.0,1.98,8.0,57.14,2.64,4.62,90,0,0,5,130,13,0,12,0,9,160,0,3,310,0,410,Sides,Milk,Lunch
colin powell elementary,2025-05-20,20001,1% White Milk (Each),13,0,13,16,16,0,16,5.76,0,0.0,0.0,5.76,0.0,0.0,0.0,5.76,110,3,2,10,125,13,0,12,0,8,150,0,3,300,0,410,Sides,Milk,Lunch
colin powell elementary,2025-05-20,20038,Fat Free White Milk (Each),9,0,9,10,7,0,7,2.31,0,0.0,0.0,2.31,3.0,30.0,0.99,3.3,90,0,0,5,130,13,0,12,0,9,160,0,3,310,0,410,Sides,Milk,Lunch
colin powell elementary,2025-05-21,20001,1% White Milk (Each),14,0,14,21,19,0,19,6.84,0,0.0,0.0,6.84,2.0,9.52,0.72,7.56,110,3,2,10,125,13,0,12,0,8,150,0,3,300,0,410,Sides,Milk,Lunch
colin powell elementary,2025-05-21,20038,Fat Free White Milk (Each),10,0,10,10,10,0,10,3.3,0,0.0,0.0,3.3,0.0,0.0,0.0,3.3,90,0,0,5,130,13,0,12,0,9,160,0,3,310,0,410,Sides,Milk,Lunch
colin powell elementary,2025-05-22,20001,1% White Milk (Each),13,0,13,15,11,0,11,3.96,0,0.0,0.0,3.96,4.0,26.67,1.44,5.4,110,3,2,10,125,13,0,12,0,8,150,0,3,300,0,410,Sides,Milk,Lunch
colin powell elementary,2025-05-22,20038,Fat Free White Milk (Each),9,0,9,10,2,0,2,0.66,0,0.0,0.0,0.66,8.0,80.0,2.64,3.3,90,0,0,5,130,13,0,12,0,9,160,0,3,310,0,410,Sides,Milk,Lunch
colin powell elementary,2025-05-23,20001,1% White Milk (Each),13,0,13,15,14,0,14,5.04,0,0.0,0.0,5.04,1.0,6.67,0.36,5.4,110,3,2,10,125,13,0,12,0,8,150,0,3,300,0,410,Sides,Milk,Lunch
colin powell elementary,2025-05-23,20038,Fat Free White Milk (Each),9,0,9,10,9,0,9,2.97,0,0.0,0.0,2.97,1.0,10.0,0.33,3.3,90,0,0,5,130,13,0,12,0,9,160,0,3,310,0,410,Sides,Milk,Lunch
colin powell elementary,2025-05-27,20001,1% White Milk (Each),13,0,13,8,8,0,8,2.88,0,0.0,0.0,2.88,0.0,0.0,0.0,2.88,110,3,2,10,125,13,0,12,0,8,150,0,3,300,0,410,Sides,Milk,Lunch
colin powell elementary,2025-05-27,20038,Fat Free White Milk (Each),9,0,9,18,4,0,4,1.32,0,0.0,0.0,1.32,14.0,77.78,4.62,5.94,90,0,0,5,130,13,0,12,0,9,160,0,3,310,0,410,Sides,Milk,Lunch
colin powell elementary,2025-05-28,20001,1% White Milk (Each),5,0,5,7,7,0,7,2.52,0,0.0,0.0,2.52,0.0,0.0,0.0,2.52,110,3,2,10,125,13,0,12,0,8,150,0,3,300,0,410,Sides,Milk,Lunch
colin powell elementary,2025-05-28,20038,Fat Free White Milk (Each),10,0,10,20,13,0,13,4.29,0,0.0,0.0,4.29,7.0,35.0,2.31,6.6,90,0,0,5,130,13,0,12,0,9,160,0,3,310,0,410,Sides,Milk,Lunch
colin powell elementary,2025-05-29,20001,1% White Milk (Each),13,0,13,16,15,0,15,5.4,0,0.0,0.0,5.4,1.0,6.25,0.36,5.76,110,3,2,10,125,13,0,12,0,8,150,0,3,300,0,410,Sides,Milk,Lunch
colin powell elementary,2025-05-29,20038,Fat Free White Milk (Each),9,0,9,10,6,0,6,1.98,0,0.0,0.0,1.98,4.0,40.0,1.32,3.3,90,0,0,5,130,13,0,12,0,9,160,0,3,310,0,410,Sides,Milk,Lunch
colin powell elementary,2025-05-30,20001,1% White Milk (Each),5,0,5,6,6,0,6,2.16,0,0.0,0.0,2.16,0.0,0.0,0.0,2.16,110,3,2,10,125,13,0,12,0,8,150,0,3,300,0,410,Sides,Milk,Lunch
colin powell elementary,2025-05-30,20038,Fat Free White Milk (Each),9,0,9,20,14,0,14,4.62,0,0.0,0.0,4.62,6.0,30.0,1.98,6.6,90,0,0,5,130,13,0,12,0,9,160,0,3,310,0,410,Sides,Milk,Lunch
columbia elementary,2025-05-01,20001,1% White Milk (Each),20,0,20,90,26,0,26,9.36,0,0.0,0.0,9.36,64.0,71.11,23.04,32.4,110,3,2,10,125,13,0,12,0,8,150,0,3,300,0,410,Sides,Milk,Lunch
columbia elementary,2025-05-01,20038,Fat Free White Milk (Each),20,0,20,33,25,0,25,8.25,0,0.0,0.0,8.25,8.0,24.24,2.64,10.89,90,0,0,5,130,13,0,12,0,9,160,0,3,310,0,410,Sides,Milk,Lunch
columbia elementary,2025-05-02,20001,1% White Milk (Each),20,0,20,95,33,0,33,11.88,0,0.0,0.0,11.88,62.0,65.26,22.32,34.2,110,3,2,10,125,13,0,12,0,8,150,0,3,300,0,410,Sides,Milk,Lunch
columbia elementary,2025-05-02,20038,Fat Free White Milk (Each),20,0,20,50,18,0,18,5.94,0,0.0,0.0,5.94,32.0,64.0,10.56,16.5,90,0,0,5,130,13,0,12,0,9,160,0,3,310,0,410,Sides,Milk,Lunch
columbia elementary,2025-05-02,30102,1% Unflavored Shelf-Stable Milk (Each),0,0,0,10,9,0,9,3.42,0,0.0,0.0,3.42,1.0,10.0,0.38,3.8,110,3,2,10,105,12,0,12,0,8,150,0,3,300,0,320,Sides,Milk,Breakfast
columbia elementary,2025-05-05,20001,1% White Milk (Each),29,0,29,50,26,0,26,9.36,0,0.0,0.0,9.36,24.0,48.0,8.64,18.0,110,3,2,10,125,13,0,12,0,8,150,0,3,300,0,410,Sides,Milk,Lunch
columbia elementary,2025-05-05,20038,Fat Free White Milk (Each),24,0,24,100,17,0,17,5.61,0,0.0,0.0,5.61,83.0,83.0,27.39,33.0,90,0,0,5,130,13,0,12,0,9,160,0,3,310,0,410,Sides,Milk,Lunch
columbia elementary,2025-05-05,30102,1% Unflavored Shelf-Stable Milk (Each),0,0,0,10,8,0,8,3.04,0,0.0,0.0,3.04,2.0,20.0,0.76,3.8,110,3,2,10,105,12,0,12,0,8,150,0,3,300,0,320,Sides,Milk,Breakfast
columbia elementary,2025-05-06,20001,1% White Milk (Each),29,0,29,40,22,0,22,7.92,0,0.0,0.0,7.92,18.0,45.0,6.48,14.4,110,3,2,10,125,13,0,12,0,8,150,0,3,300,0,410,Sides,Milk,Lunch
columbia elementary,2025-05-06,20038,Fat Free White Milk (Each),24,0,24,64,24,0,24,7.92,0,0.0,0.0,7.92,40.0,62.5,13.2,21.12,90,0,0,5,130,13,0,12,0,9,160,0,3,310,0,410,Sides,Milk,Lunch
columbia elementary,2025-05-06,30102,1% Unflavored Shelf-Stable Milk (Each),0,0,0,10,9,0,9,3.42,0,0.0,0.0,3.42,1.0,10.0,0.38,3.8,110,3,2,10,105,12,0,12,0,8,150,0,3,300,0,320,Sides,Milk,Breakfast
columbia elementary,2025-05-07,20001,1% White Milk (Each),31,0,31,50,29,0,29,10.44,0,0.0,0.0,10.44,21.0,42.0,7.56,18.0,110,3,2,10,125,13,0,12,0,8,150,0,3,300,0,410,Sides,Milk,Lunch
columbia elementary,2025-05-07,20038,Fat Free White Milk (Each),25,0,25,119,24,0,24,7.92,0,0.0,0.0,7.92,95.0,79.83,31.35,39.27,90,0,0,5,130,13,0,12,0,9,160,0,3,310,0,410,Sides,Milk,Lunch
columbia elementary,2025-05-07,30102,1% Unflavored Shelf-Stable Milk (Each),0,0,0,10,9,0,9,3.42,0,0.0,0.0,3.42,1.0,10.0,0.38,3.8,110,3,2,10,105,12,0,12,0,8,150,0,3,300,0,320,Sides,Milk,Breakfast
columbia elementary,2025-05-08,20001,1% White Milk (Each),29,0,29,116,21,0,21,7.56,0,0.0,0.0,7.56,95.0,81.9,34.2,41.76,110,3,2,10,125,13,0,12,0,8,150,0,3,300,0,410,Sides,Milk,Lunch
columbia elementary,2025-05-08,20038,Fat Free White Milk (Each),24,0,24,33,22,0,22,7.26,0,0.0,0.0,7.26,11.0,33.33,3.63,10.89,90,0,0,5,130,13,0,12,0,9,160,0,3,310,0,410,Sides,Milk,Lunch
columbia elementary,2025-05-08,30108,Fat Free Unflavored Shelf-Stable Milk (Each),0,0,0,10,9,0,9,3.42,0,0.0,0.0,3.42,1.0,10.0,0.38,3.8,90,0,0,5,130,13,0,12,0,8,150,0,3,300,0,410,Sides,Milk,Breakfast
columbia elementary,2025-05-09,20001,1% White Milk (Each),29,0,29,50,16,0,16,5.76,0,0.0,0.0,5.76,34.0,68.0,12.24,18.0,110,3,2,10,125,13,0,12,0,8,150,0,3,300,0,410,Sides,Milk,Lunch
columbia elementary,2025-05-09,20038,Fat Free White Milk (Each),24,0,24,31,30,0,30,9.9,0,0.0,0.0,9.9,1.0,3.23,0.33,10.23,90,0,0,5,130,13,0,12,0,9,160,0,3,310,0,410,Sides,Milk,Lunch
columbia elementary,2025-05-09,30102,1% Unflavored Shelf-Stable Milk (Each),0,0,0,10,10,0,10,3.8,0,0.0,0.0,3.8,0.0,0.0,0.0,3.8,110,3,2,10,105,12,0,12,0,8,150,0,3,300,0,320,Sides,Milk,Breakfast
columbia elementary,2025-05-12,20001,1% White Milk (Each),22,0,22,57,23,0,23,8.28,0,0.0,0.0,8.28,34.0,59.65,12.24,20.52,110,3,2,10,125,13,0,12,0,8,150,0,3,300,0,410,Sides,Milk,Lunch
columbia elementary,2025-05-12,20038,Fat Free White Milk (Each),21,0,21,104,14,0,14,4.62,0,0.0,0.0,4.62,90.0,86.54,29.7,34.32,90,0,0,5,130,13,0,12,0,9,160,0,3,310,0,410,Sides,Milk,Lunch
columbia elementary,2025-05-12,30102,1% Unflavored Shelf-Stable Milk (Each),0,0,0,10,8,0,8,3.04,0,0.0,0.0,3.04,2.0,20.0,0.76,3.8,110,3,2,10,105,12,0,12,0,8,150,0,3,300,0,320,Sides,Milk,Breakfast
columbia elementary,2025-05-13,20001,1% White Milk (Each),32,0,32,50,38,0,38,13.68,0,0.0,0.0,13.68,12.0,24.0,4.32,18.0,110,3,2,10,125,13,0,12,0,8,150,0,3,300,0,410,Sides,Milk,Lunch
columbia elementary,2025-05-13,20038,Fat Free White Milk (Each),21,0,21,50,26,0,26,8.58,0,0.0,0.0,8.58,24.0,48.0,7.92,16.5,90,0,0,5,130,13,0,12,0,9,160,0,3,310,0,410,Sides,Milk,Lunch
columbia elementary,2025-05-14,20001,1% White Milk (Each),34,0,34,92,41,0,41,14.76,0,0.0,0.0,14.76,51.0,55.43,18.36,33.12,110,3,2,10,125,13,0,12,0,8,150,0,3,300,0,410,Sides,Milk,Lunch
columbia elementary,2025-05-14,20038,Fat Free White Milk (Each),23,0,23,35,11,0,11,3.63,0,0.0,0.0,3.63,24.0,68.57,7.92,11.55,90,0,0,5,130,13,0,12,0,9,160,0,3,310,0,410,Sides,Milk,Lunch
columbia elementary,2025-05-15,20001,1% White Milk (Each),32,0,32,68,39,0,39,14.04,0,0.0,0.0,14.04,29.0,42.65,10.44,24.48,110,3,2,10,125,13,0,12,0,8,150,0,3,300,0,410,Sides,Milk,Lunch
columbia elementary,2025-05-15,20038,Fat Free White Milk (Each),21,0,21,64,16,0,16,5.28,0,0.0,0.0,5.28,48.0,75.0,15.84,21.12,90,0,0,5,130,13,0,12,0,9,160,0,3,310,0,410,Sides,Milk,Lunch
columbia elementary,2025-05-16,20001,1% White Milk (Each),31,0,31,62,16,0,16,5.76,0,0.0,0.0,5.76,46.0,74.19,16.56,22.32,110,3,2,10,125,13,0,12,0,8,150,0,3,300,0,410,Sides,Milk,Lunch
columbia elementary,2025-05-16,20038,Fat Free White Milk (Each),21,0,21,23,18,0,18,5.94,0,0.0,0.0,5.94,5.0,21.74,1.65,7.59,90,0,0,5,130,13,0,12,0,9,160,0,3,310,0,410,Sides,Milk,Lunch
columbia elementary,2025-05-19,20001,1% White Milk (Each),25,0,25,81,38,0,38,13.68,0,0.0,0.0,13.68,43.0,53.09,15.48,29.16,110,3,2,10,125,13,0,12,0,8,150,0,3,300,0,410,Sides,Milk,Lunch
columbia elementary,2025-05-19,20038,Fat Free White Milk (Each),13,0,13,27,12,0,12,3.96,0,0.0,0.0,3.96,15.0,55.56,4.95,8.91,90,0,0,5,130,13,0,12,0,9,160,0,3,310,0,410,Sides,Milk,Lunch
columbia elementary,2025-05-20,20001,1% White Milk (Each),25,0,25,34,13,0,13,4.68,0,0.0,0.0,4.68,21.0,61.76,7.56,12.24,110,3,2,10,125,13,0,12,0,8,150,0,3,300,0,410,Sides,Milk,Lunch
columbia elementary,2025-05-20,20038,Fat Free White Milk (Each),13,0,13,82,39,0,39,12.87,0,0.0,0.0,12.87,43.0,52.44,14.19,27.06,90,0,0,5,130,13,0,12,0,9,160,0,3,310,0,410,Sides,Milk,Lunch
columbia elementary,2025-05-21,20001,1% White Milk (Each),26,0,26,76,30,0,30,10.8,0,0.0,0.0,10.8,46.0,60.53,16.56,27.36,110,3,2,10,125,13,0,12,0,8,150,0,3,300,0,410,Sides,Milk,Lunch
columbia elementary,2025-05-21,20038,Fat Free White Milk (Each),14,0,14,27,12,0,12,3.96,0,0.0,0.0,3.96,15.0,55.56,4.95,8.91,90,0,0,5,130,13,0,12,0,9,160,0,3,310,0,410,Sides,Milk,Lunch
columbia elementary,2025-05-22,20001,1% White Milk (Each),15,0,15,91,34,0,34,12.24,0,0.0,0.0,12.24,57.0,62.64,20.52,32.76,110,3,2,10,125,13,0,12,0,8,150,0,3,300,0,410,Sides,Milk,Lunch
columbia elementary,2025-05-22,20038,Fat Free White Milk (Each),13,0,13,27,17,0,17,5.61,0,0.0,0.0,5.61,10.0,37.04,3.3,8.91,90,0,0,5,130,13,0,12,0,9,160,0,3,310,0,410,Sides,Milk,Lunch
columbia elementary,2025-05-23,20001,1% White Milk (Each),25,0,25,50,24,0,24,8.64,0,0.0,0.0,8.64,26.0,52.0,9.36,18.0,110,3,2,10,125,13,0,12,0,8,150,0,3,300,0,410,Sides,Milk,Lunch
columbia elementary,2025-05-23,20038,Fat Free White Milk (Each),13,0,13,81,25,0,25,8.25,0,0.0,0.0,8.25,56.0,69.14,18.48,26.73,90,0,0,5,130,13,0,12,0,9,160,0,3,310,0,410,Sides,Milk,Lunch
columbia elementary,2025-05-27,20001,1% White Milk (Each),23,0,23,34,19,0,19,6.84,0,0.0,0.0,6.84,15.0,44.12,5.4,12.24,110,3,2,10,125,13,0,12,0,8,150,0,3,300,0,410,Sides,Milk,Lunch
columbia elementary,2025-05-27,20038,Fat Free White Milk (Each),17,0,17,91,32,0,32,10.56,0,0.0,0.0,10.56,59.0,64.84,19.47,30.03,90,0,0,5,130,13,0,12,0,9,160,0,3,310,0,410,Sides,Milk,Lunch
columbia elementary,2025-05-28,20001,1% White Milk (Each),34,0,34,58,39,0,39,14.04,0,0.0,0.0,14.04,19.0,32.76,6.84,20.88,110,3,2,10,125,13,0,12,0,8,150,0,3,300,0,410,Sides,Milk,Lunch
columbia elementary,2025-05-28,20038,Fat Free White Milk (Each),18,0,18,20,12,0,12,3.96,0,0.0,0.0,3.96,8.0,40.0,2.64,6.6,90,0,0,5,130,13,0,12,0,9,160,0,3,310,0,410,Sides,Milk,Lunch
columbia elementary,2025-05-29,20001,1% White Milk (Each),33,0,33,85,38,0,38,13.68,0,0.0,0.0,13.68,47.0,55.29,16.92,30.6,110,3,2,10,125,13,0,12,0,8,150,0,3,300,0,410,Sides,Milk,Lunch
columbia elementary,2025-05-29,20038,Fat Free White Milk (Each),17,0,17,50,16,0,16,5.28,0,0.0,0.0,5.28,34.0,68.0,11.22,16.5,90,0,0,5,130,13,0,12,0,9,160,0,3,310,0,410,Sides,Milk,Lunch
columbia elementary,2025-05-30,20001,1% White Milk (Each),33,0,33,76,67,0,67,24.12,0,0.0,0.0,24.12,9.0,11.84,3.24,27.36,110,3,2,10,125,13,0,12,0,8,150,0,3,300,0,410,Sides,Milk,Lunch
columbia elementary,2025-05-30,20038,Fat Free White Milk (Each),17,0,17,15,12,0,12,3.96,0,0.0,0.0,3.96,3.0,20.0,0.99,4.95,90,0,0,5,130,13,0,12,0,9,160,0,3,310,0,410,Sides,Milk,Lunch
colvin run elementary,2025-05-01,20001,1% White Milk (Each),4,0,4,6,4,1,5,1.8,0,0.0,0.0,1.8,1.0,16.67,0.36,2.16,110,3,2,10,125,13,0,12,0,8,150,0,3,300,0,410,Sides,Milk,Lunch
colvin run elementary,2025-05-01,20038,Fat Free White Milk (Each),3,0,3,4,3,0,3,0.99,0,0.0,0.0,0.99,1.0,25.0,0.33,1.32,90,0,0,5,130,13,0,12,0,9,160,0,3,310,0,410,Sides,Milk,Lunch
colvin run elementary,2025-05-02,20001,1% White Milk (Each),4,0,4,6,2,2,4,1.44,0,0.0,0.0,1.44,2.0,33.33,0.72,2.16,110,3,2,10,125,13,0,12,0,8,150,0,3,300,0,410,Sides,Milk,Lunch
colvin run elementary,2025-05-02,20038,Fat Free White Milk (Each),3,0,3,4,3,0,3,0.99,0,0.0,0.0,0.99,1.0,25.0,0.33,1.32,90,0,0,5,130,13,0,12,0,9,160,0,3,310,0,410,Sides,Milk,Lunch
colvin run elementary,2025-05-05,20001,1% White Milk (Each),4,0,4,6,2,1,3,1.08,0,0.0,0.0,1.08,3.0,50.0,1.08,2.16,110,3,2,10,125,13,0,12,0,8,150,0,3,300,0,410,Sides,Milk,Lunch
colvin run elementary,2025-05-05,20038,Fat Free White Milk (Each),2,0,2,4,2,0,2,0.66,0,0.0,0.0,0.66,2.0,50.0,0.66,1.32,90,0,0,5,130,13,0,12,0,9,160,0,3,310,0,410,Sides,Milk,Lunch
colvin run elementary,2025-05-06,20001,1% White Milk (Each),4,0,4,8,7,0,7,2.52,0,0.0,0.0,2.52,1.0,12.5,0.36,2.88,110,3,2,10,125,13,0,12,0,8,150,0,3,300,0,410,Sides,Milk,Lunch
colvin run elementary,2025-05-06,20038,Fat Free White Milk (Each),2,0,2,6,5,0,5,1.65,0,0.0,0.0,1.65,1.0,16.67,0.33,1.98,90,0,0,5,130,13,0,12,0,9,160,0,3,310,0,410,Sides,Milk,Lunch
colvin run elementary,2025-05-07,20001,1% White Milk (Each),5,0,5,10,1,0,1,0.36,0,0.0,0.0,0.36,9.0,90.0,3.24,3.6,110,3,2,10,125,13,0,12,0,8,150,0,3,300,0,410,Sides,Milk,Lunch
colvin run elementary,2025-05-07,20038,Fat Free White Milk (Each),2,0,2,10,5,0,5,1.65,0,0.0,0.0,1.65,5.0,50.0,1.65,3.3,90,0,0,5,130,13,0,12,0,9,160,0,3,310,0,410,Sides,Milk,Lunch
colvin run elementary,2025-05-08,20001,1% White Milk (Each),4,0,4,6,3,1,4,1.44,0,0.0,0.0,1.44,2.0,33.33,0.72,2.16,110,3,2,10,125,13,0,12,0,8,150,0,3,300,0,410,Sides,Milk,Lunch
colvin run elementary,2025-05-08,20038,Fat Free White Milk (Each),2,0,2,6,3,1,4,1.32,0,0.0,0.0,1.32,2.0,33.33,0.66,1.98,90,0,0,5,130,13,0,12,0,9,160,0,3,310,0,410,Sides,Milk,Lunch
colvin run elementary,2025-05-09,20001,1% White Milk (Each),4,0,4,6,2,0,2,0.72,0,0.0,0.0,0.72,4.0,66.67,1.44,2.16,110,3,2,10,125,13,0,12,0,8,150,0,3,300,0,410,Sides,Milk,Lunch
colvin run elementary,2025-05-09,20038,Fat Free White Milk (Each),2,0,2,4,1,0,1,0.33,0,0.0,0.0,0.33,3.0,75.0,0.99,1.32,90,0,0,5,130,13,0,12,0,9,160,0,3,310,0,410,Sides,Milk,Lunch
colvin run elementary,2025-05-12,20001,1% White Milk (Each),3,0,3,6,4,0,4,1.44,0,0.0,0.0,1.44,2.0,33.33,0.72,2.16,110,3,2,10,125,13,0,12,0,8,150,0,3,300,0,410,Sides,Milk,Lunch
colvin run elementary,2025-05-12,20038,Fat Free White Milk (Each),4,0,4,4,3,0,3,0.99,0,0.0,0.0,0.99,1.0,25.0,0.33,1.32,90,0,0,5,130,13,0,12,0,9,160,0,3,310,0,410,Sides,Milk,Lunch
colvin run elementary,2025-05-13,20001,1% White Milk (Each),3,0,3,6,4,0,4,1.44,0,0.0,0.0,1.44,2.0,33.33,0.72,2.16,110,3,2,10,125,13,0,12,0,8,150,0,3,300,0,410,Sides,Milk,Lunch
colvin run elementary,2025-05-13,20038,Fat Free White Milk (Each),4,0,4,4,3,0,3,0.99,0,0.0,0.0,0.99,1.0,25.0,0.33,1.32,90,0,0,5,130,13,0,12,0,9,160,0,3,310,0,410,Sides,Milk,Lunch
colvin run elementary,2025-05-14,20001,1% White Milk (Each),3,0,3,6,3,2,5,1.8,0,0.0,0.0,1.8,1.0,16.67,0.36,2.16,110,3,2,10,125,13,0,12,0,8,150,0,3,300,0,410,Sides,Milk,Lunch
colvin run elementary,2025-05-14,20038,Fat Free White Milk (Each),4,0,4,4,3,0,3,0.99,0,0.0,0.0,0.99,1.0,25.0,0.33,1.32,90,0,0,5,130,13,0,12,0,9,160,0,3,310,0,410,Sides,Milk,Lunch
colvin run elementary,2025-05-15,20001,1% White Milk (Each),3,0,3,6,2,0,2,0.72,0,0.0,0.0,0.72,4.0,66.67,1.44,2.16,110,3,2,10,125,13,0,12,0,8,150,0,3,300,0,410,Sides,Milk,Lunch
colvin run elementary,2025-05-15,20038,Fat Free White Milk (Each),4,0,4,4,2,0,2,0.66,0,0.0,0.0,0.66,2.0,50.0,0.66,1.32,90,0,0,5,130,13,0,12,0,9,160,0,3,310,0,410,Sides,Milk,Lunch
colvin run elementary,2025-05-16,20001,1% White Milk (Each),3,0,3,6,1,0,1,0.36,0,0.0,0.0,0.36,5.0,83.33,1.8,2.16,110,3,2,10,125,13,0,12,0,8,150,0,3,300,0,410,Sides,Milk,Lunch
colvin run elementary,2025-05-16,20038,Fat Free White Milk (Each),4,0,4,4,3,0,3,0.99,0,0.0,0.0,0.99,1.0,25.0,0.33,1.32,90,0,0,5,130,13,0,12,0,9,160,0,3,310,0,410,Sides,Milk,Lunch
colvin run elementary,2025-05-19,20001,1% White Milk (Each),3,0,3,6,2,0,2,0.72,0,0.0,0.0,0.72,4.0,66.67,1.44,2.16,110,3,2,10,125,13,0,12,0,8,150,0,3,300,0,410,Sides,Milk,Lunch
colvin run elementary,2025-05-19,20038,Fat Free White Milk (Each),3,0,3,4,1,0,1,0.33,0,0.0,0.0,0.33,3.0,75.0,0.99,1.32,90,0,0,5,130,13,0,12,0,9,160,0,3,310,0,410,Sides,Milk,Lunch
colvin run elementary,2025-05-20,20001,1% White Milk (Each),3,0,3,6,3,2,5,1.8,0,0.0,0.0,1.8,1.0,16.67,0.36,2.16,110,3,2,10,125,13,0,12,0,8,150,0,3,300,0,410,Sides,Milk,Lunch
colvin run elementary,2025-05-20,20038,Fat Free White Milk (Each),3,0,3,4,3,0,3,0.99,0,0.0,0.0,0.99,1.0,25.0,0.33,1.32,90,0,0,5,130,13,0,12,0,9,160,0,3,310,0,410,Sides,Milk,Lunch
colvin run elementary,2025-05-21,20001,1% White Milk (Each),3,0,3,6,5,0,5,1.8,0,0.0,0.0,1.8,1.0,16.67,0.36,2.16,110,3,2,10,125,13,0,12,0,8,150,0,3,300,0,410,Sides,Milk,Lunch
colvin run elementary,2025-05-21,20038,Fat Free White Milk (Each),3,0,3,4,3,0,3,0.99,0,0.0,0.0,0.99,1.0,25.0,0.33,1.32,90,0,0,5,130,13,0,12,0,9,160,0,3,310,0,410,Sides,Milk,Lunch
colvin run elementary,2025-05-22,20001,1% White Milk (Each),3,0,3,6,4,0,4,1.44,0,0.0,0.0,1.44,2.0,33.33,0.72,2.16,110,3,2,10,125,13,0,12,0,8,150,0,3,300,0,410,Sides,Milk,Lunch
colvin run elementary,2025-05-22,20038,Fat Free White Milk (Each),3,0,3,4,1,0,1,0.33,0,0.0,0.0,0.33,3.0,75.0,0.99,1.32,90,0,0,5,130,13,0,12,0,9,160,0,3,310,0,410,Sides,Milk,Lunch
colvin run elementary,2025-05-23,20001,1% White Milk (Each),3,0,3,6,5,1,6,2.16,0,0.0,0.0,2.16,0.0,0.0,0.0,2.16,110,3,2,10,125,13,0,12,0,8,150,0,3,300,0,410,Sides,Milk,Lunch
colvin run elementary,2025-05-23,20038,Fat Free White Milk (Each),3,0,3,4,3,0,3,0.99,0,0.0,0.0,0.99,1.0,25.0,0.33,1.32,90,0,0,5,130,13,0,12,0,9,160,0,3,310,0,410,Sides,Milk,Lunch
colvin run elementary,2025-05-27,20001,1% White Milk (Each),4,0,4,6,3,0,3,1.08,0,0.0,0.0,1.08,3.0,50.0,1.08,2.16,110,3,2,10,125,13,0,12,0,8,150,0,3,300,0,410,Sides,Milk,Lunch
colvin run elementary,2025-05-27,20038,Fat Free White Milk (Each),2,0,2,4,1,0,1,0.33,0,0.0,0.0,0.33,3.0,75.0,0.99,1.32,90,0,0,5,130,13,0,12,0,9,160,0,3,310,0,410,Sides,Milk,Lunch
colvin run elementary,2025-05-28,20001,1% White Milk (Each),4,0,4,6,5,0,5,1.8,0,0.0,0.0,1.8,1.0,16.67,0.36,2.16,110,3,2,10,125,13,0,12,0,8,150,0,3,300,0,410,Sides,Milk,Lunch
colvin run elementary,2025-05-28,20038,Fat Free White Milk (Each),2,0,2,4,2,0,2,0.66,0,0.0,0.0,0.66,2.0,50.0,0.66,1.32,90,0,0,5,130,13,0,12,0,9,160,0,3,310,0,410,Sides,Milk,Lunch
