school_name,name,total_offered,total_left_over,net_consumption_rate
Beech Tree Elementary,Beef Meatball Sub Sandwich (Sandwich),222,17,92.34234234234235
Beech Tree Elementary,IW Applesauce Cup (Each),324,25,92.28395061728395
Beech Tree Elementary,Corn (1/4 cup (thawed)),544,43,92.09558823529412
Beech Tree Elementary,Orange Chickenless Bites (4 bites),101,8,92.07920792079209
Beech Tree Elementary,Blueberry Bread (1 square),299,24,91.9732441471572
Beech Tree Elementary,Asian Veggie Sub (sandwich),252,21,91.66666666666666
Beech Tree Elementary,Cooked  Brown Rice (1 cup cooked),536,46,91.4179104477612
Beech Tree Elementary,Steamed Broccoli (1/2 cup),172,15,91.27906976744185
Beech Tree Elementary,Cucumber Slices (6 Slices per 1/2 cup),84,8,90.47619047619048
Beech Tree Elementary,Chickenless Bites (4 Bites),197,19,90.35532994923858
Beech Tree Elementary,Chana Masala (1/2 cup),31,3,90.32258064516128
Beech Tree Elementary,Turkey Pepperoni Pizza (1.37 oz),10,1,90.0
Beech Tree Elementary,Baby Carrots (6 Baby Carrots per 1/2 cup),336,34,89.88095238095238
Beech Tree Elementary,Corn (1/2 cup (cooked)),1226,127,89.6411092985318
Beech Tree Elementary,Broccoli Florets (1/4 cup),330,35,89.39393939393939
Beech Tree Elementary,Lettuce Blend Salad Mix (1 cup),186,20,89.24731182795699
Beech Tree Elementary,Bean and Cheese Pupusa (Pupusa),116,13,88.79310344827587
Beech Tree Elementary,Fat Free Chocolate Milk (Each),5172,591,88.57308584686776
Beech Tree Elementary,Baby Carrots (3 baby carrots per 1/4 cup),1248,145,88.38141025641025
Beech Tree Elementary,Potato Wedges (7 pieces),275,32,88.36363636363636
Beech Tree Elementary,Applesauce (1/2 Cup),186,22,88.17204301075269
Beech Tree Elementary,Steamed Baby Carrots (1/2 cup),186,23,87.63440860215054
Beech Tree Elementary,Chilled Mandarin Oranges (1/2 cup (drained)),232,29,87.5
Beech Tree Elementary,Orange Slices (6 Slices per 1/2 cup),72,9,87.5
Beech Tree Elementary,Nachos with Cheese Sauce (Serving),150,19,87.33333333333333
Beech Tree Elementary,"Chicken, Bites (4 Bites)",45,6,86.66666666666667
Beech Tree Elementary,Sub Roll (Sub Roll),36,5,86.11111111111111
Beech Tree Elementary,"Peppers, red, pre-sliced (1/2 cup sliced)",49,7,85.71428571428571
Beech Tree Elementary,Asian Meatball Sub (sandwich),280,41,85.35714285714285
Beech Tree Elementary,Ketchup Packet (Packet),246,37,84.95934959349594
Beech Tree Elementary,Cherry Vanilla Yogurt Power Pack (Power Packs),325,49,84.92307692307692
Beech Tree Elementary,Watermelon Flavored Dried Cranberries (Each),75,12,84.0
Beech Tree Elementary,Ranch Dressing (1 ounce),1004,174,82.66932270916335
Beech Tree Elementary,Potato Wedges (4 pieces),46,8,82.6086956521739
Beech Tree Elementary,PB&J Power Pack (Power Packs),890,160,82.02247191011236
Beech Tree Elementary,Orange Flavored Dried Cranberries (Each),300,54,82.0
Beech Tree Elementary,Chilled Peaches (1/2 cup (drained)),187,34,81.81818181818183
Beech Tree Elementary,"Salsa, Mild Canned (1.5 oz)",162,31,80.8641975308642
Beech Tree Elementary,Cherry Flavored Dried Cranberries (Each),380,77,79.73684210526316
Beech Tree Elementary,Chickenless Bites (2 Bites),14,3,78.57142857142857
Beech Tree Elementary,Black Beans (1/2 Cup),94,21,77.6595744680851
Beech Tree Elementary,"CLPP, Grape Tomatoes (1/2 cup)",144,36,75.0
Beech Tree Elementary,Strawberry Flavored Dried Cranberries (Each),325,84,74.15384615384616
Beech Tree Elementary,Raspberry Lemonade Flavored Dried Cranberries (Each),480,125,73.95833333333334
Beech Tree Elementary,1% White Milk (Each),1583,447,71.76247631080227
Beech Tree Elementary,Peach Yogurt Power Pack (Power Packs),215,61,71.62790697674419
Beech Tree Elementary,Grape Tomatoes (1/4 cup),648,204,68.51851851851852
Beech Tree Elementary,Strawberry & Banana Yogurt Power Pack (Power Packs),215,72,66.51162790697674
Beech Tree Elementary,Black Beans (1/4 Cup),132,47,64.39393939393939
Beech Tree Elementary,Chickpeas (1/4 cup),227,86,62.11453744493392
Beech Tree Elementary,Cucumber Slices (1/2 cup),10,4,60.0
Beech Tree Elementary,Italian Dressing (1 ounce),790,316,60.0
Beech Tree Elementary,Tex Mex Corn (1/2 cup),166,69,58.43373493975904
Beech Tree Elementary,Black Beans - salad bar entree (1/2 cup),138,70,49.275362318840585
Beech Tree Elementary,Vegan Burger (Sandwich),11,6,45.45454545454545
Beech Tree Elementary,Fat Free White Milk (Each),550,315,42.72727272727273
Beech Tree Elementary,Nachos with Black Beans and Cheese Sauce (Serving),20,16,20.0
Beech Tree Elementary,Chickpeas - salad bar entree (1/2 cup),13,12,7.6923076923076925
Beech Tree Elementary,Soft Pretzel (1 pretzel),21,20,4.761904761904762
Beech Tree Elementary,BBQ Vegan Burger (Sandwich),0,0,0.0
Belle View Elementary,Apple Juice (Each),510,0,100.0
Belle View Elementary,Asian Meatball Sub (sandwich),182,0,100.0
Belle View Elementary,BBQ Chicken Drumstick (Drumstick),36,0,100.0
Belle View Elementary,Baby Carrots (6 Baby Carrots per 1/2 cup),48,0,100.0
Belle View Elementary,"Batter, Pumpkin Bread (1oz Grain (1/64 Baked Pan))",4,0,100.0
Belle View Elementary,Bean and Cheese Pupusa (Pupusa),40,0,100.0
Belle View Elementary,Blueberry Bread (1oz Grain (1/64 Baked Pan)),10,0,100.0
Belle View Elementary,Bottled Water (Bottle),32,0,100.0
Belle View Elementary,Breaded  Chicken Patty on a Bun (Sandwich),124,0,100.0
Belle View Elementary,Broccoli Florets (1/4 cup),200,0,100.0
Belle View Elementary,Celery Sticks (1/2 cup),120,0,100.0
Belle View Elementary,Chana Masala (1/2 cup),5,0,100.0
Belle View Elementary,Cheese Quesadilla (Quesadilla),81,0,100.0
Belle View Elementary,Cheez-Its Crackers (Package),105,0,100.0
Belle View Elementary,Cherry Tomatoes (1/4 cup),72,0,100.0
Belle View Elementary,Chicken & Biscuit Sandwich (Sandwich),3,0,100.0
Belle View Elementary,Chicken Masala Drumstick (Drumstick),101,0,100.0
Belle View Elementary,Chicken Quesadilla (quesadilla),63,0,100.0
Belle View Elementary,Chicken Tenders (3 tenders),305,0,100.0
Belle View Elementary,Chickenless Bites (2 Bites),140,0,100.0
Belle View Elementary,Chocolate Chip Cookie (1/2 Cookie),182,0,100.0
Belle View Elementary,Chocolate Chip Cookie (Cookie),161,0,100.0
Belle View Elementary,Cinnamon Chex Cereal (Each),11,0,100.0
Belle View Elementary,"Cinnamon Toast Crunch Cereal, 25% Less Sugar (Each)",1,0,100.0
Belle View Elementary,Corn (1/2 cup (cooked)),192,0,100.0
Belle View Elementary,Creamy Cabbage Slaw (1/4 cup),192,0,100.0
Belle View Elementary,Doritos Wild White Nacho Flavored Tortilla Chips (Bag),431,0,100.0
Belle View Elementary,Egg and American Cheese on Biscuit (Sandwich),1,0,100.0
Belle View Elementary,Grape Tomatoes (1/4 cup),484,0,100.0
Belle View Elementary,Hamburger (Sandwich),142,0,100.0
Belle View Elementary,Italian Dressing (1 ounce),105,0,100.0
Belle View Elementary,Lettuce Blend Salad Mix (1/2 cup),2520,0,100.0
Belle View Elementary,Mandarin Orange Pepper Fruit Salsa (1 TBSP),10,0,100.0
Belle View Elementary,Mayonnaise Packet (Packet),60,0,100.0
Belle View Elementary,Mini Maple Pancakes (Package),8,0,100.0
Belle View Elementary,Mustard Packet (Packet),20,0,100.0
Belle View Elementary,Nachos with Cheese Sauce (Serving),77,0,100.0
Belle View Elementary,Nachos with Turkey Barbacoa and Cheese Sauce (Serving),102,0,100.0
Belle View Elementary,Orange Chicken (4 Bites w/ 1oz sauce),44,0,100.0
Belle View Elementary,Orange Tangerine Juice (Each),51,0,100.0
Belle View Elementary,"Peppers, red, pre-sliced (1/2 cup sliced)",210,0,100.0
Belle View Elementary,"Pizza, Turkey Pepperoni, Slice (Slice)",3,0,100.0
Belle View Elementary,Potato Wedges (4 pieces),8,0,100.0
Belle View Elementary,Potato Wedges (7 pieces),135,0,100.0
Belle View Elementary,Ranch Dressing (1 ounce),1765,0,100.0
Belle View Elementary,Roasted Plantains (6 Slices),135,0,100.0
Belle View Elementary,"Salsa, Mild Canned (1.5 oz)",24,0,100.0
Belle View Elementary,"Sandwich, Turkey & Cheese (sandwich)",7,0,100.0
Belle View Elementary,"Sauce, Spicy Mayo (tbsp)",85,0,100.0
Belle View Elementary,Smartfood RF White Cheddar Popcorn (Each),172,0,100.0
Belle View Elementary,Sour Cream (2 Tablespoons),39,0,100.0
Belle View Elementary,Steamed Broccoli (1/2 cup),240,0,100.0
Belle View Elementary,Strawberry Chex Mix (Package),1,0,100.0
Belle View Elementary,Tex Mex Corn (1/2 cup),20,0,100.0
Belle View Elementary,Turkey Barbacoa Arepa (1 Arepa + #10 scoop of turkey barbacoa),77,0,100.0
Belle View Elementary,Turkey Pepperoni Pizza (1.37 oz),7,0,100.0
Belle View Elementary,Turkey Sausage Breakfast Biscuit (Sandwich),1,0,100.0
Belle View Elementary,Whole Wheat Dinner Roll (Each),204,0,100.0
Belle View Elementary,Cucumber Slices (1/4 cup),1074,4,99.62756052141528
Belle View Elementary,Turkey Pepperoni Pizza (Slice),438,4,99.08675799086758
Belle View Elementary,Ketchup Packet (Packet),2000,20,99.0
Belle View Elementary,Peach Yogurt Power Pack (Power Packs),275,3,98.9090909090909
Belle View Elementary,Beef Meatball Sub Sandwich (Sandwich),166,3,98.19277108433735
Belle View Elementary,Cheese Pizza (Slice),441,9,97.95918367346938
Belle View Elementary,Marinara Sauce (1/2 cup),145,3,97.93103448275862
Belle View Elementary,Baked Cheese Sticks (2 Cheese Sticks),123,3,97.5609756097561
Belle View Elementary,"Penne Pasta with Marinara and Beef Meatballs (cup cooked pasta, 1/2c sauce, 5 meatballs)",107,3,97.19626168224299
Belle View Elementary,Red Seedless Grapes (8 grapes per 1/4 cup),480,18,96.25
Belle View Elementary,Soft Pretzel (1 pretzel),828,38,95.41062801932367
Belle View Elementary,Asian Veggie Sub (sandwich),150,7,95.33333333333334
Belle View Elementary,Alfredo & Basil Lasagna (Each),101,5,95.04950495049505
Belle View Elementary,Orange (1/4 cup),1825,92,94.95890410958904
Belle View Elementary,Blueberry Bread (1 square),295,15,94.91525423728814
Belle View Elementary,Chickenless Bites (4 Bites),136,8,94.11764705882352
Belle View Elementary,Cooked  Brown Rice (1/2 cup cooked),244,15,93.85245901639344
Belle View Elementary,Fat Free Chocolate Milk (Each),2672,188,92.96407185628742
Belle View Elementary,Baby Carrots (3 baby carrots per 1/4 cup),726,52,92.8374655647383
Belle View Elementary,Vegan Burger (Sandwich),40,3,92.5
Belle View Elementary,Red Seedless Grapes (16 grapes per 1/2 cup),1310,102,92.21374045801527
Belle View Elementary,Strawberry & Banana Yogurt Power Pack (Power Packs),295,24,91.86440677966101
Belle View Elementary,Raspberry Lemonade Flavored Dried Cranberries (2 Eaches),22,2,90.9090909090909
Belle View Elementary,"Bread, Hamburger Bun (Bun)",30,3,90.0
Belle View Elementary,Banana (Each),551,63,88.56624319419237
Belle View Elementary,Fish Tacos (2 Tacos),96,14,85.41666666666666
Belle View Elementary,Cherry Vanilla Yogurt Power Pack (Power Packs),170,25,85.29411764705883
Belle View Elementary,Orange Chickenless Bites (4 bites),117,18,84.61538461538461
Belle View Elementary,Grilled Cheese Sandwich (Sandwich),79,13,83.54430379746836
Belle View Elementary,1% Unflavored Shelf-Stable Milk (Each),156,26,83.33333333333334
Belle View Elementary,Golden Delicious Apple (Each),1490,253,83.02013422818791
Belle View Elementary,PB&J Power Pack (Power Packs),330,57,82.72727272727273
Belle View Elementary,Chickpeas (1/2 cup),33,7,78.78787878787878
Belle View Elementary,1% White Milk (Each),408,119,70.83333333333334
Belle View Elementary,Raspberry Lemonade Flavored Dried Cranberries (Each),290,108,62.758620689655174
Belle View Elementary,Watermelon Flavored Dried Cranberries (2 Eaches),20,8,60.0
Belle View Elementary,Watermelon Flavored Dried Cranberries (Each),128,55,57.03125
Belle View Elementary,Chickpeas (1/4 cup),121,52,57.02479338842975
Belle View Elementary,Black Beans (1/4 Cup),41,20,51.21951219512195
Belle View Elementary,Black Beans (1/2 Cup),112,56,50.0
Belle View Elementary,Fat Free White Milk (Each),150,106,29.333333333333332
Belvedere Elementary,Apple Slices (3 slices per 1/4 cup),176,0,100.0
Belvedere Elementary,Applesauce (1/2 Cup),233,0,100.0
Belvedere Elementary,"Applesauce, IW, Cinnamon. Unsweetened, Shelf-Stable (SUB) (Each)",15,0,100.0
Belvedere Elementary,BBQ Vegan Burger (Sandwich),1,0,100.0
Belvedere Elementary,Baked Cheese Sticks (2 Cheese Sticks),56,0,100.0
Belvedere Elementary,Bean and Cheese Pupusa (Pupusa),92,0,100.0
Belvedere Elementary,Bottled Water (Bottle),1,0,100.0
Belvedere Elementary,Cheese Sandwich (sandwich),43,0,100.0
Belvedere Elementary,"Cheese Sauce, Frozen, Nacho (1/2 cup)",13,0,100.0
Belvedere Elementary,Cheez-Its Crackers (Package),839,0,100.0
Belvedere Elementary,Chicken Alfredo Pasta (1 cup),34,0,100.0
Belvedere Elementary,Chicken Tenders Sub (Sandwich),5,0,100.0
Belvedere Elementary,Chickenless Bites (2 Bites),229,0,100.0
Belvedere Elementary,Chickpeas - salad bar entree (1/2 cup),19,0,100.0
Belvedere Elementary,Chilled Mandarin Oranges (1/4 cup (drained)),95,0,100.0
Belvedere Elementary,Chilled Peaches (1/2 cup (drained)),265,0,100.0
Belvedere Elementary,Chilled Peaches (1/4 cup (drained)),15,0,100.0
Belvedere Elementary,Cucumber Slices (1/2 cup),40,0,100.0
Belvedere Elementary,Cucumber Slices (6 Slices per 1/2 cup),77,0,100.0
Belvedere Elementary,"Frozen Berry, Triple Berry Blend (1/2 cup (thawed))",361,0,100.0
Belvedere Elementary,Graham Crackers (Package),274,0,100.0
Belvedere Elementary,Hot Turkey & Cheese (sandwich),18,0,100.0
Belvedere Elementary,IW Applesauce Cup (Each),263,0,100.0
Belvedere Elementary,"Lactose Free, White Milk (Each)",9,0,100.0
Belvedere Elementary,Lettuce Blend Salad Mix (1 cup),316,0,100.0
Belvedere Elementary,Marinara Sauce (1/2 cup),43,0,100.0
Belvedere Elementary,"Milk, Lactose Free,  Fat Free, Shelf-Stable (Each)",6,0,100.0
Belvedere Elementary,"Milk, Soy, Plain, Bulk (12/32 oz) (1 cup)",19,0,100.0
Belvedere Elementary,"Milk, Soy, Vanilla (24/8 oz) (each)",1,0,100.0
Belvedere Elementary,Nachos with Cheese Sauce (Serving),123,0,100.0
Belvedere Elementary,Orange Slices (6 Slices per 1/2 cup),39,0,100.0
Belvedere Elementary,"Pasta, Baked Penne (1 cup)",21,0,100.0
Belvedere Elementary,"Penne Pasta with Marinara and Beef Meatballs (1/2 cup cooked pasta, 1/2c sauce, 5 meatballs)",35,0,100.0
Belvedere Elementary,Potato Wedges (4 pieces),78,0,100.0
Belvedere Elementary,Potato Wedges (7 pieces),217,0,100.0
Belvedere Elementary,"Quesadilla, Cheese and Taco Meat (Quesadilla)",76,0,100.0
Belvedere Elementary,Roasted Plantains (3 Slices),40,0,100.0
Belvedere Elementary,"Sandwich, Turkey & Cheese (sandwich)",102,0,100.0
Belvedere Elementary,"Sauce, Alfredo (2oz Ladle (1/4 cup))",21,0,100.0
Belvedere Elementary,Soft Pretzel (1 pretzel),26,0,100.0
Belvedere Elementary,Steamed Baby Carrots (1/2 cup),307,0,100.0
Belvedere Elementary,Whole Wheat Dinner Roll (2 rolls),158,0,100.0
Belvedere Elementary,Cheese Quesadilla (Quesadilla),188,2,98.93617021276596
Belvedere Elementary,"Peppers, red, pre-sliced (1/2 cup sliced)",1197,14,98.83040935672514
Belvedere Elementary,Chilled Mandarin Oranges (1/2 cup (drained)),763,10,98.68938401048493
Belvedere Elementary,Cheese Pizza (Slice),4730,89,98.11839323467231
Belvedere Elementary,Grilled Cheese Sandwich (Sandwich),193,4,97.92746113989638
Belvedere Elementary,Banana (Each),1599,39,97.5609756097561
Belvedere Elementary,Chilled Peaches (1/2 cup),160,4,97.5
Belvedere Elementary,Ketchup Packet (Packet),298,8,97.31543624161074
Belvedere Elementary,Nachos with Taco Meat and Cheese Sauce (Serving Size),102,3,97.05882352941177
Belvedere Elementary,Cheeseburger (Sandwich),274,10,96.35036496350365
Belvedere Elementary,Corn (1/2 cup (cooked)),181,7,96.13259668508287
Belvedere Elementary,"Apple Slices (3 slices, 1/4 cup)",461,18,96.09544468546638
Belvedere Elementary,Cucumber Slices (1/4 cup),729,29,96.02194787379973
Belvedere Elementary,Asian Veggie Sub (sandwich),198,8,95.95959595959596
Belvedere Elementary,Baby Carrots (3 baby carrots per 1/4 cup),205,10,95.1219512195122
Belvedere Elementary,Gala Apple (Each),122,6,95.08196721311475
Belvedere Elementary,"Penne Pasta with Marinara and Beef Meatballs (cup cooked pasta, 1/2c sauce, 5 meatballs)",184,10,94.56521739130434
Belvedere Elementary,Steamed Broccoli (1/2 cup),212,12,94.33962264150944
Belvedere Elementary,Red Seedless Grapes (16 grapes per 1/2 cup),2836,164,94.21720733427362
Belvedere Elementary,Red Seedless Grapes (8 grapes per 1/4 cup),172,10,94.18604651162791
Belvedere Elementary,Black Beans (1/2 Cup),189,11,94.17989417989418
Belvedere Elementary,Lettuce Blend Salad Mix (1/2 cup),3200,193,93.96875
Belvedere Elementary,Roasted Plantains (6 Slices),238,15,93.69747899159664
Belvedere Elementary,Cherry Tomatoes (1/4 cup),153,10,93.4640522875817
Belvedere Elementary,Broccoli Florets (1/4 cup),319,21,93.41692789968651
Belvedere Elementary,Turkey Pepperoni Pizza (Slice),546,38,93.04029304029304
Belvedere Elementary,"Salsa, Mild Canned (1.5 oz)",142,10,92.95774647887323
Belvedere Elementary,Cucumbers (1/2 cup sliced),692,49,92.91907514450867
Belvedere Elementary,"Bread, Loco (1/2 piece)",388,29,92.5257731958763
Belvedere Elementary,Chicken Masala Drumstick (Drumstick),245,19,92.24489795918367
Belvedere Elementary,Nachos with Black Beans and Cheese Sauce (Serving),25,2,92.0
Belvedere Elementary,Orange Chicken (4 Bites w/ 1oz sauce),285,23,91.9298245614035
Belvedere Elementary,Mandarin Orange Pepper Fruit Salsa (1 TBSP),73,6,91.78082191780823
Belvedere Elementary,Red Delicious Apple (Each - serving),619,51,91.76090468497577
Belvedere Elementary,Chicken Tenders (3 tenders),630,52,91.74603174603175
Belvedere Elementary,Orange (1/4 cup),1282,107,91.65366614664586
Belvedere Elementary,Golden Delicious Apple (Each),752,64,91.48936170212765
Belvedere Elementary,Ranch Dressing (1 ounce),2564,220,91.41965678627145
Belvedere Elementary,BBQ Chicken Drumstick (Drumstick),111,12,89.1891891891892
Belvedere Elementary,Manager's Vegetable Choice (1/4 cup),2843,338,88.1111501934576
Belvedere Elementary,Arepa w/Taco Beef (1 Aprea + #8 scoop of beef),47,6,87.2340425531915
Belvedere Elementary,Strawberry Flavored Dried Cranberries (Each),240,31,87.08333333333333
Belvedere Elementary,Cooked  Brown Rice (1 cup cooked),288,38,86.80555555555556
Belvedere Elementary,Beef Meatball Sub Sandwich (Sandwich),226,31,86.28318584070797
Belvedere Elementary,Black Beans (1/4 Cup),197,28,85.78680203045685
Belvedere Elementary,Cooked  Brown Rice (1/2 cup cooked),623,90,85.553772070626
Belvedere Elementary,Grape Tomatoes (1/4 cup),421,63,85.03562945368171
Belvedere Elementary,Black Beans - salad bar entree (1/2 cup),319,49,84.63949843260188
Belvedere Elementary,Chicken Tikka Masala (1/2 cup),95,15,84.21052631578947
Belvedere Elementary,Blueberry Bread (1 square),410,68,83.41463414634146
Belvedere Elementary,Mandarin Orange Parfait (Parfait),12,2,83.33333333333334
Belvedere Elementary,Fish Tacos (2 Tacos),59,10,83.05084745762711
Belvedere Elementary,"Green Beans, Frozen (1/2 cup)",35,6,82.85714285714286
Belvedere Elementary,PB&J Power Pack (Power Packs),1899,330,82.62243285939968
Belvedere Elementary,Orange Slices (3 slices per 1/4 cup),823,145,82.38153098420413
Belvedere Elementary,Baby Carrots (6 Baby Carrots per 1/2 cup),204,36,82.35294117647058
Belvedere Elementary,Whole Wheat Dinner Roll (Each),133,24,81.95488721804512
Belvedere Elementary,Celery Sticks (1/2 cup),172,32,81.3953488372093
Belvedere Elementary,Italian Dressing (1 ounce),1902,360,81.07255520504731
Belvedere Elementary,Strawberry & Banana Yogurt Power Pack (Power Packs),294,58,80.27210884353741
Belvedere Elementary,Cherry Vanilla Yogurt Power Pack (Power Packs),126,25,80.15873015873017
Belvedere Elementary,Chickenless Bites (4 Bites),241,48,80.08298755186722
Belvedere Elementary,Sweet Thai Chili Chicken Wings (3 Wings),174,35,79.88505747126436
Belvedere Elementary,Watermelon Flavored Dried Cranberries (Each),250,57,77.2
Belvedere Elementary,Tex Mex Corn (1/2 cup),175,40,77.14285714285715
Belvedere Elementary,Chickpeas (1/4 cup),628,144,77.07006369426752
Belvedere Elementary,Alfredo & Basil Lasagna (Each),117,27,76.92307692307693
Belvedere Elementary,Vegan Burger (Sandwich),38,10,73.68421052631578
Belvedere Elementary,Mayonnaise Packet (Packet),143,38,73.42657342657343
Belvedere Elementary,Creamy Cabbage Slaw (1/4 cup),70,20,71.42857142857143
Belvedere Elementary,Peach Yogurt Power Pack (Power Packs),312,94,69.87179487179486
Belvedere Elementary,Orange Chickenless Bites (4 bites),109,33,69.72477064220183
Belvedere Elementary,Fat Free Chocolate Milk (Each),6756,2059,69.52338661930136
Belvedere Elementary,Mustard Packet (Packet),133,43,67.66917293233082
Belvedere Elementary,Chicken Philly Sandwich (each),15,5,66.66666666666666
Belvedere Elementary,"Sauce, Spicy Mayo (tbsp)",45,15,66.66666666666666
Belvedere Elementary,1% White Milk (Each),3584,1306,63.56026785714286
Belvedere Elementary,Chana Masala (1/2 cup),140,55,60.71428571428571
Belvedere Elementary,1% Unflavored Shelf-Stable Milk (Each),35,18,48.57142857142857
Belvedere Elementary,Chicken & Vegetable Dumplings (6 dumplings),64,33,48.4375
Belvedere Elementary,Orange Sauce (ounce),64,33,48.4375
Belvedere Elementary,Asian Meatball Sub (sandwich),227,126,44.49339207048458
Belvedere Elementary,Fat Free White Milk (Each),516,403,21.899224806201552
Belvedere Elementary,Corn (1/4 cup (thawed)),0,0,0.0
Belvedere Elementary,Strawberry Parfait Power Pack (Power Pack),0,0,0.0
Bonnie Brae Elementary,Alfredo & Basil Lasagna (Each),57,0,100.0
Bonnie Brae Elementary,Apple Juice (Each),95,0,100.0
Bonnie Brae Elementary,Apple Slices (3 slices per 1/4 cup),1076,0,100.0
Bonnie Brae Elementary,Applesauce (1/2 Cup),106,0,100.0
Bonnie Brae Elementary,Applesauce (1/4 cup),180,0,100.0
Bonnie Brae Elementary,Arepa w/Taco Beef (1 Aprea + #8 scoop of beef),92,0,100.0
Bonnie Brae Elementary,Asian Meatball Sub (sandwich),387,0,100.0
Bonnie Brae Elementary,Asian Veggie Sub (sandwich),27,0,100.0
Bonnie Brae Elementary,BBQ Chicken Drumstick (Drumstick),58,0,100.0
Bonnie Brae Elementary,Baby Carrots (3 baby carrots per 1/4 cup),1010,0,100.0
Bonnie Brae Elementary,Baby Carrots (6 Baby Carrots per 1/2 cup),384,0,100.0
Bonnie Brae Elementary,Baked Cheese Sticks (2 Cheese Sticks),240,0,100.0
Bonnie Brae Elementary,Banana (Each),1389,0,100.0
Bonnie Brae Elementary,Bean Salad (SUMMER) (1 cup),200,0,100.0
Bonnie Brae Elementary,Bean and Cheese Pupusa (Pupusa),114,0,100.0
Bonnie Brae Elementary,Beef Meatball Sub Sandwich (Sandwich),160,0,100.0
Bonnie Brae Elementary,Black Beans (1/2 Cup),781,0,100.0
Bonnie Brae Elementary,Black Beans (1/4 Cup),387,0,100.0
Bonnie Brae Elementary,Black Beans - salad bar entree (1/2 cup),483,0,100.0
Bonnie Brae Elementary,Blueberry Bread (1 square),394,0,100.0
Bonnie Brae Elementary,Bottled Water (Bottle),407,0,100.0
Bonnie Brae Elementary,Breaded  Chicken Patty on a Bun (Sandwich),207,0,100.0
Bonnie Brae Elementary,Broccoli Florets (1/4 cup),1522,0,100.0
Bonnie Brae Elementary,Broccoli Florets (6 Pieces per 1/2 cup),33,0,100.0
Bonnie Brae Elementary,Broccoli Florets (Cup),288,0,100.0
Bonnie Brae Elementary,Carrot and Celery Sticks (1/2 cup),386,0,100.0
Bonnie Brae Elementary,Chana Masala (1/2 cup),39,0,100.0
Bonnie Brae Elementary,Cheese Pizza (Slice),661,0,100.0
Bonnie Brae Elementary,Cheese Quesadilla (Quesadilla),146,0,100.0
Bonnie Brae Elementary,Cheeseburger (Sandwich),492,0,100.0
Bonnie Brae Elementary,Cheez-Its Crackers (Package),504,0,100.0
Bonnie Brae Elementary,Cherry Flavored Dried Cranberries (2 Eaches),160,0,100.0
Bonnie Brae Elementary,Cherry Tomatoes (1/4 cup),1176,0,100.0
Bonnie Brae Elementary,Chicken & Vegetable Dumplings (6 dumplings),220,0,100.0
Bonnie Brae Elementary,Chicken Masala Drumstick (Drumstick),130,0,100.0
Bonnie Brae Elementary,Chicken Tenders (3 tenders),1319,0,100.0
Bonnie Brae Elementary,Chickenless Bites (2 Bites),90,0,100.0
Bonnie Brae Elementary,Chickenless Bites (4 Bites),89,0,100.0
Bonnie Brae Elementary,Chickpeas (1/4 cup),1263,0,100.0
Bonnie Brae Elementary,Chilled Mandarin Oranges (1/2 cup (drained)),142,0,100.0
Bonnie Brae Elementary,Chilled Peaches (1/2 cup (drained)),101,0,100.0
Bonnie Brae Elementary,Chilled Peaches (1/4 cup (drained)),1108,0,100.0
Bonnie Brae Elementary,Chilled Pineapple (1/4 cup),240,0,100.0
Bonnie Brae Elementary,Chocolate Chip Cookie (1/2 Cookie),533,0,100.0
Bonnie Brae Elementary,Chocolate Chip Cookie (Cookie),541,0,100.0
Bonnie Brae Elementary,Cooked  Brown Rice (1 cup cooked),34,0,100.0
Bonnie Brae Elementary,Cooked  Brown Rice (1/2 cup cooked),303,0,100.0
Bonnie Brae Elementary,Corn (1/2 cup (cooked)),71,0,100.0
Bonnie Brae Elementary,Corn (1/4 cup (thawed)),896,0,100.0
Bonnie Brae Elementary,Cucumber Slices (1/2 cup),34,0,100.0
Bonnie Brae Elementary,Cucumber Slices (1/4 cup),816,0,100.0
Bonnie Brae Elementary,Cucumber Slices (6 Slices per 1/2 cup),71,0,100.0
Bonnie Brae Elementary,Doritos Wild White Nacho Flavored Tortilla Chips (Bag),440,0,100.0
Bonnie Brae Elementary,Fish Tacos (2 Tacos),93,0,100.0
Bonnie Brae Elementary,Fresh Whole Pear (Each),958,0,100.0
Bonnie Brae Elementary,Graham Crackers (Package),252,0,100.0
Bonnie Brae Elementary,Grilled Cheese Sandwich (Sandwich),144,0,100.0
Bonnie Brae Elementary,Hamburger (Sandwich),75,0,100.0
Bonnie Brae Elementary,Hot Turkey & Cheese (sandwich),30,0,100.0
Bonnie Brae Elementary,IW Applesauce Cup (Each),397,0,100.0
Bonnie Brae Elementary,Lettuce Blend Salad Mix (1 cup),103,0,100.0
Bonnie Brae Elementary,Lettuce Blend Salad Mix (1/2 cup),2720,0,100.0
Bonnie Brae Elementary,"Lettuce, Green Salad Mix (1 cup)",640,0,100.0
Bonnie Brae Elementary,Manager's Vegetable Choice (1/2 cup),360,0,100.0
Bonnie Brae Elementary,Manager's Vegetable Choice (1/4 cup),5372,0,100.0
Bonnie Brae Elementary,Mandarin Orange Pepper Fruit Salsa (1 TBSP),100,0,100.0
Bonnie Brae Elementary,Marinara Sauce (1/2 cup),110,0,100.0
Bonnie Brae Elementary,Nachos with Black Beans and Cheese Sauce (Serving),5,0,100.0
