school_name,name,total_offered,total_left_over,net_consumption_rate
Aldrin Elementary,Chicken & Vegetable Dumplings (6 dumplings),76,0,100.0
Aldrin Elementary,Mandarin Orange Pepper Fruit Salsa (1 TBSP),70,0,100.0
Aldrin Elementary,Orange Sauce (ounce),76,0,100.0
Aldrin Elementary,Turkey Barbacoa Arepa (1 Arepa + #10 scoop of turkey barbacoa),40,0,100.0
Aldrin Elementary,Chilled Mandarin Oranges (1/4 cup (drained)),641,2,99.68798751950078
Aldrin Elementary,Cherry Tomatoes (1/4 cup),527,4,99.24098671726756
Aldrin Elementary,Apple Slices (3 slices per 1/4 cup),2398,27,98.87406171809842
Aldrin Elementary,Cooked  Brown Rice (1/2 cup cooked),341,4,98.82697947214076
Aldrin Elementary,Chilled Peaches (1/4 cup (drained)),626,8,98.7220447284345
Aldrin Elementary,Potato Wedges (7 pieces),140,2,98.57142857142858
Aldrin Elementary,Cheeseburger (Sandwich),126,2,98.4126984126984
Aldrin Elementary,Steamed Broccoli (1/2 cup),172,3,98.25581395348837
Aldrin Elementary,Cheese Pizza (Slice),778,14,98.20051413881748
Aldrin Elementary,Cucumber Slices (1/4 cup),333,6,98.1981981981982
Aldrin Elementary,Corn (1/4 cup (thawed)),785,16,97.96178343949045
Aldrin Elementary,Tex Mex Corn (1/2 cup),145,3,97.93103448275862
Aldrin Elementary,Orange Chicken (4 Bites w/ 1oz sauce),96,2,97.91666666666666
Aldrin Elementary,BBQ Chicken Drumstick (Drumstick),130,3,97.6923076923077
Aldrin Elementary,Asian Veggie Sub (sandwich),173,4,97.6878612716763
Aldrin Elementary,Chicken Masala Drumstick (Drumstick),213,5,97.65258215962442
Aldrin Elementary,Orange Chickenless Bites (4 bites),42,1,97.61904761904762
Aldrin Elementary,Manager's Vegetable Choice (1/4 cup),2354,58,97.53610875106202
Aldrin Elementary,Whole Wheat Dinner Roll (Each),193,5,97.40932642487047
Aldrin Elementary,Fish Tacos (2 Tacos),71,2,97.1830985915493
Aldrin Elementary,Chicken Tenders (3 tenders),342,10,97.07602339181285
Aldrin Elementary,Marinara Sauce (1/2 cup),100,3,97.0
Aldrin Elementary,Orange Slices (3 slices per 1/4 cup),1494,45,96.98795180722891
Aldrin Elementary,Broccoli Florets (1/4 cup),554,18,96.75090252707581
Aldrin Elementary,Red Seedless Grapes (8 grapes per 1/4 cup),1493,50,96.65103817816477
Aldrin Elementary,Nachos with Cheese Sauce (Serving),147,5,96.5986394557823
Aldrin Elementary,Red Seedless Grapes (16 grapes per 1/2 cup),828,29,96.49758454106279
Aldrin Elementary,Blueberry Bread (1 square),367,13,96.45776566757493
Aldrin Elementary,Bean and Cheese Pupusa (Pupusa),53,2,96.22641509433963
Aldrin Elementary,Black Beans (1/4 Cup),236,9,96.1864406779661
Aldrin Elementary,Baby Carrots (6 Baby Carrots per 1/2 cup),221,9,95.92760180995475
Aldrin Elementary,Baby Carrots (3 baby carrots per 1/4 cup),96,4,95.83333333333334
Aldrin Elementary,Whole Strawberries (1/2 cup thawed),317,14,95.58359621451105
Aldrin Elementary,Chocolate Chip Cookie (Cookie),406,18,95.56650246305419
Aldrin Elementary,Cooked  Brown Rice (1 cup cooked),67,3,95.52238805970148
Aldrin Elementary,Lettuce Blend Salad Mix (1 cup),89,4,95.50561797752809
Aldrin Elementary,Cucumber Slices (6 Slices per 1/2 cup),88,4,95.45454545454545
Aldrin Elementary,Baked Cheese Sticks (2 Cheese Sticks),108,5,95.37037037037037
Aldrin Elementary,Chilled Peaches (1/2 cup (drained)),86,4,95.34883720930233
Aldrin Elementary,Chana Masala (1/2 cup),61,3,95.08196721311475
Aldrin Elementary,Roasted Plantains (6 Slices),117,6,94.87179487179486
Aldrin Elementary,Turkey Pepperoni Pizza (Slice),276,15,94.56521739130434
Aldrin Elementary,Banana (Each),777,43,94.46589446589446
Aldrin Elementary,Chilled Mandarin Oranges (1/2 cup (drained)),121,7,94.21487603305785
Aldrin Elementary,Nachos with Turkey Barbacoa and Cheese Sauce (Serving),34,2,94.11764705882352
Aldrin Elementary,Lettuce Blend Salad Mix (1/2 cup),957,58,93.93939393939394
Aldrin Elementary,Black Beans (1/2 Cup),47,3,93.61702127659575
Aldrin Elementary,Applesauce (1/2 Cup),78,5,93.58974358974359
Aldrin Elementary,"Penne Pasta with Marinara and Beef Meatballs (cup cooked pasta, 1/2c sauce, 5 meatballs)",45,3,93.33333333333333
Aldrin Elementary,Chickpeas (1/4 cup),595,42,92.94117647058823
Aldrin Elementary,Steamed Baby Carrots (1/2 cup),79,6,92.40506329113924
Aldrin Elementary,Doritos Wild White Nacho Flavored Tortilla Chips (Bag),836,67,91.98564593301435
Aldrin Elementary,Chickenless Bites (4 Bites),109,9,91.74311926605505
Aldrin Elementary,Asian Meatball Sub (sandwich),68,6,91.17647058823529
Aldrin Elementary,PB&J Power Pack (Power Packs),759,72,90.51383399209486
Aldrin Elementary,"Peppers, red, pre-sliced (1/2 cup sliced)",42,4,90.47619047619048
Aldrin Elementary,Orange Slices (6 Slices per 1/2 cup),20,2,90.0
Aldrin Elementary,Potato Wedges (4 pieces),20,2,90.0
Aldrin Elementary,Ketchup Packet (Packet),280,32,88.57142857142857
Aldrin Elementary,Alfredo & Basil Lasagna (Each),136,16,88.23529411764706
Aldrin Elementary,Cheese Quesadilla (Quesadilla),50,6,88.0
Aldrin Elementary,Corn (1/2 cup (cooked)),25,3,88.0
Aldrin Elementary,Beef Meatball Sub Sandwich (Sandwich),172,21,87.79069767441861
Aldrin Elementary,Pineapple Pepper Fruit Salsa (1 TBSP),8,1,87.5
Aldrin Elementary,Soft Pretzel (1 pretzel),679,88,87.03976435935199
Aldrin Elementary,Nachos with Black Beans and Cheese Sauce (Serving),15,2,86.66666666666667
Aldrin Elementary,Chocolate Chip Cookie (1/2 Cookie),149,20,86.57718120805369
Aldrin Elementary,Apple Juice (Each),490,66,86.53061224489797
Aldrin Elementary,Ranch Dressing (1 ounce),565,84,85.13274336283186
Aldrin Elementary,Smartfood RF White Cheddar Popcorn (Each),305,46,84.91803278688525
Aldrin Elementary,Fat Free Chocolate Milk (Each),3400,516,84.82352941176471
Aldrin Elementary,Watermelon Flavored Dried Cranberries (Each),409,67,83.61858190709046
Aldrin Elementary,"Penne Pasta with Marinara and Beef Meatballs (1/2 cup cooked pasta, 1/2c sauce, 5 meatballs)",12,2,83.33333333333334
Aldrin Elementary,Raspberry Lemonade Flavored Dried Cranberries (Each),72,12,83.33333333333334
Aldrin Elementary,Sour Cream (2 Tablespoons),35,6,82.85714285714286
Aldrin Elementary,Orange Tangerine Juice (Each),331,58,82.4773413897281
Aldrin Elementary,Strawberry Flavored Dried Cranberries (Each),314,57,81.84713375796179
Aldrin Elementary,Italian Dressing (1 ounce),508,96,81.10236220472441
Aldrin Elementary,Cherry Flavored Dried Cranberries (Each),10,2,80.0
Aldrin Elementary,"Salsa, Mild Canned (1.5 oz)",44,9,79.54545454545455
Aldrin Elementary,Mustard Packet (Packet),15,4,73.33333333333333
Aldrin Elementary,Grilled Cheese Sandwich (Sandwich),46,13,71.73913043478261
Aldrin Elementary,Mayonnaise Packet (Packet),60,17,71.66666666666667
Aldrin Elementary,"Sauce, Spicy Mayo (tbsp)",42,12,71.42857142857143
Aldrin Elementary,Bottled Water (Bottle),183,61,66.66666666666666
Aldrin Elementary,Cherry Vanilla Yogurt Power Pack (Power Packs),251,99,60.55776892430279
Aldrin Elementary,Vegan Burger (Sandwich),10,4,60.0
Aldrin Elementary,1% White Milk (Each),1723,696,59.6053395240859
Aldrin Elementary,Strawberry & Banana Yogurt Power Pack (Power Packs),253,105,58.498023715415016
Aldrin Elementary,Cheez-Its Crackers (Package),153,64,58.16993464052288
Aldrin Elementary,Peach Yogurt Power Pack (Power Packs),225,96,57.333333333333336
Aldrin Elementary,Hot Turkey & Cheese (sandwich),21,12,42.857142857142854
Aldrin Elementary,Fat Free White Milk (Each),1050,700,33.33333333333333
Aldrin Elementary,String Cheese (Each),93,70,24.731182795698924
Aldrin Elementary,Assorted  4 oz Yogurt (Container),95,75,21.052631578947366
Aldrin Elementary,"Quesadilla, Turkey Barbacoa and Cheese (Quesadilla)",2,2,0.0
Aldrin Elementary,Strawberry Parfait Power Pack (Power Pack),10,10,0.0
Annandale High,Red Seedless Grapes (8 grapes per 1/4 cup),184,0,100.0
Annandale High,Potato Wedges (7 pieces),960,1,99.89583333333333
Annandale High,Cooked  Brown Rice (1 cup cooked),260,2,99.23076923076923
Annandale High,Chilled Mandarin Oranges (1/4 cup (drained)),1109,14,98.73760144274121
Annandale High,Roasted Plantains (6 Slices),660,10,98.48484848484848
Annandale High,Orange Chicken (4 Bites w/ 1oz sauce),180,3,98.33333333333333
Annandale High,Red Seedless Grapes (16 grapes per 1/2 cup),6670,148,97.78110944527737
Annandale High,Cheeseburger (Sandwich),840,27,96.78571428571429
Annandale High,Turkey Barbacoa Arepa (1 Arepa + #10 scoop of turkey barbacoa),115,4,96.52173913043478
Annandale High,"Onions, Red, Whole (1/4 cup (sliced))",140,5,96.42857142857143
Annandale High,Spicy Breaded Chicken Patty on Bun (Sandwich),2490,89,96.42570281124499
Annandale High,Hot Turkey & Cheese (sandwich),300,11,96.33333333333334
Annandale High,Orange Chickenless Bites (4 bites),80,3,96.25
Annandale High,Lettuce Blend Salad Mix (1/2 cup),8540,329,96.14754098360656
Annandale High,Cucumber Slices (1/4 cup),828,32,96.1352657004831
Annandale High,Marinara Sauce (1/2 cup),1082,44,95.93345656192237
Annandale High,Turkey Pepperoni Pizza (Slice),1316,54,95.8966565349544
Annandale High,"Quesadilla, Turkey Barbacoa and Cheese (Quesadilla)",257,11,95.71984435797665
Annandale High,Whole Wheat Dinner Roll (2 rolls),250,11,95.6
Annandale High,Chilled Peaches (1/4 cup (drained)),772,34,95.59585492227978
Annandale High,Chilled Mandarin Oranges (1/2 cup (drained)),838,37,95.58472553699285
Annandale High,Baked Cheese Sticks (2 Cheese Sticks),1592,73,95.41457286432161
Annandale High,Cheese Pizza (Slice),1244,58,95.33762057877814
Annandale High,Fish  Sandwich (Sandwich),190,9,95.26315789473684
Annandale High,Tex Mex Corn (1/2 cup),320,16,95.0
Annandale High,Ranch Dressing (1 ounce),7102,364,94.8746831878344
Annandale High,Cucumber Slices (6 Slices per 1/2 cup),115,6,94.78260869565217
Annandale High,Broccoli Florets (1/4 cup),819,44,94.62759462759462
Annandale High,Whole Strawberries (1/2 cup thawed),1534,85,94.45893089960886
Annandale High,Cherry Tomatoes (1/4 cup),864,50,94.21296296296296
Annandale High,Bean and Cheese Pupusa (Pupusa),160,10,93.75
Annandale High,Nachos with Cheese Sauce (Serving),635,41,93.54330708661416
Annandale High,Chickenless Bites (4 Bites),300,20,93.33333333333333
Annandale High,Asian Veggie Sub (sandwich),190,13,93.15789473684211
Annandale High,Marinara Sauce (1/4 Cup),510,35,93.13725490196079
Annandale High,"Bread, Loco (flatbread)",2578,184,92.86268425135763
Annandale High,Nachos with Turkey Barbacoa and Cheese Sauce (Serving),1077,78,92.75766016713092
Annandale High,Vegan Burger (Sandwich),124,10,91.93548387096774
Annandale High,Chicken Tenders (3 tenders),3648,306,91.61184210526315
Annandale High,Asian Meatball Sub (sandwich),224,19,91.51785714285714
Annandale High,"Peppers, green, pre-sliced (1/4 cup sliced)",350,30,91.42857142857143
Annandale High,"Bread, Loco (1/2 piece)",1312,113,91.38719512195121
Annandale High,PB&J Power Pack (Power Packs),3820,344,90.99476439790575
Annandale High,Grilled Cheese Sandwich (Sandwich),260,24,90.76923076923077
Annandale High,Corn (2 Tablespoons (thawed)),1294,120,90.72642967542504
Annandale High,Mayonnaise Packet (Packet),14400,1363,90.53472222222221
Annandale High,Steamed Broccoli (1/2 cup),105,10,90.47619047619048
Annandale High,Banana (Each),2180,215,90.13761467889908
Annandale High,"Beef, Meatballs, Pre-Cooked (5 meatballs)",70,7,90.0
Annandale High,"Peppers, red, pre-sliced (1/4 cup sliced)",280,28,90.0
Annandale High,Baby Carrots (3 baby carrots per 1/4 cup),902,96,89.3569844789357
Annandale High,Fat Free Chocolate Milk (Each),13585,1486,89.06146485093853
Annandale High,Fish Tacos (2 Tacos),100,11,89.0
Annandale High,"Peppers, Green, Whole (2 Tablespoon)",1455,161,88.93470790378007
Annandale High,"Peppers, Red, Whole (2 Tablespoons)",1385,154,88.88086642599278
Annandale High,Cucumber Slices (2 Tablespoon),708,81,88.5593220338983
Annandale High,Chicken & Vegetable Dumplings (6 dumplings),405,47,88.39506172839506
Annandale High,Mandarin Orange Pepper Fruit Salsa (1 TBSP),100,12,88.0
Annandale High,Pasta with Meat Sauce (serving),485,60,87.62886597938144
Annandale High,Cheese Quesadilla (Quesadilla),30,4,86.66666666666667
Annandale High,"Cheese, Shredded, Cheddar (1/4 cup)",1983,271,86.33383761976803
Annandale High,"Onions, Red, Whole (2 Tablespoons (sliced))",1455,204,85.97938144329898
Annandale High,Manager's Vegetable Choice (1/4 cup),2807,394,85.96366227288921
Annandale High,Gala Apple (Each),2260,320,85.84070796460178
Annandale High,Alfredo & Basil Lasagna (Each),110,16,85.45454545454545
Annandale High,Ketchup Packet (Packet),37500,5507,85.31466666666667
Annandale High,"Patty, Chicken, Breaded, WG (2 strips)",1825,270,85.2054794520548
Annandale High,Orange Sauce (ounce),610,91,85.08196721311475
Annandale High,"Sauce, Spicy Mayo (tbsp)",100,15,85.0
Annandale High,Red Delicious Apple (Each - serving),5125,782,84.74146341463414
Annandale High,Corn (1/4 cup (thawed)),832,128,84.61538461538461
Annandale High,"Salsa, Mild Canned (1.5 oz)",625,97,84.48
Annandale High,Italian Dressing (1 ounce),2956,489,83.4573748308525
Annandale High,Black Beans (1/4 Cup),813,135,83.39483394833948
Annandale High,Chickpeas (1/4 cup),1881,315,83.25358851674642
Annandale High,"WG 10"" Flour Tortilla (Tortilla)",1862,344,81.52524167561761
Annandale High,Vegetable Dumpling (6 dumplings),285,53,81.40350877192982
Annandale High,Orange (1/4 cup),3285,632,80.76103500761035
Annandale High,Golden Delicious Apple (Each),3465,733,78.84559884559884
Annandale High,Chickpeas (2 Tablespoons),385,85,77.92207792207793
Annandale High,Spicy Chicken Wrap (Wrap),450,100,77.77777777777779
Annandale High,Broccoli Florets (6 Pieces per 1/2 cup),105,24,77.14285714285715
Annandale High,Sour Cream (2 Tablespoons),315,77,75.55555555555556
Annandale High,Baby Carrots (6 Baby Carrots per 1/2 cup),232,59,74.56896551724138
Annandale High,Chickenless Bites (2 Bites),460,126,72.60869565217392
Annandale High,Black Beans (2 Tablespoons),197,58,70.55837563451777
Annandale High,Soft Pretzel (1 pretzel),254,83,67.32283464566929
Annandale High,Chocolate Chip Cookie (Cookie),385,133,65.45454545454545
Annandale High,"Salsa, Mild Canned (2 Tablespoons)",100,35,65.0
Annandale High,Watermelon Flavored Dried Cranberries (Each),1495,532,64.41471571906354
Annandale High,1% Unflavored Shelf-Stable Milk (Each),50,18,64.0
Annandale High,"Carrots, IW,   Super Snack (each)",50,18,64.0
Annandale High,Ranch Dressing Packet (Packet),50,18,64.0
Annandale High,Strawberry Flavored Dried Cranberries (Each),1235,476,61.45748987854252
Annandale High,RF Kettle Chips Jalapeno & Cheddar Chips (Each),217,92,57.6036866359447
Annandale High,Bottled Water (Bottle),380,167,56.05263157894736
Annandale High,Mustard Packet (Packet),4175,2037,51.209580838323355
Annandale High,1% White Milk (Each),2931,1521,48.106448311156605
Annandale High,Strawberry Parfait Power Pack (Power Pack),17,9,47.05882352941176
Annandale High,Fat Free White Milk (Each),2392,1510,36.87290969899665
Annandale High,Strawberry & Banana Yogurt Power Pack (Power Packs),105,67,36.19047619047619
Annandale High,Cherry Vanilla Yogurt Power Pack (Power Packs),108,69,36.11111111111111
Annandale High,Peach Yogurt Power Pack (Power Packs),108,70,35.18518518518518
Annandale High,Sub Roll (Sub Roll),206,137,33.49514563106796
Annandale High,"Turkey,  Breast, Pre-Sliced, Oven Roasted (3 Slices)",210,142,32.38095238095238
Annandale High,RF Kettle Chips Sea Salt & Vinegar Chips (Each),220,155,29.545454545454547
Annandale High,Turkey & Cheese on Sub Roll (sandwich),25,18,28.000000000000004
Annandale High,Lay's RF Kettle Original Chips (Each),205,149,27.31707317073171
Annandale High,Doritos Flamas (Each),195,148,24.102564102564102
Annandale High,Doritos RF Spicy Sweet Chili (Each),220,172,21.818181818181817
Annandale High,Kettle Cooked Smoky BBQ Chips (Each),230,183,20.434782608695652
Annandale High,Apple Juice (Each),105,86,18.095238095238095
Annandale High,SS Baked Cheetos Flaming Hot (Each),220,182,17.272727272727273
Annandale High,Doritos RF Nacho Cheese (Each),220,183,16.818181818181817
Annandale High,Cool Ranch Reduced Fat Doritos (Each),220,184,16.363636363636363
Annandale High,SS Cheetos Fantastix Flaming Hot (Each),210,177,15.714285714285714
Annandale High,SS Baked Cheetos Flaming Limon (Each),200,169,15.5
Annandale High,"Fruit Snacks, Welch's Mixed (Each)",215,182,15.348837209302326
Annandale High,Orange Tangerine Juice (Each),105,89,15.238095238095239
Annandale High,WG Baked Funyuns (Each),177,154,12.994350282485875
Annandale High,Smartfood RF White Cheddar Popcorn (Each),210,184,12.380952380952381
Annandale High,Cheez-Its Crackers (Package),140,139,0.7142857142857143
Annandale High,Assorted  4 oz Yogurt (Container),105,105,0.0
Annandale High,String Cheese (Each),105,105,0.0
Annandale Terrace Elementary,Apple Cinnamon Spread (Each),96,0,100.0
Annandale Terrace Elementary,Applesauce (1/2 Cup),224,0,100.0
Annandale Terrace Elementary,BBQ Chicken Drumstick (Drumstick),7,0,100.0
Annandale Terrace Elementary,BBQ Vegan Burger (Sandwich),4,0,100.0
Annandale Terrace Elementary,"Bread, Loco (1/2 piece)",64,0,100.0
Annandale Terrace Elementary,Cheez-Its Crackers (Package),466,0,100.0
Annandale Terrace Elementary,Chicken Quesadilla (quesadilla),106,0,100.0
Annandale Terrace Elementary,Chicken and Cheese Quesadilla (Quesadilla),176,0,100.0
Annandale Terrace Elementary,Chickenless Bites (2 Bites),51,0,100.0
Annandale Terrace Elementary,Chilled Mandarin Oranges (1/2 cup (drained)),345,0,100.0
Annandale Terrace Elementary,Chilled Peaches (1/2 cup (drained)),10,0,100.0
Annandale Terrace Elementary,Chocolate Chip Cookie (1/2 Cookie),12,0,100.0
Annandale Terrace Elementary,Corn (1/2 cup (cooked)),177,0,100.0
Annandale Terrace Elementary,Corn (1/4 cup (thawed)),64,0,100.0
Annandale Terrace Elementary,Cucumber Slices (1/2 cup),9,0,100.0
Annandale Terrace Elementary,Cucumber Slices (1/4 cup),23,0,100.0
Annandale Terrace Elementary,Cucumber Slices (6 Slices per 1/2 cup),106,0,100.0
Annandale Terrace Elementary,Golden Delicious Apple (Each),132,0,100.0
Annandale Terrace Elementary,Graham Crackers (Package),523,0,100.0
Annandale Terrace Elementary,Grilled Cheese Sandwich (Sandwich),147,0,100.0
Annandale Terrace Elementary,Hot Turkey & Cheese (sandwich),45,0,100.0
Annandale Terrace Elementary,IW Applesauce Cup (Each),385,0,100.0
Annandale Terrace Elementary,"Lactose Free, White Milk (Each)",61,0,100.0
Annandale Terrace Elementary,Lettuce Blend Salad Mix (1 cup),240,0,100.0
Annandale Terrace Elementary,Manager's Vegetable Choice (1/2 cup),96,0,100.0
Annandale Terrace Elementary,"Milk, Soy, Plain, Bulk (12/32 oz) (1 cup)",21,0,100.0
Annandale Terrace Elementary,Orange Slices (6 Slices per 1/2 cup),90,0,100.0
Annandale Terrace Elementary,"Penne Pasta with Marinara and Beef Meatballs (1/2 cup cooked pasta, 1/2c sauce, 5 meatballs)",6,0,100.0
Annandale Terrace Elementary,Pineapple Pepper Fruit Salsa (1 TBSP),50,0,100.0
Annandale Terrace Elementary,Potato Wedges (4 pieces),57,0,100.0
Annandale Terrace Elementary,"Quesadilla, Turkey Barbacoa and Cheese (Quesadilla)",48,0,100.0
Annandale Terrace Elementary,Roasted Plantains (3 Slices),65,0,100.0
Annandale Terrace Elementary,Steamed Baby Carrots (1/2 cup),227,0,100.0
Annandale Terrace Elementary,Whole Wheat Dinner Roll (Each),56,0,100.0
Annandale Terrace Elementary,"Frozen Berry, Triple Berry Blend (1/2 cup (thawed))",440,2,99.54545454545455
Annandale Terrace Elementary,Mayonnaise Packet (Packet),157,1,99.36305732484077
Annandale Terrace Elementary,Cheeseburger (Sandwich),310,2,99.35483870967742
Annandale Terrace Elementary,Cheese Quesadilla (Quesadilla),227,2,99.11894273127754
Annandale Terrace Elementary,Fish  Sandwich (Sandwich),165,2,98.7878787878788
Annandale Terrace Elementary,"Penne Pasta with Marinara and Beef Meatballs (cup cooked pasta, 1/2c sauce, 5 meatballs)",165,2,98.7878787878788
Annandale Terrace Elementary,Cooked  Brown Rice (1 cup cooked),80,1,98.75
Annandale Terrace Elementary,Cheese Pizza (Slice),1424,18,98.73595505617978
Annandale Terrace Elementary,Nachos with Cheese Sauce (Serving),299,4,98.66220735785953
Annandale Terrace Elementary,Blueberry Bread (1 square),323,5,98.45201238390094
Annandale Terrace Elementary,"Peppers, red, pre-sliced (1/2 cup sliced)",128,2,98.4375
Annandale Terrace Elementary,Steamed Broccoli (1/2 cup),185,3,98.37837837837839
Annandale Terrace Elementary,Fish Tacos (2 Tacos),61,1,98.36065573770492
Annandale Terrace Elementary,Chilled Mandarin Oranges (1/4 cup (drained)),168,3,98.21428571428571
Annandale Terrace Elementary,Mandarin Orange Pepper Fruit Salsa (1 TBSP),112,2,98.21428571428571
Annandale Terrace Elementary,Bean and Cheese Pupusa (Pupusa),277,5,98.19494584837545
Annandale Terrace Elementary,Asian Veggie Sub (sandwich),215,4,98.13953488372093
Annandale Terrace Elementary,Lettuce Blend Salad Mix (1/2 cup),3120,73,97.66025641025641
Annandale Terrace Elementary,Broccoli Florets (1/4 cup),364,9,97.52747252747253
Annandale Terrace Elementary,Whole Wheat Dinner Roll (2 rolls),283,7,97.52650176678446
Annandale Terrace Elementary,"Apple Slices (3 slices, 1/4 cup)",1088,29,97.33455882352942
Annandale Terrace Elementary,Orange Chicken (4 Bites w/ 1oz sauce),225,6,97.33333333333334
Annandale Terrace Elementary,Orange Chickenless Bites (4 bites),106,3,97.16981132075472
Annandale Terrace Elementary,Turkey Pepperoni Pizza (Slice),1053,34,96.77113010446344
Annandale Terrace Elementary,Cucumbers (1/2 cup sliced),276,10,96.37681159420289
Annandale Terrace Elementary,Chicken Tenders (3 tenders),1106,44,96.02169981916818
Annandale Terrace Elementary,Orange Sauce (ounce),48,2,95.83333333333334
Annandale Terrace Elementary,"Peppers, Green, Whole (1/2 cup)",140,6,95.71428571428572
Annandale Terrace Elementary,Nachos with Turkey Barbacoa and Cheese Sauce (Serving),74,4,94.5945945945946
Annandale Terrace Elementary,Chickenless Bites (4 Bites),352,21,94.0340909090909
Annandale Terrace Elementary,Peach Yogurt Power Pack (Power Packs),1169,73,93.75534644995723
Annandale Terrace Elementary,Cooked  Brown Rice (1/2 cup cooked),586,39,93.34470989761093
Annandale Terrace Elementary,"Salsa, Mild Canned (1.5 oz)",146,10,93.15068493150685
Annandale Terrace Elementary,Whole Strawberries (1/2 cup thawed),545,40,92.66055045871559
Annandale Terrace Elementary,Ranch Dressing (1 ounce),973,73,92.49743062692704
Annandale Terrace Elementary,Manager's Vegetable Choice (1/4 cup),2073,157,92.4264351181862
Annandale Terrace Elementary,Beef Meatball Sub Sandwich (Sandwich),390,30,92.3076923076923
Annandale Terrace Elementary,Black Beans (1/2 Cup),128,10,92.1875
Annandale Terrace Elementary,Cherry Tomatoes (1/4 cup),912,77,91.55701754385966
Annandale Terrace Elementary,Vegetable Dumpling (6 dumplings),142,12,91.54929577464789
Annandale Terrace Elementary,PB&J Power Pack (Power Packs),1024,88,91.40625
Annandale Terrace Elementary,Roasted Plantains (6 Slices),242,21,91.32231404958677
Annandale Terrace Elementary,Cherry Vanilla Yogurt Power Pack (Power Packs),588,54,90.81632653061224
Annandale Terrace Elementary,Banana (Each),2032,189,90.6988188976378
Annandale Terrace Elementary,Tex Mex Corn (1/2 cup),148,15,89.86486486486487
Annandale Terrace Elementary,Vegan Burger (Sandwich),57,6,89.47368421052632
Annandale Terrace Elementary,Chicken Masala Drumstick (Drumstick),280,30,89.28571428571429
Annandale Terrace Elementary,Strawberry & Banana Yogurt Power Pack (Power Packs),607,72,88.13838550247117
Annandale Terrace Elementary,Alfredo & Basil Lasagna (Each),131,16,87.78625954198473
Annandale Terrace Elementary,Italian Dressing (1 ounce),972,120,87.65432098765432
Annandale Terrace Elementary,Arepa w/Taco Beef (1 Aprea + #8 scoop of beef),48,6,87.5
Annandale Terrace Elementary,Potato Wedges (7 pieces),411,52,87.34793187347933
Annandale Terrace Elementary,Asian Meatball Sub (sandwich),200,29,85.5
Annandale Terrace Elementary,Red Delicious Apple (Each - serving),2896,456,84.25414364640883
Annandale Terrace Elementary,Mustard Packet (Packet),157,25,84.07643312101911
Annandale Terrace Elementary,Ketchup Packet (Packet),457,75,83.58862144420132
Annandale Terrace Elementary,Red Seedless Grapes (16 grapes per 1/2 cup),552,92,83.33333333333334
Annandale Terrace Elementary,Strawberry Parfait Power Pack (Power Pack),36,6,83.33333333333334
Annandale Terrace Elementary,Chana Masala (1/2 cup),35,6,82.85714285714286
Annandale Terrace Elementary,Chocolate Chip Cookie (Cookie),64,11,82.8125
Annandale Terrace Elementary,Orange Slices (3 slices per 1/4 cup),5670,1029,81.85185185185185
Annandale Terrace Elementary,Baby Carrots (6 Baby Carrots per 1/2 cup),192,36,81.25
Annandale Terrace Elementary,Black Beans (1/4 Cup),324,63,80.55555555555556
Annandale Terrace Elementary,Orange (1/4 cup),3808,751,80.27836134453781
Annandale Terrace Elementary,"Sauce, Spicy Mayo (tbsp)",70,15,78.57142857142857
Annandale Terrace Elementary,Fat Free Chocolate Milk (Each),8541,1899,77.76606954689147
Annandale Terrace Elementary,1% White Milk (Each),2533,807,68.14054480852744
Annandale Terrace Elementary,Chickpeas (1/4 cup),938,326,65.2452025586354
Annandale Terrace Elementary,Apple Slices (3 slices per 1/4 cup),1235,435,64.77732793522267
Annandale Terrace Elementary,Baby Carrots (3 baby carrots per 1/4 cup),528,202,61.74242424242424
Annandale Terrace Elementary,Nachos with Black Beans and Cheese Sauce (Serving),10,4,60.0
Annandale Terrace Elementary,Smartfood RF White Cheddar Popcorn (Each),155,66,57.41935483870968
Annandale Terrace Elementary,Celery Sticks (1/2 cup),192,84,56.25
Annandale Terrace Elementary,Raspberry Lemonade Flavored Dried Cranberries (2 Eaches),20,14,30.0
Annandale Terrace Elementary,Fat Free White Milk (Each),1014,743,26.7258382642998
Annandale Terrace Elementary,Strawberry Flavored Dried Cranberries (Each),280,215,23.214285714285715
Annandale Terrace Elementary,Watermelon Flavored Dried Cranberries (Each),125,106,15.2
Annandale Terrace Elementary,Strawberry Chex Mix (Package),50,43,14.000000000000002
Annandale Terrace Elementary,Bottled Water (Bottle),105,93,11.428571428571429
Annandale Terrace Elementary,String Cheese (Each),105,93,11.428571428571429
Annandale Terrace Elementary,Strawberry Flavored Dried Cranberries (2 Eaches),20,18,10.0
Annandale Terrace Elementary,Doritos Wild White Nacho Flavored Tortilla Chips (Bag),25,24,4.0
Annandale Terrace Elementary,Apple Juice (Each),105,105,0.0
Annandale Terrace Elementary,Assorted  4 oz Yogurt (Container),105,105,0.0
Annandale Terrace Elementary,Black Beans - salad bar entree (1/2 cup),25,25,0.0
Annandale Terrace Elementary,Blueberry Bread (1oz Grain (1/64 Baked Pan)),5,5,0.0
Annandale Terrace Elementary,Cherry Flavored Dried Cranberries (Each),0,0,0.0
Annandale Terrace Elementary,Chickpeas - salad bar entree (1/2 cup),60,60,0.0
Annandale Terrace Elementary,Chilled Pineapple (1/4 cup),0,0,0.0
