school_name,date,identifier,name,planned_reimbursable,planned_non-reimbursable,planned_total,offered,served_reimbursable,served_non-reimbursable,served_total,served_cost,discarded_total,discarded_percent_of_offered,discarded_cost,subtotal_cost,left_over_total,left_over_percent_of_offered,left_over_cost,production_cost_total,Calories,Total Fat (g),Saturated Fat (g),Cholesterol (mg),Sodium (mg),Carbohydrate (g),Dietary Fiber (g),Total Sugars (g),Added Sugars (g),Protein (g),Vitamin A (IU),Vitamin C (mg),Vitamin D (D2 + D3) (mcg),Calcium (mg),Iron (mg),Potassium (mg),Category,Sub-Category,Served
Lewis High,5/13/2025,20002,Fat Free Chocolate Milk (Each),377,0,377,425,402,0,402,$140.70,0,0.00%,$0.00,$140.70,23,5.41%,$8.05,$148.75,130.0,0.0,0.0,5.0,249.0,22.0,0.0,20.0,8.0,9.0,163.0,0.0,3.0,325.0,0.0,456.0,Sides,Milk,Lunch
Lewis High,5/13/2025,20038,Fat Free White Milk (Each),17,0,17,65,19,0,19,$6.27,0,0.00%,$0.00,$6.27,46,70.77%,$15.18,$21.45,90.0,0.0,0.0,5.0,130.0,13.0,0.0,12.0,0.0,9.0,160.0,0.0,3.0,310.0,0.0,410.0,Sides,Milk,Lunch
Lewis High,5/14/2025,20001,1% White Milk (Each),82,0,82,125,66,0,66,$23.76,0,0.00%,$0.00,$23.76,59,47.20%,$21.24,$45.00,110.0,3.0,2.0,10.0,125.0,13.0,0.0,12.0,0.0,8.0,150.0,0.0,3.0,300.0,0.0,410.0,Sides,Milk,Lunch
Lewis High,5/14/2025,20002,Fat Free Chocolate Milk (Each),377,0,377,425,392,0,392,$137.20,0,0.00%,$0.00,$137.20,33,7.76%,$11.55,$148.75,130.0,0.0,0.0,5.0,249.0,22.0,0.0,20.0,8.0,9.0,163.0,0.0,3.0,325.0,0.0,456.0,Sides,Milk,Lunch
Lewis High,5/14/2025,20038,Fat Free White Milk (Each),17,0,17,40,10,0,10,$3.30,0,0.00%,$0.00,$3.30,30,75.00%,$9.90,$13.20,90.0,0.0,0.0,5.0,130.0,13.0,0.0,12.0,0.0,9.0,160.0,0.0,3.0,310.0,0.0,410.0,Sides,Milk,Lunch
Lewis High,5/15/2025,20001,1% White Milk (Each),82,0,82,150,108,0,108,$38.88,0,0.00%,$0.00,$38.88,42,28.00%,$15.12,$54.00,110.0,3.0,2.0,10.0,125.0,13.0,0.0,12.0,0.0,8.0,150.0,0.0,3.0,300.0,0.0,410.0,Sides,Milk,Lunch
Lewis High,5/15/2025,20002,Fat Free Chocolate Milk (Each),377,0,377,400,367,0,367,$128.45,0,0.00%,$0.00,$128.45,33,8.25%,$11.55,$140.00,130.0,0.0,0.0,5.0,249.0,22.0,0.0,20.0,8.0,9.0,163.0,0.0,3.0,325.0,0.0,456.0,Sides,Milk,Lunch
Lewis High,5/15/2025,20038,Fat Free White Milk (Each),17,0,17,50,15,0,15,$4.95,0,0.00%,$0.00,$4.95,35,70.00%,$11.55,$16.50,90.0,0.0,0.0,5.0,130.0,13.0,0.0,12.0,0.0,9.0,160.0,0.0,3.0,310.0,0.0,410.0,Sides,Milk,Lunch
Lewis High,5/16/2025,20001,1% White Milk (Each),81,0,81,150,135,0,135,$48.60,0,0.00%,$0.00,$48.60,15,10.00%,$5.40,$54.00,110.0,3.0,2.0,10.0,125.0,13.0,0.0,12.0,0.0,8.0,150.0,0.0,3.0,300.0,0.0,410.0,Sides,Milk,Lunch
Lewis High,5/16/2025,20002,Fat Free Chocolate Milk (Each),357,0,357,400,367,0,367,$128.45,0,0.00%,$0.00,$128.45,33,8.25%,$11.55,$140.00,130.0,0.0,0.0,5.0,249.0,22.0,0.0,20.0,8.0,9.0,163.0,0.0,3.0,325.0,0.0,456.0,Sides,Milk,Lunch
Lewis High,5/16/2025,20038,Fat Free White Milk (Each),16,0,16,50,35,0,35,$11.55,0,0.00%,$0.00,$11.55,15,30.00%,$4.95,$16.50,90.0,0.0,0.0,5.0,130.0,13.0,0.0,12.0,0.0,9.0,160.0,0.0,3.0,310.0,0.0,410.0,Sides,Milk,Lunch
Lewis High,5/19/2025,20001,1% White Milk (Each),65,0,65,175,107,0,107,$38.52,0,0.00%,$0.00,$38.52,68,38.86%,$24.48,$63.00,110.0,3.0,2.0,10.0,125.0,13.0,0.0,12.0,0.0,8.0,150.0,0.0,3.0,300.0,0.0,410.0,Sides,Milk,Lunch
Lewis High,5/19/2025,20002,Fat Free Chocolate Milk (Each),320,0,320,425,353,0,353,$123.55,0,0.00%,$0.00,$123.55,72,16.94%,$25.20,$148.75,130.0,0.0,0.0,5.0,249.0,22.0,0.0,20.0,8.0,9.0,163.0,0.0,3.0,325.0,0.0,456.0,Sides,Milk,Lunch
Lewis High,5/19/2025,20038,Fat Free White Milk (Each),87,0,87,65,35,0,35,$11.55,0,0.00%,$0.00,$11.55,30,46.15%,$9.90,$21.45,90.0,0.0,0.0,5.0,130.0,13.0,0.0,12.0,0.0,9.0,160.0,0.0,3.0,310.0,0.0,410.0,Sides,Milk,Lunch
Lewis High,5/20/2025,20001,1% White Milk (Each),65,0,65,115,70,0,70,$25.20,0,0.00%,$0.00,$25.20,45,39.13%,$16.20,$41.40,110.0,3.0,2.0,10.0,125.0,13.0,0.0,12.0,0.0,8.0,150.0,0.0,3.0,300.0,0.0,410.0,Sides,Milk,Lunch
Lewis High,5/20/2025,20002,Fat Free Chocolate Milk (Each),320,0,320,450,402,0,402,$140.70,0,0.00%,$0.00,$140.70,48,10.67%,$16.80,$157.50,130.0,0.0,0.0,5.0,249.0,22.0,0.0,20.0,8.0,9.0,163.0,0.0,3.0,325.0,0.0,456.0,Sides,Milk,Lunch
Lewis High,5/20/2025,20038,Fat Free White Milk (Each),87,0,87,65,30,0,30,$9.90,0,0.00%,$0.00,$9.90,35,53.85%,$11.55,$21.45,90.0,0.0,0.0,5.0,130.0,13.0,0.0,12.0,0.0,9.0,160.0,0.0,3.0,310.0,0.0,410.0,Sides,Milk,Lunch
Lewis High,5/21/2025,20001,1% White Milk (Each),65,0,65,125,77,0,77,$27.72,0,0.00%,$0.00,$27.72,48,38.40%,$17.28,$45.00,110.0,3.0,2.0,10.0,125.0,13.0,0.0,12.0,0.0,8.0,150.0,0.0,3.0,300.0,0.0,410.0,Sides,Milk,Lunch
Lewis High,5/21/2025,20002,Fat Free Chocolate Milk (Each),320,0,320,450,378,0,378,$132.30,0,0.00%,$0.00,$132.30,72,16.00%,$25.20,$157.50,130.0,0.0,0.0,5.0,249.0,22.0,0.0,20.0,8.0,9.0,163.0,0.0,3.0,325.0,0.0,456.0,Sides,Milk,Lunch
Lewis High,5/21/2025,20038,Fat Free White Milk (Each),87,0,87,60,44,0,44,$14.52,0,0.00%,$0.00,$14.52,16,26.67%,$5.28,$19.80,90.0,0.0,0.0,5.0,130.0,13.0,0.0,12.0,0.0,9.0,160.0,0.0,3.0,310.0,0.0,410.0,Sides,Milk,Lunch
Lewis High,5/22/2025,20001,1% White Milk (Each),65,0,65,115,55,0,55,$19.80,0,0.00%,$0.00,$19.80,60,52.17%,$21.60,$41.40,110.0,3.0,2.0,10.0,125.0,13.0,0.0,12.0,0.0,8.0,150.0,0.0,3.0,300.0,0.0,410.0,Sides,Milk,Lunch
Lewis High,5/22/2025,20002,Fat Free Chocolate Milk (Each),320,0,320,350,325,0,325,$113.75,0,0.00%,$0.00,$113.75,25,7.14%,$8.75,$122.50,130.0,0.0,0.0,5.0,249.0,22.0,0.0,20.0,8.0,9.0,163.0,0.0,3.0,325.0,0.0,456.0,Sides,Milk,Lunch
Lewis High,5/22/2025,20038,Fat Free White Milk (Each),87,0,87,65,41,0,41,$13.53,0,0.00%,$0.00,$13.53,24,36.92%,$7.92,$21.45,90.0,0.0,0.0,5.0,130.0,13.0,0.0,12.0,0.0,9.0,160.0,0.0,3.0,310.0,0.0,410.0,Sides,Milk,Lunch
Lewis High,5/23/2025,20001,1% White Milk (Each),65,0,65,110,39,0,39,$14.04,0,0.00%,$0.00,$14.04,71,64.55%,$25.56,$39.60,110.0,3.0,2.0,10.0,125.0,13.0,0.0,12.0,0.0,8.0,150.0,0.0,3.0,300.0,0.0,410.0,Sides,Milk,Lunch
Lewis High,5/23/2025,20002,Fat Free Chocolate Milk (Each),320,0,320,375,298,0,298,$104.30,0,0.00%,$0.00,$104.30,77,20.53%,$26.95,$131.25,130.0,0.0,0.0,5.0,249.0,22.0,0.0,20.0,8.0,9.0,163.0,0.0,3.0,325.0,0.0,456.0,Sides,Milk,Lunch
Lewis High,5/23/2025,20038,Fat Free White Milk (Each),87,0,87,65,11,0,11,$3.63,0,0.00%,$0.00,$3.63,54,83.08%,$17.82,$21.45,90.0,0.0,0.0,5.0,130.0,13.0,0.0,12.0,0.0,9.0,160.0,0.0,3.0,310.0,0.0,410.0,Sides,Milk,Lunch
Lewis High,5/27/2025,20001,1% White Milk (Each),87,0,87,100,34,0,34,$12.24,0,0.00%,$0.00,$12.24,66,66.00%,$23.76,$36.00,110.0,3.0,2.0,10.0,125.0,13.0,0.0,12.0,0.0,8.0,150.0,0.0,3.0,300.0,0.0,410.0,Sides,Milk,Lunch
Lewis High,5/27/2025,20002,Fat Free Chocolate Milk (Each),377,0,377,350,311,0,311,$108.85,0,0.00%,$0.00,$108.85,39,11.14%,$13.65,$122.50,130.0,0.0,0.0,5.0,249.0,22.0,0.0,20.0,8.0,9.0,163.0,0.0,3.0,325.0,0.0,456.0,Sides,Milk,Lunch
Lewis High,5/27/2025,20038,Fat Free White Milk (Each),39,0,39,50,15,0,15,$4.95,0,0.00%,$0.00,$4.95,35,70.00%,$11.55,$16.50,90.0,0.0,0.0,5.0,130.0,13.0,0.0,12.0,0.0,9.0,160.0,0.0,3.0,310.0,0.0,410.0,Sides,Milk,Lunch
Lewis High,5/28/2025,20001,1% White Milk (Each),87,0,87,115,68,0,68,$24.48,0,0.00%,$0.00,$24.48,47,40.87%,$16.92,$41.40,110.0,3.0,2.0,10.0,125.0,13.0,0.0,12.0,0.0,8.0,150.0,0.0,3.0,300.0,0.0,410.0,Sides,Milk,Lunch
Lewis High,5/28/2025,20002,Fat Free Chocolate Milk (Each),377,0,377,325,305,0,305,$106.75,0,0.00%,$0.00,$106.75,20,6.15%,$7.00,$113.75,130.0,0.0,0.0,5.0,249.0,22.0,0.0,20.0,8.0,9.0,163.0,0.0,3.0,325.0,0.0,456.0,Sides,Milk,Lunch
Lewis High,5/28/2025,20038,Fat Free White Milk (Each),39,0,39,65,17,0,17,$5.61,0,0.00%,$0.00,$5.61,48,73.85%,$15.84,$21.45,90.0,0.0,0.0,5.0,130.0,13.0,0.0,12.0,0.0,9.0,160.0,0.0,3.0,310.0,0.0,410.0,Sides,Milk,Lunch
Lewis High,5/29/2025,20001,1% White Milk (Each),87,0,87,125,90,0,90,$32.40,0,0.00%,$0.00,$32.40,35,28.00%,$12.60,$45.00,110.0,3.0,2.0,10.0,125.0,13.0,0.0,12.0,0.0,8.0,150.0,0.0,3.0,300.0,0.0,410.0,Sides,Milk,Lunch
Lewis High,5/29/2025,20002,Fat Free Chocolate Milk (Each),377,0,377,350,303,0,303,$106.05,0,0.00%,$0.00,$106.05,47,13.43%,$16.45,$122.50,130.0,0.0,0.0,5.0,249.0,22.0,0.0,20.0,8.0,9.0,163.0,0.0,3.0,325.0,0.0,456.0,Sides,Milk,Lunch
Lewis High,5/29/2025,20038,Fat Free White Milk (Each),39,0,39,40,10,0,10,$3.30,0,0.00%,$0.00,$3.30,30,75.00%,$9.90,$13.20,90.0,0.0,0.0,5.0,130.0,13.0,0.0,12.0,0.0,9.0,160.0,0.0,3.0,310.0,0.0,410.0,Sides,Milk,Lunch
Lewis High,5/30/2025,20001,1% White Milk (Each),87,0,87,125,66,0,66,$23.76,0,0.00%,$0.00,$23.76,59,47.20%,$21.24,$45.00,110.0,3.0,2.0,10.0,125.0,13.0,0.0,12.0,0.0,8.0,150.0,0.0,3.0,300.0,0.0,410.0,Sides,Milk,Lunch
Lewis High,5/30/2025,20002,Fat Free Chocolate Milk (Each),377,0,377,325,305,0,305,$106.75,0,0.00%,$0.00,$106.75,20,6.15%,$7.00,$113.75,130.0,0.0,0.0,5.0,249.0,22.0,0.0,20.0,8.0,9.0,163.0,0.0,3.0,325.0,0.0,456.0,Sides,Milk,Lunch
Lewis High,5/30/2025,20038,Fat Free White Milk (Each),39,0,39,25,15,0,15,$4.95,0,0.00%,$0.00,$4.95,10,40.00%,$3.30,$8.25,90.0,0.0,0.0,5.0,130.0,13.0,0.0,12.0,0.0,9.0,160.0,0.0,3.0,310.0,0.0,410.0,Sides,Milk,Lunch
Liberty Middle,5/01/2025,20001,1% White Milk (Each),26,0,26,50,15,0,15,$5.40,0,0.00%,$0.00,$5.40,35,70.00%,$12.60,$18.00,110.0,3.0,2.0,10.0,125.0,13.0,0.0,12.0,0.0,8.0,150.0,0.0,3.0,300.0,0.0,410.0,Sides,Milk,Lunch
Liberty Middle,5/01/2025,20002,Fat Free Chocolate Milk (Each),252,0,252,282,248,0,248,$86.80,0,0.00%,$0.00,$86.80,34,12.06%,$11.90,$98.70,130.0,0.0,0.0,5.0,249.0,22.0,0.0,20.0,8.0,9.0,163.0,0.0,3.0,325.0,0.0,456.0,Sides,Milk,Lunch
Liberty Middle,5/01/2025,30102,1% Unflavored Shelf-Stable Milk (Each),0,0,0,6,6,0,6,$2.28,0,0.00%,$0.00,$2.28,0,0.00%,$0.00,$2.28,110.0,3.0,2.0,10.0,105.0,12.0,0.0,12.0,0.0,8.0,150.0,0.0,3.0,300.0,0.0,320.0,Sides,Milk,Breakfast
Liberty Middle,5/01/2025,30108,Fat Free Unflavored Shelf-Stable Milk (Each),0,0,0,40,32,0,32,$12.16,0,0.00%,$0.00,$12.16,8,20.00%,$3.04,$15.20,90.0,0.0,0.0,5.0,130.0,13.0,0.0,12.0,0.0,8.0,150.0,0.0,3.0,300.0,0.0,410.0,Sides,Milk,Breakfast
Liberty Middle,5/02/2025,20001,1% White Milk (Each),26,0,26,33,25,0,25,$9.00,0,0.00%,$0.00,$9.00,8,24.24%,$2.88,$11.88,110.0,3.0,2.0,10.0,125.0,13.0,0.0,12.0,0.0,8.0,150.0,0.0,3.0,300.0,0.0,410.0,Sides,Milk,Lunch
Liberty Middle,5/02/2025,20002,Fat Free Chocolate Milk (Each),252,0,252,284,250,0,250,$87.50,0,0.00%,$0.00,$87.50,34,11.97%,$11.90,$99.40,130.0,0.0,0.0,5.0,249.0,22.0,0.0,20.0,8.0,9.0,163.0,0.0,3.0,325.0,0.0,456.0,Sides,Milk,Lunch
Liberty Middle,5/02/2025,30108,Fat Free Unflavored Shelf-Stable Milk (Each),0,0,0,85,32,0,32,$12.16,0,0.00%,$0.00,$12.16,53,62.35%,$20.14,$32.30,90.0,0.0,0.0,5.0,130.0,13.0,0.0,12.0,0.0,8.0,150.0,0.0,3.0,300.0,0.0,410.0,Sides,Milk,Breakfast
Liberty Middle,5/05/2025,20001,1% White Milk (Each),26,0,26,50,20,0,20,$7.20,0,0.00%,$0.00,$7.20,30,60.00%,$10.80,$18.00,110.0,3.0,2.0,10.0,125.0,13.0,0.0,12.0,0.0,8.0,150.0,0.0,3.0,300.0,0.0,410.0,Sides,Milk,Lunch
Liberty Middle,5/05/2025,20002,Fat Free Chocolate Milk (Each),252,0,252,334,254,0,254,$88.90,0,0.00%,$0.00,$88.90,80,23.95%,$28.00,$116.90,130.0,0.0,0.0,5.0,249.0,22.0,0.0,20.0,8.0,9.0,163.0,0.0,3.0,325.0,0.0,456.0,Sides,Milk,Lunch
Liberty Middle,5/05/2025,30108,Fat Free Unflavored Shelf-Stable Milk (Each),0,0,0,45,15,0,15,$5.70,0,0.00%,$0.00,$5.70,30,66.67%,$11.40,$17.10,90.0,0.0,0.0,5.0,130.0,13.0,0.0,12.0,0.0,8.0,150.0,0.0,3.0,300.0,0.0,410.0,Sides,Milk,Breakfast
Liberty Middle,5/06/2025,20001,1% White Milk (Each),26,0,26,27,25,0,25,$9.00,0,0.00%,$0.00,$9.00,2,7.41%,$0.72,$9.72,110.0,3.0,2.0,10.0,125.0,13.0,0.0,12.0,0.0,8.0,150.0,0.0,3.0,300.0,0.0,410.0,Sides,Milk,Lunch
Liberty Middle,5/06/2025,20002,Fat Free Chocolate Milk (Each),252,0,252,329,264,0,264,$92.40,0,0.00%,$0.00,$92.40,65,19.76%,$22.75,$115.15,130.0,0.0,0.0,5.0,249.0,22.0,0.0,20.0,8.0,9.0,163.0,0.0,3.0,325.0,0.0,456.0,Sides,Milk,Lunch
Liberty Middle,5/06/2025,20038,Fat Free White Milk (Each),13,0,13,68,20,0,20,$6.60,0,0.00%,$0.00,$6.60,48,70.59%,$15.84,$22.44,90.0,0.0,0.0,5.0,130.0,13.0,0.0,12.0,0.0,9.0,160.0,0.0,3.0,310.0,0.0,410.0,Sides,Milk,Lunch
Liberty Middle,5/07/2025,20001,1% White Milk (Each),26,0,26,44,24,0,24,$8.64,0,0.00%,$0.00,$8.64,20,45.45%,$7.20,$15.84,110.0,3.0,2.0,10.0,125.0,13.0,0.0,12.0,0.0,8.0,150.0,0.0,3.0,300.0,0.0,410.0,Sides,Milk,Lunch
Liberty Middle,5/07/2025,20002,Fat Free Chocolate Milk (Each),252,0,252,264,253,0,253,$88.55,0,0.00%,$0.00,$88.55,11,4.17%,$3.85,$92.40,130.0,0.0,0.0,5.0,249.0,22.0,0.0,20.0,8.0,9.0,163.0,0.0,3.0,325.0,0.0,456.0,Sides,Milk,Lunch
Liberty Middle,5/07/2025,20038,Fat Free White Milk (Each),13,0,13,51,29,0,29,$9.57,0,0.00%,$0.00,$9.57,22,43.14%,$7.26,$16.83,90.0,0.0,0.0,5.0,130.0,13.0,0.0,12.0,0.0,9.0,160.0,0.0,3.0,310.0,0.0,410.0,Sides,Milk,Lunch
Liberty Middle,5/08/2025,20001,1% White Milk (Each),26,0,26,18,18,0,18,$6.48,0,0.00%,$0.00,$6.48,0,0.00%,$0.00,$6.48,110.0,3.0,2.0,10.0,125.0,13.0,0.0,12.0,0.0,8.0,150.0,0.0,3.0,300.0,0.0,410.0,Sides,Milk,Lunch
Liberty Middle,5/08/2025,20002,Fat Free Chocolate Milk (Each),252,0,252,312,276,0,276,$96.60,0,0.00%,$0.00,$96.60,36,11.54%,$12.60,$109.20,130.0,0.0,0.0,5.0,249.0,22.0,0.0,20.0,8.0,9.0,163.0,0.0,3.0,325.0,0.0,456.0,Sides,Milk,Lunch
Liberty Middle,5/08/2025,20038,Fat Free White Milk (Each),13,0,13,79,14,0,14,$4.62,0,0.00%,$0.00,$4.62,65,82.28%,$21.45,$26.07,90.0,0.0,0.0,5.0,130.0,13.0,0.0,12.0,0.0,9.0,160.0,0.0,3.0,310.0,0.0,410.0,Sides,Milk,Lunch
Liberty Middle,5/09/2025,20001,1% White Milk (Each),26,0,26,50,29,0,29,$10.44,0,0.00%,$0.00,$10.44,21,42.00%,$7.56,$18.00,110.0,3.0,2.0,10.0,125.0,13.0,0.0,12.0,0.0,8.0,150.0,0.0,3.0,300.0,0.0,410.0,Sides,Milk,Lunch
Liberty Middle,5/09/2025,20002,Fat Free Chocolate Milk (Each),252,0,252,285,257,0,257,$89.95,0,0.00%,$0.00,$89.95,28,9.82%,$9.80,$99.75,130.0,0.0,0.0,5.0,249.0,22.0,0.0,20.0,8.0,9.0,163.0,0.0,3.0,325.0,0.0,456.0,Sides,Milk,Lunch
Liberty Middle,5/09/2025,20038,Fat Free White Milk (Each),13,0,13,61,15,0,15,$4.95,0,0.00%,$0.00,$4.95,46,75.41%,$15.18,$20.13,90.0,0.0,0.0,5.0,130.0,13.0,0.0,12.0,0.0,9.0,160.0,0.0,3.0,310.0,0.0,410.0,Sides,Milk,Lunch
Liberty Middle,5/12/2025,20001,1% White Milk (Each),31,0,31,20,19,0,19,$6.84,0,0.00%,$0.00,$6.84,1,5.00%,$0.36,$7.20,110.0,3.0,2.0,10.0,125.0,13.0,0.0,12.0,0.0,8.0,150.0,0.0,3.0,300.0,0.0,410.0,Sides,Milk,Lunch
Liberty Middle,5/12/2025,20002,Fat Free Chocolate Milk (Each),250,0,250,328,253,0,253,$88.55,0,0.00%,$0.00,$88.55,75,22.87%,$26.25,$114.80,130.0,0.0,0.0,5.0,249.0,22.0,0.0,20.0,8.0,9.0,163.0,0.0,3.0,325.0,0.0,456.0,Sides,Milk,Lunch
Liberty Middle,5/12/2025,20038,Fat Free White Milk (Each),10,0,10,44,20,0,20,$6.60,0,0.00%,$0.00,$6.60,24,54.55%,$7.92,$14.52,90.0,0.0,0.0,5.0,130.0,13.0,0.0,12.0,0.0,9.0,160.0,0.0,3.0,310.0,0.0,410.0,Sides,Milk,Lunch
Liberty Middle,5/13/2025,20001,1% White Milk (Each),30,0,30,51,26,0,26,$9.36,0,0.00%,$0.00,$9.36,25,49.02%,$9.00,$18.36,110.0,3.0,2.0,10.0,125.0,13.0,0.0,12.0,0.0,8.0,150.0,0.0,3.0,300.0,0.0,410.0,Sides,Milk,Lunch
Liberty Middle,5/13/2025,20002,Fat Free Chocolate Milk (Each),253,0,253,375,265,0,265,$92.75,0,0.00%,$0.00,$92.75,110,29.33%,$38.50,$131.25,130.0,0.0,0.0,5.0,249.0,22.0,0.0,20.0,8.0,9.0,163.0,0.0,3.0,325.0,0.0,456.0,Sides,Milk,Lunch
Liberty Middle,5/13/2025,20038,Fat Free White Milk (Each),11,0,11,74,15,0,15,$4.95,0,0.00%,$0.00,$4.95,59,79.73%,$19.47,$24.42,90.0,0.0,0.0,5.0,130.0,13.0,0.0,12.0,0.0,9.0,160.0,0.0,3.0,310.0,0.0,410.0,Sides,Milk,Lunch
Liberty Middle,5/14/2025,20001,1% White Milk (Each),30,0,30,21,21,0,21,$7.56,0,0.00%,$0.00,$7.56,0,0.00%,$0.00,$7.56,110.0,3.0,2.0,10.0,125.0,13.0,0.0,12.0,0.0,8.0,150.0,0.0,3.0,300.0,0.0,410.0,Sides,Milk,Lunch
Liberty Middle,5/14/2025,20002,Fat Free Chocolate Milk (Each),253,0,253,311,260,0,260,$91.00,0,0.00%,$0.00,$91.00,51,16.40%,$17.85,$108.85,130.0,0.0,0.0,5.0,249.0,22.0,0.0,20.0,8.0,9.0,163.0,0.0,3.0,325.0,0.0,456.0,Sides,Milk,Lunch
Liberty Middle,5/14/2025,20038,Fat Free White Milk (Each),11,0,11,56,12,0,12,$3.96,0,0.00%,$0.00,$3.96,44,78.57%,$14.52,$18.48,90.0,0.0,0.0,5.0,130.0,13.0,0.0,12.0,0.0,9.0,160.0,0.0,3.0,310.0,0.0,410.0,Sides,Milk,Lunch
Liberty Middle,5/15/2025,20001,1% White Milk (Each),30,0,30,60,30,0,30,$10.80,0,0.00%,$0.00,$10.80,30,50.00%,$10.80,$21.60,110.0,3.0,2.0,10.0,125.0,13.0,0.0,12.0,0.0,8.0,150.0,0.0,3.0,300.0,0.0,410.0,Sides,Milk,Lunch
Liberty Middle,5/15/2025,20002,Fat Free Chocolate Milk (Each),253,0,253,300,259,0,259,$90.65,0,0.00%,$0.00,$90.65,41,13.67%,$14.35,$105.00,130.0,0.0,0.0,5.0,249.0,22.0,0.0,20.0,8.0,9.0,163.0,0.0,3.0,325.0,0.0,456.0,Sides,Milk,Lunch
Liberty Middle,5/15/2025,20038,Fat Free White Milk (Each),11,0,11,60,12,0,12,$3.96,0,0.00%,$0.00,$3.96,48,80.00%,$15.84,$19.80,90.0,0.0,0.0,5.0,130.0,13.0,0.0,12.0,0.0,9.0,160.0,0.0,3.0,310.0,0.0,410.0,Sides,Milk,Lunch
Liberty Middle,5/16/2025,20001,1% White Milk (Each),30,0,30,65,35,0,35,$12.60,0,0.00%,$0.00,$12.60,30,46.15%,$10.80,$23.40,110.0,3.0,2.0,10.0,125.0,13.0,0.0,12.0,0.0,8.0,150.0,0.0,3.0,300.0,0.0,410.0,Sides,Milk,Lunch
Liberty Middle,5/16/2025,20002,Fat Free Chocolate Milk (Each),253,0,253,341,254,0,254,$88.90,0,0.00%,$0.00,$88.90,87,25.51%,$30.45,$119.35,130.0,0.0,0.0,5.0,249.0,22.0,0.0,20.0,8.0,9.0,163.0,0.0,3.0,325.0,0.0,456.0,Sides,Milk,Lunch
Liberty Middle,5/16/2025,20038,Fat Free White Milk (Each),11,0,11,44,10,0,10,$3.30,0,0.00%,$0.00,$3.30,34,77.27%,$11.22,$14.52,90.0,0.0,0.0,5.0,130.0,13.0,0.0,12.0,0.0,9.0,160.0,0.0,3.0,310.0,0.0,410.0,Sides,Milk,Lunch
Liberty Middle,5/19/2025,20001,1% White Milk (Each),30,0,30,75,34,0,34,$12.24,0,0.00%,$0.00,$12.24,41,54.67%,$14.76,$27.00,110.0,3.0,2.0,10.0,125.0,13.0,0.0,12.0,0.0,8.0,150.0,0.0,3.0,300.0,0.0,410.0,Sides,Milk,Lunch
Liberty Middle,5/19/2025,20002,Fat Free Chocolate Milk (Each),253,0,253,384,246,0,246,$86.10,0,0.00%,$0.00,$86.10,138,35.94%,$48.30,$134.40,130.0,0.0,0.0,5.0,249.0,22.0,0.0,20.0,8.0,9.0,163.0,0.0,3.0,325.0,0.0,456.0,Sides,Milk,Lunch
Liberty Middle,5/19/2025,20038,Fat Free White Milk (Each),11,0,11,29,5,0,5,$1.65,0,0.00%,$0.00,$1.65,24,82.76%,$7.92,$9.57,90.0,0.0,0.0,5.0,130.0,13.0,0.0,12.0,0.0,9.0,160.0,0.0,3.0,310.0,0.0,410.0,Sides,Milk,Lunch
Liberty Middle,5/20/2025,20001,1% White Milk (Each),30,0,30,36,25,0,25,$9.00,0,0.00%,$0.00,$9.00,11,30.56%,$3.96,$12.96,110.0,3.0,2.0,10.0,125.0,13.0,0.0,12.0,0.0,8.0,150.0,0.0,3.0,300.0,0.0,410.0,Sides,Milk,Lunch
Liberty Middle,5/20/2025,20002,Fat Free Chocolate Milk (Each),253,0,253,338,260,0,260,$91.00,0,0.00%,$0.00,$91.00,78,23.08%,$27.30,$118.30,130.0,0.0,0.0,5.0,249.0,22.0,0.0,20.0,8.0,9.0,163.0,0.0,3.0,325.0,0.0,456.0,Sides,Milk,Lunch
Liberty Middle,5/20/2025,20038,Fat Free White Milk (Each),11,0,11,51,12,0,12,$3.96,0,0.00%,$0.00,$3.96,39,76.47%,$12.87,$16.83,90.0,0.0,0.0,5.0,130.0,13.0,0.0,12.0,0.0,9.0,160.0,0.0,3.0,310.0,0.0,410.0,Sides,Milk,Lunch
Liberty Middle,5/21/2025,20001,1% White Milk (Each),26,0,26,56,36,0,36,$12.96,0,0.00%,$0.00,$12.96,20,35.71%,$7.20,$20.16,110.0,3.0,2.0,10.0,125.0,13.0,0.0,12.0,0.0,8.0,150.0,0.0,3.0,300.0,0.0,410.0,Sides,Milk,Lunch
Liberty Middle,5/21/2025,20002,Fat Free Chocolate Milk (Each),261,0,261,378,304,0,304,$106.40,0,0.00%,$0.00,$106.40,74,19.58%,$25.90,$132.30,130.0,0.0,0.0,5.0,249.0,22.0,0.0,20.0,8.0,9.0,163.0,0.0,3.0,325.0,0.0,456.0,Sides,Milk,Lunch
Liberty Middle,5/21/2025,20038,Fat Free White Milk (Each),14,0,14,39,16,0,16,$5.28,0,0.00%,$0.00,$5.28,23,58.97%,$7.59,$12.87,90.0,0.0,0.0,5.0,130.0,13.0,0.0,12.0,0.0,9.0,160.0,0.0,3.0,310.0,0.0,410.0,Sides,Milk,Lunch
Liberty Middle,5/22/2025,20001,1% White Milk (Each),26,0,26,65,36,0,36,$12.96,0,0.00%,$0.00,$12.96,29,44.62%,$10.44,$23.40,110.0,3.0,2.0,10.0,125.0,13.0,0.0,12.0,0.0,8.0,150.0,0.0,3.0,300.0,0.0,410.0,Sides,Milk,Lunch
