school_name,date,identifier,name,planned_reimbursable,planned_non-reimbursable,planned_total,offered,served_reimbursable,served_non-reimbursable,served_total,served_cost,discarded_total,discarded_percent_of_offered,discarded_cost,subtotal_cost,left_over_total,left_over_percent_of_offered,left_over_cost,production_cost_total,Calories,Total Fat (g),Saturated Fat (g),Cholesterol (mg),Sodium (mg),Carbohydrate (g),Dietary Fiber (g),Total Sugars (g),Added Sugars (g),Protein (g),Vitamin A (IU),Vitamin C (mg),Vitamin D (D2 + D3) (mcg),Calcium (mg),Iron (mg),Potassium (mg),Category,Sub-Category,Served
Fox Mill Elementary,5/13/2025,20038,Fat Free White Milk (Each),6,0,6,32,5,0,5,$1.65,0,0.00%,$0.00,$1.65,27,84.38%,$8.91,$10.56,90.0,0.0,0.0,5.0,130.0,13.0,0.0,12.0,0.0,9.0,160.0,0.0,3.0,310.0,0.0,410.0,Sides,Milk,Lunch
Fox Mill Elementary,5/14/2025,20001,1% White Milk (Each),48,0,48,42,9,0,9,$3.24,0,0.00%,$0.00,$3.24,33,78.57%,$11.88,$15.12,110.0,3.0,2.0,10.0,125.0,13.0,0.0,12.0,0.0,8.0,150.0,0.0,3.0,300.0,0.0,410.0,Sides,Milk,Lunch
Fox Mill Elementary,5/14/2025,20002,Fat Free Chocolate Milk (Each),134,0,134,144,109,0,109,$38.15,0,0.00%,$0.00,$38.15,35,24.31%,$12.25,$50.40,130.0,0.0,0.0,5.0,249.0,22.0,0.0,20.0,8.0,9.0,163.0,0.0,3.0,325.0,0.0,456.0,Sides,Milk,Lunch
Fox Mill Elementary,5/14/2025,20038,Fat Free White Milk (Each),6,0,6,0,0,0,0,$0.00,0,0.00%,$0.00,$0.00,0,0.00%,$0.00,$0.00,90.0,0.0,0.0,5.0,130.0,13.0,0.0,12.0,0.0,9.0,160.0,0.0,3.0,310.0,0.0,410.0,Sides,Milk,Lunch
Fox Mill Elementary,5/14/2025,30108,Fat Free Unflavored Shelf-Stable Milk (Each),0,0,0,27,6,0,6,$2.28,0,0.00%,$0.00,$2.28,21,77.78%,$7.98,$10.26,90.0,0.0,0.0,5.0,130.0,13.0,0.0,12.0,0.0,8.0,150.0,0.0,3.0,300.0,0.0,410.0,Sides,Milk,Breakfast
Fox Mill Elementary,5/15/2025,20001,1% White Milk (Each),15,0,15,83,12,0,12,$4.32,0,0.00%,$0.00,$4.32,71,85.54%,$25.56,$29.88,110.0,3.0,2.0,10.0,125.0,13.0,0.0,12.0,0.0,8.0,150.0,0.0,3.0,300.0,0.0,410.0,Sides,Milk,Lunch
Fox Mill Elementary,5/15/2025,20002,Fat Free Chocolate Milk (Each),134,0,134,185,113,0,113,$39.55,0,0.00%,$0.00,$39.55,72,38.92%,$25.20,$64.75,130.0,0.0,0.0,5.0,249.0,22.0,0.0,20.0,8.0,9.0,163.0,0.0,3.0,325.0,0.0,456.0,Sides,Milk,Lunch
Fox Mill Elementary,5/15/2025,20038,Fat Free White Milk (Each),6,0,6,0,0,0,0,$0.00,0,0.00%,$0.00,$0.00,0,0.00%,$0.00,$0.00,90.0,0.0,0.0,5.0,130.0,13.0,0.0,12.0,0.0,9.0,160.0,0.0,3.0,310.0,0.0,410.0,Sides,Milk,Lunch
Fox Mill Elementary,5/15/2025,30108,Fat Free Unflavored Shelf-Stable Milk (Each),0,0,0,21,2,0,2,$0.76,0,0.00%,$0.00,$0.76,19,90.48%,$7.22,$7.98,90.0,0.0,0.0,5.0,130.0,13.0,0.0,12.0,0.0,8.0,150.0,0.0,3.0,300.0,0.0,410.0,Sides,Milk,Breakfast
Fox Mill Elementary,5/16/2025,20001,1% White Milk (Each),20,0,20,71,10,0,10,$3.60,0,0.00%,$0.00,$3.60,61,85.92%,$21.96,$25.56,110.0,3.0,2.0,10.0,125.0,13.0,0.0,12.0,0.0,8.0,150.0,0.0,3.0,300.0,0.0,410.0,Sides,Milk,Lunch
Fox Mill Elementary,5/16/2025,20002,Fat Free Chocolate Milk (Each),150,0,150,222,140,0,140,$49.00,0,0.00%,$0.00,$49.00,82,36.94%,$28.70,$77.70,130.0,0.0,0.0,5.0,249.0,22.0,0.0,20.0,8.0,9.0,163.0,0.0,3.0,325.0,0.0,456.0,Sides,Milk,Lunch
Fox Mill Elementary,5/16/2025,20038,Fat Free White Milk (Each),10,0,10,0,0,0,0,$0.00,0,0.00%,$0.00,$0.00,0,0.00%,$0.00,$0.00,90.0,0.0,0.0,5.0,130.0,13.0,0.0,12.0,0.0,9.0,160.0,0.0,3.0,310.0,0.0,410.0,Sides,Milk,Lunch
Fox Mill Elementary,5/16/2025,30108,Fat Free Unflavored Shelf-Stable Milk (Each),0,0,0,42,8,0,8,$3.04,0,0.00%,$0.00,$3.04,34,80.95%,$12.92,$15.96,90.0,0.0,0.0,5.0,130.0,13.0,0.0,12.0,0.0,8.0,150.0,0.0,3.0,300.0,0.0,410.0,Sides,Milk,Breakfast
Fox Mill Elementary,5/19/2025,20001,1% White Milk (Each),15,0,15,61,16,0,16,$5.76,0,0.00%,$0.00,$5.76,45,73.77%,$16.20,$21.96,110.0,3.0,2.0,10.0,125.0,13.0,0.0,12.0,0.0,8.0,150.0,0.0,3.0,300.0,0.0,410.0,Sides,Milk,Lunch
Fox Mill Elementary,5/19/2025,20002,Fat Free Chocolate Milk (Each),135,0,135,232,129,0,129,$45.15,0,0.00%,$0.00,$45.15,103,44.40%,$36.05,$81.20,130.0,0.0,0.0,5.0,249.0,22.0,0.0,20.0,8.0,9.0,163.0,0.0,3.0,325.0,0.0,456.0,Sides,Milk,Lunch
Fox Mill Elementary,5/19/2025,20038,Fat Free White Milk (Each),10,0,10,0,0,0,0,$0.00,0,0.00%,$0.00,$0.00,0,0.00%,$0.00,$0.00,90.0,0.0,0.0,5.0,130.0,13.0,0.0,12.0,0.0,9.0,160.0,0.0,3.0,310.0,0.0,410.0,Sides,Milk,Lunch
Fox Mill Elementary,5/19/2025,30108,Fat Free Unflavored Shelf-Stable Milk (Each),0,0,0,46,6,0,6,$2.28,0,0.00%,$0.00,$2.28,40,86.96%,$15.20,$17.48,90.0,0.0,0.0,5.0,130.0,13.0,0.0,12.0,0.0,8.0,150.0,0.0,3.0,300.0,0.0,410.0,Sides,Milk,Breakfast
Fox Mill Elementary,5/20/2025,20001,1% White Milk (Each),15,0,15,95,6,0,6,$2.16,0,0.00%,$0.00,$2.16,89,93.68%,$32.04,$34.20,110.0,3.0,2.0,10.0,125.0,13.0,0.0,12.0,0.0,8.0,150.0,0.0,3.0,300.0,0.0,410.0,Sides,Milk,Lunch
Fox Mill Elementary,5/20/2025,20002,Fat Free Chocolate Milk (Each),135,0,135,203,135,0,135,$47.25,0,0.00%,$0.00,$47.25,68,33.50%,$23.80,$71.05,130.0,0.0,0.0,5.0,249.0,22.0,0.0,20.0,8.0,9.0,163.0,0.0,3.0,325.0,0.0,456.0,Sides,Milk,Lunch
Fox Mill Elementary,5/20/2025,20038,Fat Free White Milk (Each),10,0,10,0,0,0,0,$0.00,0,0.00%,$0.00,$0.00,0,0.00%,$0.00,$0.00,90.0,0.0,0.0,5.0,130.0,13.0,0.0,12.0,0.0,9.0,160.0,0.0,3.0,310.0,0.0,410.0,Sides,Milk,Lunch
Fox Mill Elementary,5/20/2025,30108,Fat Free Unflavored Shelf-Stable Milk (Each),0,0,0,40,20,0,20,$7.60,20,50.00%,$7.60,$15.20,0,0.00%,$0.00,$15.20,90.0,0.0,0.0,5.0,130.0,13.0,0.0,12.0,0.0,8.0,150.0,0.0,3.0,300.0,0.0,410.0,Sides,Milk,Breakfast
Fox Mill Elementary,5/21/2025,20001,1% White Milk (Each),15,0,15,29,11,0,11,$3.96,0,0.00%,$0.00,$3.96,18,62.07%,$6.48,$10.44,110.0,3.0,2.0,10.0,125.0,13.0,0.0,12.0,0.0,8.0,150.0,0.0,3.0,300.0,0.0,410.0,Sides,Milk,Lunch
Fox Mill Elementary,5/21/2025,20002,Fat Free Chocolate Milk (Each),145,0,145,168,128,0,128,$44.80,0,0.00%,$0.00,$44.80,40,23.81%,$14.00,$58.80,130.0,0.0,0.0,5.0,249.0,22.0,0.0,20.0,8.0,9.0,163.0,0.0,3.0,325.0,0.0,456.0,Sides,Milk,Lunch
Fox Mill Elementary,5/21/2025,20038,Fat Free White Milk (Each),10,0,10,45,8,0,8,$2.64,0,0.00%,$0.00,$2.64,37,82.22%,$12.21,$14.85,90.0,0.0,0.0,5.0,130.0,13.0,0.0,12.0,0.0,9.0,160.0,0.0,3.0,310.0,0.0,410.0,Sides,Milk,Lunch
Fox Mill Elementary,5/22/2025,20001,1% White Milk (Each),15,0,15,68,13,0,13,$4.68,0,0.00%,$0.00,$4.68,55,80.88%,$19.80,$24.48,110.0,3.0,2.0,10.0,125.0,13.0,0.0,12.0,0.0,8.0,150.0,0.0,3.0,300.0,0.0,410.0,Sides,Milk,Lunch
Fox Mill Elementary,5/22/2025,20002,Fat Free Chocolate Milk (Each),145,0,145,190,107,0,107,$37.45,0,0.00%,$0.00,$37.45,83,43.68%,$29.05,$66.50,130.0,0.0,0.0,5.0,249.0,22.0,0.0,20.0,8.0,9.0,163.0,0.0,3.0,325.0,0.0,456.0,Sides,Milk,Lunch
Fox Mill Elementary,5/22/2025,20038,Fat Free White Milk (Each),10,0,10,30,3,0,3,$0.99,0,0.00%,$0.00,$0.99,27,90.00%,$8.91,$9.90,90.0,0.0,0.0,5.0,130.0,13.0,0.0,12.0,0.0,9.0,160.0,0.0,3.0,310.0,0.0,410.0,Sides,Milk,Lunch
Fox Mill Elementary,5/23/2025,20001,1% White Milk (Each),15,0,15,51,20,0,20,$7.20,0,0.00%,$0.00,$7.20,31,60.78%,$11.16,$18.36,110.0,3.0,2.0,10.0,125.0,13.0,0.0,12.0,0.0,8.0,150.0,0.0,3.0,300.0,0.0,410.0,Sides,Milk,Lunch
Fox Mill Elementary,5/23/2025,20002,Fat Free Chocolate Milk (Each),145,0,145,233,147,0,147,$51.45,0,0.00%,$0.00,$51.45,86,36.91%,$30.10,$81.55,130.0,0.0,0.0,5.0,249.0,22.0,0.0,20.0,8.0,9.0,163.0,0.0,3.0,325.0,0.0,456.0,Sides,Milk,Lunch
Fox Mill Elementary,5/23/2025,20038,Fat Free White Milk (Each),10,0,10,26,6,0,6,$1.98,0,0.00%,$0.00,$1.98,20,76.92%,$6.60,$8.58,90.0,0.0,0.0,5.0,130.0,13.0,0.0,12.0,0.0,9.0,160.0,0.0,3.0,310.0,0.0,410.0,Sides,Milk,Lunch
Fox Mill Elementary,5/27/2025,20001,1% White Milk (Each),15,0,15,79,35,0,35,$12.60,0,0.00%,$0.00,$12.60,44,55.70%,$15.84,$28.44,110.0,3.0,2.0,10.0,125.0,13.0,0.0,12.0,0.0,8.0,150.0,0.0,3.0,300.0,0.0,410.0,Sides,Milk,Lunch
Fox Mill Elementary,5/27/2025,20002,Fat Free Chocolate Milk (Each),135,0,135,86,86,0,86,$30.10,0,0.00%,$0.00,$30.10,0,0.00%,$0.00,$30.10,130.0,0.0,0.0,5.0,249.0,22.0,0.0,20.0,8.0,9.0,163.0,0.0,3.0,325.0,0.0,456.0,Sides,Milk,Lunch
Fox Mill Elementary,5/27/2025,20038,Fat Free White Milk (Each),10,0,10,20,8,0,8,$2.64,0,0.00%,$0.00,$2.64,12,60.00%,$3.96,$6.60,90.0,0.0,0.0,5.0,130.0,13.0,0.0,12.0,0.0,9.0,160.0,0.0,3.0,310.0,0.0,410.0,Sides,Milk,Lunch
Fox Mill Elementary,5/28/2025,20001,1% White Milk (Each),24,0,24,92,32,0,32,$11.52,0,0.00%,$0.00,$11.52,60,65.22%,$21.60,$33.12,110.0,3.0,2.0,10.0,125.0,13.0,0.0,12.0,0.0,8.0,150.0,0.0,3.0,300.0,0.0,410.0,Sides,Milk,Lunch
Fox Mill Elementary,5/28/2025,20002,Fat Free Chocolate Milk (Each),73,0,73,150,55,0,55,$19.25,0,0.00%,$0.00,$19.25,95,63.33%,$33.25,$52.50,130.0,0.0,0.0,5.0,249.0,22.0,0.0,20.0,8.0,9.0,163.0,0.0,3.0,325.0,0.0,456.0,Sides,Milk,Lunch
Fox Mill Elementary,5/28/2025,20038,Fat Free White Milk (Each),12,0,12,53,9,0,9,$2.97,0,0.00%,$0.00,$2.97,44,83.02%,$14.52,$17.49,90.0,0.0,0.0,5.0,130.0,13.0,0.0,12.0,0.0,9.0,160.0,0.0,3.0,310.0,0.0,410.0,Sides,Milk,Lunch
Fox Mill Elementary,5/29/2025,20001,1% White Milk (Each),24,0,24,0,0,0,0,$0.00,0,0.00%,$0.00,$0.00,0,0.00%,$0.00,$0.00,110.0,3.0,2.0,10.0,125.0,13.0,0.0,12.0,0.0,8.0,150.0,0.0,3.0,300.0,0.0,410.0,Sides,Milk,Lunch
Fox Mill Elementary,5/29/2025,20002,Fat Free Chocolate Milk (Each),73,0,73,195,104,0,104,$36.40,0,0.00%,$0.00,$36.40,91,46.67%,$31.85,$68.25,130.0,0.0,0.0,5.0,249.0,22.0,0.0,20.0,8.0,9.0,163.0,0.0,3.0,325.0,0.0,456.0,Sides,Milk,Lunch
Fox Mill Elementary,5/29/2025,20038,Fat Free White Milk (Each),12,0,12,40,8,0,8,$2.64,0,0.00%,$0.00,$2.64,32,80.00%,$10.56,$13.20,90.0,0.0,0.0,5.0,130.0,13.0,0.0,12.0,0.0,9.0,160.0,0.0,3.0,310.0,0.0,410.0,Sides,Milk,Lunch
Fox Mill Elementary,5/30/2025,20001,1% White Milk (Each),24,0,24,100,21,0,21,$7.56,0,0.00%,$0.00,$7.56,79,79.00%,$28.44,$36.00,110.0,3.0,2.0,10.0,125.0,13.0,0.0,12.0,0.0,8.0,150.0,0.0,3.0,300.0,0.0,410.0,Sides,Milk,Lunch
Fox Mill Elementary,5/30/2025,20002,Fat Free Chocolate Milk (Each),73,0,73,241,161,0,161,$56.35,0,0.00%,$0.00,$56.35,80,33.20%,$28.00,$84.35,130.0,0.0,0.0,5.0,249.0,22.0,0.0,20.0,8.0,9.0,163.0,0.0,3.0,325.0,0.0,456.0,Sides,Milk,Lunch
Fox Mill Elementary,5/30/2025,20038,Fat Free White Milk (Each),12,0,12,26,2,0,2,$0.66,0,0.00%,$0.00,$0.66,24,92.31%,$7.92,$8.58,90.0,0.0,0.0,5.0,130.0,13.0,0.0,12.0,0.0,9.0,160.0,0.0,3.0,310.0,0.0,410.0,Sides,Milk,Lunch
Franconia Elementary,5/01/2025,20001,1% White Milk (Each),12,0,12,167,12,0,12,$4.32,0,0.00%,$0.00,$4.32,155,92.81%,$55.80,$60.12,110.0,3.0,2.0,10.0,125.0,13.0,0.0,12.0,0.0,8.0,150.0,0.0,3.0,300.0,0.0,410.0,Sides,Milk,Lunch
Franconia Elementary,5/01/2025,20002,Fat Free Chocolate Milk (Each),151,0,151,375,154,0,154,$53.90,0,0.00%,$0.00,$53.90,221,58.93%,$77.35,$131.25,130.0,0.0,0.0,5.0,249.0,22.0,0.0,20.0,8.0,9.0,163.0,0.0,3.0,325.0,0.0,456.0,Sides,Milk,Lunch
Franconia Elementary,5/01/2025,20038,Fat Free White Milk (Each),9,0,9,60,15,0,15,$4.95,0,0.00%,$0.00,$4.95,45,75.00%,$14.85,$19.80,90.0,0.0,0.0,5.0,130.0,13.0,0.0,12.0,0.0,9.0,160.0,0.0,3.0,310.0,0.0,410.0,Sides,Milk,Lunch
Franconia Elementary,5/02/2025,20001,1% White Milk (Each),12,0,12,146,16,0,16,$5.76,0,0.00%,$0.00,$5.76,130,89.04%,$46.80,$52.56,110.0,3.0,2.0,10.0,125.0,13.0,0.0,12.0,0.0,8.0,150.0,0.0,3.0,300.0,0.0,410.0,Sides,Milk,Lunch
Franconia Elementary,5/02/2025,20002,Fat Free Chocolate Milk (Each),151,0,151,221,156,0,156,$54.60,0,0.00%,$0.00,$54.60,65,29.41%,$22.75,$77.35,130.0,0.0,0.0,5.0,249.0,22.0,0.0,20.0,8.0,9.0,163.0,0.0,3.0,325.0,0.0,456.0,Sides,Milk,Lunch
Franconia Elementary,5/02/2025,20038,Fat Free White Milk (Each),9,0,9,36,10,0,10,$3.30,0,0.00%,$0.00,$3.30,26,72.22%,$8.58,$11.88,90.0,0.0,0.0,5.0,130.0,13.0,0.0,12.0,0.0,9.0,160.0,0.0,3.0,310.0,0.0,410.0,Sides,Milk,Lunch
Franconia Elementary,5/05/2025,20001,1% White Milk (Each),26,0,26,117,13,0,13,$4.68,0,0.00%,$0.00,$4.68,104,88.89%,$37.44,$42.12,110.0,3.0,2.0,10.0,125.0,13.0,0.0,12.0,0.0,8.0,150.0,0.0,3.0,300.0,0.0,410.0,Sides,Milk,Lunch
Franconia Elementary,5/05/2025,20002,Fat Free Chocolate Milk (Each),143,0,143,215,135,4,139,$48.65,0,0.00%,$0.00,$48.65,76,35.35%,$26.60,$75.25,130.0,0.0,0.0,5.0,249.0,22.0,0.0,20.0,8.0,9.0,163.0,0.0,3.0,325.0,0.0,456.0,Sides,Milk,Lunch
Franconia Elementary,5/05/2025,20038,Fat Free White Milk (Each),8,0,8,19,7,0,7,$2.31,0,0.00%,$0.00,$2.31,12,63.16%,$3.96,$6.27,90.0,0.0,0.0,5.0,130.0,13.0,0.0,12.0,0.0,9.0,160.0,0.0,3.0,310.0,0.0,410.0,Sides,Milk,Lunch
Franconia Elementary,5/06/2025,20001,1% White Milk (Each),14,0,14,47,47,0,47,$16.92,0,0.00%,$0.00,$16.92,0,0.00%,$0.00,$16.92,110.0,3.0,2.0,10.0,125.0,13.0,0.0,12.0,0.0,8.0,150.0,0.0,3.0,300.0,0.0,410.0,Sides,Milk,Lunch
Franconia Elementary,5/06/2025,20002,Fat Free Chocolate Milk (Each),141,0,141,72,66,6,72,$25.20,0,0.00%,$0.00,$25.20,0,0.00%,$0.00,$25.20,130.0,0.0,0.0,5.0,249.0,22.0,0.0,20.0,8.0,9.0,163.0,0.0,3.0,325.0,0.0,456.0,Sides,Milk,Lunch
Franconia Elementary,5/06/2025,20038,Fat Free White Milk (Each),8,0,8,4,4,0,4,$1.32,0,0.00%,$0.00,$1.32,0,0.00%,$0.00,$1.32,90.0,0.0,0.0,5.0,130.0,13.0,0.0,12.0,0.0,9.0,160.0,0.0,3.0,310.0,0.0,410.0,Sides,Milk,Lunch
Franconia Elementary,5/07/2025,20001,1% White Milk (Each),14,0,14,19,19,0,19,$6.84,0,0.00%,$0.00,$6.84,0,0.00%,$0.00,$6.84,110.0,3.0,2.0,10.0,125.0,13.0,0.0,12.0,0.0,8.0,150.0,0.0,3.0,300.0,0.0,410.0,Sides,Milk,Lunch
Franconia Elementary,5/07/2025,20002,Fat Free Chocolate Milk (Each),141,0,141,300,134,4,138,$48.30,0,0.00%,$0.00,$48.30,162,54.00%,$56.70,$105.00,130.0,0.0,0.0,5.0,249.0,22.0,0.0,20.0,8.0,9.0,163.0,0.0,3.0,325.0,0.0,456.0,Sides,Milk,Lunch
Franconia Elementary,5/07/2025,20038,Fat Free White Milk (Each),8,0,8,50,8,0,8,$2.64,0,0.00%,$0.00,$2.64,42,84.00%,$13.86,$16.50,90.0,0.0,0.0,5.0,130.0,13.0,0.0,12.0,0.0,9.0,160.0,0.0,3.0,310.0,0.0,410.0,Sides,Milk,Lunch
Franconia Elementary,5/08/2025,20001,1% White Milk (Each),14,0,14,4,0,0,0,$0.00,0,0.00%,$0.00,$0.00,4,100.00%,$0.00,$0.00,110.0,3.0,2.0,10.0,125.0,13.0,0.0,12.0,0.0,8.0,150.0,0.0,3.0,300.0,0.0,410.0,Sides,Milk,Lunch
Franconia Elementary,5/08/2025,20002,Fat Free Chocolate Milk (Each),141,0,141,153,139,0,139,$48.65,0,0.00%,$0.00,$48.65,14,9.15%,$4.90,$53.55,130.0,0.0,0.0,5.0,249.0,22.0,0.0,20.0,8.0,9.0,163.0,0.0,3.0,325.0,0.0,456.0,Sides,Milk,Lunch
Franconia Elementary,5/08/2025,20038,Fat Free White Milk (Each),8,0,8,18,18,0,18,$5.94,0,0.00%,$0.00,$5.94,0,0.00%,$0.00,$5.94,90.0,0.0,0.0,5.0,130.0,13.0,0.0,12.0,0.0,9.0,160.0,0.0,3.0,310.0,0.0,410.0,Sides,Milk,Lunch
Franconia Elementary,5/09/2025,20001,1% White Milk (Each),14,0,14,100,14,0,14,$5.04,0,0.00%,$0.00,$5.04,86,86.00%,$30.96,$36.00,110.0,3.0,2.0,10.0,125.0,13.0,0.0,12.0,0.0,8.0,150.0,0.0,3.0,300.0,0.0,410.0,Sides,Milk,Lunch
Franconia Elementary,5/09/2025,20002,Fat Free Chocolate Milk (Each),141,0,141,350,114,0,114,$39.90,0,0.00%,$0.00,$39.90,236,67.43%,$82.60,$122.50,130.0,0.0,0.0,5.0,249.0,22.0,0.0,20.0,8.0,9.0,163.0,0.0,3.0,325.0,0.0,456.0,Sides,Milk,Lunch
Franconia Elementary,5/09/2025,20038,Fat Free White Milk (Each),8,0,8,50,2,0,2,$0.66,0,0.00%,$0.00,$0.66,48,96.00%,$15.84,$16.50,90.0,0.0,0.0,5.0,130.0,13.0,0.0,12.0,0.0,9.0,160.0,0.0,3.0,310.0,0.0,410.0,Sides,Milk,Lunch
Franconia Elementary,5/12/2025,20001,1% White Milk (Each),15,0,15,34,14,0,14,$5.04,0,0.00%,$0.00,$5.04,20,58.82%,$7.20,$12.24,110.0,3.0,2.0,10.0,125.0,13.0,0.0,12.0,0.0,8.0,150.0,0.0,3.0,300.0,0.0,410.0,Sides,Milk,Lunch
Franconia Elementary,5/12/2025,20002,Fat Free Chocolate Milk (Each),94,0,94,233,119,7,126,$44.10,0,0.00%,$0.00,$44.10,107,45.92%,$37.45,$81.55,130.0,0.0,0.0,5.0,249.0,22.0,0.0,20.0,8.0,9.0,163.0,0.0,3.0,325.0,0.0,456.0,Sides,Milk,Lunch
Franconia Elementary,5/12/2025,20038,Fat Free White Milk (Each),61,0,61,37,5,0,5,$1.65,0,0.00%,$0.00,$1.65,32,86.49%,$10.56,$12.21,90.0,0.0,0.0,5.0,130.0,13.0,0.0,12.0,0.0,9.0,160.0,0.0,3.0,310.0,0.0,410.0,Sides,Milk,Lunch
Franconia Elementary,5/13/2025,20001,1% White Milk (Each),15,0,15,111,12,0,12,$4.32,0,0.00%,$0.00,$4.32,99,89.19%,$35.64,$39.96,110.0,3.0,2.0,10.0,125.0,13.0,0.0,12.0,0.0,8.0,150.0,0.0,3.0,300.0,0.0,410.0,Sides,Milk,Lunch
Franconia Elementary,5/13/2025,20002,Fat Free Chocolate Milk (Each),94,0,94,406,130,4,134,$46.90,0,0.00%,$0.00,$46.90,272,67.00%,$95.20,$142.10,130.0,0.0,0.0,5.0,249.0,22.0,0.0,20.0,8.0,9.0,163.0,0.0,3.0,325.0,0.0,456.0,Sides,Milk,Lunch
Franconia Elementary,5/13/2025,20038,Fat Free White Milk (Each),61,0,61,21,3,0,3,$0.99,0,0.00%,$0.00,$0.99,18,85.71%,$5.94,$6.93,90.0,0.0,0.0,5.0,130.0,13.0,0.0,12.0,0.0,9.0,160.0,0.0,3.0,310.0,0.0,410.0,Sides,Milk,Lunch
Franconia Elementary,5/14/2025,20001,1% White Milk (Each),15,0,15,78,14,0,14,$5.04,0,0.00%,$0.00,$5.04,64,82.05%,$23.04,$28.08,110.0,3.0,2.0,10.0,125.0,13.0,0.0,12.0,0.0,8.0,150.0,0.0,3.0,300.0,0.0,410.0,Sides,Milk,Lunch
Franconia Elementary,5/14/2025,20002,Fat Free Chocolate Milk (Each),94,0,94,272,148,0,148,$51.80,0,0.00%,$0.00,$51.80,124,45.59%,$43.40,$95.20,130.0,0.0,0.0,5.0,249.0,22.0,0.0,20.0,8.0,9.0,163.0,0.0,3.0,325.0,0.0,456.0,Sides,Milk,Lunch
Franconia Elementary,5/14/2025,20038,Fat Free White Milk (Each),61,0,61,10,3,0,3,$0.99,0,0.00%,$0.00,$0.99,7,70.00%,$2.31,$3.30,90.0,0.0,0.0,5.0,130.0,13.0,0.0,12.0,0.0,9.0,160.0,0.0,3.0,310.0,0.0,410.0,Sides,Milk,Lunch
Franconia Elementary,5/15/2025,20001,1% White Milk (Each),15,0,15,142,14,0,14,$5.04,0,0.00%,$0.00,$5.04,128,90.14%,$46.08,$51.12,110.0,3.0,2.0,10.0,125.0,13.0,0.0,12.0,0.0,8.0,150.0,0.0,3.0,300.0,0.0,410.0,Sides,Milk,Lunch
Franconia Elementary,5/15/2025,20002,Fat Free Chocolate Milk (Each),94,0,94,372,147,0,147,$51.45,0,0.00%,$0.00,$51.45,225,60.48%,$78.75,$130.20,130.0,0.0,0.0,5.0,249.0,22.0,0.0,20.0,8.0,9.0,163.0,0.0,3.0,325.0,0.0,456.0,Sides,Milk,Lunch
Franconia Elementary,5/15/2025,20038,Fat Free White Milk (Each),61,0,61,53,6,0,6,$1.98,0,0.00%,$0.00,$1.98,47,88.68%,$15.51,$17.49,90.0,0.0,0.0,5.0,130.0,13.0,0.0,12.0,0.0,9.0,160.0,0.0,3.0,310.0,0.0,410.0,Sides,Milk,Lunch
Franconia Elementary,5/16/2025,20001,1% White Milk (Each),15,0,15,109,17,0,17,$6.12,0,0.00%,$0.00,$6.12,92,84.40%,$33.12,$39.24,110.0,3.0,2.0,10.0,125.0,13.0,0.0,12.0,0.0,8.0,150.0,0.0,3.0,300.0,0.0,410.0,Sides,Milk,Lunch
Franconia Elementary,5/16/2025,20002,Fat Free Chocolate Milk (Each),94,0,94,224,149,4,153,$53.55,0,0.00%,$0.00,$53.55,71,31.70%,$24.85,$78.40,130.0,0.0,0.0,5.0,249.0,22.0,0.0,20.0,8.0,9.0,163.0,0.0,3.0,325.0,0.0,456.0,Sides,Milk,Lunch
Franconia Elementary,5/16/2025,20038,Fat Free White Milk (Each),61,0,61,37,9,0,9,$2.97,0,0.00%,$0.00,$2.97,28,75.68%,$9.24,$12.21,90.0,0.0,0.0,5.0,130.0,13.0,0.0,12.0,0.0,9.0,160.0,0.0,3.0,310.0,0.0,410.0,Sides,Milk,Lunch
Franconia Elementary,5/19/2025,20001,1% White Milk (Each),15,0,15,74,9,0,9,$3.24,0,0.00%,$0.00,$3.24,65,87.84%,$23.40,$26.64,110.0,3.0,2.0,10.0,125.0,13.0,0.0,12.0,0.0,8.0,150.0,0.0,3.0,300.0,0.0,410.0,Sides,Milk,Lunch
Franconia Elementary,5/19/2025,20002,Fat Free Chocolate Milk (Each),94,0,94,321,130,6,136,$47.60,3,0.93%,$1.05,$48.65,182,56.70%,$63.70,$112.35,130.0,0.0,0.0,5.0,249.0,22.0,0.0,20.0,8.0,9.0,163.0,0.0,3.0,325.0,0.0,456.0,Sides,Milk,Lunch
Franconia Elementary,5/19/2025,20038,Fat Free White Milk (Each),61,0,61,69,4,0,4,$1.32,0,0.00%,$0.00,$1.32,65,94.20%,$21.45,$22.77,90.0,0.0,0.0,5.0,130.0,13.0,0.0,12.0,0.0,9.0,160.0,0.0,3.0,310.0,0.0,410.0,Sides,Milk,Lunch
Franconia Elementary,5/20/2025,20001,1% White Milk (Each),15,0,15,13,11,0,11,$3.96,0,0.00%,$0.00,$3.96,2,15.38%,$0.72,$4.68,110.0,3.0,2.0,10.0,125.0,13.0,0.0,12.0,0.0,8.0,150.0,0.0,3.0,300.0,0.0,410.0,Sides,Milk,Lunch
Franconia Elementary,5/20/2025,20002,Fat Free Chocolate Milk (Each),94,0,94,181,131,5,136,$47.60,0,0.00%,$0.00,$47.60,45,24.86%,$15.75,$63.35,130.0,0.0,0.0,5.0,249.0,22.0,0.0,20.0,8.0,9.0,163.0,0.0,3.0,325.0,0.0,456.0,Sides,Milk,Lunch
