school_name,name,left_over_total,offered_reimbursable,leftover_rate
Aldrin Elementary,Cherry Vanilla Yogurt Power Pack (Power Packs),99,251,39.44223107569721
Aldrin Elementary,Bottled Water (Bottle),61,183,33.33333333333333
Aldrin Elementary,"Sauce, Spicy Mayo (tbsp)",12,42,28.57142857142857
Aldrin Elementary,Mayonnaise Packet (Packet),17,60,28.333333333333332
Aldrin Elementary,Grilled Cheese Sandwich (Sandwich),13,46,28.26086956521739
Aldrin Elementary,Mustard Packet (Packet),4,15,26.666666666666668
Aldrin Elementary,"Salsa, Mild Canned (1.5 oz)",9,44,20.454545454545457
Aldrin Elementary,Cherry Flavored Dried Cranberries (Each),2,10,20.0
Aldrin Elementary,Italian Dressing (1 ounce),96,508,18.89763779527559
Aldrin Elementary,Strawberry Flavored Dried Cranberries (Each),57,314,18.152866242038215
Aldrin Elementary,Orange Tangerine Juice (Each),58,331,17.522658610271904
Aldrin Elementary,Sour Cream (2 Tablespoons),6,35,17.142857142857142
Aldrin Elementary,"Penne Pasta with Marinara and Beef Meatballs (1/2 cup cooked pasta, 1/2c sauce, 5 meatballs)",2,12,16.666666666666664
Aldrin Elementary,Raspberry Lemonade Flavored Dried Cranberries (Each),12,72,16.666666666666664
Aldrin Elementary,Watermelon Flavored Dried Cranberries (Each),67,409,16.381418092909534
Aldrin Elementary,Fat Free Chocolate Milk (Each),516,3400,15.176470588235293
Aldrin Elementary,Smartfood RF White Cheddar Popcorn (Each),46,305,15.081967213114755
Aldrin Elementary,Ranch Dressing (1 ounce),84,565,14.867256637168142
Aldrin Elementary,Apple Juice (Each),66,490,13.46938775510204
Aldrin Elementary,Chocolate Chip Cookie (1/2 Cookie),20,149,13.422818791946309
Aldrin Elementary,Nachos with Black Beans and Cheese Sauce (Serving),2,15,13.333333333333334
Aldrin Elementary,Soft Pretzel (1 pretzel),88,679,12.960235640648014
Aldrin Elementary,Pineapple Pepper Fruit Salsa (1 TBSP),1,8,12.5
Aldrin Elementary,Beef Meatball Sub Sandwich (Sandwich),21,172,12.209302325581394
Aldrin Elementary,Cheese Quesadilla (Quesadilla),6,50,12.0
Aldrin Elementary,Corn (1/2 cup (cooked)),3,25,12.0
Aldrin Elementary,Alfredo & Basil Lasagna (Each),16,136,11.76470588235294
Aldrin Elementary,Ketchup Packet (Packet),32,280,11.428571428571429
Aldrin Elementary,Orange Slices (6 Slices per 1/2 cup),2,20,10.0
Aldrin Elementary,Potato Wedges (4 pieces),2,20,10.0
Aldrin Elementary,"Peppers, red, pre-sliced (1/2 cup sliced)",4,42,9.523809523809524
Aldrin Elementary,PB&J Power Pack (Power Packs),72,759,9.486166007905137
Aldrin Elementary,Asian Meatball Sub (sandwich),6,68,8.823529411764707
Aldrin Elementary,Chickenless Bites (4 Bites),9,109,8.256880733944955
Aldrin Elementary,Doritos Wild White Nacho Flavored Tortilla Chips (Bag),67,836,8.014354066985646
Aldrin Elementary,Steamed Baby Carrots (1/2 cup),6,79,7.59493670886076
Aldrin Elementary,Chickpeas (1/4 cup),42,595,7.0588235294117645
Aldrin Elementary,"Penne Pasta with Marinara and Beef Meatballs (cup cooked pasta, 1/2c sauce, 5 meatballs)",3,45,6.666666666666667
Aldrin Elementary,Applesauce (1/2 Cup),5,78,6.41025641025641
Aldrin Elementary,Black Beans (1/2 Cup),3,47,6.382978723404255
Aldrin Elementary,Lettuce Blend Salad Mix (1/2 cup),58,957,6.0606060606060606
Aldrin Elementary,Nachos with Turkey Barbacoa and Cheese Sauce (Serving),2,34,5.88235294117647
Aldrin Elementary,Chilled Mandarin Oranges (1/2 cup (drained)),7,121,5.785123966942149
Aldrin Elementary,Banana (Each),43,777,5.534105534105534
Aldrin Elementary,Turkey Pepperoni Pizza (Slice),15,276,5.434782608695652
Aldrin Elementary,Roasted Plantains (6 Slices),6,117,5.128205128205128
Aldrin Elementary,Chana Masala (1/2 cup),3,61,4.918032786885246
Aldrin Elementary,Chilled Peaches (1/2 cup (drained)),4,86,4.651162790697675
Aldrin Elementary,Baked Cheese Sticks (2 Cheese Sticks),5,108,4.62962962962963
Aldrin Elementary,Cucumber Slices (6 Slices per 1/2 cup),4,88,4.545454545454546
Aldrin Elementary,Lettuce Blend Salad Mix (1 cup),4,89,4.49438202247191
Aldrin Elementary,Cooked  Brown Rice (1 cup cooked),3,67,4.477611940298507
Aldrin Elementary,Chocolate Chip Cookie (Cookie),18,406,4.433497536945813
Aldrin Elementary,Whole Strawberries (1/2 cup thawed),14,317,4.416403785488959
Aldrin Elementary,Baby Carrots (3 baby carrots per 1/4 cup),4,96,4.166666666666666
Aldrin Elementary,Baby Carrots (6 Baby Carrots per 1/2 cup),9,221,4.072398190045249
Aldrin Elementary,Black Beans (1/4 Cup),9,236,3.8135593220338984
Aldrin Elementary,Bean and Cheese Pupusa (Pupusa),2,53,3.7735849056603774
Aldrin Elementary,Blueberry Bread (1 square),13,367,3.5422343324250685
Aldrin Elementary,Red Seedless Grapes (16 grapes per 1/2 cup),29,828,3.5024154589371985
Aldrin Elementary,Nachos with Cheese Sauce (Serving),5,147,3.4013605442176873
Aldrin Elementary,Red Seedless Grapes (8 grapes per 1/4 cup),50,1493,3.3489618218352315
Aldrin Elementary,Broccoli Florets (1/4 cup),18,554,3.2490974729241873
Aldrin Elementary,Orange Slices (3 slices per 1/4 cup),45,1494,3.0120481927710845
Aldrin Elementary,Marinara Sauce (1/2 cup),3,100,3.0
Aldrin Elementary,Chicken Tenders (3 tenders),10,342,2.923976608187134
Aldrin Elementary,Fish Tacos (2 Tacos),2,71,2.8169014084507045
Aldrin Elementary,Whole Wheat Dinner Roll (Each),5,193,2.5906735751295336
Aldrin Elementary,Manager's Vegetable Choice (1/4 cup),58,2354,2.463891248937978
Aldrin Elementary,Orange Chickenless Bites (4 bites),1,42,2.380952380952381
Aldrin Elementary,Chicken Masala Drumstick (Drumstick),5,213,2.3474178403755865
Aldrin Elementary,Asian Veggie Sub (sandwich),4,173,2.312138728323699
Aldrin Elementary,BBQ Chicken Drumstick (Drumstick),3,130,2.307692307692308
Aldrin Elementary,Orange Chicken (4 Bites w/ 1oz sauce),2,96,2.083333333333333
Aldrin Elementary,Tex Mex Corn (1/2 cup),3,145,2.0689655172413794
Aldrin Elementary,Corn (1/4 cup (thawed)),16,785,2.038216560509554
Aldrin Elementary,Cucumber Slices (1/4 cup),6,333,1.8018018018018018
Aldrin Elementary,Cheese Pizza (Slice),14,778,1.7994858611825193
Aldrin Elementary,Steamed Broccoli (1/2 cup),3,172,1.744186046511628
Aldrin Elementary,Cheeseburger (Sandwich),2,126,1.5873015873015872
Aldrin Elementary,Potato Wedges (7 pieces),2,140,1.4285714285714286
Aldrin Elementary,Chilled Peaches (1/4 cup (drained)),8,626,1.2779552715654952
Aldrin Elementary,Cooked  Brown Rice (1/2 cup cooked),4,341,1.1730205278592376
Aldrin Elementary,Apple Slices (3 slices per 1/4 cup),27,2398,1.1259382819015846
Aldrin Elementary,Cherry Tomatoes (1/4 cup),4,527,0.7590132827324478
Aldrin Elementary,Chilled Mandarin Oranges (1/4 cup (drained)),2,641,0.31201248049922
Aldrin Elementary,Chicken & Vegetable Dumplings (6 dumplings),0,76,0.0
Aldrin Elementary,Mandarin Orange Pepper Fruit Salsa (1 TBSP),0,70,0.0
Aldrin Elementary,Orange Sauce (ounce),0,76,0.0
Aldrin Elementary,Turkey Barbacoa Arepa (1 Arepa + #10 scoop of turkey barbacoa),0,40,0.0
Annandale High,Assorted  4 oz Yogurt (Container),105,105,100.0
Annandale High,String Cheese (Each),105,105,100.0
Annandale High,Cheez-Its Crackers (Package),139,140,99.28571428571429
Annandale High,Smartfood RF White Cheddar Popcorn (Each),184,210,87.61904761904762
Annandale High,WG Baked Funyuns (Each),154,177,87.00564971751412
Annandale High,Orange Tangerine Juice (Each),89,105,84.76190476190476
Annandale High,"Fruit Snacks, Welch's Mixed (Each)",182,215,84.65116279069768
Annandale High,SS Baked Cheetos Flaming Limon (Each),169,200,84.5
Annandale High,SS Cheetos Fantastix Flaming Hot (Each),177,210,84.28571428571429
Annandale High,Cool Ranch Reduced Fat Doritos (Each),184,220,83.63636363636363
Annandale High,Doritos RF Nacho Cheese (Each),183,220,83.18181818181817
Annandale High,SS Baked Cheetos Flaming Hot (Each),182,220,82.72727272727273
Annandale High,Apple Juice (Each),86,105,81.9047619047619
Annandale High,Kettle Cooked Smoky BBQ Chips (Each),183,230,79.56521739130434
Annandale High,Doritos RF Spicy Sweet Chili (Each),172,220,78.18181818181819
Annandale High,Doritos Flamas (Each),148,195,75.8974358974359
Annandale High,Lay's RF Kettle Original Chips (Each),149,205,72.6829268292683
Annandale High,Turkey & Cheese on Sub Roll (sandwich),18,25,72.0
Annandale High,RF Kettle Chips Sea Salt & Vinegar Chips (Each),155,220,70.45454545454545
Annandale High,"Turkey,  Breast, Pre-Sliced, Oven Roasted (3 Slices)",142,210,67.61904761904762
Annandale High,Sub Roll (Sub Roll),137,206,66.50485436893204
Annandale High,Peach Yogurt Power Pack (Power Packs),70,108,64.81481481481481
Annandale High,Cherry Vanilla Yogurt Power Pack (Power Packs),69,108,63.888888888888886
Annandale High,Strawberry & Banana Yogurt Power Pack (Power Packs),67,105,63.8095238095238
Annandale High,Fat Free White Milk (Each),1510,2392,63.12709030100334
Annandale High,Strawberry Parfait Power Pack (Power Pack),9,17,52.94117647058824
Annandale High,1% White Milk (Each),1521,2931,51.893551688843395
Annandale High,Mustard Packet (Packet),2037,4175,48.790419161676645
Annandale High,Bottled Water (Bottle),167,380,43.94736842105263
Annandale High,RF Kettle Chips Jalapeno & Cheddar Chips (Each),92,217,42.3963133640553
Annandale High,Strawberry Flavored Dried Cranberries (Each),476,1235,38.54251012145749
Annandale High,1% Unflavored Shelf-Stable Milk (Each),18,50,36.0
Annandale High,"Carrots, IW,   Super Snack (each)",18,50,36.0
Annandale High,Ranch Dressing Packet (Packet),18,50,36.0
Annandale High,Watermelon Flavored Dried Cranberries (Each),532,1495,35.58528428093645
Annandale High,"Salsa, Mild Canned (2 Tablespoons)",35,100,35.0
Annandale High,Chocolate Chip Cookie (Cookie),133,385,34.54545454545455
Annandale High,Soft Pretzel (1 pretzel),83,254,32.677165354330704
Annandale High,Black Beans (2 Tablespoons),58,197,29.441624365482234
Annandale High,Chickenless Bites (2 Bites),126,460,27.391304347826086
Annandale High,Baby Carrots (6 Baby Carrots per 1/2 cup),59,232,25.43103448275862
Annandale High,Sour Cream (2 Tablespoons),77,315,24.444444444444443
Annandale High,Broccoli Florets (6 Pieces per 1/2 cup),24,105,22.857142857142858
Annandale High,Spicy Chicken Wrap (Wrap),100,450,22.22222222222222
Annandale High,Chickpeas (2 Tablespoons),85,385,22.07792207792208
Annandale High,Golden Delicious Apple (Each),733,3465,21.154401154401153
Annandale High,Orange (1/4 cup),632,3285,19.23896499238965
Annandale High,Vegetable Dumpling (6 dumplings),53,285,18.596491228070175
Annandale High,"WG 10"" Flour Tortilla (Tortilla)",344,1862,18.474758324382385
Annandale High,Chickpeas (1/4 cup),315,1881,16.74641148325359
Annandale High,Black Beans (1/4 Cup),135,813,16.605166051660518
Annandale High,Italian Dressing (1 ounce),489,2956,16.542625169147495
Annandale High,"Salsa, Mild Canned (1.5 oz)",97,625,15.52
Annandale High,Corn (1/4 cup (thawed)),128,832,15.384615384615385
Annandale High,Red Delicious Apple (Each - serving),782,5125,15.258536585365853
Annandale High,"Sauce, Spicy Mayo (tbsp)",15,100,15.0
Annandale High,Orange Sauce (ounce),91,610,14.918032786885247
Annandale High,"Patty, Chicken, Breaded, WG (2 strips)",270,1825,14.794520547945206
Annandale High,Ketchup Packet (Packet),5507,37500,14.685333333333334
Annandale High,Alfredo & Basil Lasagna (Each),16,110,14.545454545454545
Annandale High,Gala Apple (Each),320,2260,14.15929203539823
Annandale High,Manager's Vegetable Choice (1/4 cup),394,2807,14.036337727110796
Annandale High,"Onions, Red, Whole (2 Tablespoons (sliced))",204,1455,14.02061855670103
Annandale High,"Cheese, Shredded, Cheddar (1/4 cup)",271,1983,13.666162380231972
Annandale High,Cheese Quesadilla (Quesadilla),4,30,13.333333333333334
Annandale High,Pasta with Meat Sauce (serving),60,485,12.371134020618557
Annandale High,Mandarin Orange Pepper Fruit Salsa (1 TBSP),12,100,12.0
Annandale High,Chicken & Vegetable Dumplings (6 dumplings),47,405,11.604938271604938
Annandale High,Cucumber Slices (2 Tablespoon),81,708,11.440677966101696
Annandale High,"Peppers, Red, Whole (2 Tablespoons)",154,1385,11.11913357400722
Annandale High,"Peppers, Green, Whole (2 Tablespoon)",161,1455,11.065292096219931
Annandale High,Fish Tacos (2 Tacos),11,100,11.0
Annandale High,Fat Free Chocolate Milk (Each),1486,13585,10.938535149061465
Annandale High,Baby Carrots (3 baby carrots per 1/4 cup),96,902,10.643015521064301
Annandale High,"Beef, Meatballs, Pre-Cooked (5 meatballs)",7,70,10.0
Annandale High,"Peppers, red, pre-sliced (1/4 cup sliced)",28,280,10.0
Annandale High,Banana (Each),215,2180,9.862385321100918
Annandale High,Steamed Broccoli (1/2 cup),10,105,9.523809523809524
Annandale High,Mayonnaise Packet (Packet),1363,14400,9.465277777777779
Annandale High,Corn (2 Tablespoons (thawed)),120,1294,9.273570324574962
Annandale High,Grilled Cheese Sandwich (Sandwich),24,260,9.230769230769232
Annandale High,PB&J Power Pack (Power Packs),344,3820,9.005235602094242
Annandale High,"Bread, Loco (1/2 piece)",113,1312,8.61280487804878
Annandale High,"Peppers, green, pre-sliced (1/4 cup sliced)",30,350,8.571428571428571
Annandale High,Asian Meatball Sub (sandwich),19,224,8.482142857142858
Annandale High,Chicken Tenders (3 tenders),306,3648,8.388157894736842
Annandale High,Vegan Burger (Sandwich),10,124,8.064516129032258
Annandale High,Nachos with Turkey Barbacoa and Cheese Sauce (Serving),78,1077,7.242339832869081
Annandale High,"Bread, Loco (flatbread)",184,2578,7.137315748642359
Annandale High,Marinara Sauce (1/4 Cup),35,510,6.862745098039216
