School_Name,Date,Identifier,Name,Planned,Offered,Served,Discarded,Subtotal,Left Over,Production Cost,Reimbursable,Non-Reimbursable,Total,Reimbursable.1,Non-Reimbursable.1,Total.1,Cost,Total.2,Percent of Offered,Cost.1,Total.3,Percent of Offered.1,Cost.2
Herndon Elementary,5/23/2025,20043,"Lactose Free, White Milk(Each)",0,0,0,1,1,0,1,$0.58,0,0.00%,$0.00,$0.58,0,0.00%,$0.00,$0.58,,,,
Herndon Elementary,5/23/2025,30003,Honey Cheerios Cereal(Each),66,0,66,60,57,0,57,$33.63,0,0.00%,$0.00,$33.63,3,5.00%,$1.77,$35.40,,,,
Herndon Elementary,5/23/2025,30004,Blueberry Chex Cereal(Each),33,0,33,33,33,0,33,$19.47,0,0.00%,$0.00,$19.47,0,0.00%,$0.00,$19.47,,,,
Herndon Elementary,5/23/2025,30006,Cinnamon Chex Cereal(Each),55,0,55,60,58,0,58,$34.22,0,0.00%,$0.00,$34.22,2,3.33%,$1.18,$35.40,,,,
Herndon Elementary,5/23/2025,30007,"Cinnamon Toast Crunch Cereal, 25% Less Sugar(Each)",55,0,55,60,58,0,58,$34.22,0,0.00%,$0.00,$34.22,2,3.33%,$1.18,$35.40,,,,
Herndon Elementary,5/23/2025,30008,Apple Juice(Each),148,0,148,160,151,0,151,$25.67,0,0.00%,$0.00,$25.67,9,5.63%,$1.53,$27.20,,,,
Herndon Elementary,5/23/2025,30009,Orange Tangerine Juice(Each),145,0,145,160,154,0,154,$26.18,0,0.00%,$0.00,$26.18,6,3.75%,$1.02,$27.20,,,,
Herndon Elementary,5/23/2025,60034,Mandarin Orange Parfait(Parfait),15,0,15,16,15,0,15,$14.85,1,6.25%,$0.99,$15.84,0,0.00%,$0.00,$15.84,,,,
Herndon Elementary,5/23/2025,60151,Blueberry Bread(1 square),0,0,0,80,79,0,79,$32.39,1,1.25%,$0.41,$32.80,0,0.00%,$0.00,$32.80,,,,
Herndon Elementary,5/27/2025,10041,Mini Maple Pancakes(Package),106,0,106,120,109,0,109,$42.51,0,0.00%,$0.00,$42.51,11,9.17%,$4.29,$46.80,,,,
Herndon Elementary,5/27/2025,20001,1% White Milk(Each),205,0,205,175,170,0,170,$61.20,0,0.00%,$0.00,$61.20,5,2.86%,$1.80,$63.00,,,,
Herndon Elementary,5/27/2025,20014,Red Delicious Apple(Each - serving),45,0,45,50,50,0,50,$16.50,0,0.00%,$0.00,$16.50,0,0.00%,$0.00,$16.50,,,,
Herndon Elementary,5/27/2025,20038,Fat Free White Milk(Each),21,0,21,20,17,0,17,$5.61,0,0.00%,$0.00,$5.61,3,15.00%,$0.99,$6.60,,,,
Herndon Elementary,5/27/2025,20043,"Lactose Free, White Milk(Each)",0,0,0,1,1,0,1,$0.58,0,0.00%,$0.00,$0.58,0,0.00%,$0.00,$0.58,,,,
Herndon Elementary,5/27/2025,20047,Orange Slices(3 slices per 1/4 cup),33,0,33,0,0,0,0,$0.00,0,0.00%,$0.00,$0.00,0,0.00%,$0.00,$0.00,,,,
Herndon Elementary,5/27/2025,30003,Honey Cheerios Cereal(Each),66,0,66,60,58,0,58,$34.22,0,0.00%,$0.00,$34.22,2,3.33%,$1.18,$35.40,,,,
Herndon Elementary,5/27/2025,30006,Cinnamon Chex Cereal(Each),55,0,55,60,57,0,57,$33.63,0,0.00%,$0.00,$33.63,3,5.00%,$1.77,$35.40,,,,
Herndon Elementary,5/27/2025,30007,"Cinnamon Toast Crunch Cereal, 25% Less Sugar(Each)",55,0,55,60,57,0,57,$33.63,0,0.00%,$0.00,$33.63,3,5.00%,$1.77,$35.40,,,,
Herndon Elementary,5/27/2025,30008,Apple Juice(Each),148,0,148,160,153,0,153,$26.01,0,0.00%,$0.00,$26.01,7,4.38%,$1.19,$27.20,,,,
Herndon Elementary,5/27/2025,30009,Orange Tangerine Juice(Each),145,0,145,150,144,0,144,$24.48,0,0.00%,$0.00,$24.48,6,4.00%,$1.02,$25.50,,,,
Herndon Elementary,5/27/2025,30051,Natural Grape Jam(Packet),0,0,0,2,2,0,2,$0.18,0,0.00%,$0.00,$0.18,0,0.00%,$0.00,$0.18,,,,
Herndon Elementary,5/27/2025,60011,Turkey Sausage Breakfast Biscuit(Sandwich),0,0,0,30,30,0,30,$13.20,0,0.00%,$0.00,$13.20,0,0.00%,$0.00,$13.20,,,,
Herndon Elementary,5/27/2025,60068,Biscuit(Biscuit),0,0,0,2,2,0,2,$0.42,0,0.00%,$0.00,$0.42,0,0.00%,$0.00,$0.42,,,,
Herndon Elementary,5/27/2025,60099,"Parfait, Triple Berry(Parfait)",0,0,0,16,15,0,15,$10.20,1,6.25%,$0.68,$10.88,0,0.00%,$0.00,$10.88,,,,
Herndon Elementary,5/28/2025,20001,1% White Milk(Each),209,0,209,204,202,0,202,$72.72,0,0.00%,$0.00,$72.72,2,0.98%,$0.72,$73.44,,,,
Herndon Elementary,5/28/2025,20014,Red Delicious Apple(Each - serving),46,0,46,50,49,0,49,$16.17,0,0.00%,$0.00,$16.17,1,2.00%,$0.33,$16.50,,,,
Herndon Elementary,5/28/2025,20016,String Cheese(1 Stick),94,0,94,45,39,0,39,$8.58,0,0.00%,$0.00,$8.58,6,13.33%,$1.32,$9.90,,,,
Herndon Elementary,5/28/2025,20031,Banana(Each),35,0,35,30,30,0,30,$6.30,0,0.00%,$0.00,$6.30,0,0.00%,$0.00,$6.30,,,,
Herndon Elementary,5/28/2025,20038,Fat Free White Milk(Each),22,0,22,30,29,0,29,$9.57,0,0.00%,$0.00,$9.57,1,3.33%,$0.33,$9.90,,,,
Herndon Elementary,5/28/2025,20043,"Lactose Free, White Milk(Each)",0,0,0,1,1,0,1,$0.58,0,0.00%,$0.00,$0.58,0,0.00%,$0.00,$0.58,,,,
Herndon Elementary,5/28/2025,30003,Honey Cheerios Cereal(Each),66,0,66,60,58,0,58,$34.22,0,0.00%,$0.00,$34.22,2,3.33%,$1.18,$35.40,,,,
Herndon Elementary,5/28/2025,30004,Blueberry Chex Cereal(Each),0,0,0,30,30,0,30,$17.70,0,0.00%,$0.00,$17.70,0,0.00%,$0.00,$17.70,,,,
Herndon Elementary,5/28/2025,30006,Cinnamon Chex Cereal(Each),55,0,55,60,57,0,57,$33.63,0,0.00%,$0.00,$33.63,3,5.00%,$1.77,$35.40,,,,
Herndon Elementary,5/28/2025,30007,"Cinnamon Toast Crunch Cereal, 25% Less Sugar(Each)",55,0,55,60,55,0,55,$32.45,0,0.00%,$0.00,$32.45,5,8.33%,$2.95,$35.40,,,,
Herndon Elementary,5/28/2025,30008,Apple Juice(Each),152,0,152,170,168,0,168,$28.56,0,0.00%,$0.00,$28.56,2,1.18%,$0.34,$28.90,,,,
Herndon Elementary,5/28/2025,30009,Orange Tangerine Juice(Each),149,0,149,170,166,0,166,$28.22,0,0.00%,$0.00,$28.22,4,2.35%,$0.68,$28.90,,,,
Herndon Elementary,5/28/2025,60099,"Parfait, Triple Berry(Parfait)",0,0,0,12,11,0,11,$7.48,1,8.33%,$0.68,$8.16,0,0.00%,$0.00,$8.16,,,,
Herndon Elementary,5/28/2025,60162,Chicken & Biscuit Sandwich(Sandwich),0,0,0,110,109,0,109,$57.77,0,0.00%,$0.00,$57.77,1,0.91%,$0.53,$58.30,,,,
Herndon Elementary,5/28/2025,60178,Apple Cinnamon Bread (Grain for entree)(1 square),0,0,0,45,44,0,44,$18.04,1,2.22%,$0.41,$18.45,0,0.00%,$0.00,$18.45,,,,
Herndon Elementary,5/29/2025,10041,Mini Maple Pancakes(Package),33,0,33,91,83,0,83,$32.37,0,0.00%,$0.00,$32.37,8,8.79%,$3.12,$35.49,,,,
Herndon Elementary,5/29/2025,20001,1% White Milk(Each),209,0,209,205,201,0,201,$72.36,0,0.00%,$0.00,$72.36,4,1.95%,$1.44,$73.80,,,,
Herndon Elementary,5/29/2025,20014,Red Delicious Apple(Each - serving),46,0,46,50,47,0,47,$15.51,0,0.00%,$0.00,$15.51,3,6.00%,$0.99,$16.50,,,,
Herndon Elementary,5/29/2025,20038,Fat Free White Milk(Each),22,0,22,20,18,0,18,$5.94,0,0.00%,$0.00,$5.94,2,10.00%,$0.66,$6.60,,,,
Herndon Elementary,5/29/2025,20043,"Lactose Free, White Milk(Each)",0,0,0,1,1,0,1,$0.58,0,0.00%,$0.00,$0.58,0,0.00%,$0.00,$0.58,,,,
Herndon Elementary,5/29/2025,30003,Honey Cheerios Cereal(Each),66,0,66,60,56,0,56,$33.04,0,0.00%,$0.00,$33.04,4,6.67%,$2.36,$35.40,,,,
Herndon Elementary,5/29/2025,30006,Cinnamon Chex Cereal(Each),55,0,55,60,55,0,55,$32.45,0,0.00%,$0.00,$32.45,5,8.33%,$2.95,$35.40,,,,
Herndon Elementary,5/29/2025,30007,"Cinnamon Toast Crunch Cereal, 25% Less Sugar(Each)",55,0,55,60,55,0,55,$32.45,0,0.00%,$0.00,$32.45,5,8.33%,$2.95,$35.40,,,,
Herndon Elementary,5/29/2025,30008,Apple Juice(Each),152,0,152,160,157,0,157,$26.69,0,0.00%,$0.00,$26.69,3,1.88%,$0.51,$27.20,,,,
Herndon Elementary,5/29/2025,30009,Orange Tangerine Juice(Each),149,0,149,160,156,0,156,$26.52,0,0.00%,$0.00,$26.52,4,2.50%,$0.68,$27.20,,,,
Herndon Elementary,5/29/2025,30068,Chilled Peaches(1/2 cup (drained)),32,0,32,31,31,0,31,$15.81,0,0.00%,$0.00,$15.81,0,0.00%,$0.00,$15.81,,,,
Herndon Elementary,5/29/2025,60099,"Parfait, Triple Berry(Parfait)",0,0,0,12,12,0,12,$8.16,0,0.00%,$0.00,$8.16,0,0.00%,$0.00,$8.16,,,,
Herndon Elementary,5/29/2025,60179,Egg and American Cheese on Bagel(Sandwich),0,0,0,86,82,0,82,$31.16,0,0.00%,$0.00,$31.16,4,4.65%,$1.52,$32.68,,,,
Herndon Elementary,5/30/2025,10074,"Frozen Berry, Triple Berry Blend(1/2 cup (thawed))",0,0,0,48,48,0,48,$1.44,0,0.00%,$0.00,$1.44,0,0.00%,$0.00,$1.44,,,,
Herndon Elementary,5/30/2025,20001,1% White Milk(Each),205,0,205,206,204,0,204,$73.44,0,0.00%,$0.00,$73.44,2,0.97%,$0.72,$74.16,,,,
Herndon Elementary,5/30/2025,20014,Red Delicious Apple(Each - serving),45,0,45,50,49,0,49,$16.17,0,0.00%,$0.00,$16.17,1,2.00%,$0.33,$16.50,,,,
Herndon Elementary,5/30/2025,20016,String Cheese(1 Stick),93,0,93,40,40,0,40,$8.80,0,0.00%,$0.00,$8.80,0,0.00%,$0.00,$8.80,,,,
Herndon Elementary,5/30/2025,20038,Fat Free White Milk(Each),21,0,21,20,19,0,19,$6.27,0,0.00%,$0.00,$6.27,1,5.00%,$0.33,$6.60,,,,
Herndon Elementary,5/30/2025,20043,"Lactose Free, White Milk(Each)",0,0,0,1,1,0,1,$0.58,0,0.00%,$0.00,$0.58,0,0.00%,$0.00,$0.58,,,,
Herndon Elementary,5/30/2025,30003,Honey Cheerios Cereal(Each),66,0,66,60,58,0,58,$34.22,0,0.00%,$0.00,$34.22,2,3.33%,$1.18,$35.40,,,,
Herndon Elementary,5/30/2025,30004,Blueberry Chex Cereal(Each),33,0,33,32,32,0,32,$18.88,0,0.00%,$0.00,$18.88,0,0.00%,$0.00,$18.88,,,,
Herndon Elementary,5/30/2025,30006,Cinnamon Chex Cereal(Each),55,0,55,60,57,0,57,$33.63,0,0.00%,$0.00,$33.63,3,5.00%,$1.77,$35.40,,,,
Herndon Elementary,5/30/2025,30007,"Cinnamon Toast Crunch Cereal, 25% Less Sugar(Each)",55,0,55,60,55,0,55,$32.45,0,0.00%,$0.00,$32.45,5,8.33%,$2.95,$35.40,,,,
Herndon Elementary,5/30/2025,30008,Apple Juice(Each),148,0,148,160,151,0,151,$25.67,0,0.00%,$0.00,$25.67,9,5.63%,$1.53,$27.20,,,,
Herndon Elementary,5/30/2025,30009,Orange Tangerine Juice(Each),145,0,145,160,155,0,155,$26.35,0,0.00%,$0.00,$26.35,5,3.13%,$0.85,$27.20,,,,
Herndon Elementary,5/30/2025,60151,Blueberry Bread(1 square),0,0,0,40,40,0,40,$16.40,0,0.00%,$0.00,$16.40,0,0.00%,$0.00,$16.40,,,,
Herndon Elementary,5/30/2025,60179,Egg and American Cheese on Bagel(Sandwich),0,0,0,80,79,0,79,$30.02,1,1.25%,$0.38,$30.40,0,0.00%,$0.00,$30.40,,,,
Herndon Middle,5/01/2025,10041,Mini Maple Pancakes(Package),240,0,240,216,216,0,216,$84.24,0,0.00%,$0.00,$84.24,0,0.00%,$0.00,$84.24,,,,
Herndon Middle,5/01/2025,20001,1% White Milk(Each),65,0,65,75,42,0,42,$15.12,0,0.00%,$0.00,$15.12,33,44.00%,$11.88,$27.00,,,,
Herndon Middle,5/01/2025,20014,Red Delicious Apple(Each - serving),47,0,47,75,42,0,42,$13.86,0,0.00%,$0.00,$13.86,33,44.00%,$10.89,$24.75,,,,
Herndon Middle,5/01/2025,20038,Fat Free White Milk(Each),27,0,27,25,7,0,7,$2.31,0,0.00%,$0.00,$2.31,18,72.00%,$5.94,$8.25,,,,
Herndon Middle,5/01/2025,30003,Honey Cheerios Cereal(Each),79,0,79,30,28,0,28,$16.52,0,0.00%,$0.00,$16.52,2,6.67%,$1.18,$17.70,,,,
Herndon Middle,5/01/2025,30004,Blueberry Chex Cereal(Each),15,0,15,45,40,0,40,$23.60,0,0.00%,$0.00,$23.60,5,11.11%,$2.95,$26.55,,,,
Herndon Middle,5/01/2025,30007,"Cinnamon Toast Crunch Cereal, 25% Less Sugar(Each)",77,0,77,40,34,0,34,$20.06,0,0.00%,$0.00,$20.06,6,15.00%,$3.54,$23.60,,,,
Herndon Middle,5/01/2025,30008,Apple Juice(Each),333,0,333,360,332,0,332,$56.44,0,0.00%,$0.00,$56.44,28,7.78%,$4.76,$61.20,,,,
Herndon Middle,5/01/2025,30009,Orange Tangerine Juice(Each),37,0,37,40,31,0,31,$5.27,0,0.00%,$0.00,$5.27,9,22.50%,$1.53,$6.80,,,,
Herndon Middle,5/01/2025,60033,Peach Parfait(Parfait),0,0,0,10,7,0,7,$8.12,0,0.00%,$0.00,$8.12,3,30.00%,$3.48,$11.60,,,,
Herndon Middle,5/01/2025,60125,Egg and American Cheese on Biscuit(Sandwich),48,0,48,48,48,0,48,$22.56,0,0.00%,$0.00,$22.56,0,0.00%,$0.00,$22.56,,,,
Herndon Middle,5/02/2025,10040,Blueberry Muffin Top(Muffin Top),203,0,203,192,192,0,192,$80.64,0,0.00%,$0.00,$80.64,0,0.00%,$0.00,$80.64,,,,
Herndon Middle,5/02/2025,20001,1% White Milk(Each),65,0,65,27,24,0,24,$8.64,0,0.00%,$0.00,$8.64,3,11.11%,$1.08,$9.72,,,,
Herndon Middle,5/02/2025,20014,Red Delicious Apple(Each - serving),47,0,47,75,53,0,53,$17.49,0,0.00%,$0.00,$17.49,22,29.33%,$7.26,$24.75,,,,
Herndon Middle,5/02/2025,20016,String Cheese(1 Stick),146,0,146,160,160,0,160,$35.20,0,0.00%,$0.00,$35.20,0,0.00%,$0.00,$35.20,,,,
Herndon Middle,5/02/2025,20038,Fat Free White Milk(Each),27,0,27,27,25,0,25,$8.25,0,0.00%,$0.00,$8.25,2,7.41%,$0.66,$8.91,,,,
Herndon Middle,5/02/2025,30003,Honey Cheerios Cereal(Each),79,0,79,20,15,0,15,$8.85,0,0.00%,$0.00,$8.85,5,25.00%,$2.95,$11.80,,,,
Herndon Middle,5/02/2025,30004,Blueberry Chex Cereal(Each),15,0,15,80,63,0,63,$37.17,0,0.00%,$0.00,$37.17,17,21.25%,$10.03,$47.20,,,,
Herndon Middle,5/02/2025,30006,Cinnamon Chex Cereal(Each),45,0,45,13,13,0,13,$7.67,0,0.00%,$0.00,$7.67,0,0.00%,$0.00,$7.67,,,,
Herndon Middle,5/02/2025,30007,"Cinnamon Toast Crunch Cereal, 25% Less Sugar(Each)",77,0,77,72,72,0,72,$42.48,0,0.00%,$0.00,$42.48,0,0.00%,$0.00,$42.48,,,,
Herndon Middle,5/02/2025,30008,Apple Juice(Each),333,0,333,320,318,0,318,$54.06,0,0.00%,$0.00,$54.06,2,0.63%,$0.34,$54.40,,,,
Herndon Middle,5/02/2025,30009,Orange Tangerine Juice(Each),37,0,37,40,40,0,40,$6.80,0,0.00%,$0.00,$6.80,0,0.00%,$0.00,$6.80,,,,
Herndon Middle,5/02/2025,60099,"Parfait, Triple Berry(Parfait)",0,0,0,8,8,0,8,$5.44,0,0.00%,$0.00,$5.44,0,0.00%,$0.00,$5.44,,,,
Herndon Middle,5/05/2025,10041,Mini Maple Pancakes(Package),0,0,0,288,288,0,288,$112.32,0,0.00%,$0.00,$112.32,0,0.00%,$0.00,$112.32,,,,
Herndon Middle,5/05/2025,20001,1% White Milk(Each),49,0,49,75,37,0,37,$13.32,0,0.00%,$0.00,$13.32,38,50.67%,$13.68,$27.00,,,,
Herndon Middle,5/05/2025,20014,Red Delicious Apple(Each - serving),53,0,53,75,62,0,62,$20.46,0,0.00%,$0.00,$20.46,13,17.33%,$4.29,$24.75,,,,
Herndon Middle,5/05/2025,20038,Fat Free White Milk(Each),29,0,29,50,26,0,26,$8.58,0,0.00%,$0.00,$8.58,24,48.00%,$7.92,$16.50,,,,
Herndon Middle,5/05/2025,30003,Honey Cheerios Cereal(Each),9,0,9,25,23,0,23,$13.57,0,0.00%,$0.00,$13.57,2,8.00%,$1.18,$14.75,,,,
Herndon Middle,5/05/2025,30004,Blueberry Chex Cereal(Each),35,0,35,25,20,0,20,$11.80,0,0.00%,$0.00,$11.80,5,20.00%,$2.95,$14.75,,,,
Herndon Middle,5/05/2025,30006,Cinnamon Chex Cereal(Each),40,0,40,15,12,0,12,$7.08,0,0.00%,$0.00,$7.08,3,20.00%,$1.77,$8.85,,,,
Herndon Middle,5/05/2025,30007,"Cinnamon Toast Crunch Cereal, 25% Less Sugar(Each)",50,0,50,30,28,0,28,$16.52,0,0.00%,$0.00,$16.52,2,6.67%,$1.18,$17.70,,,,
Herndon Middle,5/05/2025,30008,Apple Juice(Each),321,0,321,360,336,0,336,$57.12,0,0.00%,$0.00,$57.12,24,6.67%,$4.08,$61.20,,,,
Herndon Middle,5/05/2025,30009,Orange Tangerine Juice(Each),36,0,36,40,37,0,37,$6.29,0,0.00%,$0.00,$6.29,3,7.50%,$0.51,$6.80,,,,
Herndon Middle,5/05/2025,60034,Mandarin Orange Parfait(Parfait),4,0,4,8,8,0,8,$7.92,0,0.00%,$0.00,$7.92,0,0.00%,$0.00,$7.92,,,,
Herndon Middle,5/06/2025,20001,1% White Milk(Each),41,0,41,75,53,0,53,$19.08,0,0.00%,$0.00,$19.08,22,29.33%,$7.92,$27.00,,,,
Herndon Middle,5/06/2025,20014,Red Delicious Apple(Each - serving),58,0,58,45,42,0,42,$13.86,0,0.00%,$0.00,$13.86,3,6.67%,$0.99,$14.85,,,,
Herndon Middle,5/06/2025,20038,Fat Free White Milk(Each),31,0,31,50,37,0,37,$12.21,0,0.00%,$0.00,$12.21,13,26.00%,$4.29,$16.50,,,,
Herndon Middle,5/06/2025,30003,Honey Cheerios Cereal(Each),77,0,77,90,84,0,84,$49.56,0,0.00%,$0.00,$49.56,6,6.67%,$3.54,$53.10,,,,
Herndon Middle,5/06/2025,30004,Blueberry Chex Cereal(Each),1,0,1,10,7,0,7,$4.13,0,0.00%,$0.00,$4.13,3,30.00%,$1.77,$5.90,,,,
Herndon Middle,5/06/2025,30006,Cinnamon Chex Cereal(Each),37,0,37,120,110,0,110,$64.90,0,0.00%,$0.00,$64.90,10,8.33%,$5.90,$70.80,,,,
Herndon Middle,5/06/2025,30007,"Cinnamon Toast Crunch Cereal, 25% Less Sugar(Each)",69,0,69,100,98,0,98,$57.82,0,0.00%,$0.00,$57.82,2,2.00%,$1.18,$59.00,,,,
Herndon Middle,5/06/2025,30008,Apple Juice(Each),342,0,342,320,313,0,313,$53.21,0,0.00%,$0.00,$53.21,7,2.19%,$1.19,$54.40,,,,
Herndon Middle,5/06/2025,30009,Orange Tangerine Juice(Each),36,0,36,40,40,0,40,$6.80,0,0.00%,$0.00,$6.80,0,0.00%,$0.00,$6.80,,,,
Herndon Middle,5/06/2025,30051,Natural Grape Jam(Packet),103,0,103,24,24,0,24,$2.16,0,0.00%,$0.00,$2.16,0,0.00%,$0.00,$2.16,,,,
Herndon Middle,5/06/2025,60011,Turkey Sausage Breakfast Biscuit(Sandwich),49,0,49,24,24,0,24,$10.56,0,0.00%,$0.00,$10.56,0,0.00%,$0.00,$10.56,,,,
Herndon Middle,5/06/2025,60068,Biscuit(Biscuit),0,0,0,24,24,0,24,$5.04,0,0.00%,$0.00,$5.04,0,0.00%,$0.00,$5.04,,,,
Herndon Middle,5/06/2025,60099,"Parfait, Triple Berry(Parfait)",0,0,0,10,5,0,5,$3.40,0,0.00%,$0.00,$3.40,5,50.00%,$3.40,$6.80,,,,
Herndon Middle,5/07/2025,10096,"Batter, Pumpkin Bread(1oz Grain (1/64 Baked Pan))",200,0,200,192,192,0,192,$78.72,0,0.00%,$0.00,$78.72,0,0.00%,$0.00,$78.72,,,,
Herndon Middle,5/07/2025,20001,1% White Milk(Each),45,0,45,50,44,0,44,$15.84,0,0.00%,$0.00,$15.84,6,12.00%,$2.16,$18.00,,,,
Herndon Middle,5/07/2025,20014,Red Delicious Apple(Each - serving),64,0,64,48,35,0,35,$11.55,0,0.00%,$0.00,$11.55,13,27.08%,$4.29,$15.84,,,,
Herndon Middle,5/07/2025,20016,String Cheese(1 Stick),108,0,108,160,147,0,147,$32.34,0,0.00%,$0.00,$32.34,13,8.13%,$2.86,$35.20,,,,
Herndon Middle,5/07/2025,20038,Fat Free White Milk(Each),34,0,34,30,21,0,21,$6.93,0,0.00%,$0.00,$6.93,9,30.00%,$2.97,$9.90,,,,
Herndon Middle,5/07/2025,30003,Honey Cheerios Cereal(Each),77,0,77,25,21,0,21,$12.39,0,0.00%,$0.00,$12.39,4,16.00%,$2.36,$14.75,,,,
Herndon Middle,5/07/2025,30004,Blueberry Chex Cereal(Each),1,0,1,10,4,0,4,$2.36,0,0.00%,$0.00,$2.36,6,60.00%,$3.54,$5.90,,,,
Herndon Middle,5/07/2025,30006,Cinnamon Chex Cereal(Each),37,0,37,15,11,0,11,$6.49,0,0.00%,$0.00,$6.49,4,26.67%,$2.36,$8.85,,,,
Herndon Middle,5/07/2025,30007,"Cinnamon Toast Crunch Cereal, 25% Less Sugar(Each)",69,0,69,15,11,0,11,$6.49,0,0.00%,$0.00,$6.49,4,26.67%,$2.36,$8.85,,,,
Herndon Middle,5/07/2025,30008,Apple Juice(Each),377,0,377,280,251,0,251,$42.67,0,0.00%,$0.00,$42.67,29,10.36%,$4.93,$47.60,,,,
Herndon Middle,5/07/2025,30009,Orange Tangerine Juice(Each),40,0,40,40,32,0,32,$5.44,0,0.00%,$0.00,$5.44,8,20.00%,$1.36,$6.80,,,,
Herndon Middle,5/07/2025,60034,Mandarin Orange Parfait(Parfait),7,0,7,4,0,0,0,$0.00,0,0.00%,$0.00,$0.00,4,100.00%,$0.00,$0.00,,,,
Herndon Middle,5/07/2025,60162,Chicken & Biscuit Sandwich(Sandwich),48,0,48,48,48,0,48,$25.44,0,0.00%,$0.00,$25.44,0,0.00%,$0.00,$25.44,,,,
Herndon Middle,5/08/2025,10041,Mini Maple Pancakes(Package),280,0,280,233,233,0,233,$90.87,0,0.00%,$0.00,$90.87,0,0.00%,$0.00,$90.87,,,,
Herndon Middle,5/08/2025,20001,1% White Milk(Each),41,0,41,50,27,0,27,$9.72,0,0.00%,$0.00,$9.72,23,46.00%,$8.28,$18.00,,,,
Herndon Middle,5/08/2025,20014,Red Delicious Apple(Each - serving),58,0,58,60,47,0,47,$15.51,0,0.00%,$0.00,$15.51,13,21.67%,$4.29,$19.80,,,,
Herndon Middle,5/08/2025,20038,Fat Free White Milk(Each),31,0,31,30,19,0,19,$6.27,0,0.00%,$0.00,$6.27,11,36.67%,$3.63,$9.90,,,,
Herndon Middle,5/08/2025,30003,Honey Cheerios Cereal(Each),77,0,77,30,30,0,30,$17.70,0,0.00%,$0.00,$17.70,0,0.00%,$0.00,$17.70,,,,
Herndon Middle,5/08/2025,30004,Blueberry Chex Cereal(Each),1,0,1,20,17,0,17,$10.03,0,0.00%,$0.00,$10.03,3,15.00%,$1.77,$11.80,,,,
Herndon Middle,5/08/2025,30006,Cinnamon Chex Cereal(Each),37,0,37,30,27,0,27,$15.93,0,0.00%,$0.00,$15.93,3,10.00%,$1.77,$17.70,,,,
Herndon Middle,5/08/2025,30007,"Cinnamon Toast Crunch Cereal, 25% Less Sugar(Each)",69,0,69,15,11,0,11,$6.49,0,0.00%,$0.00,$6.49,4,26.67%,$2.36,$8.85,,,,
Herndon Middle,5/08/2025,30008,Apple Juice(Each),342,0,342,360,329,0,329,$55.93,0,0.00%,$0.00,$55.93,31,8.61%,$5.27,$61.20,,,,
Herndon Middle,5/08/2025,30009,Orange Tangerine Juice(Each),36,0,36,40,32,0,32,$5.44,0,0.00%,$0.00,$5.44,8,20.00%,$1.36,$6.80,,,,
Herndon Middle,5/08/2025,60099,"Parfait, Triple Berry(Parfait)",0,0,0,5,5,0,5,$3.40,0,0.00%,$0.00,$3.40,0,0.00%,$0.00,$3.40,,,,
Herndon Middle,5/08/2025,60165,Egg and American Cheese on Bagel(Sandwich),0,0,0,53,53,0,53,$30.74,0,0.00%,$0.00,$30.74,0,0.00%,$0.00,$30.74,,,,
Herndon Middle,5/09/2025,20001,1% White Milk(Each),41,0,41,100,94,0,94,$33.84,0,0.00%,$0.00,$33.84,6,6.00%,$2.16,$36.00,,,,
Herndon Middle,5/09/2025,20014,Red Delicious Apple(Each - serving),58,0,58,50,37,0,37,$12.21,0,0.00%,$0.00,$12.21,13,26.00%,$4.29,$16.50,,,,
Herndon Middle,5/09/2025,20038,Fat Free White Milk(Each),31,0,31,50,29,0,29,$9.57,0,0.00%,$0.00,$9.57,21,42.00%,$6.93,$16.50,,,,
Herndon Middle,5/09/2025,30003,Honey Cheerios Cereal(Each),77,0,77,120,120,0,120,$70.80,0,0.00%,$0.00,$70.80,0,0.00%,$0.00,$70.80,,,,
Herndon Middle,5/09/2025,30004,Blueberry Chex Cereal(Each),1,0,1,25,25,0,25,$14.75,0,0.00%,$0.00,$14.75,0,0.00%,$0.00,$14.75,,,,
Herndon Middle,5/09/2025,30006,Cinnamon Chex Cereal(Each),37,0,37,105,105,0,105,$61.95,0,0.00%,$0.00,$61.95,0,0.00%,$0.00,$61.95,,,,
Herndon Middle,5/09/2025,30007,"Cinnamon Toast Crunch Cereal, 25% Less Sugar(Each)",69,0,69,80,80,0,80,$47.20,0,0.00%,$0.00,$47.20,0,0.00%,$0.00,$47.20,,,,
Herndon Middle,5/09/2025,30008,Apple Juice(Each),342,0,342,320,301,0,301,$51.17,0,0.00%,$0.00,$51.17,19,5.94%,$3.23,$54.40,,,,
Herndon Middle,5/09/2025,30009,Orange Tangerine Juice(Each),36,0,36,40,32,0,32,$5.44,0,0.00%,$0.00,$5.44,8,20.00%,$1.36,$6.80,,,,
Herndon Middle,5/09/2025,60099,"Parfait, Triple Berry(Parfait)",0,0,0,8,8,0,8,$5.44,0,0.00%,$0.00,$5.44,0,0.00%,$0.00,$5.44,,,,
Herndon Middle,5/12/2025,10041,Mini Maple Pancakes(Package),240,0,240,288,288,0,288,$112.32,0,0.00%,$0.00,$112.32,0,0.00%,$0.00,$112.32,,,,
Herndon Middle,5/12/2025,20001,1% White Milk(Each),49,0,49,50,37,0,37,$13.32,0,0.00%,$0.00,$13.32,13,26.00%,$4.68,$18.00,,,,
