School_Name,Date,Identifier,Name,Planned,Offered,Served,Discarded,Subtotal,Left Over,Production Cost,Reimbursable,Non-Reimbursable,Total,Reimbursable.1,Non-Reimbursable.1,Total.1,Cost,Total.2,Percent of Offered,Cost.1,Total.3,Percent of Offered.1,Cost.2
Fairhill Elementary,5/30/2025,30007,"Cinnamon Toast Crunch Cereal, 25% Less Sugar(Each)",5,0,5,10,10,0,10,$5.90,0,0.00%,$0.00,$5.90,0,0.00%,$0.00,$5.90,,,,
Fairhill Elementary,5/30/2025,30008,Apple Juice(Each),46,0,46,46,46,0,46,$7.82,0,0.00%,$0.00,$7.82,0,0.00%,$0.00,$7.82,,,,
Fairhill Elementary,5/30/2025,30009,Orange Tangerine Juice(Each),40,0,40,40,32,0,32,$5.44,0,0.00%,$0.00,$5.44,8,20.00%,$1.36,$6.80,,,,
Fairhill Elementary,5/30/2025,30061,Chilled Mandarin Oranges(1/2 cup (drained)),0,0,0,17,17,0,17,$5.78,0,0.00%,$0.00,$5.78,0,0.00%,$0.00,$5.78,,,,
Fairhill Elementary,5/30/2025,60004,Egg and American Cheese on English Muffin(Sandwich),0,0,0,58,53,0,53,$27.03,0,0.00%,$0.00,$27.03,5,8.62%,$2.55,$29.58,,,,
Fairhill Elementary,5/30/2025,60034,Mandarin Orange Parfait(Parfait),5,0,5,16,16,0,16,$15.84,0,0.00%,$0.00,$15.84,0,0.00%,$0.00,$15.84,,,,
Fairview Elementary,5/01/2025,10041,Mini Maple Pancakes(Package),78,0,78,120,104,12,116,$45.24,0,0.00%,$0.00,$45.24,4,3.33%,$1.56,$46.80,,,,
Fairview Elementary,5/01/2025,20001,1% White Milk(Each),9,0,9,12,7,0,7,$2.52,0,0.00%,$0.00,$2.52,5,41.67%,$1.80,$4.32,,,,
Fairview Elementary,5/01/2025,20008,Apple Slices(3 slices per 1/4 cup),0,0,0,12,11,0,11,$6.49,0,0.00%,$0.00,$6.49,1,8.33%,$0.59,$7.08,,,,
Fairview Elementary,5/01/2025,30003,Honey Cheerios Cereal(Each),14,0,14,12,10,2,12,$7.08,0,0.00%,$0.00,$7.08,0,0.00%,$0.00,$7.08,,,,
Fairview Elementary,5/01/2025,30004,Blueberry Chex Cereal(Each),9,0,9,6,6,0,6,$3.54,0,0.00%,$0.00,$3.54,0,0.00%,$0.00,$3.54,,,,
Fairview Elementary,5/01/2025,30007,"Cinnamon Toast Crunch Cereal, 25% Less Sugar(Each)",18,0,18,3,2,1,3,$1.77,0,0.00%,$0.00,$1.77,0,0.00%,$0.00,$1.77,,,,
Fairview Elementary,5/01/2025,30008,Apple Juice(Each),62,0,62,39,24,15,39,$6.63,0,0.00%,$0.00,$6.63,0,0.00%,$0.00,$6.63,,,,
Fairview Elementary,5/01/2025,30009,Orange Tangerine Juice(Each),62,0,62,117,102,15,117,$19.89,0,0.00%,$0.00,$19.89,0,0.00%,$0.00,$19.89,,,,
Fairview Elementary,5/01/2025,30097,Bottled Water(Bottle),0,0,0,1,0,1,1,$0.00,0,0.00%,$0.00,$0.00,0,0.00%,$0.00,$0.00,,,,
Fairview Elementary,5/01/2025,30103,"Milk, Lactose Free,  Fat Free, Shelf-Stable(Each)",0,0,0,12,3,0,3,$1.44,0,0.00%,$0.00,$1.44,9,75.00%,$4.32,$5.76,,,,
Fairview Elementary,5/01/2025,60096,Strawberry Parfait(Parfait),2,0,2,2,2,0,2,$1.98,0,0.00%,$0.00,$1.98,0,0.00%,$0.00,$1.98,,,,
Fairview Elementary,5/01/2025,60125,Egg and American Cheese on Biscuit(Sandwich),12,0,12,12,3,0,3,$1.41,0,0.00%,$0.00,$1.41,9,75.00%,$4.23,$5.64,,,,
Fairview Elementary,5/01/2025,60134,Turkey & Cheese on Biscuit(Sandwich),0,0,0,5,4,0,4,$2.52,0,0.00%,$0.00,$2.52,1,20.00%,$0.63,$3.15,,,,
Fairview Elementary,5/02/2025,10041,Mini Maple Pancakes(Package),0,0,0,76,68,8,76,$29.64,0,0.00%,$0.00,$29.64,0,0.00%,$0.00,$29.64,,,,
Fairview Elementary,5/02/2025,10096,"Batter, Pumpkin Bread(1oz Grain (1/64 Baked Pan))",0,0,0,15,10,0,10,$4.10,0,0.00%,$0.00,$4.10,5,33.33%,$2.05,$6.15,,,,
Fairview Elementary,5/02/2025,20001,1% White Milk(Each),12,0,12,12,9,2,11,$3.96,0,0.00%,$0.00,$3.96,1,8.33%,$0.36,$4.32,,,,
Fairview Elementary,5/02/2025,20008,Apple Slices(3 slices per 1/4 cup),0,0,0,12,11,0,11,$6.49,0,0.00%,$0.00,$6.49,1,8.33%,$0.59,$7.08,,,,
Fairview Elementary,5/02/2025,20016,String Cheese(1 Stick),24,0,24,15,10,0,10,$2.20,0,0.00%,$0.00,$2.20,5,33.33%,$1.10,$3.30,,,,
Fairview Elementary,5/02/2025,30003,Honey Cheerios Cereal(Each),14,0,14,9,9,0,9,$5.31,0,0.00%,$0.00,$5.31,0,0.00%,$0.00,$5.31,,,,
Fairview Elementary,5/02/2025,30004,Blueberry Chex Cereal(Each),12,0,12,10,10,0,10,$5.90,0,0.00%,$0.00,$5.90,0,0.00%,$0.00,$5.90,,,,
Fairview Elementary,5/02/2025,30007,"Cinnamon Toast Crunch Cereal, 25% Less Sugar(Each)",18,0,18,9,9,0,9,$5.31,0,0.00%,$0.00,$5.31,0,0.00%,$0.00,$5.31,,,,
Fairview Elementary,5/02/2025,30008,Apple Juice(Each),62,0,62,80,56,24,80,$13.60,0,0.00%,$0.00,$13.60,0,0.00%,$0.00,$13.60,,,,
Fairview Elementary,5/02/2025,30009,Orange Tangerine Juice(Each),62,0,62,74,50,24,74,$12.58,0,0.00%,$0.00,$12.58,0,0.00%,$0.00,$12.58,,,,
Fairview Elementary,5/02/2025,30103,"Milk, Lactose Free,  Fat Free, Shelf-Stable(Each)",0,0,0,12,2,0,2,$0.96,0,0.00%,$0.00,$0.96,10,83.33%,$4.80,$5.76,,,,
Fairview Elementary,5/02/2025,60096,Strawberry Parfait(Parfait),0,0,0,2,0,0,0,$0.00,0,0.00%,$0.00,$0.00,2,100.00%,$0.00,$0.00,,,,
Fairview Elementary,5/02/2025,60125,Egg and American Cheese on Biscuit(Sandwich),0,0,0,9,4,0,4,$1.88,0,0.00%,$0.00,$1.88,5,55.56%,$2.35,$4.23,,,,
Fairview Elementary,5/05/2025,10041,Mini Maple Pancakes(Package),0,0,0,120,102,14,116,$45.24,0,0.00%,$0.00,$45.24,4,3.33%,$1.56,$46.80,,,,
Fairview Elementary,5/05/2025,20001,1% White Milk(Each),8,0,8,12,9,1,10,$3.60,0,0.00%,$0.00,$3.60,2,16.67%,$0.72,$4.32,,,,
Fairview Elementary,5/05/2025,20014,Red Delicious Apple(Each - serving),10,0,10,12,5,0,5,$1.65,0,0.00%,$0.00,$1.65,7,58.33%,$2.31,$3.96,,,,
Fairview Elementary,5/05/2025,20038,Fat Free White Milk(Each),6,0,6,12,3,0,3,$0.99,0,0.00%,$0.00,$0.99,9,75.00%,$2.97,$3.96,,,,
Fairview Elementary,5/05/2025,30003,Honey Cheerios Cereal(Each),7,0,7,8,8,0,8,$4.72,0,0.00%,$0.00,$4.72,0,0.00%,$0.00,$4.72,,,,
Fairview Elementary,5/05/2025,30004,Blueberry Chex Cereal(Each),8,0,8,8,8,0,8,$4.72,0,0.00%,$0.00,$4.72,0,0.00%,$0.00,$4.72,,,,
Fairview Elementary,5/05/2025,30007,"Cinnamon Toast Crunch Cereal, 25% Less Sugar(Each)",17,0,17,8,8,0,8,$4.72,0,0.00%,$0.00,$4.72,0,0.00%,$0.00,$4.72,,,,
Fairview Elementary,5/05/2025,30008,Apple Juice(Each),103,0,103,87,57,30,87,$14.79,0,0.00%,$0.00,$14.79,0,0.00%,$0.00,$14.79,,,,
Fairview Elementary,5/05/2025,30009,Orange Tangerine Juice(Each),35,0,35,80,60,20,80,$13.60,0,0.00%,$0.00,$13.60,0,0.00%,$0.00,$13.60,,,,
Fairview Elementary,5/05/2025,30093,Natural Breakfast Syrup(Each),0,0,0,60,45,10,55,$11.00,0,0.00%,$0.00,$11.00,5,8.33%,$1.00,$12.00,,,,
Fairview Elementary,5/05/2025,30097,Bottled Water(Bottle),0,0,0,1,0,1,1,$0.00,0,0.00%,$0.00,$0.00,0,0.00%,$0.00,$0.00,,,,
Fairview Elementary,5/05/2025,60096,Strawberry Parfait(Parfait),0,0,0,2,2,0,2,$1.98,0,0.00%,$0.00,$1.98,0,0.00%,$0.00,$1.98,,,,
Fairview Elementary,5/06/2025,10041,Mini Maple Pancakes(Package),0,0,0,112,102,10,112,$43.68,0,0.00%,$0.00,$43.68,0,0.00%,$0.00,$43.68,,,,
Fairview Elementary,5/06/2025,20001,1% White Milk(Each),12,0,12,15,11,0,11,$3.96,0,0.00%,$0.00,$3.96,4,26.67%,$1.44,$5.40,,,,
Fairview Elementary,5/06/2025,20014,Red Delicious Apple(Each - serving),10,0,10,12,9,0,9,$2.97,0,0.00%,$0.00,$2.97,3,25.00%,$0.99,$3.96,,,,
Fairview Elementary,5/06/2025,30003,Honey Cheerios Cereal(Each),12,0,12,5,5,0,5,$2.95,0,0.00%,$0.00,$2.95,0,0.00%,$0.00,$2.95,,,,
Fairview Elementary,5/06/2025,30004,Blueberry Chex Cereal(Each),12,0,12,5,5,0,5,$2.95,0,0.00%,$0.00,$2.95,0,0.00%,$0.00,$2.95,,,,
Fairview Elementary,5/06/2025,30006,Cinnamon Chex Cereal(Each),12,0,12,6,5,1,6,$3.54,0,0.00%,$0.00,$3.54,0,0.00%,$0.00,$3.54,,,,
Fairview Elementary,5/06/2025,30008,Apple Juice(Each),65,0,65,81,59,22,81,$13.77,0,0.00%,$0.00,$13.77,0,0.00%,$0.00,$13.77,,,,
Fairview Elementary,5/06/2025,30009,Orange Tangerine Juice(Each),65,0,65,80,60,20,80,$13.60,0,0.00%,$0.00,$13.60,0,0.00%,$0.00,$13.60,,,,
Fairview Elementary,5/06/2025,30093,Natural Breakfast Syrup(Each),0,0,0,50,40,8,48,$9.60,0,0.00%,$0.00,$9.60,2,4.00%,$0.40,$10.00,,,,
Fairview Elementary,5/06/2025,30097,Bottled Water(Bottle),0,0,0,1,0,1,1,$0.00,0,0.00%,$0.00,$0.00,0,0.00%,$0.00,$0.00,,,,
Fairview Elementary,5/06/2025,60011,Turkey Sausage Breakfast Biscuit(Sandwich),12,0,12,12,6,1,7,$3.08,0,0.00%,$0.00,$3.08,5,41.67%,$2.20,$5.28,,,,
Fairview Elementary,5/06/2025,60096,Strawberry Parfait(Parfait),4,0,4,3,0,2,2,$0.00,0,0.00%,$0.00,$0.00,1,33.33%,$0.00,$0.00,,,,
Fairview Elementary,5/07/2025,10041,Mini Maple Pancakes(Package),0,0,0,12,10,2,12,$4.68,0,0.00%,$0.00,$4.68,0,0.00%,$0.00,$4.68,,,,
Fairview Elementary,5/07/2025,10096,"Batter, Pumpkin Bread(1oz Grain (1/64 Baked Pan))",25,0,25,20,14,0,14,$5.74,0,0.00%,$0.00,$5.74,6,30.00%,$2.46,$8.20,,,,
Fairview Elementary,5/07/2025,20001,1% White Milk(Each),9,0,9,15,11,1,12,$4.32,0,0.00%,$0.00,$4.32,3,20.00%,$1.08,$5.40,,,,
Fairview Elementary,5/07/2025,20016,String Cheese(1 Stick),25,0,25,20,14,0,14,$3.08,0,0.00%,$0.00,$3.08,6,30.00%,$1.32,$4.40,,,,
Fairview Elementary,5/07/2025,20031,Banana(Each),7,0,7,12,7,0,7,$1.47,0,0.00%,$0.00,$1.47,5,41.67%,$1.05,$2.52,,,,
Fairview Elementary,5/07/2025,30003,Honey Cheerios Cereal(Each),7,0,7,16,15,1,16,$9.44,0,0.00%,$0.00,$9.44,0,0.00%,$0.00,$9.44,,,,
Fairview Elementary,5/07/2025,30004,Blueberry Chex Cereal(Each),8,0,8,16,16,0,16,$9.44,0,0.00%,$0.00,$9.44,0,0.00%,$0.00,$9.44,,,,
Fairview Elementary,5/07/2025,30006,Cinnamon Chex Cereal(Each),15,0,15,16,16,0,16,$9.44,0,0.00%,$0.00,$9.44,0,0.00%,$0.00,$9.44,,,,
Fairview Elementary,5/07/2025,30008,Apple Juice(Each),90,0,90,51,26,25,51,$8.67,0,0.00%,$0.00,$8.67,0,0.00%,$0.00,$8.67,,,,
Fairview Elementary,5/07/2025,30009,Orange Tangerine Juice(Each),39,0,39,80,60,20,80,$13.60,0,0.00%,$0.00,$13.60,0,0.00%,$0.00,$13.60,,,,
Fairview Elementary,5/07/2025,30097,Bottled Water(Bottle),0,0,0,3,0,3,3,$0.00,0,0.00%,$0.00,$0.00,0,0.00%,$0.00,$0.00,,,,
Fairview Elementary,5/07/2025,60011,Turkey Sausage Breakfast Biscuit(Sandwich),0,0,0,5,5,0,5,$2.20,0,0.00%,$0.00,$2.20,0,0.00%,$0.00,$2.20,,,,
Fairview Elementary,5/07/2025,60096,Strawberry Parfait(Parfait),0,0,0,3,3,0,3,$2.97,0,0.00%,$0.00,$2.97,0,0.00%,$0.00,$2.97,,,,
Fairview Elementary,5/07/2025,60162,Chicken & Biscuit Sandwich(Sandwich),60,0,60,27,14,1,15,$7.95,0,0.00%,$0.00,$7.95,12,44.44%,$6.36,$14.31,,,,
Fairview Elementary,5/08/2025,10041,Mini Maple Pancakes(Package),84,0,84,96,87,9,96,$37.44,0,0.00%,$0.00,$37.44,0,0.00%,$0.00,$37.44,,,,
Fairview Elementary,5/08/2025,20001,1% White Milk(Each),8,0,8,12,7,1,8,$2.88,0,0.00%,$0.00,$2.88,4,33.33%,$1.44,$4.32,,,,
Fairview Elementary,5/08/2025,20014,Red Delicious Apple(Each - serving),10,0,10,12,5,0,5,$1.65,0,0.00%,$0.00,$1.65,7,58.33%,$2.31,$3.96,,,,
Fairview Elementary,5/08/2025,20038,Fat Free White Milk(Each),6,0,6,12,5,0,5,$1.65,0,0.00%,$0.00,$1.65,7,58.33%,$2.31,$3.96,,,,
Fairview Elementary,5/08/2025,30003,Honey Cheerios Cereal(Each),7,0,7,8,5,1,6,$3.54,0,0.00%,$0.00,$3.54,2,25.00%,$1.18,$4.72,,,,
Fairview Elementary,5/08/2025,30004,Blueberry Chex Cereal(Each),8,0,8,8,6,0,6,$3.54,0,0.00%,$0.00,$3.54,2,25.00%,$1.18,$4.72,,,,
Fairview Elementary,5/08/2025,30006,Cinnamon Chex Cereal(Each),12,0,12,8,8,0,8,$4.72,0,0.00%,$0.00,$4.72,0,0.00%,$0.00,$4.72,,,,
Fairview Elementary,5/08/2025,30008,Apple Juice(Each),103,0,103,80,55,25,80,$13.60,0,0.00%,$0.00,$13.60,0,0.00%,$0.00,$13.60,,,,
Fairview Elementary,5/08/2025,30009,Orange Tangerine Juice(Each),35,0,35,69,57,12,69,$11.73,0,0.00%,$0.00,$11.73,0,0.00%,$0.00,$11.73,,,,
Fairview Elementary,5/08/2025,30093,Natural Breakfast Syrup(Each),0,0,0,46,27,5,32,$6.40,0,0.00%,$0.00,$6.40,14,30.43%,$2.80,$9.20,,,,
Fairview Elementary,5/08/2025,60096,Strawberry Parfait(Parfait),2,0,2,2,2,0,2,$1.98,0,0.00%,$0.00,$1.98,0,0.00%,$0.00,$1.98,,,,
Fairview Elementary,5/08/2025,60162,Chicken & Biscuit Sandwich(Sandwich),0,0,0,12,7,1,8,$4.24,0,0.00%,$0.00,$4.24,4,33.33%,$2.12,$6.36,,,,
Fairview Elementary,5/09/2025,10020,Bagel(Bagel),0,0,0,18,14,4,18,$5.76,0,0.00%,$0.00,$5.76,0,0.00%,$0.00,$5.76,,,,
Fairview Elementary,5/09/2025,10041,Mini Maple Pancakes(Package),0,0,0,96,73,7,80,$31.20,0,0.00%,$0.00,$31.20,16,16.67%,$6.24,$37.44,,,,
Fairview Elementary,5/09/2025,10096,"Batter, Pumpkin Bread(1oz Grain (1/64 Baked Pan))",0,0,0,15,7,0,7,$2.87,0,0.00%,$0.00,$2.87,8,53.33%,$3.28,$6.15,,,,
Fairview Elementary,5/09/2025,20001,1% White Milk(Each),8,0,8,12,7,0,7,$2.52,0,0.00%,$0.00,$2.52,5,41.67%,$1.80,$4.32,,,,
Fairview Elementary,5/09/2025,20009,Cream Cheese(Each),0,0,0,18,12,4,16,$4.64,0,0.00%,$0.00,$4.64,2,11.11%,$0.58,$5.22,,,,
Fairview Elementary,5/09/2025,20014,Red Delicious Apple(Each - serving),10,0,10,12,2,0,2,$0.66,0,0.00%,$0.00,$0.66,10,83.33%,$3.30,$3.96,,,,
Fairview Elementary,5/09/2025,20016,String Cheese(1 Stick),15,0,15,15,7,0,7,$1.54,0,0.00%,$0.00,$1.54,8,53.33%,$1.76,$3.30,,,,
Fairview Elementary,5/09/2025,20038,Fat Free White Milk(Each),6,0,6,12,1,0,1,$0.33,0,0.00%,$0.00,$0.33,11,91.67%,$3.63,$3.96,,,,
Fairview Elementary,5/09/2025,30003,Honey Cheerios Cereal(Each),15,0,15,5,5,0,5,$2.95,0,0.00%,$0.00,$2.95,0,0.00%,$0.00,$2.95,,,,
Fairview Elementary,5/09/2025,30004,Blueberry Chex Cereal(Each),15,0,15,5,5,0,5,$2.95,0,0.00%,$0.00,$2.95,0,0.00%,$0.00,$2.95,,,,
Fairview Elementary,5/09/2025,30006,Cinnamon Chex Cereal(Each),15,0,15,5,5,0,5,$2.95,0,0.00%,$0.00,$2.95,0,0.00%,$0.00,$2.95,,,,
Fairview Elementary,5/09/2025,30008,Apple Juice(Each),103,0,103,40,28,12,40,$6.80,0,0.00%,$0.00,$6.80,0,0.00%,$0.00,$6.80,,,,
Fairview Elementary,5/09/2025,30009,Orange Tangerine Juice(Each),35,0,35,86,74,12,86,$14.62,0,0.00%,$0.00,$14.62,0,0.00%,$0.00,$14.62,,,,
Fairview Elementary,5/09/2025,30093,Natural Breakfast Syrup(Each),0,0,0,40,33,7,40,$8.00,0,0.00%,$0.00,$8.00,0,0.00%,$0.00,$8.00,,,,
Fairview Elementary,5/09/2025,30097,Bottled Water(Bottle),0,0,0,3,0,3,3,$0.00,0,0.00%,$0.00,$0.00,0,0.00%,$0.00,$0.00,,,,
Fairview Elementary,5/12/2025,10041,Mini Maple Pancakes(Package),84,0,84,96,84,9,93,$36.27,0,0.00%,$0.00,$36.27,3,3.13%,$1.17,$37.44,,,,
Fairview Elementary,5/12/2025,20001,1% White Milk(Each),8,0,8,12,7,0,7,$2.52,0,0.00%,$0.00,$2.52,5,41.67%,$1.80,$4.32,,,,
Fairview Elementary,5/12/2025,20014,Red Delicious Apple(Each - serving),10,0,10,8,4,0,4,$1.32,0,0.00%,$0.00,$1.32,4,50.00%,$1.32,$2.64,,,,
Fairview Elementary,5/12/2025,20038,Fat Free White Milk(Each),6,0,6,12,3,0,3,$0.99,0,0.00%,$0.00,$0.99,9,75.00%,$2.97,$3.96,,,,
Fairview Elementary,5/12/2025,30003,Honey Cheerios Cereal(Each),7,0,7,6,5,1,6,$3.54,0,0.00%,$0.00,$3.54,0,0.00%,$0.00,$3.54,,,,
Fairview Elementary,5/12/2025,30004,Blueberry Chex Cereal(Each),8,0,8,6,6,0,6,$3.54,0,0.00%,$0.00,$3.54,0,0.00%,$0.00,$3.54,,,,
Fairview Elementary,5/12/2025,30007,"Cinnamon Toast Crunch Cereal, 25% Less Sugar(Each)",12,0,12,6,6,0,6,$3.54,0,0.00%,$0.00,$3.54,0,0.00%,$0.00,$3.54,,,,
Fairview Elementary,5/12/2025,30008,Apple Juice(Each),103,0,103,106,83,23,106,$18.02,0,0.00%,$0.00,$18.02,0,0.00%,$0.00,$18.02,,,,
Fairview Elementary,5/12/2025,30009,Orange Tangerine Juice(Each),35,0,35,40,17,23,40,$6.80,0,0.00%,$0.00,$6.80,0,0.00%,$0.00,$6.80,,,,
Fairview Elementary,5/12/2025,30051,Natural Grape Jam(Packet),2,0,2,2,0,0,0,$0.00,0,0.00%,$0.00,$0.00,2,100.00%,$0.00,$0.00,,,,
Fairview Elementary,5/12/2025,30093,Natural Breakfast Syrup(Each),84,0,84,40,31,9,40,$8.00,0,0.00%,$0.00,$8.00,0,0.00%,$0.00,$8.00,,,,
Fairview Elementary,5/12/2025,30097,Bottled Water(Bottle),0,0,0,1,1,0,1,$0.16,0,0.00%,$0.00,$0.16,0,0.00%,$0.00,$0.16,,,,
Fairview Elementary,5/12/2025,60096,Strawberry Parfait(Parfait),0,0,0,3,1,0,1,$0.99,0,0.00%,$0.00,$0.99,2,66.67%,$1.98,$2.97,,,,
Fairview Elementary,5/13/2025,10041,Mini Maple Pancakes(Package),0,0,0,89,81,8,89,$34.71,0,0.00%,$0.00,$34.71,0,0.00%,$0.00,$34.71,,,,
Fairview Elementary,5/13/2025,20001,1% White Milk(Each),8,0,8,3,3,0,3,$1.08,0,0.00%,$0.00,$1.08,0,0.00%,$0.00,$1.08,,,,
Fairview Elementary,5/13/2025,20014,Red Delicious Apple(Each - serving),10,0,10,8,2,0,2,$0.66,0,0.00%,$0.00,$0.66,6,75.00%,$1.98,$2.64,,,,
Fairview Elementary,5/13/2025,20038,Fat Free White Milk(Each),6,0,6,12,7,0,7,$2.31,0,0.00%,$0.00,$2.31,5,41.67%,$1.65,$3.96,,,,
Fairview Elementary,5/13/2025,30003,Honey Cheerios Cereal(Each),15,0,15,8,6,2,8,$4.72,0,0.00%,$0.00,$4.72,0,0.00%,$0.00,$4.72,,,,
Fairview Elementary,5/13/2025,30004,Blueberry Chex Cereal(Each),15,0,15,9,9,0,9,$5.31,0,0.00%,$0.00,$5.31,0,0.00%,$0.00,$5.31,,,,
Fairview Elementary,5/13/2025,30007,"Cinnamon Toast Crunch Cereal, 25% Less Sugar(Each)",15,0,15,8,7,1,8,$4.72,0,0.00%,$0.00,$4.72,0,0.00%,$0.00,$4.72,,,,
Fairview Elementary,5/13/2025,30008,Apple Juice(Each),103,0,103,80,65,15,80,$13.60,0,0.00%,$0.00,$13.60,0,0.00%,$0.00,$13.60,,,,
Fairview Elementary,5/13/2025,30009,Orange Tangerine Juice(Each),35,0,35,57,42,15,57,$9.69,0,0.00%,$0.00,$9.69,0,0.00%,$0.00,$9.69,,,,
Fairview Elementary,5/13/2025,30051,Natural Grape Jam(Packet),5,0,5,5,0,0,0,$0.00,0,0.00%,$0.00,$0.00,5,100.00%,$0.00,$0.00,,,,
Fairview Elementary,5/13/2025,60011,Turkey Sausage Breakfast Biscuit(Sandwich),12,0,12,12,9,0,9,$3.96,0,0.00%,$0.00,$3.96,3,25.00%,$1.32,$5.28,,,,
Fairview Elementary,5/13/2025,60096,Strawberry Parfait(Parfait),4,0,4,2,2,0,2,$1.98,0,0.00%,$0.00,$1.98,0,0.00%,$0.00,$1.98,,,,
Fairview Elementary,5/14/2025,10057,Mini Maple Waffles(Package),0,0,0,70,63,7,70,$27.30,0,0.00%,$0.00,$27.30,0,0.00%,$0.00,$27.30,,,,
Fairview Elementary,5/14/2025,10096,"Batter, Pumpkin Bread(1oz Grain (1/64 Baked Pan))",15,0,15,12,9,1,10,$4.10,0,0.00%,$0.00,$4.10,2,16.67%,$0.82,$4.92,,,,
Fairview Elementary,5/14/2025,20001,1% White Milk(Each),9,0,9,12,11,0,11,$3.96,0,0.00%,$0.00,$3.96,1,8.33%,$0.36,$4.32,,,,
Fairview Elementary,5/14/2025,20013,Gala Apple(Each),0,0,0,12,5,0,5,$1.85,0,0.00%,$0.00,$1.85,7,58.33%,$2.59,$4.44,,,,
Fairview Elementary,5/14/2025,20016,String Cheese(1 Stick),15,0,15,12,9,1,10,$2.20,0,0.00%,$0.00,$2.20,2,16.67%,$0.44,$2.64,,,,
Fairview Elementary,5/14/2025,20038,Fat Free White Milk(Each),7,0,7,12,3,0,3,$0.99,0,0.00%,$0.00,$0.99,9,75.00%,$2.97,$3.96,,,,
Fairview Elementary,5/14/2025,30003,Honey Cheerios Cereal(Each),7,0,7,12,12,0,12,$7.08,0,0.00%,$0.00,$7.08,0,0.00%,$0.00,$7.08,,,,
Fairview Elementary,5/14/2025,30004,Blueberry Chex Cereal(Each),8,0,8,7,7,0,7,$4.13,0,0.00%,$0.00,$4.13,0,0.00%,$0.00,$4.13,,,,
Fairview Elementary,5/14/2025,30007,"Cinnamon Toast Crunch Cereal, 25% Less Sugar(Each)",12,0,12,6,6,0,6,$3.54,0,0.00%,$0.00,$3.54,0,0.00%,$0.00,$3.54,,,,
Fairview Elementary,5/14/2025,30008,Apple Juice(Each),114,0,114,65,52,13,65,$11.05,0,0.00%,$0.00,$11.05,0,0.00%,$0.00,$11.05,,,,
Fairview Elementary,5/14/2025,30009,Orange Tangerine Juice(Each),39,0,39,65,52,13,65,$11.05,0,0.00%,$0.00,$11.05,0,0.00%,$0.00,$11.05,,,,
Fairview Elementary,5/14/2025,30097,Bottled Water(Bottle),0,0,0,1,0,1,1,$0.00,0,0.00%,$0.00,$0.00,0,0.00%,$0.00,$0.00,,,,
Fairview Elementary,5/14/2025,60011,Turkey Sausage Breakfast Biscuit(Sandwich),0,0,0,3,3,0,3,$1.32,0,0.00%,$0.00,$1.32,0,0.00%,$0.00,$1.32,,,,
Fairview Elementary,5/14/2025,60096,Strawberry Parfait(Parfait),0,0,0,2,1,0,1,$0.99,0,0.00%,$0.00,$0.99,1,50.00%,$0.99,$1.98,,,,
Fairview Elementary,5/14/2025,60162,Chicken & Biscuit Sandwich(Sandwich),35,0,35,9,6,1,7,$3.71,0,0.00%,$0.00,$3.71,2,22.22%,$1.06,$4.77,,,,
Fairview Elementary,5/15/2025,10041,Mini Maple Pancakes(Package),84,0,84,120,93,12,105,$40.95,3,2.50%,$1.17,$42.12,12,10.00%,$4.68,$46.80,,,,
Fairview Elementary,5/15/2025,20001,1% White Milk(Each),8,0,8,12,7,1,8,$2.88,1,8.33%,$0.36,$3.24,3,25.00%,$1.08,$4.32,,,,
Fairview Elementary,5/15/2025,20014,Red Delicious Apple(Each - serving),10,0,10,8,4,0,4,$1.32,0,0.00%,$0.00,$1.32,4,50.00%,$1.32,$2.64,,,,
Fairview Elementary,5/15/2025,20038,Fat Free White Milk(Each),6,0,6,12,2,0,2,$0.66,0,0.00%,$0.00,$0.66,10,83.33%,$3.30,$3.96,,,,
Fairview Elementary,5/15/2025,30003,Honey Cheerios Cereal(Each),8,0,8,6,6,0,6,$3.54,0,0.00%,$0.00,$3.54,0,0.00%,$0.00,$3.54,,,,
Fairview Elementary,5/15/2025,30004,Blueberry Chex Cereal(Each),8,0,8,6,6,0,6,$3.54,0,0.00%,$0.00,$3.54,0,0.00%,$0.00,$3.54,,,,
Fairview Elementary,5/15/2025,30007,"Cinnamon Toast Crunch Cereal, 25% Less Sugar(Each)",8,0,8,4,4,0,4,$2.36,0,0.00%,$0.00,$2.36,0,0.00%,$0.00,$2.36,,,,
Fairview Elementary,5/15/2025,30008,Apple Juice(Each),103,0,103,80,60,20,80,$13.60,0,0.00%,$0.00,$13.60,0,0.00%,$0.00,$13.60,,,,
Fairview Elementary,5/15/2025,30009,Orange Tangerine Juice(Each),35,0,35,67,55,12,67,$11.39,0,0.00%,$0.00,$11.39,0,0.00%,$0.00,$11.39,,,,
Fairview Elementary,5/15/2025,30093,Natural Breakfast Syrup(Each),0,0,0,40,22,12,34,$6.80,0,0.00%,$0.00,$6.80,6,15.00%,$1.20,$8.00,,,,
Fairview Elementary,5/15/2025,30097,Bottled Water(Bottle),0,0,0,2,0,2,2,$0.00,0,0.00%,$0.00,$0.00,0,0.00%,$0.00,$0.00,,,,
Fairview Elementary,5/15/2025,60096,Strawberry Parfait(Parfait),2,0,2,2,2,0,2,$1.98,0,0.00%,$0.00,$1.98,0,0.00%,$0.00,$1.98,,,,
