time_of_day,school_code,school_name,date,item,description,total,free_meals,reduced_price_meals,full_price_meals,adults,alac_student,alac_adult,earned_student,earned_adult,earned_alac_student,earned_alac_adult,adj_alac,adj_meal
lunch,348,GUNSTON_ELEMENTARY,4/4/25,145,CHEEZ-IT,8,0,0,0,0,8,0,0,0,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/4/25,188,$1.00 WATER 16.9oz,13,0,0,0,0,13,0,0,0,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/4/25,340,COOKIE,5,0,0,0,0,5,0,0,0,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/4/25,700,ALC MILK,6,0,0,0,0,6,0,0,0,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/4/25,807,$1PRETZEL,18,0,0,0,0,18,0,0,0,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/7/25,1098,MANAGERS CHOICE,4,0,0,0,0,0,0,0,4,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/7/25,1,ELEMENTARY,0,0,0,0,0,0,0,0,0,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/7/25,1115,PBJ POWER PACK ELEMENTARY,54,35,1,18,0,0,0,0,0,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/7/25,1124,YOGURT POWER PACK ELEMENTARY,18,9,0,8,1,0,0,0,0,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/7/25,1131,CHEESEBURGER ELEMENTARY,138,54,4,78,2,0,0,0,0,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/7/25,1175,SALAD BAR ELEMENTARY,14,9,0,5,0,0,0,0,0,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/7/25,1226,VEGAN BURGER ELEMENTARY,30,17,2,11,0,0,0,0,0,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/7/25,138,SIMPLY CHEX,2,0,0,0,0,2,0,0,0,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/7/25,1399,ALC LUNCH ENTREE ELEMENTARY,11,0,0,0,0,11,0,0,0,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/7/25,145,CHEEZ-IT,20,0,0,0,0,20,0,0,0,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/7/25,188,$1.00 WATER 16.9oz,21,0,0,0,0,21,0,0,0,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/7/25,600,ALC VEGETABLE/FRUIT,12,0,0,0,0,12,0,0,0,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/7/25,700,ALC MILK,7,0,0,0,0,7,0,0,0,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/7/25,807,$1PRETZEL,38,0,0,0,0,37,1,0,0,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/8/25,1098,MANAGERS CHOICE,4,0,0,0,0,0,0,0,4,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/8/25,1,ELEMENTARY,0,0,0,0,0,0,0,0,0,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/8/25,1115,PBJ POWER PACK ELEMENTARY,37,19,2,16,0,0,0,0,0,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/8/25,1122,PASTA W/ MEATBALLS ELEMENTARY,61,26,3,32,0,0,0,0,0,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/8/25,1124,YOGURT POWER PACK ELEMENTARY,15,9,0,6,0,0,0,0,0,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/8/25,1140,CHEESE STIX ELEMENTARY,141,69,4,68,0,0,0,0,0,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/8/25,1175,SALAD BAR ELEMENTARY,6,1,0,5,0,0,0,0,0,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/8/25,138,SIMPLY CHEX,7,0,0,0,0,7,0,0,0,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/8/25,1399,ALC LUNCH ENTREE ELEMENTARY,20,0,0,0,0,20,0,0,0,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/8/25,145,CHEEZ-IT,24,0,0,0,0,24,0,0,0,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/8/25,188,$1.00 WATER 16.9oz,15,0,0,0,0,15,0,0,0,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/8/25,340,COOKIE,3,0,0,0,0,3,0,0,0,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/8/25,700,ALC MILK,4,0,0,0,0,4,0,0,0,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/8/25,807,$1PRETZEL,22,0,0,0,0,22,0,0,0,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/9/25,105,$1.25 CHIPS,66,0,0,0,0,66,0,0,0,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/9/25,1098,MANAGERS CHOICE,9,2,0,3,0,0,0,0,4,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/9/25,1,ELEMENTARY,0,0,0,0,0,0,0,0,0,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/9/25,1115,PBJ POWER PACK ELEMENTARY,35,18,1,16,0,0,0,0,0,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/9/25,1122,PASTA W/ MEATBALLS ELEMENTARY,27,10,2,15,0,0,0,0,0,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/9/25,1124,YOGURT POWER PACK ELEMENTARY,17,10,0,7,0,0,0,0,0,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/9/25,1140,CHEESE STIX ELEMENTARY,11,4,0,7,0,0,0,0,0,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/9/25,1175,SALAD BAR ELEMENTARY,1,1,0,0,0,0,0,0,0,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/9/25,1178,NACHOS W/ CHEESE ELEMENTARY,121,58,3,59,0,1,0,0,0,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/9/25,1220,NACHO W/ BLACK BEANS&CHEESE SAUCE ELEMENTARY,3,2,0,1,0,0,0,0,0,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/9/25,1353,NACHOS W/ TURKEY BARBACOA & CHEESE SAUCE ES,35,14,2,16,3,0,0,0,0,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/9/25,1372,CHEESE QUESADILLA ELEMENTARY,12,11,0,1,0,0,0,0,0,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/9/25,138,SIMPLY CHEX,3,0,0,0,0,3,0,0,0,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/9/25,1399,ALC LUNCH ENTREE ELEMENTARY,25,0,0,0,0,25,0,0,0,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/9/25,145,CHEEZ-IT,9,0,0,0,0,9,0,0,0,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/9/25,188,$1.00 WATER 16.9oz,21,0,0,0,0,21,0,0,0,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/9/25,340,COOKIE,7,0,0,0,0,7,0,0,0,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/9/25,700,ALC MILK,7,0,0,0,0,7,0,0,0,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/9/25,807,$1PRETZEL,25,0,0,0,0,25,0,0,0,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/10/25,1003,ALC HARD BOILED EGG,1,0,0,0,0,1,0,0,0,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/10/25,105,$1.25 CHIPS,65,0,0,0,0,65,0,0,0,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/10/25,1098,MANAGERS CHOICE,4,0,0,0,0,0,0,0,4,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/10/25,1,ELEMENTARY,0,0,0,0,0,0,0,0,0,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/10/25,1115,PBJ POWER PACK ELEMENTARY,70,35,4,31,0,0,0,0,0,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/10/25,1124,YOGURT POWER PACK ELEMENTARY,21,10,0,11,0,0,0,0,0,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/10/25,1175,SALAD BAR ELEMENTARY,1,1,0,0,0,0,0,0,0,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/10/25,138,SIMPLY CHEX,5,0,0,0,0,5,0,0,0,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/10/25,1399,ALC LUNCH ENTREE ELEMENTARY,15,0,0,0,0,15,0,0,0,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/10/25,1407,ASIAN BEEF MEATBALL SUB-ES,65,28,1,34,2,0,0,0,0,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/10/25,1408,ASIAN VEGGIE SUB-ES,96,49,4,42,1,0,0,0,0,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/10/25,145,CHEEZ-IT,10,0,0,0,0,10,0,0,0,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/10/25,188,$1.00 WATER 16.9oz,19,0,0,0,0,19,0,0,0,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/10/25,700,ALC MILK,8,0,0,0,0,8,0,0,0,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/10/25,807,$1PRETZEL,20,0,0,0,0,20,0,0,0,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/11/25,105,$1.25 CHIPS,1,0,0,0,0,1,0,0,0,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/11/25,1098,MANAGERS CHOICE,4,0,0,0,0,0,0,0,4,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/11/25,1,ELEMENTARY,0,0,0,0,0,0,0,0,0,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/11/25,1107,CHEESE PIZZA ELEMENTARY,138,57,5,74,2,0,0,0,0,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/11/25,1112,PEPPERONI PIZZA ELEMENTARY,82,36,1,45,0,0,0,0,0,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/11/25,1115,PBJ POWER PACK ELEMENTARY,41,22,3,16,0,0,0,0,0,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/11/25,1124,YOGURT POWER PACK ELEMENTARY,14,5,0,9,0,0,0,0,0,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/11/25,1175,SALAD BAR ELEMENTARY,1,1,0,0,0,0,0,0,0,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/11/25,138,SIMPLY CHEX,15,0,0,0,0,15,0,0,0,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/11/25,1399,ALC LUNCH ENTREE ELEMENTARY,16,0,0,0,0,16,0,0,0,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/11/25,145,CHEEZ-IT,22,0,0,0,0,22,0,0,0,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/11/25,188,$1.00 WATER 16.9oz,23,0,0,0,0,23,0,0,0,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/11/25,340,COOKIE,3,0,0,0,0,3,0,0,0,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/11/25,700,ALC MILK,3,0,0,0,0,3,0,0,0,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/11/25,807,$1PRETZEL,22,0,0,0,0,21,1,0,0,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/21/25,1098,MANAGERS CHOICE,4,0,0,0,0,0,0,0,4,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/21/25,1,ELEMENTARY,0,0,0,0,0,0,0,0,0,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/21/25,1115,PBJ POWER PACK ELEMENTARY,84,48,2,34,0,0,0,0,0,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/21/25,1119,GRILLED CHEESE SANDWICH ELEMENTARY,49,22,2,25,0,0,0,0,0,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/21/25,1124,YOGURT POWER PACK ELEMENTARY,20,8,0,12,0,0,0,0,0,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/21/25,1126,HOT TURKEY AND CHEESE SANDWICH ELEMENTARY,47,20,0,24,1,0,2,0,0,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/21/25,1131,CHEESEBURGER ELEMENTARY,1,0,0,1,0,0,0,0,0,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/21/25,1134,BBQ CHICKEN SANDWICH ELEMENTARY,31,9,2,20,0,0,0,0,0,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/21/25,1175,SALAD BAR ELEMENTARY,1,1,0,0,0,0,0,0,0,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/21/25,138,SIMPLY CHEX,5,0,0,0,0,5,0,0,0,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/21/25,1399,ALC LUNCH ENTREE ELEMENTARY,13,0,0,0,0,13,0,0,0,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/21/25,145,CHEEZ-IT,9,0,0,0,0,9,0,0,0,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/21/25,188,$1.00 WATER 16.9oz,15,0,0,0,0,15,0,0,0,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/21/25,700,ALC MILK,3,0,0,0,0,3,0,0,0,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/21/25,807,$1PRETZEL,13,0,0,0,0,13,0,0,0,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/21/25,833,$1.25 POPCORN,47,0,0,0,0,47,0,0,0,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/22/25,105,$1.25 CHIPS,69,0,0,0,0,69,0,0,0,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/22/25,1098,MANAGERS CHOICE,5,0,0,1,0,0,0,0,4,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/22/25,1,ELEMENTARY,0,0,0,0,0,0,0,0,0,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/22/25,1115,PBJ POWER PACK ELEMENTARY,89,50,4,35,0,0,0,0,0,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/22/25,1124,YOGURT POWER PACK ELEMENTARY,29,12,3,14,0,0,0,0,0,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/22/25,1175,SALAD BAR ELEMENTARY,3,3,0,0,0,0,0,0,0,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/22/25,1365,BEAN & CHEESE PUPUSA-ES,48,28,1,19,0,0,0,0,0,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/22/25,138,SIMPLY CHEX,4,0,0,0,0,4,0,0,0,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/22/25,1399,ALC LUNCH ENTREE ELEMENTARY,13,0,0,0,0,13,0,0,0,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/22/25,1422,TURKEY BARBACOA AREPAS W/ CHEESE ES,74,27,1,43,3,0,0,0,0,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/22/25,145,CHEEZ-IT,10,0,0,0,0,10,0,0,0,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/22/25,188,$1.00 WATER 16.9oz,16,0,0,0,0,15,1,0,0,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/22/25,340,COOKIE,2,0,0,0,0,2,0,0,0,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/22/25,700,ALC MILK,6,0,0,0,0,6,0,0,0,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/22/25,807,$1PRETZEL,11,0,0,0,0,11,0,0,0,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/22/25,833,$1.25 POPCORN,4,0,0,0,0,4,0,0,0,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/23/25,1098,MANAGERS CHOICE,4,0,0,0,0,0,0,0,4,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/23/25,1,ELEMENTARY,0,0,0,0,0,0,0,0,0,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/23/25,1115,PBJ POWER PACK ELEMENTARY,33,23,0,10,0,0,0,0,0,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/23/25,1124,YOGURT POWER PACK ELEMENTARY,9,2,0,7,0,0,0,0,0,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/23/25,1136,CHICKEN TENDERS ELEMENTARY,165,74,5,83,2,1,0,0,0,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/23/25,1175,SALAD BAR ELEMENTARY,1,0,0,1,0,0,0,0,0,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/23/25,1224,BREADED CHICKENLESS BITES ELEMENTARY,64,32,4,28,0,0,0,0,0,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/23/25,138,SIMPLY CHEX,12,0,0,0,0,12,0,0,0,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/23/25,1399,ALC LUNCH ENTREE ELEMENTARY,26,0,0,0,0,26,0,0,0,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/23/25,145,CHEEZ-IT,18,0,0,0,0,18,0,0,0,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/23/25,188,$1.00 WATER 16.9oz,18,0,0,0,0,18,0,0,0,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/23/25,700,ALC MILK,7,0,0,0,0,7,0,0,0,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/24/25,1111,ORANGE CHICKEN ELEMENTARY,120,51,1,65,3,0,0,0,0,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/24/25,1115,PBJ POWER PACK ELEMENTARY,26,12,3,11,0,0,0,0,0,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/24/25,1124,YOGURT POWER PACK ELEMENTARY,6,2,0,4,0,0,0,0,0,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/24/25,1175,SALAD BAR ELEMENTARY,7,1,0,2,0,0,0,0,4,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/24/25,1192,FIELD TRIP LUNCH ELEMENTARY,14,8,0,6,0,0,0,0,0,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/24/25,1224,BREADED CHICKENLESS BITES ELEMENTARY,16,13,0,3,0,0,0,0,0,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/24/25,1354,CHICKENLESS BITES W/ ORANGE SAUCE W/RICE,48,23,2,23,0,0,0,0,0,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/24/25,138,SIMPLY CHEX,7,0,0,0,0,7,0,0,0,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/24/25,1399,ALC LUNCH ENTREE ELEMENTARY,23,0,0,0,0,23,0,0,0,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/24/25,145,CHEEZ-IT,24,0,0,0,0,24,0,0,0,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/24/25,188,$1.00 WATER 16.9oz,13,0,0,0,0,13,0,0,0,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/24/25,700,ALC MILK,4,0,0,0,0,4,0,0,0,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/24/25,807,$1PRETZEL,23,0,0,0,0,23,0,0,0,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/25/25,1107,CHEESE PIZZA ELEMENTARY,129,66,5,57,1,0,0,0,0,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/25/25,1111,ORANGE CHICKEN ELEMENTARY,11,3,0,8,0,0,0,0,0,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/25/25,1112,PEPPERONI PIZZA ELEMENTARY,69,21,0,46,1,1,0,0,0,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/25/25,1115,PBJ POWER PACK ELEMENTARY,27,17,1,9,0,0,0,0,0,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/25/25,1124,YOGURT POWER PACK ELEMENTARY,14,9,0,5,0,0,0,0,0,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/25/25,1175,SALAD BAR ELEMENTARY,14,3,0,7,0,0,0,0,4,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/25/25,1354,CHICKENLESS BITES W/ ORANGE SAUCE W/RICE,15,8,0,7,0,0,0,0,0,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/25/25,138,SIMPLY CHEX,8,0,0,0,0,8,0,0,0,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/25/25,1399,ALC LUNCH ENTREE ELEMENTARY,10,0,0,0,0,10,0,0,0,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/25/25,145,CHEEZ-IT,14,0,0,0,0,14,0,0,0,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/25/25,188,$1.00 WATER 16.9oz,28,0,0,0,0,28,0,0,0,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/25/25,340,COOKIE,4,0,0,0,0,4,0,0,0,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/25/25,700,ALC MILK,2,0,0,0,0,2,0,0,0,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/25/25,807,$1PRETZEL,17,0,0,0,0,17,0,0,0,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/25/25,833,$1.25 POPCORN,19,0,0,0,0,19,0,0,0,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/28/25,105,$1.25 CHIPS,71,0,0,0,0,71,0,0,0,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/28/25,1115,PBJ POWER PACK ELEMENTARY,46,24,0,22,0,0,0,0,0,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/28/25,1124,YOGURT POWER PACK ELEMENTARY,15,8,0,7,0,0,0,0,0,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/28/25,1131,CHEESEBURGER ELEMENTARY,141,52,6,81,1,1,0,0,0,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/28/25,1140,CHEESE STIX ELEMENTARY,10,6,0,4,0,0,0,0,0,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/28/25,1175,SALAD BAR ELEMENTARY,19,8,0,7,0,0,0,0,4,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/28/25,1226,VEGAN BURGER ELEMENTARY,38,26,1,11,0,0,0,0,0,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/28/25,138,SIMPLY CHEX,3,0,0,0,0,3,0,0,0,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/28/25,1399,ALC LUNCH ENTREE ELEMENTARY,9,0,0,0,0,9,0,0,0,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/28/25,145,CHEEZ-IT,8,0,0,0,0,8,0,0,0,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/28/25,188,$1.00 WATER 16.9oz,19,0,0,0,0,19,0,0,0,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/28/25,340,COOKIE,5,0,0,0,0,5,0,0,0,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/28/25,600,ALC VEGETABLE/FRUIT,8,0,0,0,0,8,0,0,0,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/28/25,700,ALC MILK,3,0,0,0,0,3,0,0,0,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/28/25,807,$1PRETZEL,15,0,0,0,0,15,0,0,0,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/29/25,1098,MANAGERS CHOICE,7,1,0,6,0,0,0,0,0,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/29/25,1,ELEMENTARY,0,0,0,0,0,0,0,0,0,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/29/25,1115,PBJ POWER PACK ELEMENTARY,33,21,2,10,0,0,0,0,0,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/29/25,1122,PASTA W/ MEATBALLS ELEMENTARY,62,27,5,29,1,0,0,0,0,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/29/25,1124,YOGURT POWER PACK ELEMENTARY,16,9,0,7,0,0,0,0,0,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/29/25,1140,CHEESE STIX ELEMENTARY,125,61,2,58,1,0,0,1,0,2,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/29/25,1175,SALAD BAR ELEMENTARY,17,4,0,9,0,0,0,0,4,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/29/25,138,SIMPLY CHEX,7,0,0,0,0,7,0,0,0,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/29/25,1399,ALC LUNCH ENTREE ELEMENTARY,30,0,0,0,0,30,0,0,0,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/29/25,145,CHEEZ-IT,4,0,0,0,0,4,0,0,0,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/29/25,188,$1.00 WATER 16.9oz,15,0,0,0,0,15,0,0,0,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/29/25,340,COOKIE,177,0,0,0,0,176,0,0,0,1,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/29/25,700,ALC MILK,10,0,0,0,0,10,0,0,0,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/29/25,807,$1PRETZEL,2,0,0,0,0,2,0,0,0,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/29/25,833,$1.25 POPCORN,1,0,0,0,0,1,0,0,0,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/30/25,105,$1.25 CHIPS,3,0,0,0,0,3,0,0,0,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/30/25,1115,PBJ POWER PACK ELEMENTARY,19,7,1,11,0,0,0,0,0,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/30/25,1122,PASTA W/ MEATBALLS ELEMENTARY,6,2,0,4,0,0,0,0,0,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/30/25,1124,YOGURT POWER PACK ELEMENTARY,45,26,1,18,0,0,0,0,0,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/30/25,1140,CHEESE STIX ELEMENTARY,13,5,0,8,0,0,0,0,0,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/30/25,1175,SALAD BAR ELEMENTARY,30,13,2,11,0,0,0,0,4,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/30/25,1178,NACHOS W/ CHEESE ELEMENTARY,93,39,3,51,0,0,0,0,0,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/30/25,1202,CHICKEN QUESADILLA ELEMENTARY,1,1,0,0,0,0,0,0,0,0,0,0,0
lunch,348,GUNSTON_ELEMENTARY,4/30/25,1220,NACHO W/ BLACK BEANS&CHEESE SAUCE ELEMENTARY,39,14,4,20,1,0,0,0,0,0,0,0,0
