school_name,name,total_offered,total_left_over,net_consumption_rate
Belle View Elementary,Fat Free White Milk (Each),183,82,55.19125683060109
Belle View Elementary,String Cheese (1 Stick),45,32,28.888888888888886
Belvedere Elementary,Applesauce (1/2 Cup),198,0,100.0
Belvedere Elementary,Chilled Pineapple (1/2 cup),278,0,100.0
Belvedere Elementary,"Frozen Berry, Triple Berry Blend (1/2 cup (thawed))",28,0,100.0
Belvedere Elementary,"Lactose Free, White Milk (Each)",9,0,100.0
Belvedere Elementary,"Milk, Lactose Free,  Fat Free, Shelf-Stable (Each)",8,0,100.0
Belvedere Elementary,Orange Slices (3 slices per 1/4 cup),260,0,100.0
Belvedere Elementary,Red Seedless Grapes (16 grapes per 1/2 cup),25,0,100.0
Belvedere Elementary,Chilled Peaches (1/2 cup (drained)),404,10,97.52475247524752
Belvedere Elementary,Banana (Each),435,15,96.55172413793103
Belvedere Elementary,"Cereal, Cinnamon Toast Crunch 1 oz (Sub) (Each)",20,1,95.0
Belvedere Elementary,"Milk, Soy, Plain, Bulk (12/32 oz) (1 cup)",20,1,95.0
Belvedere Elementary,Bagel (Bagel),251,25,90.0398406374502
Belvedere Elementary,Blueberry Muffin Top (Muffin Top),64,7,89.0625
Belvedere Elementary,IW Applesauce Cup (Each),26,3,88.46153846153845
Belvedere Elementary,Red Delicious Apple (Each - serving),464,54,88.36206896551724
Belvedere Elementary,Mini Maple Pancakes (Package),1481,207,86.02295746117488
Belvedere Elementary,Blueberry Bread (1 square),192,27,85.9375
Belvedere Elementary,Orange (6 Slices per 1/2 cup),487,75,84.59958932238193
Belvedere Elementary,"Sandwich, Breakfast. Bagel, Turkey Sausage (Sandwich)",366,61,83.33333333333334
Belvedere Elementary,Honey Cheerios Cereal (Each),532,89,83.27067669172934
Belvedere Elementary,Apple Juice (Each),1428,248,82.6330532212885
Belvedere Elementary,String Cheese (1 Stick),256,48,81.25
Belvedere Elementary,Cinnamon Chex Cereal (Each),350,68,80.57142857142857
Belvedere Elementary,Cream Cheese (Each),239,52,78.24267782426779
Belvedere Elementary,Orange Tangerine Juice (Each),1652,426,74.21307506053269
Belvedere Elementary,"Parfait, Triple Berry (Parfait)",32,9,71.875
Belvedere Elementary,Blueberry Chex Cereal (Each),1058,327,69.09262759924385
Belvedere Elementary,1% White Milk (Each),3277,1114,66.00549282880684
Belvedere Elementary,Natural Breakfast Syrup (Each),55,19,65.45454545454545
Belvedere Elementary,Egg and American Cheese on Bagel (Sandwich),151,56,62.913907284768214
Belvedere Elementary,Fat Free White Milk (Each),154,64,58.44155844155844
Belvedere Elementary,"Cinnamon Toast Crunch Cereal, 25% Less Sugar (Each)",38,16,57.89473684210527
Belvedere Elementary,Natural Grape Jam (Packet),176,85,51.70454545454546
